procesador_frecuencia_turbo_max_ghz,procesador_numero_nucleos,disco_duro_capacidad_de_memoria_ssd_gb,ram_memoria_gb,ram_frecuencia_de_la_memoria_mhz,alimentacion_vatios_hora,procesador,procesador_tipo,grafica_tarjeta,ram_tipo,sistema_operativo_sistema_operativo,camara_resolucion_pixeles,pantalla_tecnologia,pantalla_resolucion_pixeles
4.7,10.0,512.0,16.0,4800.0,42.0,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
5.0,16.0,1000.0,16.0,4800.0,73.0,Intel Core i7-13700HX,Intel Core i7,NVIDIA GeForce RTX 4070,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
4.4,10.0,512.0,16.0,4800.0,56.0,Intel Core i5-1235U,Intel Core i5,Intel Iris Xe Graphics,DDR4,Windows 11 Professional,1280x720,Full HD,1920x1080
4.8,12.0,512.0,16.0,4800.0,63.0,Intel Core Ultra 7 155U,Intel Core Ultra 7,Intel Graphics,DDR5,Windows 11 Professional,1920x1080,WUXGA,1920x1200
4.7,10.0,512.0,16.0,4800.0,38.0,Intel Processor N97,Unknown,Intel UHD Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
4.4,8.0,512.0,16.0,4800.0,47.0,Intel Core i5-12450H,Intel Core i5,Intel UHD Graphics,LPDDR5,Windows 11 Home,1280x720,Full HD,1920x1080
4.8,16.0,1000.0,32.0,5600.0,99.9,Intel Core Ultra 7 155H,Intel Core Ultra 7,NVIDIA GeForce RTX 4060,DDR5,Free DOS,1920x1080,QHD+,2560x1600
5.0,14.0,1000.0,16.0,4800.0,88.0,Intel Core i7-13700H,Intel Core i7,NVIDIA GeForce RTX 4060,DDR5,Windows 11 Home,1920x1080,UHD+,3840x2400
4.6,8.0,512.0,16.0,5200.0,53.5,Intel Core i5-13420H,Intel Core i5,NVIDIA GeForce RTX 4060,DDR5,Free DOS,1280x720,Full HD,1920x1080
4.7,8.0,512.0,8.0,4800.0,58.2,Apple M2,Apple M,Apple M2 Graphics,DDR4,macOS Monterey,1280x720,Retina,2560x1600
4.7,10.0,512.0,16.0,4800.0,64.0,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1280x720,2.8K,2880x1800
4.7,10.0,1000.0,16.0,4800.0,70.0,Apple M2 Pro,Apple M,Apple M2 Pro Graphics,DDR4,macOS Ventura,1920x1080,Retina,3024x1964
2.8,2.0,128.0,4.0,4800.0,56.0,Intel Celeron N4500,Intel Celeron,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
4.7,10.0,512.0,16.0,4800.0,61.0,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1920x1080,Full HD,1920x1080
4.7,10.0,512.0,16.0,4800.0,57.0,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,Chrome OS,1280x720,Full HD,1920x1080
4.8,16.0,1000.0,32.0,4800.0,83.0,Intel Core Ultra 7 155H,Intel Core Ultra 7,NVIDIA GeForce RTX 4050,DDR4,Windows 11 Home,1280x720,2.8K,2880x1800
4.7,12.0,1000.0,16.0,5200.0,53.5,Intel Core i5-13500H,Intel Core i5,NVIDIA GeForce RTX 4060,DDR5,Free DOS,1280x720,Full HD,1920x1080
4.7,10.0,512.0,16.0,4800.0,57.0,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1920x1080,Full HD,1920x1080
4.4,8.0,512.0,16.0,4800.0,56.0,Intel Core i5-12450H,Intel Core i5,NVIDIA GeForce RTX 4050,DDR5,Windows 11 Home,1280x720,Full HD,1920x1080
4.4,8.0,512.0,16.0,4800.0,47.0,Intel Core i5-12450H,Intel Core i5,Intel UHD Graphics,LPDDR5,Windows 11 Home,1280x720,Full HD,1920x1080
4.5,14.0,512.0,16.0,4800.0,75.0,Intel Core Ultra 5 125H,Intel Core Ultra 5,Intel Arc Graphics,LPDDR5X,Windows 11 Home,1920x1080,WUXGA,1920x1200
5.2,14.0,1000.0,32.0,5600.0,86.0,Intel Core i7-13800H,Intel Core i7,NVIDIA RTX 2000 Ada,DDR5,Windows 11 Professional,1280x720,WUXGA,1920x1200
4.4,10.0,512.0,8.0,4800.0,56.0,Intel Core i5-1235U,Intel Core i5,Intel Iris Xe Graphics,DDR4,Linux,1280x720,Full HD,1920x1080
4.7,10.0,512.0,16.0,4800.0,90.0,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
4.8,12.0,512.0,16.0,5600.0,60.0,Intel Core Ultra 7 155U,Intel Core Ultra 7,Intel Graphics,DDR5,Windows 11 Professional,1920x1080,WUXGA,1920x1200
5.5,20.0,1000.0,32.0,4800.0,95.0,Intel Core i7-14700HX,Intel Core i7,NVIDIA RTX 3500,DDR5,Windows 11 Professional,1280x720,WUXGA,1920x1200
4.7,8.0,512.0,24.0,4800.0,52.6,Apple M3,Apple M,Apple M3 Graphics,DDR4,macOS Sequoia,1920x1080,Retina,2560x1664
4.3,12.0,512.0,16.0,5600.0,45.0,Intel Core Ultra 5 125U,Intel Core Ultra 5,Intel Graphics,DDR5,Windows 11 Professional,1920x1080,WUXGA,1920x1200
4.6,10.0,512.0,16.0,4800.0,42.0,Intel Core i5-1335U,Intel Core i5,Intel Iris Xe Graphics,DDR4,Windows 11 Professional,1280x720,Full HD,1920x1080
4.7,10.0,512.0,16.0,4800.0,54.0,Qualcomm Snapdragon X Plus X1P-64-100,Qualcomm Snapdragon X Plus,Qualcomm Adreno,LPDDR5X,Windows 11 Home,1920x1080,Full HD,2304x1536
5.0,10.0,512.0,16.0,4800.0,57.0,Intel Core i7-1355U,Intel Core i7,Intel Iris Xe Graphics,DDR4,Windows 11 Professional,1920x1080,Full HD,1920x1080
4.7,10.0,512.0,8.0,3200.0,41.0,Intel Core i7-1255U,Intel Core i7,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
4.9,10.0,1000.0,16.0,5200.0,53.5,Intel Core i7-13620H,Intel Core i7,NVIDIA GeForce RTX 4060,DDR5,Windows 11 Home,1280x720,Full HD,1920x1080
2.6,4.0,256.0,8.0,2400.0,41.0,Intel Celeron N4120,Intel Celeron,Intel UHD Graphics 600,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
4.3,4.0,512.0,8.0,5500.0,41.0,AMD Ryzen 5 7520U,AMD Ryzen 5,AMD Radeon 610M,LPDDR5,Windows 11 Home,1280x720,Full HD,1920x1080
4.4,4.0,512.0,16.0,4800.0,45.0,Intel Core i5-11300H,Intel Core i5,NVIDIA GeForce RTX 3050 Ti,DDR4,Windows 10 Home,1280x720,Full HD,1920x1080
4.7,16.0,1000.0,36.0,4800.0,70.0,Apple M4 Max,Apple M,Apple M4 Max Graphics,DDR4,macOS Sequoia,1920x1080,Retina,3456x2234
4.7,10.0,512.0,32.0,4800.0,56.0,Intel Core 7 150U,Intel Core 7,Intel Graphics,DDR5,Windows 11 Professional,1280x720,WUXGA,1920x1200
4.3,8.0,512.0,16.0,3200.0,42.0,AMD Ryzen 7 5700U,AMD Ryzen 7,AMD Radeon Graphics,DDR4,sin sistema operativo,1280x720,Full HD,1920x1080
4.6,10.0,256.0,8.0,4800.0,54.0,Intel Core i5-1335U,Intel Core i5,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1920x1080,Full HD,1600x900
5.0,14.0,1000.0,16.0,4800.0,56.0,Intel Core i7-13705H,Intel Core i7,NVIDIA GeForce RTX 4050,DDR4,Windows 11 Professional,1920x1080,"3,2K",3200x2000
4.0,6.0,512.0,8.0,4800.0,41.0,AMD Ryzen 5 5625U,AMD Ryzen 5,AMD Radeon Graphics,DDR4,Free DOS,1280x720,Full HD,1920x1080
4.8,12.0,1000.0,32.0,6400.0,57.0,Intel Core Ultra 7 155U,Intel Core Ultra 7,Intel Graphics,LPDDR5X,Windows 11 Professional,1920x1080,2.8K,2880x1800
4.0,6.0,512.0,16.0,3200.0,41.0,AMD Ryzen 5 5625U,AMD Ryzen 5,AMD Radeon Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
4.7,10.0,1000.0,16.0,4800.0,75.0,Qualcomm Snapdragon X Plus X1P-64-100,Qualcomm Snapdragon X Plus,Qualcomm Adreno X Plus,LPDDR5X,Windows 11 Home,2560x1440,WQXGA,2560x1600
5.0,12.0,1000.0,16.0,4800.0,70.0,Intel Core i7-1360P,Intel Core i7,Intel Iris Xe Graphics,LPDDR5,Windows 11 Home,1280x720,QHD+,1920x1080
2.6,1.0,256.0,8.0,3200.0,41.0,Intel Core i3-1115G4,Intel Core i3,Intel UHD Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
4.7,10.0,512.0,16.0,4800.0,57.0,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1920x1080,Full HD,1920x1080
4.0,6.0,512.0,16.0,3200.0,41.0,AMD Ryzen 5 5625U,AMD Ryzen 5,AMD Radeon Graphics,DDR4L,Windows 11 Professional,1280x720,Full HD,1920x1080
4.3,12.0,512.0,16.0,6400.0,57.0,Intel Core Ultra 5 125U,Intel Core Ultra 5,Intel Graphics,LPDDR5X,Windows 11 Professional,1920x1080,WUXGA,1920x1200
4.7,12.0,512.0,16.0,4800.0,56.0,Qualcomm Snapdragon X Elite X1E-80-100,Qualcomm Snapdragon X Elite,Intel Iris Xe Graphics,DDR5,Windows 11 Home,1280x720,Full HD,2880x1800
4.7,10.0,512.0,16.0,4800.0,56.0,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
4.7,10.0,512.0,16.0,4800.0,70.0,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
5.0,10.0,1000.0,16.0,4800.0,42.0,Intel Core i7-1355U,Intel Core i7,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
4.7,10.0,512.0,16.0,4800.0,50.0,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
4.6,10.0,1000.0,16.0,3200.0,41.0,Intel Core i5-1334U,Intel Core i5,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
5.0,10.0,512.0,16.0,4800.0,56.0,Intel Core i7-1355U,Intel Core i7,Intel UHD Graphics,DDR4,Windows 11 Professional,1280x720,WUXGA,1920x1200
4.7,10.0,512.0,16.0,4800.0,52.5,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
4.6,10.0,256.0,8.0,3200.0,57.0,Intel Core i5-1335U,Intel Core i5,Intel Iris Xe Graphics,DDR4,Windows 11 Professional,1920x1080,Full HD,1920x1080
4.6,10.0,512.0,16.0,4800.0,41.0,Intel Core i5-1334U,Intel Core i5,Intel Iris Xe Graphics,DDR4,Free DOS,1280x720,Full HD,1920x1080
4.7,12.0,512.0,16.0,4800.0,53.0,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
5.2,14.0,1000.0,32.0,4800.0,86.0,Intel Core i7-13800H,Intel Core i7,NVIDIA RTX A2000,DDR5,Windows 11 Professional,1280x720,WQUXGA,3840x2400
4.7,10.0,1000.0,16.0,4800.0,42.0,Intel Core i7-1255U,Intel Core i7,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
4.2,4.0,512.0,8.0,3200.0,38.0,Intel Core i5-1135G7,Intel Core i5,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
4.7,10.0,512.0,16.0,4800.0,54.0,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
5.0,10.0,512.0,16.0,3200.0,41.0,Intel Core i7-1355U,Intel Core i7,Intel Iris Xe Graphics,DDR4,sin sistema operativo,1280x720,Full HD,1920x1080
4.7,10.0,1000.0,24.0,4800.0,70.0,Apple M4,Apple M,Apple M4 Graphics,DDR4,macOS Sequoia,1920x1080,Retina,3024x1964
5.0,12.0,1000.0,16.0,4800.0,70.0,Intel Core i7-1360P,Intel Core i7,Intel Iris Xe Graphics,DDR4,Windows 11 Professional,1920x1080,WUXGA,1920x1200
4.4,4.0,512.0,16.0,4266.0,44.5,Intel Core i7-1160G7,Intel Core i7,Intel Iris Xe Graphics,LPDDR4X,Windows 10 Professional,1280x720,2K,2160x1350
4.6,10.0,512.0,16.0,3200.0,41.0,Intel Core i5-1335U,Intel Core i5,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
5.0,14.0,2000.0,32.0,4800.0,99.0,Intel Core i9-12900H,Intel Core i9,NVIDIA GeForce RTX 3080 Ti,DDR5,Windows 11 Professional,1280x720,QHD+,3840x2400
4.6,10.0,256.0,8.0,3200.0,57.0,Intel Core i5-1335U,Intel Core i5,Intel Iris Xe Graphics,DDR4,Windows 11 Professional,1920x1080,Full HD,1920x1080
4.6,10.0,512.0,16.0,4800.0,56.0,Intel Core i5-1335U,Intel Core i5,Intel Iris Xe Graphics,DDR4,Windows 11 Professional,1280x720,Full HD,1920x1080
4.7,10.0,512.0,16.0,4800.0,56.0,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
4.7,10.0,512.0,16.0,4800.0,71.0,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1920x1080,Full HD,1920x1080
4.7,10.0,512.0,16.0,4800.0,70.0,Apple M4,Apple M,Apple M4 Graphics,DDR4,macOS Sequoia,1920x1080,Retina,3024x1964
5.2,14.0,1000.0,32.0,4800.0,58.0,Intel Core i7-13800H,Intel Core i7,NVIDIA RTX A2000,LPDDR5,Windows 11 Professional,1920x1080,Full HD,2400x1600
4.4,8.0,512.0,8.0,4800.0,47.0,Intel Core i5-12450H,Intel Core i5,Intel UHD Graphics,LPDDR5,Windows 11 Home,1280x720,Full HD,1920x1080
4.7,10.0,512.0,16.0,4800.0,67.0,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1920x1080,Full HD,1920x1080
2.4,2.0,8.0,4.0,1666.0,57.0,AMD A4-9120C,AMD A-Series,AMD Radeon R4 Graphics,DDR4,Chrome OS,1280x720,Full HD,1920x1080
4.7,10.0,512.0,16.0,4800.0,70.0,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
3.9,4.0,256.0,8.0,3200.0,35.0,AMD Ryzen 3 5300U,AMD Ryzen 3,AMD Radeon Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
4.7,14.0,512.0,16.0,3200.0,99.9,Intel Core i7-12700H,Intel Core i7,NVIDIA GeForce RTX 3060,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
4.6,10.0,512.0,16.0,6400.0,51.0,Intel Core i5-1335U,Intel Core i5,Intel Iris Xe Graphics,LPDDR5,Windows 11 Professional,1280x720,WUXGA,1920x1200
4.5,12.0,512.0,16.0,4800.0,54.0,Intel Core i5-12500H,Intel Core i5,NVIDIA GeForce RTX 4050,DDR5,Windows 11 Home,1280x720,Full HD,1920x1080
5.0,10.0,1000.0,16.0,4800.0,76.0,Intel Core i7-1355U,Intel Core i7,NVIDIA RTX A500,DDR5,Windows 11 Professional,1280x720,WUXGA,1920x1200
4.7,10.0,512.0,16.0,4800.0,60.0,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
4.0,6.0,512.0,8.0,4800.0,35.0,AMD Ryzen 5 5500U,AMD Ryzen 5,AMD Radeon Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
4.7,10.0,512.0,16.0,4800.0,55.0,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
4.9,10.0,1000.0,32.0,3200.0,39.0,Intel Core i7-13620H,Intel Core i7,Intel UHD Graphics,DDR4,sin sistema operativo,1280x720,Full HD,1920x1080
4.7,12.0,1000.0,32.0,8448.0,70.0,Qualcomm Snapdragon X Elite X1E-78-100,Qualcomm Snapdragon X Elite,Qualcomm Adreno X Elite,LPDDR5X,Windows 11 Home,1920x1080,3K,2944x1840
4.4,6.0,512.0,16.0,3200.0,35.0,Intel Core i3-1215U,Intel Core i3,Intel UHD Graphics,DDR4,sin sistema operativo,1280x720,Full HD,1920x1080
4.7,10.0,512.0,16.0,4800.0,42.0,Unknown,Intel Core i7,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
5.6,24.0,2000.0,64.0,5600.0,94.0,Intel Core i9-13980HX,Intel Core i9,NVIDIA RTX A4000,DDR5,Windows 11 Professional,1920x1080,WQUXGA,3840x2400
5.0,12.0,512.0,16.0,4800.0,61.0,Intel Core i7-1360P,Intel Core i7,Intel Iris Xe Graphics,LPDDR4,Windows 11 Professional,1920x1080,Full HD,1920x1080
4.8,16.0,1000.0,16.0,5600.0,72.0,Intel Core Ultra 7 155H,Intel Core Ultra 7,NVIDIA GeForce RTX 4060,DDR5,Free DOS,1280x720,2.8K,2880x1800
4.7,10.0,512.0,16.0,4800.0,42.0,Intel Core i7-1255U,Intel Core i7,Intel UHD Graphics,DDR4,Windows 11 Professional,1280x720,Full HD,1920x1080
4.4,10.0,512.0,8.0,3200.0,42.0,Intel Core i5-1235U,Intel Core i5,Intel Iris Xe Graphics,DDR4,Windows 11 Professional,1280x720,Full HD,1920x1080
4.7,8.0,512.0,8.0,4800.0,66.5,Apple M3,Apple M,Apple M3 Graphics,DDR4,macOS Sequoia,1920x1080,Retina,2880x1864
5.0,14.0,1000.0,32.0,5600.0,86.0,Intel Core i7-13700H,Intel Core i7,NVIDIA RTX A1000,DDR5,Windows 11 Professional,1280x720,WUXGA,1920x1200
4.7,10.0,512.0,16.0,4800.0,52.4,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
4.4,6.0,128.0,8.0,4800.0,50.0,Intel Core i3-1215U,Intel Core i3,Intel UHD Graphics,DDR4,Chrome OS,1920x1080,Full HD,1920x1080
4.7,10.0,512.0,16.0,3200.0,51.0,Intel Core i7-12650H,Intel Core i7,NVIDIA GeForce RTX 3050,DDR4,Free DOS,1280x720,Full HD,1920x1080
4.5,14.0,512.0,16.0,4800.0,56.0,Intel Core Ultra 5 125H,Intel Core Ultra 5,Intel Arc Graphics,LPDDR5X,Windows 11 Professional,1280x720,WUXGA,1920x1200
4.0,4.0,256.0,8.0,4800.0,56.0,Intel Core i5-1130G7,Intel Core i5,Intel Iris Xe Graphics,LPDDR4X,Chrome OS,1280x720,Full HD,1920x1080
4.7,10.0,512.0,16.0,4800.0,90.0,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
5.0,16.0,1000.0,16.0,4800.0,90.0,Intel Core i9-12950HX,Intel Core i9,NVIDIA RTX A2000,DDR4,Windows 11 Professional,1280x720,WQXGA,2560x1600
4.9,10.0,512.0,16.0,4800.0,53.5,Intel Core i7-13620H,Intel Core i7,NVIDIA GeForce RTX 4060,DDR4,sin sistema operativo,1280x720,WUXGA,1920x1200
4.8,16.0,2000.0,32.0,7467.0,77.0,Intel Core Ultra 7 155H,Intel Core Ultra 7,Intel Arc Graphics,LPDDR5,Windows 11 Home,1920x1080,WQXGA,2560x1600
5.0,10.0,512.0,16.0,4800.0,66.0,Intel Core 5 120U,Intel Core 5,Intel Graphics,LPDDR5X,Windows 11 Professional,1280x720,WQXGA+,2880x1800
5.5,20.0,1000.0,16.0,4800.0,65.0,Intel Core i7-14700HX,Intel Core i7,NVIDIA GeForce RTX 4060,DDR5,Windows 11 Home,1280x720,WQXGA,2560x1600
4.8,10.0,256.0,8.0,4800.0,56.0,Intel Core i7-1265U,Intel Core i7,Intel Iris Xe Graphics,LPDDR5X,Windows 11 Professional,1280x720,Full HD,2496x1664
4.8,12.0,1000.0,32.0,7467.0,58.0,Intel Core Ultra 7 155U,Intel Core Ultra 7,Intel Graphics,LPDDR5X,Windows 11 Professional,1280x720,WUXGA,1920x1200
5.4,14.0,1000.0,32.0,4800.0,76.0,Intel Core i9-13900H,Intel Core i9,NVIDIA GeForce RTX 4070,LPDDR5,Windows 11 Home,1920x1080,WQXGA+,2880x1800
4.4,10.0,512.0,16.0,4800.0,35.0,Intel Core i5-1235U,Intel Core i5,Intel Iris Xe Graphics,DDR4,sin sistema operativo,1280x720,Full HD,1920x1080
4.7,10.0,512.0,16.0,3200.0,50.0,Intel Core i7-1255U,Intel Core i7,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
4.9,10.0,1000.0,16.0,5200.0,60.0,Intel Core i7-13620H,Intel Core i7,NVIDIA GeForce RTX 4060,DDR5,Windows 11 Home,1920x1080,Full HD,1920x1080
4.7,10.0,512.0,16.0,4800.0,70.0,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1920x1080,Full HD,1920x1080
4.7,10.0,512.0,16.0,4800.0,41.0,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
2.8,2.0,256.0,8.0,2933.0,41.0,Intel Celeron N4500,Intel Celeron,Intel UHD Graphics,DDR4,Free DOS,1280x720,Full HD,1920x1080
5.0,14.0,512.0,16.0,4800.0,76.0,Intel Core i7-13700H,Intel Core i7,NVIDIA GeForce RTX 4050,LPDDR5,Windows 11 Professional,1920x1080,WQXGA,1920x1080
4.4,6.0,512.0,8.0,4800.0,41.0,Intel Core i3-1215U,Intel Core i3,Intel UHD Graphics,DDR4,Windows 11 Professional,1280x720,Full HD,1920x1080
5.5,24.0,1000.0,32.0,4800.0,92.0,Intel Core i9-13950HX,Intel Core i9,NVIDIA GeForce RTX 4080,DDR5,Windows 11 Home,2592x1944,WQXGA,2560x1600
4.6,10.0,512.0,16.0,4800.0,56.0,Intel Core i5-1335U,Intel Core i5,Intel Iris Xe Graphics,DDR4,Windows 11 Professional,1280x720,WUXGA,1920x1200
3.0,2.0,256.0,8.0,4800.0,55.0,Intel Core i5-6300U,Intel Core i5,Intel Iris Xe Graphics,DDR4,Windows 10 Professional,1280x720,Full HD,1920x1080
4.8,16.0,1000.0,16.0,4800.0,70.0,Intel Core Ultra 7 155H,Intel Core Ultra 7,Intel Arc Graphics,DDR5,Windows 11 Home,1280x720,Full HD,1920x1080
4.7,10.0,512.0,16.0,4800.0,56.0,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
5.2,16.0,1000.0,16.0,5600.0,83.0,Intel Core i7-14650HX,Intel Core i7,NVIDIA GeForce RTX 4060,DDR5,Free DOS,1280x720,Full HD,1920x1080
4.7,10.0,512.0,16.0,4800.0,40.0,Intel Core i7-1255U,Intel Core i7,Intel Iris Xe Graphics,DDR4,Windows 11 Professional,1280x720,Full HD,1920x1080
4.7,14.0,1000.0,16.0,4800.0,92.0,Intel Core i7-12700H,Intel Core i7,NVIDIA GeForce RTX 3070 Ti,LPDDR5,Windows 11 Home,1280x720,Full HD,3840x2160
4.4,8.0,512.0,16.0,4800.0,47.0,Intel Core i5-12450H,Intel Core i5,Intel UHD Graphics,LPDDR5,Windows 11 Home,1280x720,Full HD,1920x1080
4.7,10.0,512.0,16.0,4800.0,40.0,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
5.0,14.0,512.0,16.0,4800.0,58.0,Intel Core i7-13700H,Intel Core i7,NVIDIA GeForce RTX 4050,LPDDR5X,Windows 11 Home,1920x1080,Full HD,2400x1600
4.7,12.0,1000.0,16.0,4800.0,56.0,Intel Core i7-1260P,Intel Core i7,Intel Arc A370M,DDR5,Windows 11 Home,1280x720,WQXGA,2560x1600
4.7,10.0,512.0,16.0,4800.0,48.0,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
5.4,10.0,1000.0,16.0,4800.0,48.5,Intel Core 7 150U,Intel Core 7,NVIDIA GeForce RTX 2050,DDR4,Linux,1920x1080,Full HD,1920x1080
3.6,4.0,512.0,8.0,2666.0,41.0,Intel Core i5-1035G1,Intel Core i5,Intel UHD Graphics,DDR4,Windows 10 Home,1280x720,HD Ready,1366x768
4.7,10.0,512.0,16.0,4800.0,53.5,Intel Core i7-12650H,Intel Core i7,NVIDIA GeForce RTX 4060,DDR5,Windows 11 Home,1280x720,Full HD,1920x1080
4.4,10.0,512.0,8.0,4800.0,40.0,Intel Core i5-1235U,Intel Core i5,Intel Iris Xe Graphics,DDR4,Windows 11 Professional,1280x720,Full HD,1920x1080
4.3,4.0,512.0,8.0,4800.0,38.0,AMD Ryzen 5 7520U,AMD Ryzen 5,AMD Radeon 610M,LPDDR5,Windows 11 Home,1280x720,Full HD,1920x1080
5.0,14.0,1000.0,16.0,5200.0,72.0,Intel Core i7-13700H,Intel Core i7,NVIDIA GeForce RTX 4060,DDR5,Windows 11 Home,1280x720,QHD+,2560x1600
4.7,10.0,512.0,16.0,4800.0,41.0,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
4.8,16.0,1000.0,32.0,4800.0,63.0,Intel Core Ultra 7 155H,Intel Core Ultra 7,Intel Arc Graphics,DDR5,Windows 11 Professional,1920x1080,WUXGA,1920x1200
4.6,8.0,512.0,16.0,5200.0,45.0,Intel Core i5-13420H,Intel Core i5,Intel UHD Graphics,DDR5,Windows 11 Professional,1920x1080,WUXGA,1920x1200
5.1,8.0,1000.0,16.0,3944.0,70.5,Intel Core i7-10875H,Intel Core i7,NVIDIA GeForce RTX 2080 Super,DDR4,Windows 10 Home,1280x720,Full HD,3840x2160
4.7,4.0,256.0,8.0,4800.0,41.0,Intel Core i7-1165G7,Intel Core i7,Intel Iris Xe Graphics,DDR4,Windows 10 Professional,1280x720,Full HD,1920x1080
4.7,10.0,512.0,16.0,4800.0,90.0,Unknown,Unknown,Intel Iris Xe Graphics,DDR5,Windows 11 Home,1280x720,Full HD,1920x1080
4.7,10.0,512.0,16.0,4800.0,57.0,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
5.0,14.0,1000.0,32.0,4800.0,48.8,Intel Core i7-13700H,Intel Core i7,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1280x720,"3,2K",3200x2000
4.8,16.0,1000.0,16.0,4800.0,75.0,Intel Core Ultra 7 155H,Intel Core Ultra 7,NVIDIA GeForce RTX 4050,DDR5,sin sistema operativo,1280x720,3K,2880x1620
3.4,2.0,256.0,8.0,4800.0,36.0,Intel Core i3-1005G1,Intel Core i3,Intel UHD Graphics,DDR4,Windows 10 Professional,1280x720,HD Ready,1366x768
4.8,4.0,2000.0,32.0,4266.0,56.0,Intel Core i7-11370H,Intel Core i7,NVIDIA GeForce RTX 3050 Ti,LPDDR4X,Windows 11 Professional,1920x1080,Full HD,2400x1600
5.6,24.0,4000.0,64.0,4800.0,90.0,Intel Core i9-13980HX,Intel Core i9,NVIDIA GeForce RTX 4080,DDR4,Windows 11 Home,1280x720,WQXGA,2560x1600
3.4,4.0,128.0,8.0,4800.0,50.0,Intel Processor N100,Unknown,Intel UHD Graphics,LPDDR5,Windows 11 Professional,1280x720,WUXGA,1920x1200
4.7,10.0,512.0,16.0,4800.0,56.0,Unknown,Unknown,Intel Iris Xe Graphics,DDR4,Windows 11 Home,1280x720,Full HD,1920x1080
