ofertas,tipo_de_producto,pantalla_tecnologia,disco_duro_tipo_de_disco_duro,grafica_salida_de_video,conectividad_lector_de_tarjetas,comunicaciones_conectividad,comunicaciones_version_bluetooth,camara_webcam,camara_funcion,camara_resolucion,teclado_tipo,teclado_teclas_adicionales,sonido_numero_de_altavoces,alimentacion_bateria,alimentacion_vatios_hora,alimentacion_bateria_intercambiable,medidas_y_peso_material_de_la_carcasa,medidas_y_peso_diseno,otras_caracteristicas_fecha_de_lanzamiento,comunicaciones_estandar_wifi,procesador_fabricante,disco_duro_numero_de_discos_duros_instalados,grafica_fabricante_tarjeta,conectividad_tipo_de_tarjetas_compatibles,sonido_sistema_de_altavoces,pantalla_formato_de_imagen,procesador_nivel_de_cache,ram_tipo,teclado_caracteristica,alimentacion_numero_de_celdas,medidas_y_peso_color,grafica_tipo_memoria,sistema_operativo_arquitectura_bit,pantalla_tiempo_de_reaccion,comunicaciones_transmision_de_datos,almacenamiento_lector_optico,otras_caracteristicas_caracteristicas_especiales,pantalla,comunicaciones_estandar_lan,sonido_modo,otras_caracteristicas_certificacion,ram_numero_ranuras_memoria,ram_ranura_memoria,ram_configuracion_memoria,pantalla_propiedades,ia_procesador,sonido_chip,otras_caracteristicas_localizacion,tipo,precio_min,precio_max,precio_mean,pantalla_tamano_pulgadas,pantalla_diagonal_cm,pantalla_luminosidad_cd_m2,grafica_resolucion_externa_std,camara_resolucion_pulgadas,alimentacion_autonomia_de_la_bateria_horas,alimentacion_vatios,medidas_y_peso_profundidad_cm,medidas_y_peso_altura_mm,medidas_y_peso_ancho_cm,medidas_y_peso_peso_kg,pantalla_densidad_de_pixeles_ppp,pantalla_tasa_de_actualizacion_de_imagen_hz,procesador_cache_mb,ram_memoria_gb,ram_frecuencia_de_la_memoria_mhz,disco_duro_capacidad_de_memoria_ssd_gb,sonido_potencia_de_altavoces_watts,procesador_frecuencia_de_reloj_ghz,procesador_frecuencia_turbo_max_ghz,procesador_potencia_maxima_de_diseno_termico_tdp_watts,ram_extension_de_memoria_maxima_gb,alimentacion_voltaje_de_salida_v,alimentacion_intensidad_de_corriente_a,alimentacion_capacidad_de_la_bateria_ah,disco_duro_capacidad_del_disco_duro_gb,titulo_freq,procesador_freq,grafica_tarjeta_freq,serie_freq,otras_caracteristicas_equipamiento_freq,procesador_nombre_clave_freq,otras_caracteristicas_seguridad_integrada_freq,grafica_memoria_freq,procesador_tipo_freq,sistema_operativo_sistema_operativo_freq,procesador_numero_nucleos_freq,pantalla_resolucion_freq,pantalla_resolucion_pulgadas_freq
1.0,Portátil convertible,WUXGA,SSD,,,"wifi, Bluetooth",Bluetooth 5.3,0.8 Mpx,compatible con HD,1920 x 1080 píxeles,,,2.0,,57.0,,,convertible,2024.0,IEEE 802.11ax,Intel,1.0,Intel,,,16:10,L3,LPDDR5X,,3.0,,,64.0,,,ninguno,,,,,,,,,convertible,,,,Laptop,3011.99,3011.99,3011.99,14.0,35.56,400.0,,1920x1080,,65.0,21.5,16.0,31.3,1.33,,,12.0,32.0,,1000.0,,3.8,4.8,9.0,,,,,,1,56.0,270.0,,488.0,462.0,,3731.0,297.0,1043.0,330.0,537.0,537.0
2.0,Portátil convertible,Full HD,SSD,,integrado,"wifi, Bluetooth",Bluetooth 5.3,2.0 Mpx,compatible con HD,1920 x 1080 píxeles,,,2.0,,68.0,,,convertible,2024.0,IEEE 802.11ax,Intel,1.0,Intel,MicroSD,,16:9,L3,LPDDR5,teclado iluminado,,,,64.0,,,ninguno,,,,,,,,,convertible,,,,Laptop,1986.96,2167.39,2077.18,15.6,39.624,400.0,8192x4608,1920x1080,,65.0,22.8,14.0,35.5,1.46,,,12.0,16.0,,512.0,4.0,1.2,5.4,15.0,,,,,,1,34.0,916.0,93.0,405.0,55.0,,3731.0,37.0,1212.0,753.0,1604.0,1604.0
1.0,Portátil convertible,2.8K,SSD,,,"LAN, Bluetooth, wifi",Bluetooth 5.3,5.0 Mpx,,,,,,ión-litio,80.0,,,convertible,2025.0,IEEE 802.11ax,,1.0,AMD,,,16:10,,LPDDR5X,,2.0,negro,,,,,,,,,,,,,,"convertible, capacitiva, multitáctil de 10 puntos",,,,Laptop,2249.95,2249.95,2249.95,13.3,33.782,500.0,,,,,20.9,24.0,29.7,,255.0,,,32.0,,2000.0,,,,,,,,,,1,23.0,6.0,,,,,,,1212.0,,168.0,168.0
1.0,Portátil convertible,WUXGA,,,,"wifi, Bluetooth",Bluetooth 5.3,0.8 Mpx,compatible con HD,1920 x 1080 píxeles,,,2.0,,57.0,,,convertible,2024.0,IEEE 802.11ax,Intel,1.0,Intel,,,16:10,L3,LPDDR5X,teclado iluminado,3.0,gris,,64.0,,compatible con WWAN,ninguno,,,,,,,,,convertible,,,,Laptop,2745.78,2745.78,2745.78,14.0,35.56,400.0,,1920x1080,,65.0,21.5,16.0,31.3,1.33,,60.0,12.0,16.0,6400.0,512.0,,3.6,4.3,15.0,,,,,,1,55.0,135.0,,673.0,462.0,,3731.0,128.0,1043.0,330.0,537.0,537.0
1.0,Portátil convertible,HD Ready,,HDMI,,"wifi, Bluetooth, LAN",Bluetooth 5.0,,,,,,,ión-litio,48.0,,,con tapa,2020.0,,Intel,1.0,Intel,,,16:9,L3,DDR4,,4.0,negro,,64.0,,,ninguno,,,Gigabit-LAN,,,,,,convertible,,,,Laptop,256.12,256.12,256.12,11.6,29.464,,,,12.0,45.0,21.5,21.0,39.2,1.4,,,4.0,4.0,,64.0,,1.1,2.8,6.0,,,,,,1,7.0,715.0,,28.0,74.0,,3731.0,116.0,1043.0,355.0,55.0,55.0
4.0,Portátil convertible,2.8K,,,,"wifi, Bluetooth",Bluetooth 5.4,5.0 Mpx,,,,,4.0,,68.0,,,convertible,2024.0,IEEE 802.11be,AMD,1.0,AMD,,,16:10,L3,DDR5,teclado iluminado,4.0,plateado,,64.0,,ninguna,ninguno,,,,,,,,,convertible,,,,Laptop,1269.0,1299.0,1284.0,16.0,40.64,300.0,,,13.25,,24.6,18.0,35.7,1.91,,120.0,24.0,16.0,6400.0,1000.0,,3.3,5.1,28.0,,,,,,1,9.0,391.0,21.0,673.0,49.0,,3731.0,206.0,1212.0,561.0,168.0,168.0
1.0,Portátil convertible,2.8K,SSD,Thunderbolt 4,,"wifi, Bluetooth",Bluetooth 5.1,5.0 Mpx,,,,,4.0,polímero de litio,80.0,,,convertible,2024.0,IEEE 802.11ax,Intel,1.0,Intel,,,16:10,L3,LPDDR5X,,4.0,verde,,,,,,,,,,,,,,,Intel AI Boost,,,Laptop,2734.99,2734.99,2734.99,13.3,33.782,400.0,,,,65.0,20.4,16.0,29.9,1.34,,60.0,12.0,32.0,,512.0,4.0,3.8,4.8,9.0,,,,,,1,56.0,270.0,46.0,673.0,462.0,,3731.0,297.0,1212.0,330.0,168.0,168.0
1.0,Portátil convertible,Full HD,SSD,HDMI,integrado,"wifi, Bluetooth",Bluetooth 5.3,integrada,compatible con HD,1280 x 720 píxeles,,,2.0,,43.0,,,convertible,2023.0,IEEE 802.11ax,Intel,1.0,,MicroSD,,16:9,L3,DDR4,,3.0,plateado,,64.0,,,,,,,,,,,,convertible,,,,Laptop,767.11,767.11,767.11,14.0,35.56,250.0,,1280x720,9.0,,21.0,20.0,32.2,1.5,,,12.0,8.0,,512.0,,0.9,4.6,15.0,,,,,,1,141.0,916.0,77.0,364.0,309.0,,3731.0,684.0,1212.0,753.0,1604.0,1604.0
1.0,Portátil convertible,,,,,"wifi, Bluetooth, LAN",Bluetooth 5.2,integrada,compatible con HD,1280 x 720 píxeles,,,,polímero de litio,52.0,,,convertible,2020.0,IEEE 802.11ax,,,,,,16:9,,,,,,,,,,,,panorámica,Gigabit-LAN,,,,,,,,,,Laptop,2019.37,2019.37,2019.37,13.3,33.78,300.0,,1280x720,18.0,65.0,21.4,15.0,30.5,1.2,,,,,,,,,,,,,,,,1,,,,61.0,,,,,,,,
1.0,Portátil convertible,WUXGA,SSD,,,"wifi, Bluetooth",Bluetooth 5.3,0.8 Mpx,compatible con HD,1920 x 1080 píxeles,,,2.0,,57.0,,,convertible,2024.0,IEEE 802.11ax,Intel,1.0,Intel,,,16:10,L3,,,3.0,gris,,64.0,,,,,,,,,,,,convertible,,,,Laptop,3153.2,3153.2,3153.2,14.0,35.56,400.0,,1920x1080,,65.0,21.5,16.0,31.3,1.33,,,12.0,16.0,,512.0,,3.8,4.8,9.0,,,,,,1,56.0,270.0,,673.0,462.0,,3731.0,297.0,1043.0,330.0,537.0,537.0
1.0,Portátil convertible,WUXGA,SSD,,,"wifi, Bluetooth",Bluetooth 5.3,5.0 Mpx,,,,,2.0,polímero de litio,56.0,,,convertible,2024.0,,Intel,1.0,Intel,,altavoces estéreo,16:10,L3,,,3.0,,,64.0,,"LTE, 4G",ninguno,,,,,,,,,convertible,,,,Laptop,2423.08,2423.08,2423.08,13.3,33.782,400.0,,,,65.0,21.5,16.0,30.0,1.29,,,12.0,16.0,,512.0,,3.8,4.8,9.0,,,,,,1,56.0,270.0,135.0,673.0,462.0,,3731.0,297.0,1043.0,330.0,537.0,537.0
1.0,Portátil convertible,2.8K,,,2 en 1,"wifi, Bluetooth",Bluetooth 5.0,integrada,,,teclado tipo chicle,,2.0,ión-litio,63.0,,aluminio,convertible,2022.0,IEEE 802.11ax,Intel,1.0,Intel,MicroSD,,16:10,L3,LPDDR5,teclado iluminado,3.0,gris,,64.0,"0,2 ms",ninguna,ninguno,Touchpad iluminado,,,,,,,,convertible,,,,Laptop,1399.95,1399.95,1399.95,14.0,35.56,,,,,,22.3,15.0,31.1,1.4,,90.0,24.0,16.0,,512.0,,1.7,4.7,45.0,16.0,,,,,1,55.0,916.0,81.0,1.0,536.0,,3731.0,807.0,1212.0,299.0,168.0,168.0
8.0,Portátil convertible,,,HDMI,integrado,"wifi, Bluetooth",Bluetooth 5.1,integrada,compatible con HD,1920 x 1080 píxeles,,,2.0,polímero de litio,57.0,,,convertible,2024.0,IEEE 802.11ax,,,,MicroSD,altavoces estéreo,16:10,,,,3.0,,,,,,,,,,,,,,,,,,,Laptop,847.27,1459.15,1153.21,16.0,40.64,300.0,,1920x1080,,65.0,25.5,18.0,35.6,1.9,,,,,,,4.0,,,,,,,,,1,,,163.0,405.0,,,,,,,,
1.0,Portátil convertible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laptop,650.33,650.33,650.33,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
1.0,Portátil convertible,WUXGA,,,,,,,,,,,,,,,,,,,Intel,1.0,Intel,,,,L3,LPDDR5,teclado iluminado,,,,64.0,,ninguna,ninguno,,,,,,,0x SO-DIMM,,convertible,,,,Laptop,650.33,650.33,650.33,,,,,,,,,,,,,60.0,12.0,8.0,5200.0,256.0,,1.5,4.6,45.0,,,,,,1,59.0,135.0,,,274.0,,3731.0,684.0,1212.0,561.0,537.0,537.0
,Portátil convertible,,,,integrado,"Bluetooth, wifi",Bluetooth 5.1,integrada,compatible con HD,1920 x 1080 píxeles,,,2.0,,76.0,,,convertible,2023.0,IEEE 802.11ax,Intel,1.0,Intel,MicroSD,,16:10,L3,LPDDR5,,,plateado,,64.0,,,ninguno,,,,,,,,,convertible,,,,Laptop,,,,16.0,40.64,400.0,,1920x1080,,,25.2,13.0,35.5,1.66,,,18.0,16.0,,512.0,8.0,2.2,5.0,28.0,,,,,,1,63.0,916.0,93.0,405.0,60.0,,3731.0,807.0,1212.0,330.0,168.0,168.0
2.0,Portátil convertible,WUXGA,SSD,HDMI 2.1,,"wifi, Bluetooth",Bluetooth 5.3,integrada,compatible con HD,1920 x 1080 píxeles,,,2.0,polímero de litio,46.0,,,convertible,2024.0,IEEE 802.11ax,Intel,1.0,Intel,,,16:10,L3,LPDDR5,,,negro,,64.0,,,,,,,,,,,,convertible,,,,Laptop,2114.99,2137.85,2126.42,13.3,33.782,300.0,,1920x1080,,65.0,21.8,17.0,30.5,1.32,,,12.0,32.0,4800.0,1000.0,4.0,3.8,4.9,15.0,,,,,,1,2.0,270.0,222.0,488.0,462.0,,3731.0,297.0,1043.0,330.0,537.0,537.0
1.0,Portátil convertible,,PCIe SSD,,,"wifi, Bluetooth",Bluetooth 5.1,5.0 Mpx,,,,,,,50.0,no,,convertible,2020.0,IEEE 802.11ax,,1.0,Intel,,Dolby Atmos,4:3,,LPDDR4X,,4.0,,,64.0,,,,,,,,,,,,convertible,,,,Laptop,4074.23,4074.23,4074.23,13.3,33.78,300.0,,,11.0,65.0,23.6,28.0,29.9,1.0,,,4.0,8.0,4266.0,512.0,,1.4,3.0,,,,,,,1,1.0,715.0,222.0,488.0,,,3731.0,,185.0,,1.0,1.0
1.0,Portátil convertible,Full HD,PCIe SSD,,integrado,wifi,,1.0 Mpx,,,,,,polímero de litio,45.0,,,convertible,2019.0,,Intel,,Intel,MicroSD,,16:9,L3,DDR4,,2.0,plateado,,,,,,,panorámica,,,,,,,convertible,,,España,Laptop,299.0,299.0,299.0,14.0,35.56,,,,8.0,,22.9,17.0,33.1,,,,8.0,8.0,,512.0,,1.8,4.0,15.0,,,,,512.0,1,3.0,715.0,40.0,203.0,6.0,,,807.0,97.0,355.0,1604.0,1604.0
1.0,Portátil convertible,Full HD,SSD,,integrado,"Bluetooth, wifi",Bluetooth 5.1,integrada,compatible con HD,1920 x 1080 píxeles,,,2.0,ión-litio,68.0,,aluminio,convertible,2023.0,IEEE 802.11ax,Intel,,Intel,MicroSD,,16:9,,LPDDR4,,,negro,,64.0,,,,,,,,,,,,convertible,,,,Laptop,1654.57,1654.57,1654.57,15.6,39.624,370.0,,1920x1080,20.0,,22.8,14.0,35.5,2.24,,,,8.0,,256.0,4.0,,,,,,,,,1,,916.0,93.0,405.0,,,3731.0,684.0,1212.0,,1604.0,1604.0
1.0,Portátil convertible,WQXGA,SSD,HDMI 2.1,integrado,"wifi, Bluetooth",Bluetooth 5.2,integrada,compatible con HD,1920 x 1080 píxeles,,,2.0,polímero de litio,75.0,,,con tapa,2023.0,IEEE 802.11ax,AMD,1.0,NVIDIA,MicroSD,,16:10,L3,,,4.0,negro,GDDR6,64.0,,,,,panorámica,,,,,,,convertible,,,,Laptop,2110.72,2110.72,2110.72,13.4,34.036,500.0,,1920x1080,,130.0,21.2,19.0,29.9,1.3,,,32.0,16.0,,1000.0,,4.0,5.2,45.0,,,,,,1,18.0,487.0,98.0,462.0,47.0,,400.0,53.0,1212.0,561.0,347.0,347.0
1.0,Portátil convertible,WQXGA,SSD,Thunderbolt 4,,"wifi, Bluetooth",,integrada,compatible con HD,1920 x 1080 píxeles,,,,,60.0,,,convertible,2023.0,IEEE 802.11ax,Intel,1.0,Intel,,,16:10,L3,LPDDR5,,3.0,,,64.0,,ninguna,ninguno,,,,,,,,,convertible,,,Italia,Laptop,2152.4,2152.4,2152.4,14.0,35.56,,,1920x1080,,65.0,21.5,16.0,31.1,1.54,216.0,60.0,12.0,32.0,6000.0,512.0,,1.3,5.2,15.0,32.0,,,,,1,7.0,916.0,84.0,103.0,309.0,,3731.0,807.0,1043.0,753.0,347.0,347.0
1.0,Portátil convertible,WQXGA,,,integrado,"wifi, Bluetooth",Bluetooth 5.3,integrada,compatible con HD,1920 x 1080 píxeles,,,2.0,,82.0,,,convertible,2023.0,IEEE 802.11ax,Intel,1.0,NVIDIA,MicroSD,altavoces estéreo,16:10,L3,LPDDR5,teclado iluminado,4.0,negro,GDDR6,64.0,,,ninguno,,,,,,,,,convertible,,,,Laptop,1999.0,1999.0,1999.0,16.0,40.64,,,1920x1080,,65.0,25.9,17.0,35.8,2.1,,,18.0,16.0,4800.0,1000.0,,1.9,4.5,28.0,,,,,,1,25.0,121.0,25.0,462.0,60.0,,44.0,684.0,1043.0,330.0,347.0,347.0
1.0,Portátil convertible,WUXGA,SSD,HDMI 2.0,,"wifi, Bluetooth",Bluetooth 5.1,integrada,compatible con HD,1920 x 1080 píxeles,,,2.0,polímero de litio,46.0,,,convertible,2023.0,IEEE 802.11ax,AMD,1.0,AMD,,,16:10,L3,DDR4,,4.0,negro,,64.0,,,,,,,,,,,,convertible,,,,Laptop,1589.0,1589.0,1589.0,13.3,33.782,300.0,,1920x1080,,45.0,21.8,17.0,30.5,1.3,,,16.0,32.0,3200.0,1000.0,4.0,2.0,4.5,15.0,,,,,,1,2.0,391.0,222.0,488.0,77.0,,3731.0,206.0,1043.0,561.0,537.0,537.0
1.0,Portátil convertible,Full HD,SSD,HDMI 2.0,,"wifi, Bluetooth",Bluetooth 5.3,integrada,compatible con HD,1280 x 720 píxeles,,,2.0,,42.0,,,convertible,2023.0,IEEE 802.11ax,AMD,1.0,AMD,,altavoces estéreo,16:9,L3,DDR4,resistente a salpicaduras,3.0,,,64.0,,,,,,,,,,,,convertible,,,,Laptop,1281.19,1281.19,1281.19,13.3,33.782,400.0,,1280x720,,45.0,22.3,18.0,30.9,1.45,,,16.0,16.0,,512.0,,2.0,4.5,15.0,,,,,,1,45.0,391.0,106.0,488.0,77.0,,3731.0,206.0,1043.0,561.0,1604.0,1604.0
1.0,Portátil convertible,WQXGA,SSD,HDMI 2.1,integrado,"Bluetooth, wifi",Bluetooth 5.2,integrada,compatible con HD,1920 x 1080 píxeles,,,2.0,polímero de litio,75.0,,,con tapa,2023.0,IEEE 802.11ax,AMD,1.0,NVIDIA,MicroSD,,16:10,L3,LPDDR5,,4.0,negro,GDDR6,64.0,,,,,,,,,,,,convertible,,,,Laptop,2636.37,2636.37,2636.37,13.4,34.036,500.0,,1920x1080,,130.0,21.2,19.0,29.9,1.3,,,32.0,16.0,,1000.0,,4.0,5.2,45.0,,,,,,1,18.0,487.0,98.0,462.0,47.0,,103.0,53.0,1212.0,561.0,347.0,347.0
1.0,Portátil convertible,WUXGA,SSD,,,"wifi, Bluetooth",Bluetooth 5.3,5.0 Mpx,,,,,4.0,ión-litio,51.0,,,convertible,2023.0,IEEE 802.11ax,Intel,1.0,Intel,,,16:10,L3,LPDDR5,,3.0,azul,,64.0,,"LTE, 4G, GPS",,,,,,,,,,convertible,,,,Laptop,2069.67,2069.67,2069.67,14.0,35.56,400.0,,,,65.0,22.6,19.0,31.6,1.34,,60.0,12.0,16.0,6400.0,512.0,,1.2,5.0,15.0,,,,,,1,134.0,916.0,135.0,488.0,309.0,,3731.0,807.0,1043.0,753.0,537.0,537.0
1.0,Portátil convertible,WUXGA,SSD,HDMI 2.1,integrado,"wifi, Bluetooth",Bluetooth 5.2,integrada,compatible con HD,1920 x 1080 píxeles,,,2.0,polímero de litio,75.0,,,con tapa,2023.0,IEEE 802.11ax,AMD,1.0,AMD,MicroSD,,16:10,L3,LPDDR5,,4.0,negro,,64.0,,,,,IPS,,,,,,,convertible,,,,Laptop,1478.79,1478.79,1478.79,13.4,34.036,500.0,,1920x1080,,130.0,21.2,19.0,29.9,1.3,,120.0,32.0,16.0,,512.0,,4.0,5.2,45.0,,,,,,1,18.0,51.0,98.0,462.0,47.0,,3731.0,53.0,1212.0,561.0,537.0,537.0
2.0,Portátil convertible,WQXGA,SSD,,integrado,"wifi, Bluetooth",Bluetooth 5.1,integrada,compatible con HD,1280 x 720 píxeles,,,,ión-litio,90.0,,,convertible,2023.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,Dolby Atmos,16:10,L3,,,4.0,negro,,64.0,,,,,,,,,,,,,,,,Laptop,3150.51,9830.1,6490.31,16.0,40.64,500.0,,1280x720,,240.0,27.2,27.0,38.3,2.7,,,30.0,16.0,,1000.0,,1.7,5.0,55.0,,20.0,12.0,,,1,4.0,63.0,133.0,364.0,25.0,,400.0,192.0,1043.0,366.0,347.0,347.0
1.0,Portátil convertible,WUXGA,SSD,,,"wifi, Bluetooth",Bluetooth 5.3,5.0 Mpx,,,,,4.0,ión-litio,51.0,,,convertible,2023.0,IEEE 802.11ax,Intel,1.0,Intel,,,16:10,L3,LPDDR5,,3.0,azul,,64.0,,"LTE, 4G, GPS, 5G",,,,,,,,,,convertible,,,,Laptop,2274.0,2274.0,2274.0,14.0,35.56,400.0,,,,65.0,22.6,19.0,31.6,1.34,,60.0,12.0,32.0,6400.0,1000.0,,1.2,5.0,15.0,,,,,,1,134.0,916.0,135.0,488.0,309.0,,3731.0,807.0,1043.0,753.0,537.0,537.0
1.0,Portátil convertible,,,,,"wifi, Bluetooth",Bluetooth 5.3,5.0 Mpx,,,,,2.0,polímero de litio,51.0,,,convertible,2023.0,IEEE 802.11ax,Intel,1.0,Intel,,,16:10,L3,DDR5,,3.0,plateado,,64.0,,"LTE, 4G",,,,,,,,,,convertible,,,,Laptop,1790.0,1790.0,1790.0,13.3,33.782,400.0,,,,65.0,21.6,19.0,30.0,1.3,,,12.0,16.0,6400.0,512.0,,1.2,5.0,15.0,,,,,,1,134.0,916.0,135.0,488.0,309.0,,3731.0,807.0,1043.0,753.0,537.0,537.0
1.0,Portátil convertible,Full HD,SSD,HDMI 2.1,integrado,"wifi, Bluetooth",Bluetooth 5.3,5.0 Mpx,,,,,2.0,polímero de litio,55.0,,,convertible,2023.0,IEEE 802.11ax,AMD,1.0,AMD,SD,,16:9,L3,,,4.0,negro,,64.0,,,,,,,,,,,,convertible,,,,Laptop,1532.32,1532.32,1532.32,15.6,39.624,250.0,,,12.5,65.0,22.8,18.0,35.7,1.82,,,16.0,16.0,,512.0,,2.0,4.5,15.0,,,,,,1,45.0,391.0,21.0,364.0,77.0,,3731.0,206.0,1212.0,561.0,1604.0,1604.0
1.0,Portátil convertible,Full HD,SSD,,3 en 1,"Bluetooth, wifi",Bluetooth 5.2,2.0 Mpx,compatible con HD,1920 x 1080 píxeles,,,2.0,ión-litio,60.0,,,convertible,2022.0,IEEE 802.11ax,Intel,1.0,Intel,,,16:9,L3,DDR4,teclado iluminado,3.0,gris,,64.0,,ninguna,ninguno,,,,,,1x SO-DIMM,,,"convertible, capacitiva",,,,Laptop,1429.65,1429.65,1429.65,14.0,35.56,300.0,,1920x1080,8.0,65.0,21.6,17.0,32.0,1.5,,,12.0,8.0,3200.0,256.0,,0.9,4.4,15.0,16.0,,,,,1,165.0,916.0,,462.0,536.0,,3731.0,684.0,1043.0,753.0,1604.0,1604.0
1.0,Portátil convertible,WUXGA,SSD,,,"wifi, Bluetooth",Bluetooth 5.3,5.0 Mpx,,,,,4.0,ión-litio,51.0,,,convertible,2023.0,IEEE 802.11ax,Intel,1.0,Intel,,,16:10,L3,LPDDR5,,3.0,plateado,,64.0,,,,,,,,,,,,convertible,,,,Laptop,1759.0,1759.0,1759.0,14.0,35.56,400.0,,,,65.0,22.6,19.0,31.6,1.34,,,12.0,16.0,6400.0,512.0,,0.9,4.6,15.0,,,,,,1,141.0,916.0,135.0,488.0,309.0,,3731.0,684.0,1043.0,753.0,537.0,537.0
2.0,Portátil convertible,2K,SSD,HDMI,integrado,"wifi, Bluetooth",Bluetooth 5.1,integrada,compatible con HD,1920 x 1080 píxeles,,,2.0,polímero de litio,57.0,,,convertible,2024.0,IEEE 802.11ax,AMD,1.0,AMD,MicroSD,altavoces estéreo,16:10,L3,LPDDR5X,,3.0,gris,,,,,,,,,,,,,,,,,,Laptop,1011.83,1137.28,1074.56,16.0,40.64,300.0,,1920x1080,,65.0,25.5,18.0,35.6,1.9,,,24.0,16.0,,1000.0,4.0,3.8,5.1,45.0,,,,,,1,25.0,51.0,163.0,405.0,49.0,,3731.0,206.0,1212.0,561.0,5.0,5.0
2.0,Portátil convertible,WQXGA,SSD,Thunderbolt 4,,"wifi, Bluetooth",,integrada,compatible con HD,1920 x 1080 píxeles,,,,,60.0,,,convertible,2023.0,IEEE 802.11ax,Intel,1.0,Intel,,,16:10,L3,LPDDR5,resistente a salpicaduras,3.0,gris,,64.0,,,,,,,,,,,,convertible,,,,Laptop,2684.83,4333.69,3509.26,14.0,35.56,,,1920x1080,,65.0,21.5,16.0,31.1,1.54,,,12.0,16.0,,512.0,,1.3,5.2,15.0,,,,,,1,7.0,916.0,84.0,103.0,309.0,,3731.0,807.0,1043.0,753.0,347.0,347.0
1.0,Portátil convertible,WUXGA,SSD,,integrado,"Bluetooth, wifi",Bluetooth 5.1,integrada,compatible con HD,,,,,ión-litio,,,,convertible,2023.0,IEEE 802.11ax,Intel,1.0,,MicroSD,Dolby Atmos,16:10,L3,DDR5,,,negro,,64.0,,,,,,,,,,,,convertible,,,,Laptop,703.85,703.85,703.85,16.0,40.64,400.0,,,,90.0,26.1,20.0,35.8,1.5,,,12.0,,,512.0,,1.2,4.4,28.0,,20.0,4.5,,512.0,1,28.0,,133.0,462.0,536.0,,,684.0,1043.0,330.0,537.0,537.0
1.0,Portátil convertible,WUXGA,SSD,,,"wifi, Bluetooth",Bluetooth 5.3,5.0 Mpx,,,,,4.0,ión-litio,51.0,,,convertible,2023.0,IEEE 802.11ax,Intel,1.0,Intel,,,16:10,L3,,,3.0,plateado,,64.0,,"LTE, 4G",,,,,,,,,,convertible,,,,Laptop,2540.0,2540.0,2540.0,14.0,35.56,400.0,,,,65.0,22.6,19.0,31.6,1.34,,,12.0,16.0,,512.0,,1.2,5.0,15.0,,,,,,1,134.0,916.0,135.0,488.0,309.0,,3731.0,807.0,1043.0,753.0,537.0,537.0
,Portátil convertible,QHD,SSD,,integrado,"LAN, wifi, Bluetooth",Bluetooth 4.1,integrada,,,,,,ión-litio,54.0,no,carbono,convertible,2018.0,IEEE 802.11ac,Intel,1.0,Intel,MicroSD,,16:9,L3,,,4.0,negro,,64.0,,,,,,Gigabit-LAN,,,,,,convertible,,,,Laptop,,,,14.0,35.56,500.0,,,15.4,65.0,22.9,17.0,33.3,1.4,,,8.0,16.0,,512.0,,1.9,,15.0,,20.0,3.25,,,1,2.0,16.0,,203.0,6.0,,3731.0,807.0,1043.0,355.0,78.0,78.0
1.0,Portátil convertible,WUXGA,SSD,,,"wifi, Bluetooth",Bluetooth 5.1,integrada,compatible con HD,1920 x 1080 píxeles,,,4.0,,57.0,,,convertible,2023.0,IEEE 802.11ax,Intel,1.0,,,Dolby Atmos,16:10,L3,LPDDR5,,4.0,gris,,64.0,,,,,táctil,,,,,,,convertible,,,,Laptop,1545.06,1545.06,1545.06,14.0,35.56,400.0,,1920x1080,,65.0,22.2,16.0,31.4,1.38,,,12.0,16.0,,256.0,,0.9,4.6,15.0,,,,,,1,141.0,,,673.0,309.0,,,684.0,1043.0,753.0,537.0,537.0
1.0,Portátil convertible,WUXGA,SSD,,,"wifi, Bluetooth",Bluetooth 5.0,integrada,compatible con HD,1920 x 1080 píxeles,,,4.0,,57.0,,,convertible,2022.0,IEEE 802.11ax,Intel,1.0,Intel,,Dolby Atmos,16:10,L3,,,4.0,gris,,64.0,,"LTE, 4G",,,,,,,,,,"convertible, capacitiva",,,,Laptop,2100.0,2100.0,2100.0,14.0,35.56,400.0,,1920x1080,,65.0,22.3,15.0,31.5,1.38,,,12.0,16.0,,512.0,,1.2,4.7,15.0,,,,,,1,93.0,916.0,,488.0,536.0,,3731.0,807.0,1043.0,753.0,537.0,537.0
1.0,Portátil convertible,,SSD,,,"wifi, Bluetooth",Bluetooth 5.1,integrada,compatible con HD,1920 x 1080 píxeles,,,4.0,,57.0,,,convertible,2023.0,IEEE 802.11ax,Intel,,Intel,,Dolby Atmos,16:10,L3,LPDDR5,,4.0,negro,,,,"LTE, 4G",,,,,,,,,,convertible,,,,Laptop,2940.0,2940.0,2940.0,14.0,35.56,400.0,,1920x1080,,65.0,22.2,16.0,31.4,1.38,,,12.0,16.0,,512.0,,1.2,5.0,15.0,,,,,,1,134.0,916.0,,488.0,309.0,,3731.0,807.0,,753.0,537.0,537.0
