ofertas,tipo_de_producto,pantalla_tecnologia,disco_duro_tipo_de_disco_duro,grafica_salida_de_video,conectividad_lector_de_tarjetas,comunicaciones_conectividad,comunicaciones_version_bluetooth,camara_webcam,camara_funcion,camara_resolucion,teclado_tipo,teclado_teclas_adicionales,sonido_numero_de_altavoces,alimentacion_bateria,alimentacion_vatios_hora,alimentacion_bateria_intercambiable,medidas_y_peso_material_de_la_carcasa,medidas_y_peso_diseno,otras_caracteristicas_fecha_de_lanzamiento,comunicaciones_estandar_wifi,procesador_fabricante,disco_duro_numero_de_discos_duros_instalados,grafica_fabricante_tarjeta,conectividad_tipo_de_tarjetas_compatibles,sonido_sistema_de_altavoces,pantalla_formato_de_imagen,procesador_nivel_de_cache,ram_tipo,teclado_caracteristica,alimentacion_numero_de_celdas,medidas_y_peso_color,grafica_tipo_memoria,sistema_operativo_arquitectura_bit,pantalla_tiempo_de_reaccion,comunicaciones_transmision_de_datos,almacenamiento_lector_optico,otras_caracteristicas_caracteristicas_especiales,pantalla,comunicaciones_estandar_lan,sonido_modo,otras_caracteristicas_certificacion,ram_numero_ranuras_memoria,ram_ranura_memoria,ram_configuracion_memoria,pantalla_propiedades,ia_procesador,sonido_chip,otras_caracteristicas_localizacion,tipo,precio_min,precio_max,precio_mean,pantalla_tamano_pulgadas,pantalla_diagonal_cm,pantalla_luminosidad_cd_m2,grafica_resolucion_externa_std,camara_resolucion_pulgadas,alimentacion_autonomia_de_la_bateria_horas,alimentacion_vatios,medidas_y_peso_profundidad_cm,medidas_y_peso_altura_mm,medidas_y_peso_ancho_cm,medidas_y_peso_peso_kg,pantalla_densidad_de_pixeles_ppp,pantalla_tasa_de_actualizacion_de_imagen_hz,procesador_cache_mb,ram_memoria_gb,ram_frecuencia_de_la_memoria_mhz,disco_duro_capacidad_de_memoria_ssd_gb,sonido_potencia_de_altavoces_watts,procesador_frecuencia_de_reloj_ghz,procesador_frecuencia_turbo_max_ghz,procesador_potencia_maxima_de_diseno_termico_tdp_watts,ram_extension_de_memoria_maxima_gb,alimentacion_voltaje_de_salida_v,alimentacion_intensidad_de_corriente_a,alimentacion_capacidad_de_la_bateria_ah,disco_duro_capacidad_del_disco_duro_gb,titulo_freq,procesador_freq,grafica_tarjeta_freq,serie_freq,otras_caracteristicas_equipamiento_freq,procesador_nombre_clave_freq,otras_caracteristicas_seguridad_integrada_freq,grafica_memoria_freq,procesador_tipo_freq,sistema_operativo_sistema_operativo_freq,procesador_numero_nucleos_freq,pantalla_resolucion_freq,pantalla_resolucion_pulgadas_freq
9.0,Portátil convertible,WUXGA,,,,"wifi, Bluetooth",Bluetooth 5.3,5.0 Mpx,,,,,2.0,polímero de litio,56.0,,,convertible,2024.0,,Intel,1.0,Intel,,altavoces estéreo,16:10,L3,LPDDR5,teclado iluminado,3.0,plateado,,64.0,,ninguna,ninguno,,,,,,,,,convertible,,,,Laptop,1284.61,1714.99,1499.8,13.3,33.782,400.0,,,,65.0,21.5,16.0,30.0,1.29,,,12.0,16.0,7500.0,512.0,,3.6,4.3,15.0,16.0,,,,,1,55.0,135.0,135.0,673.0,462.0,,3731.0,128.0,1043.0,330.0,537.0,537.0
16.0,Portátil convertible,WUXGA,,,integrado,"wifi, Bluetooth",Bluetooth 5.3,integrada,compatible con HD,1920 x 1080 píxeles,,,2.0,polímero de litio,60.0,,aluminio,con tapa,2024.0,IEEE 802.11ax,Intel,1.0,Intel,MicroSD,,16:10,L3,DDR5,teclado iluminado,,gris,,64.0,,ninguna,ninguno,,,,,,2x SO-DIMM,1x SO-DIMM,1 x 16 GB,convertible,,,,Laptop,1092.35,1487.92,1290.13,14.0,35.56,300.0,,1920x1080,8.0,65.0,22.4,19.0,31.3,1.64,,,12.0,16.0,5600.0,512.0,4.0,3.8,4.8,9.0,32.0,,,,,1,56.0,135.0,71.0,462.0,462.0,,3731.0,297.0,1043.0,330.0,537.0,537.0
22.0,Portátil convertible,,,,,"wifi, Bluetooth",Bluetooth 5.3,5.0 Mpx,,,,teclado numérico,2.0,polímero de litio,41.0,,,con tapa,2024.0,IEEE 802.11ax,,,,,altavoces estéreo,16:10,,,,3.0,,,,,,,,,,,,,,,,,,,Laptop,1538.24,2866.65,2202.45,13.3,33.782,300.0,,,,65.0,21.5,16.0,30.2,1.13,,,,,,,,,,,,,,,,1,,,222.0,462.0,,,,,,,,
15.0,Portátil convertible,WQXGA+,SSD,Thunderbolt 4,,"wifi, Bluetooth",Bluetooth 5.1,5.0 Mpx,,,,,4.0,polímero de litio,80.0,,,convertible,2024.0,IEEE 802.11ax,Intel,1.0,Intel,,,16:10,L3,DDR5,,4.0,negro,,64.0,,,,,,,,,,,,convertible,,,,Laptop,1899.0,2370.39,2134.69,13.3,33.782,400.0,,,,65.0,20.4,16.0,29.9,1.34,,,12.0,16.0,5600.0,1000.0,4.0,3.8,4.8,9.0,,,,,,1,56.0,715.0,46.0,673.0,462.0,,3731.0,297.0,1212.0,330.0,168.0,168.0
13.0,Portátil convertible,WUXGA,,,,"wifi, Bluetooth",Bluetooth 5.3,0.8 Mpx,compatible con HD,1920 x 1080 píxeles,,,2.0,,57.0,,,convertible,2024.0,IEEE 802.11ax,Intel,1.0,Intel,,,16:10,L3,LPDDR5X,teclado iluminado,3.0,gris,,64.0,,ninguna,ninguno,,,,,,,0x SO-DIMM,,convertible,Intel AI Boost,,,Laptop,2380.96,2831.94,2606.45,14.0,35.56,400.0,,1920x1080,,65.0,21.5,16.0,31.3,1.33,,60.0,12.0,16.0,6400.0,512.0,,3.8,4.8,9.0,16.0,,,,,1,56.0,135.0,,673.0,462.0,,3731.0,297.0,1043.0,330.0,537.0,537.0
12.0,Portátil convertible,Full HD,SSD,,integrado,"wifi, Bluetooth",Bluetooth 5.1,integrada,compatible con HD,1920 x 1080 píxeles,,,2.0,ión-litio,61.0,,aluminio,convertible,2023.0,IEEE 802.11ax,Intel,1.0,Intel,MicroSD,,16:9,L3,LPDDR4,,,gris,,64.0,,,,,,,,,,,,convertible,,,,Laptop,1108.6,1301.42,1205.01,13.3,33.782,370.0,,1920x1080,20.0,,20.2,13.0,30.4,1.83,,,18.0,16.0,,512.0,10.0,2.2,5.0,28.0,,,,,,1,63.0,916.0,93.0,405.0,60.0,,3731.0,807.0,1043.0,330.0,1604.0,1604.0
1.0,Portátil convertible,Full HD,SSD,,integrado,wifi,,1.0 Mpx,,,,,,polímero de litio,45.0,,,convertible,2019.0,,Intel,1.0,Intel,MicroSD,,16:9,L3,DDR4,teclado iluminado,2.0,negro,,64.0,,,ninguno,,,,,,,,,convertible,,,,Laptop,299.0,299.0,299.0,14.0,35.56,,,,8.0,,22.9,17.0,33.1,,,,8.0,8.0,,256.0,,1.8,4.0,15.0,,,,,,1,3.0,715.0,40.0,203.0,6.0,,3731.0,807.0,97.0,355.0,1604.0,1604.0
13.0,Portátil convertible,WUXGA,,,,"wifi, Bluetooth",Bluetooth 5.4,5.0 Mpx,,,,,4.0,polímero de litio,68.0,,,convertible,2024.0,IEEE 802.11be,Intel,1.0,Intel,,altavoces estéreo,16:10,L3,LPDDR5X,,6.0,plateado,,64.0,,"LTE, 4G",ninguno,,,,,,,,,convertible,Intel AI Boost,,,Laptop,1554.13,1851.0,1702.57,14.0,35.56,800.0,5120x2880,,18.0,65.0,22.0,17.0,31.4,1.44,,,18.0,16.0,7500.0,512.0,,3.6,4.5,28.0,,,,,,1,49.0,270.0,135.0,673.0,462.0,,3731.0,128.0,1043.0,299.0,537.0,537.0
5.0,Portátil convertible,,,HDMI 2.1,integrado,"Bluetooth, wifi",Bluetooth 5.2,integrada,compatible con HD,1920 x 1080 píxeles,,,2.0,polímero de litio,75.0,,,con tapa,2023.0,IEEE 802.11ax,AMD,1.0,,MicroSD,,16:10,L3,,,4.0,negro,,64.0,,,,,,,,,,,,,,,,Laptop,1478.79,4815.2,3146.99,13.4,34.036,500.0,,1920x1080,,130.0,21.2,19.0,29.9,1.3,,,32.0,,,,,4.0,5.2,45.0,,,,,,1,18.0,,98.0,462.0,,,,53.0,1212.0,561.0,,
1.0,Portátil convertible,WUXGA,SSD,HDMI,4 en 1,"wifi, Bluetooth",Bluetooth 5.1,integrada,compatible con HD,1920 x 1080 píxeles,,,,,52.5,,,convertible,2023.0,IEEE 802.11ax,AMD,1.0,AMD,,,16:10,L3,,,3.0,gris,,64.0,,,,,,,,,,,,convertible,,,,Laptop,932.05,932.05,932.05,14.0,35.56,300.0,,1920x1080,9.0,65.0,22.5,18.0,31.3,1.55,,,16.0,16.0,,512.0,,2.0,4.5,15.0,,,,,,1,45.0,391.0,,203.0,77.0,,3731.0,206.0,1212.0,561.0,537.0,537.0
9.0,Portátil convertible,,SSD,,,"wifi, Bluetooth",Bluetooth 5.3,5.0 Mpx,,,,,4.0,ión-litio,51.0,,,convertible,2023.0,IEEE 802.11ax,Intel,,,,,16:10,L3,,,3.0,,,64.0,,,,,,,,,,,,,,,,Laptop,1107.4,2540.0,1823.7,14.0,35.56,400.0,,,,65.0,22.6,19.0,31.6,1.34,,,12.0,,,,,,,15.0,,,,,,1,,,135.0,673.0,309.0,,,,1043.0,753.0,,
1.0,Portátil convertible,,,Thunderbolt 4,integrado,"wifi, Bluetooth",Bluetooth 5.2,5.0 Mpx,compatible con HD,1280 x 720 píxeles,,,2.0,ión-litio,56.0,,,convertible,2023.0,IEEE 802.11ax,Intel,1.0,,MicroSD,,16:10,L3,LPDDR5,teclado iluminado,4.0,negro,GDDR6,64.0,,,ninguno,,,,,,,,,convertible,,,,Laptop,2503.03,2503.03,2503.03,13.4,34.036,,,1280x720,,130.0,20.6,14.0,30.2,1.2,,165.0,24.0,16.0,,512.0,,1.9,5.4,45.0,,20.0,6.5,,,1,41.0,29.0,98.0,462.0,274.0,,115.0,192.0,1212.0,299.0,347.0,347.0
1.0,Portátil convertible,WUXGA,SSD,,,"wifi, Bluetooth",Bluetooth 5.0,integrada,compatible con HD,1920 x 1080 píxeles,,,,,70.0,,,con tapa,2022.0,IEEE 802.11ax,Intel,1.0,Intel,,,16:10,L3,DDR4,teclado iluminado,,plateado,,64.0,,,,Touchpad iluminado,,,,,,,2 x 8 GB,convertible,,,,Laptop,892.0,892.0,892.0,14.0,35.56,400.0,,1920x1080,,,22.8,19.0,31.3,1.5,,60.0,18.0,16.0,,512.0,,1.8,4.5,45.0,,,,,,1,24.0,916.0,198.0,145.0,536.0,,3731.0,684.0,1212.0,330.0,537.0,537.0
1.0,Portátil convertible,"3,2K",SSD,Thunderbolt 4,,"Bluetooth, wifi",,,,,,,4.0,polímero de litio,68.0,,,convertible,2023.0,IEEE 802.11ax,Intel,1.0,Intel,,,16:10,L3,LPDDR4X,teclado iluminado,4.0,azul,,64.0,,ninguna,ninguno,,,,,,,,,convertible,,,,Laptop,1259.0,1259.0,1259.0,14.0,35.56,,,,,,22.0,17.0,29.8,1.44,,,12.0,16.0,4266.0,1000.0,,1.2,4.7,15.0,,,,,,1,93.0,916.0,6.0,145.0,536.0,,3731.0,807.0,1212.0,753.0,5.0,5.0
3.0,Portátil convertible,2.8K,,Thunderbolt 4,,"wifi, Bluetooth",Bluetooth 5.0,integrada,compatible con HD,1280 x 720 píxeles,,,,polímero de litio,71.0,,,convertible,2020.0,IEEE 802.11ax,Intel,1.0,Intel,,Dolby Atmos,16:9,L3,LPDDR5X,teclado iluminado,4.0,gris,,64.0,,ninguna,ninguno,,,,,,,,,convertible,Intel AI Boost,,,Laptop,1332.0,1399.9,1365.95,14.0,35.56,300.0,,1280x720,16.0,65.0,21.5,18.0,32.0,1.4,,120.0,24.0,32.0,7467.0,1000.0,,3.8,4.8,28.0,,,,,,1,192.0,270.0,46.0,673.0,462.0,,3731.0,297.0,1212.0,366.0,168.0,168.0
5.0,Portátil convertible,Full HD,,HDMI 2.0,,"wifi, Bluetooth",Bluetooth 5.3,integrada,compatible con HD,1280 x 720 píxeles,,,2.0,,42.0,,,convertible,2023.0,IEEE 802.11ax,AMD,1.0,AMD,,altavoces estéreo,16:9,L3,DDR4,,3.0,plateado,,64.0,,ninguna,ninguno,,,,,,2x SO-DIMM,1x SO-DIMM,1 x 16 GB,"convertible, capacitiva",,,,Laptop,1145.39,1298.39,1221.89,13.3,33.782,400.0,,1280x720,,45.0,22.3,18.0,30.9,1.45,,,16.0,16.0,3200.0,512.0,,2.0,4.5,15.0,32.0,,,,,1,30.0,391.0,106.0,673.0,77.0,,3731.0,200.0,1043.0,255.0,1604.0,1604.0
10.0,Portátil convertible,QHD+,,,integrado,"wifi, Bluetooth",Bluetooth 5.4,integrada,,1920 x 1080 píxeles,,teclado numérico,2.0,polímero de litio,82.0,,,convertible,2024.0,IEEE 802.11be,Intel,1.0,Intel,MicroSD,altavoces estéreo,16:10,L3,LPDDR5,teclado iluminado,4.0,negro,,64.0,,ninguna,ninguno,,,,,,,0x SO-DIMM,,convertible,,,,Laptop,1399.95,1731.98,1565.97,16.0,40.64,,4096x2304,1920x1080,,100.0,25.9,17.0,35.8,2.1,,165.0,24.0,16.0,6400.0,1000.0,,1.4,4.8,28.0,16.0,,,,,1,192.0,270.0,25.0,54.0,462.0,3.0,3731.0,297.0,1212.0,366.0,347.0,347.0
10.0,Portátil convertible,,,,,"wifi, Bluetooth, LAN",Bluetooth 5.0,integrada,,,,,,ión-litio,50.0,,,convertible,2021.0,IEEE 802.11ax,Intel,,Intel,,,16:9,,,,3.0,,,,,,,,,Gigabit-LAN,,,,,,,,,,Laptop,902.42,1870.37,1386.39,14.0,35.56,250.0,,,,65.0,22.4,19.0,32.9,1.6,,,,,,,,,,,,,,,,1,,,133.0,115.0,,,3731.0,,,,,
3.0,Portátil convertible,,,Thunderbolt 4,,"wifi, Bluetooth",Bluetooth 5.0,integrada,compatible con HD,1280 x 720 píxeles,,,,polímero de litio,71.0,,,convertible,2020.0,IEEE 802.11ax,,,,,Dolby Atmos,16:9,,,,4.0,,,64.0,,,,,,,,,,,,,,,,Laptop,1332.0,1399.9,1365.95,14.0,35.56,300.0,,1280x720,16.0,65.0,21.5,18.0,32.0,1.4,,,,,,,,,,,,,,,,1,,,46.0,673.0,,,,,,,,
5.0,Portátil convertible,Full HD,SSD,HDMI,integrado,"wifi, Bluetooth",Bluetooth 5.3,integrada,compatible con HD,1280 x 720 píxeles,,,2.0,,43.0,,,convertible,2023.0,IEEE 802.11ax,Intel,1.0,Intel,MicroSD,,16:9,L3,DDR4,teclado iluminado,3.0,plateado,,64.0,,,,,,,,,,,,"convertible, capacitiva",,,,Laptop,917.24,1029.0,973.12,14.0,35.56,250.0,,1280x720,9.0,,21.0,20.0,32.2,1.5,,,12.0,16.0,3200.0,512.0,,1.2,5.0,15.0,,,,,,1,134.0,916.0,77.0,364.0,309.0,,3731.0,807.0,1212.0,753.0,1604.0,1604.0
13.0,Portátil convertible,WUXGA+,SSD,Thunderbolt 4,,"wifi, Bluetooth",Bluetooth 5.3,5.0 Mpx,,,,,2.0,polímero de litio,42.0,,,convertible,2024.0,IEEE 802.11ax,Intel,1.0,Intel,,altavoces estéreo,3:2,L3,LPDDR5X,,4.0,negro,,64.0,,,,,,,,,,,,"capacitiva, convertible, antiarañazos",,,,Laptop,1868.52,2750.79,2309.65,12.3,31.242,400.0,,,,65.0,20.4,15.0,28.3,1.1,,60.0,12.0,32.0,7500.0,512.0,,3.8,4.8,15.0,,,,,,1,3.0,270.0,222.0,673.0,462.0,,3731.0,297.0,1043.0,330.0,11.0,11.0
6.0,Portátil convertible,FHD+,SSD,Thunderbolt 4,,"Bluetooth, wifi",,"5.0 Mpx, 0.8 Mpx",,,,,,polímero de litio,42.0,,,convertible,2021.0,IEEE 802.11ax,Intel,1.0,Intel,,,3:2,L3,LPDDR4X,teclado iluminado,,negro,,64.0,,,ninguno,,,,,,,,,"convertible, capacitiva",,,,Laptop,1821.6,2176.69,1999.14,12.3,31.242,400.0,,,10.0,45.0,20.4,15.0,28.3,1.27,,,8.0,16.0,4266.0,512.0,,1.8,4.0,9.0,,,,,,1,3.0,916.0,222.0,145.0,6.0,,3731.0,684.0,185.0,355.0,1604.0,1604.0
8.0,Portátil convertible,,,HDMI 2.1,integrado,"Bluetooth, wifi",Bluetooth 5.3,5.0 Mpx,,,,,2.0,polímero de litio,55.0,,,convertible,2023.0,IEEE 802.11ax,,1.0,,SD,,16:9,L3,,,4.0,,,64.0,,,,,,,,,,,,convertible,,,,Laptop,1147.27,2663.42,1905.35,15.6,39.624,250.0,,,12.5,65.0,22.8,18.0,35.7,1.82,,,,,,,,,,,,,,,,1,,,21.0,462.0,,,,,1212.0,,,
8.0,Portátil convertible,WUXGA,SSD,,integrado,"wifi, Bluetooth, LAN",Bluetooth 5.3,integrada,compatible con HD,1920 x 1080 píxeles,,,,,65.0,,,con tapa,2024.0,,Intel,1.0,Intel,MicroSD,,16:10,,DDR5,,,azul,,64.0,,,ninguno,,,Gigabit-LAN,,,,,,,Intel AI Boost,,,Laptop,1114.12,2013.39,1563.76,14.0,35.56,,,1920x1080,10.5,100.0,22.9,22.0,31.9,1.5,,60.0,12.0,16.0,,512.0,,1.7,4.8,,,,,,,1,56.0,135.0,71.0,405.0,,,3731.0,297.0,1043.0,330.0,537.0,537.0
5.0,Portátil convertible,3K,,,,"wifi, Bluetooth",Bluetooth 5.4,5.0 Mpx,,,,,4.0,,68.0,,,convertible,2024.0,IEEE 802.11be,Intel,1.0,Intel,,,16:10,L3,LPDDR5,teclado iluminado,4.0,plateado,,64.0,,ninguna,ninguno,,,,,,,,,,,,,Laptop,1372.99,1399.0,1385.99,16.0,40.64,300.0,,,13.25,,24.6,18.0,35.7,1.91,,120.0,12.0,16.0,6400.0,1000.0,,1.7,4.8,,,,,,,1,56.0,135.0,21.0,673.0,462.0,,3731.0,297.0,1212.0,330.0,168.0,168.0
8.0,Portátil convertible,WUXGA,,Thunderbolt 4,,"wifi, Bluetooth",Bluetooth 5.3,5.0 Mpx,,,,,2.0,polímero de litio,42.0,,,convertible,2024.0,IEEE 802.11ax,Intel,1.0,Intel,,altavoces estéreo,3:2,L3,LPDDR5X,teclado iluminado,4.0,negro,,64.0,,ninguna,ninguno,,,,,,,,,,Intel AI Boost,,,Laptop,1868.52,2237.99,2053.26,12.3,31.242,400.0,,,,65.0,20.4,15.0,28.3,1.1,,,12.0,16.0,6400.0,512.0,,1.1,4.8,,,,,,,1,3.0,135.0,222.0,673.0,462.0,,,297.0,1043.0,330.0,11.0,11.0
11.0,Portátil convertible,WUXGA,SSD,HDMI,integrado,"wifi, Bluetooth, LAN",Bluetooth 5.0,integrada,,,,,2.0,polímero de litio,,,,con tapa,2023.0,,Intel,,,MicroSD,altavoces estéreo,16:10,L3,,,,,,64.0,,,,,,Gigabit-LAN,,,,,,convertible,,,,Laptop,1091.12,1911.86,1501.49,14.0,35.56,,,,,65.0,22.9,19.0,31.9,1.49,,,,,,,,,,15.0,,,,,,1,,,71.0,405.0,309.0,,,,1043.0,,537.0,537.0
13.0,Portátil convertible,,,,3 en 1,"Bluetooth, wifi",Bluetooth 5.3,integrada,compatible con HD,1920 x 1080 píxeles,,,2.0,,70.0,,aluminio,convertible,2023.0,IEEE 802.11ax,Intel,,,,altavoces estéreo,16:10,L3,,,4.0,,,64.0,,,,,,,,,,,,convertible,,,,Laptop,1369.0,2249.65,1809.33,13.4,34.036,,,1920x1080,20.0,65.0,22.2,15.0,30.0,1.35,,,18.0,,,,4.0,2.2,5.0,28.0,,,,,,1,63.0,,25.0,462.0,60.0,,,807.0,,330.0,,
8.0,Portátil convertible,FHD+,SSD,,3 en 1,"Bluetooth, wifi",Bluetooth 5.3,integrada,compatible con HD,1920 x 1080 píxeles,,,2.0,,70.0,,aluminio,convertible,2023.0,IEEE 802.11ax,Intel,,Intel,,altavoces estéreo,16:10,L3,DDR5,teclado iluminado,4.0,negro,,64.0,,ninguna,ninguno,,,,,,,,,convertible,,,,Laptop,1499.6,1760.79,1630.19,13.4,34.036,,,1920x1080,20.0,65.0,22.2,15.0,30.0,1.35,,120.0,18.0,16.0,,1000.0,4.0,2.2,5.0,28.0,,,,,,1,63.0,916.0,25.0,462.0,60.0,,3731.0,807.0,1212.0,330.0,537.0,537.0
10.0,Portátil convertible,WUXGA,,,,"wifi, Bluetooth",Bluetooth 5.3,5.0 Mpx,,,,teclado numérico,2.0,polímero de litio,41.0,,,con tapa,2024.0,IEEE 802.11ax,Intel,1.0,Intel,,altavoces estéreo,16:10,L3,LPDDR5X,teclado iluminado,3.0,negro,,64.0,,"4G, LTE",ninguno,,,,,,,,,,Intel AI Boost,,,Laptop,1538.24,1823.0,1680.62,13.3,33.782,300.0,,,,65.0,21.5,16.0,30.2,1.13,,,12.0,16.0,6400.0,512.0,,3.6,4.3,15.0,16.0,,,,,1,55.0,135.0,222.0,462.0,462.0,,3731.0,128.0,1043.0,330.0,537.0,537.0
14.0,Portátil convertible,,,,,"wifi, Bluetooth",Bluetooth 5.4,5.0 Mpx,,,,,4.0,,68.0,,,convertible,2024.0,IEEE 802.11be,,,,,,16:10,L3,,,4.0,,,64.0,,,,,,,,,,,,,,,,Laptop,1269.0,1876.45,1572.72,16.0,40.64,300.0,,,13.25,,24.6,18.0,35.7,1.91,,,,,,,,,,,,,,,,1,,,21.0,673.0,,,3731.0,,1212.0,,,
8.0,Portátil convertible,,,Thunderbolt 4,,"Bluetooth, wifi",,"5.0 Mpx, 0.8 Mpx",,,,,,polímero de litio,42.0,,,convertible,2021.0,IEEE 802.11ax,Intel,,,,,3:2,L3,,,,,,64.0,,,,,,,,,,,,convertible,,,,Laptop,1821.6,6581.81,4201.7,12.3,31.24,400.0,,,10.0,45.0,20.4,15.0,28.3,1.27,,,,,,,,,,9.0,,,,,,1,,,222.0,145.0,6.0,,,,,,,
4.0,Portátil convertible,Full HD,,HDMI,integrado,"wifi, Bluetooth",Bluetooth 5.3,integrada,compatible con HD,1280 x 720 píxeles,,,2.0,,43.0,,,convertible,2023.0,IEEE 802.11ax,Intel,1.0,Intel,MicroSD,,16:9,L3,DDR4,teclado iluminado,3.0,plateado,,64.0,,ninguna,ninguno,,,,,,2x SO-DIMM,2x SO-DIMM,2 x 4 GB,convertible,,,,Laptop,774.82,948.57,861.7,14.0,35.56,250.0,,1280x720,9.0,,21.0,20.0,32.2,1.5,,,8.0,8.0,3200.0,512.0,,2.5,4.5,28.0,,,,,,1,19.0,916.0,77.0,364.0,197.0,,3731.0,684.0,1212.0,355.0,1604.0,1604.0
2.0,Portátil convertible,WUXGA,PCIe SSD,HDMI 2.0,,"wifi, Bluetooth",Bluetooth 5.1,integrada,compatible con HD,1920 x 1080 píxeles,,,2.0,polímero de litio,46.0,,,convertible,2023.0,IEEE 802.11ax,Intel,1.0,Intel,,,16:10,L3,LPDDR5,,4.0,negro,,64.0,,ninguna,ninguno,,,,,,,,,convertible,,,,Laptop,1025.43,1443.54,1234.49,13.3,33.782,300.0,,1920x1080,,45.0,21.8,17.0,30.5,1.3,,,12.0,16.0,4800.0,512.0,4.0,1.2,5.0,15.0,16.0,,,,,1,134.0,916.0,222.0,488.0,309.0,,3731.0,807.0,1043.0,753.0,537.0,537.0
2.0,Portátil convertible,Full HD,SSD,HDMI,integrado,"wifi, Bluetooth",Bluetooth 5.3,integrada,compatible con HD,1280 x 720 píxeles,,,2.0,,43.0,,,convertible,2023.0,IEEE 802.11ax,Intel,1.0,Intel,MicroSD,,16:9,L3,,,3.0,azul,,64.0,,,,,panorámica,,,,,,,convertible,,,,Laptop,979.0,979.0,979.0,14.0,35.56,250.0,,1280x720,9.0,,21.0,20.0,32.2,1.5,,,12.0,16.0,,1000.0,,0.9,4.6,15.0,,,,,,1,141.0,916.0,77.0,364.0,309.0,,3731.0,684.0,1212.0,753.0,1604.0,1604.0
16.0,Portátil convertible,,,Thunderbolt 4,,"wifi, Bluetooth",Bluetooth 5.1,5.0 Mpx,,,,,4.0,polímero de litio,80.0,,,convertible,2024.0,IEEE 802.11ax,Intel,,,,,16:10,L3,,,4.0,,,,,,,,OLED,,,,,,,,,,,Laptop,1899.0,2734.99,2316.99,13.3,33.782,400.0,,,,65.0,20.4,16.0,29.9,1.34,,,,,,,4.0,,,,,,,,,1,,,46.0,673.0,,,3731.0,,,,,
1.0,Portátil convertible,WUXGA,,,,"wifi, Bluetooth",Bluetooth 5.3,5.0 Mpx,,,,,4.0,ión-litio,51.0,,,convertible,2023.0,IEEE 802.11ax,Intel,1.0,Intel,,,16:10,L3,LPDDR5,,3.0,plateado,,64.0,,"LTE, 4G, 5G",ninguno,,,,,,,,,convertible,,,,Laptop,1118.78,1118.78,1118.78,14.0,35.56,400.0,,,,65.0,22.6,19.0,31.6,1.34,,,12.0,32.0,6400.0,1000.0,,1.2,5.0,15.0,32.0,,,,,1,134.0,916.0,135.0,488.0,309.0,,3731.0,807.0,1043.0,753.0,537.0,537.0
2.0,Portátil convertible,2.8K,SSD,,integrado,"wifi, Bluetooth",Bluetooth 5.4,2.0 Mpx,compatible con HD,1920 x 1080 píxeles,,,4.0,,76.0,,,convertible,2024.0,IEEE 802.11be,Intel,1.0,Intel,MicroSD,Dolby Atmos,16:10,L3,,,,gris,,,,,,,AMOLED,,,,,,,,Intel AI Boost,,,Laptop,2332.3,2447.35,2389.82,16.0,40.64,,,1920x1080,,65.0,25.2,13.0,35.5,1.69,,,,16.0,,512.0,6.6,,,17.0,,,,,,1,,,93.0,,15.0,,3731.0,,1212.0,561.0,168.0,168.0
1.0,Portátil convertible,WUXGA,SSD,HDMI,,"wifi, Bluetooth",Bluetooth 5.2,integrada,,,,,,,40.0,,,convertible,2023.0,,Intel,1.0,Intel,,,16:10,L3,DDR5,,,plateado,,64.0,,,,,,,,,,,,convertible,,,,Laptop,608.68,608.68,608.68,14.0,35.56,,,,10.0,,22.0,18.0,31.0,1.54,,,6.0,8.0,,512.0,,1.8,3.8,15.0,,,,,,1,32.0,715.0,108.0,145.0,44.0,,3731.0,181.0,1212.0,561.0,537.0,537.0
2.0,Portátil convertible,WQXGA,SSD,,integrado,"wifi, Bluetooth",Bluetooth 5.1,integrada,compatible con HD,1280 x 720 píxeles,,,,ión-litio,90.0,,,convertible,2023.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,Dolby Atmos,16:10,L3,,,4.0,negro,,64.0,,,,,,,,,,,,convertible,,,,Laptop,2659.98,3186.95,2923.47,16.0,40.64,500.0,,1280x720,,240.0,27.2,27.0,38.3,2.7,,,25.0,8.0,,1000.0,,1.5,4.8,55.0,,20.0,12.0,,,1,2.0,63.0,133.0,364.0,25.0,,400.0,807.0,1043.0,366.0,347.0,347.0
1.0,Portátil convertible,,,,integrado,"wifi, Bluetooth",Bluetooth 5.0,"5.0 Mpx, 0.8 Mpx",,1920 x 1080 píxeles,,,2.0,,,,magnesio,con tapa,2020.0,IEEE 802.11ax,Intel,1.0,,SDXC,altavoces estéreo,3:2,,LPDDR4X,,,,,64.0,,,,,,,,,,,,"convertible, multitáctil de 10 puntos",,,,Laptop,2309.0,2309.0,2309.0,15.0,38.1,,,1920x1080,17.5,,25.1,23.0,34.3,1.91,260.0,,8.0,,3733.0,,,1.3,3.9,,,,,,,1,4.0,,158.0,11.0,42.0,,,807.0,,355.0,2.0,2.0
