ofertas,tipo_de_producto,disco_duro_tipo_de_disco_duro,grafica_salida_de_video,comunicaciones_conectividad,comunicaciones_version_bluetooth,comunicaciones_estandar_wifi,procesador_fabricante,disco_duro_numero_de_discos_duros_instalados,ram_tipo,grafica_tipo_memoria,sistema_operativo_arquitectura_bit,almacenamiento_lector_optico,comunicaciones_estandar_lan,conectividad_conexion,otras_caracteristicas_articulo_incluido,otras_caracteristicas_certificado,grafica_caracteristica_tarjeta,tipo,conectividad_conexion_frontal,propiedades_de_la_carcasa_tipo_de_caja,propiedades_de_la_carcasa_color,adecuado_para,procesador_numero_de_hilos_de_ejecucion,ram_numero_ranuras_memoria,propiedades_de_la_carcasa_bahia_interna_de_2_5,propiedades_de_la_carcasa_bahia_interna_de_3_5,disco_duro_capacidad_disco_duro_tb,propiedades_de_la_carcasa_bahia_externa_de_5_25,caracteristicas_especiales,almacenamiento_formato_audiovisual_compatible,otras_caracteristicas_modo_de_sonido,propiedades_de_la_carcasa_superficie_del_material,disco_duro_capacidad_disco_duro_gb,procesador_placa_base,otras_caracteristicas_certificado_rohs,sistema_operativo_software_incluido,procesador_procesadores_compatibles,precio_min,precio_max,precio_mean,medidas_y_peso_profundidad_cm,medidas_y_peso_ancho_cm,medidas_y_peso_peso_kg,procesador_cache_mb,ram_memoria_gb,ram_frecuencia_de_la_memoria_mhz,disco_duro_capacidad_de_memoria_ssd_gb,procesador_frecuencia_de_reloj_ghz,procesador_frecuencia_turbo_max_ghz,ram_extension_de_memoria_maxima_gb,disco_duro_velocidad_de_rotacion_del_disco_duro_rpm,medidas_y_peso_alto_cm,procesador_frecuencia_del_reloj_ghz,procesador_tdp_watts,titulo_freq,procesador_freq,grafica_tarjeta_freq,serie_freq,otras_caracteristicas_equipamiento_freq,procesador_nombre_clave_freq,propiedades_de_la_carcasa_alimentacion_freq,grafica_memoria_freq,procesador_tipo_freq,procesador_chipset_de_la_placa_base_freq,sistema_operativo_sistema_operativo_freq,procesador_numero_nucleos_freq,grafica_numero_de_ranuras_para_pcie_freq,procesador_zocalo_de_cpu_freq
5.0,PC de oficina,,,"Bluetooth, Ethernet, wifi",Bluetooth 5.0,IEEE 802.11ax,,,,,,,Ethernet 10/100/1000,,,,,Desktop,,factor de forma pequeño (SFF),,"empresas, principiante, bricolaje",,,2.0,,,,,,,,,,,,,663.51,1871.19,1267.35,30.7,10.2,,,,,,,,,,33.0,,,1,,715.0,87.0,,,931.0,,,,,,3.0,
3.0,PC de oficina,disco duro M.2 SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.1,IEEE 802.11ac,,1.0,DDR4,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,factor de forma ultrapequeño (USFF),negro,empresas,,2.0,,,,,,,,,,,,,,795.99,934.7,865.35,18.3,17.9,1.25,,8.0,2666.0,256.0,,,64.0,,3.0,,,1,1.0,108.0,213.0,63.0,,78.0,3731.0,,10.0,200.0,,,
16.0,PC de oficina,,,"Ethernet, wifi, Bluetooth",,Wi-Fi 6E,,,,,,,Ethernet 10/100/1000,,,,,Desktop,,torre,,empresas,,,,,,,,,,,,,,,,512.5,1213.7,863.1,,,,,,,,,,,,,,,1,,,126.0,,,931.0,,,,,,,
2.0,PC de oficina,disco duro M.2 SSD,,"wifi, Ethernet, Bluetooth",Bluetooth 5.3,,Intel,1.0,DDR5,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,factor de forma ultrapequeño (USFF),negro,empresas,20.0,2.0,,,,,,,,,,,,,,783.53,806.03,794.78,17.8,3.6,1.08,24.0,16.0,5600.0,512.0,1.7,4.8,64.0,,18.0,1.7,35.0,1,6.0,374.0,126.0,2259.0,,59.0,3731.0,947.0,,1182.0,163.0,,749.0
9.0,PC de oficina,disco duro SSD,HDMI,Ethernet,,,,1.0,DDR5,,64.0,,,,,,,Desktop,,desktop,negro,,,,,,,,,,,,,,,,,1316.63,1777.72,1547.18,33.5,17.5,,,16.0,4800.0,512.0,,,,,17.0,,,1,27.0,,,2259.0,,,,833.0,,1182.0,,,
2.0,PC de oficina,disco duro SSD,,Ethernet,Bluetooth 5.0,,AMD,1.0,DDR4,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,desktop,negro,,12.0,,1.0,1.0,,,,,,,,,,,,591.76,654.2,622.98,29.0,9.25,6.0,16.0,8.0,3200.0,256.0,,4.4,,,34.0,3.4,,1,1.0,391.0,213.0,63.0,,87.0,3731.0,327.0,,200.0,813.0,139.0,
2.0,PC de oficina,disco duro M.2 SSD,,"wifi, Ethernet, Bluetooth",Bluetooth 5.3,,Intel,1.0,DDR5,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,factor de forma ultrapequeño (USFF),negro,empresas,12.0,,,,,,,,,,,,,,,614.15,617.33,615.74,17.8,3.6,,18.0,8.0,5600.0,512.0,,4.4,,,18.0,2.0,,1,29.0,374.0,126.0,2259.0,,59.0,3731.0,947.0,,1182.0,813.0,,
16.0,PC de oficina,disco duro M.2 SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,IEEE 802.11ax,Intel,1.0,,,,,Ethernet 10/100/1000,,,,,Desktop,,,negro,empresas,,,,,,,,,,,,,,,,620.75,1859.98,1240.37,29.8,9.25,,,,,,,,,,33.0,,,1,,374.0,213.0,,,931.0,,,,,,,
1.0,PC de oficina,disco duro SSD,,"Ethernet, wifi",,,Intel,1.0,DDR5,,64.0,,Ethernet 10/100/1000,,,,,Desktop,,torre,negro,empresas,24.0,,,,1 TB,,,,,,,,,,,1797.0,1797.0,1797.0,37.0,18.0,13.6,30.0,32.0,,,,5.4,,,41.0,3.4,125.0,1,27.0,374.0,135.0,52.0,866.0,931.0,,833.0,,1182.0,337.0,37.0,749.0
2.0,PC de oficina,disco duro SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.1,IEEE 802.11ac,Intel,1.0,DDR4,,64.0,ninguno,,,,,,Desktop,,factor de forma ultrapequeño (USFF),negro,empresas,24.0,2.0,,,,,,,,,,,,,,1094.0,1668.92,1381.46,18.3,17.9,1.3,30.0,16.0,3200.0,512.0,,4.9,64.0,,3.0,1.4,35.0,1,16.0,374.0,213.0,41.0,,16.0,3731.0,833.0,10.0,1182.0,337.0,,
6.0,PC de oficina,disco duro SSD,,Ethernet,,,Intel,1.0,DDR5,,64.0,grabadora DVD,Ethernet 10/100/1000,,,,,Desktop,,factor de forma pequeño (SFF),negro,empresas,28.0,2.0,,,,,,,,,,,,,,927.67,1031.99,979.83,29.8,9.3,5.3,33.0,16.0,5600.0,512.0,2.1,5.4,64.0,,34.0,2.1,65.0,1,69.0,374.0,213.0,,207.0,31.0,3731.0,833.0,,1182.0,160.0,,749.0
3.0,PC de oficina,disco duro SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.0,IEEE 802.11ax,Intel,1.0,DDR4,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,factor de forma pequeño (SFF),negro,empresas,16.0,2.0,,,,,,,,,,,,,,663.27,721.56,692.41,30.8,10.0,4.5,20.0,8.0,3200.0,512.0,2.5,4.6,64.0,,27.0,2.5,65.0,1,49.0,202.0,213.0,41.0,866.0,87.0,3731.0,947.0,,1182.0,233.0,,749.0
3.0,PC de oficina,,,"Ethernet, wifi",,,AMD,1.0,,,,,,,,,,Desktop,,,,,12.0,,,,,,,,,,,,,,,282.41,305.45,293.93,,,,8.0,8.0,3200.0,500.0,,4.2,,,,3.7,65.0,1,11.0,391.0,,,19.0,,3731.0,327.0,,165.0,813.0,,478.0
4.0,PC de oficina,disco duro SSD,,Ethernet,,,,1.0,DDR4,,,,Ethernet 10/100/1000,,,,,Desktop,,torre,negro,empresas,,,,,,,,,,,,,,,,247.29,264.94,256.12,,,6.1,,8.0,2666.0,480.0,,,,,,,,1,4.0,4.0,,2259.0,,65.0,3731.0,,28.0,165.0,,,
5.0,PC de oficina,disco duro SSD,,Ethernet,,,Intel,1.0,DDR4,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,torre,negro,empresas,8.0,,,,,,,,,,,,,,,378.65,408.85,393.75,39.0,17.5,,65.0,8.0,3200.0,1000.0,,4.3,,,37.0,3.6,,1,13.0,108.0,,2259.0,123.0,65.0,3731.0,190.0,28.0,389.0,397.0,,
5.0,PC de oficina,disco duro SSD,,Ethernet,,,Intel,1.0,DDR4,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,torre,negro,empresas,8.0,,,,,,,,,,,,,,,395.21,426.64,410.92,39.0,17.5,,65.0,16.0,3200.0,1000.0,,4.3,,,37.0,3.6,,1,13.0,108.0,,2259.0,123.0,65.0,3731.0,190.0,28.0,389.0,397.0,,
7.0,PC de oficina,disco duro SSD,,Ethernet,,,,1.0,DDR4,,,,Ethernet 10/100/1000,,,,,Desktop,,torre,negro,empresas,,,,,,,,,,,,,,,,247.29,269.34,258.31,,,6.1,,8.0,2666.0,480.0,,,,,,,,1,4.0,,,2259.0,,65.0,3731.0,,28.0,165.0,,,
4.0,PC de oficina,disco duro SSD,,Ethernet,,,Intel,1.0,DDR4,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,torre,negro,empresas,8.0,,,,,,,,,,,,,,,400.93,415.82,408.38,39.0,17.5,,6.0,8.0,3200.0,1000.0,,4.3,,,37.0,3.6,65.0,1,13.0,108.0,,2259.0,123.0,65.0,3731.0,190.0,28.0,1182.0,397.0,,
4.0,PC de oficina,disco duro SSD,,Ethernet,,,Intel,1.0,DDR4,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,torre,negro,empresas,8.0,,,,,,,,,,,,,,,300.92,325.34,313.13,39.0,17.5,,6.0,16.0,3200.0,1000.0,,4.3,,,37.0,3.6,65.0,1,13.0,108.0,,2259.0,123.0,65.0,3731.0,190.0,28.0,165.0,397.0,,
5.0,PC de oficina,disco duro SSD,,Ethernet,,,,1.0,DDR4,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,torre,negro,empresas,,,,,,,,,,,,,,,,449.54,470.21,459.88,39.0,17.5,,,16.0,3200.0,1000.0,,,,,37.0,,,1,13.0,108.0,,2259.0,,65.0,3731.0,190.0,28.0,1182.0,,,
6.0,PC de oficina,disco duro SSD,,Ethernet,Bluetooth 4.2,,Intel,1.0,DDR5,GDDR6,64.0,ninguno,Ethernet 10/100/1000,,teclado,,Ray tracing,Desktop,,torre,negro,empresas,32.0,4.0,,,,,,,,,,,,,,2276.93,2838.49,2557.71,30.8,33.7,6.1,36.0,32.0,4800.0,1024.0,,4.2,128.0,,15.0,2.0,65.0,1,15.0,90.0,112.0,,866.0,9.0,679.0,356.0,92.0,1182.0,194.0,,749.0
4.0,PC de oficina,disco duro SSD,,"Bluetooth, wifi, Ethernet",Bluetooth 4.2,IEEE 802.11a,Intel,1.0,DDR4,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,lector de tarjetas,factor de forma pequeño (SFF),negro,empresas,20.0,2.0,,,,,,DVD±RW,canal 7.1,,,,,,,583.08,637.99,610.54,32.0,9.4,5.0,24.0,8.0,3200.0,512.0,,4.8,64.0,,31.0,2.5,65.0,1,84.0,374.0,31.0,,,87.0,3731.0,947.0,,1182.0,297.0,,
2.0,PC de oficina,disco duro SSD,HDMI,wifi,,,Intel,,,,,ninguno,,,,,,Desktop,,,negro,empresas,,,,,,,,,,,,,,,,439.0,459.0,449.0,,,,,16.0,,480.0,,,,,,,,1,7.0,,,111.0,,,15.0,833.0,,,,,
9.0,PC de oficina,,,Ethernet,,,,,,,,,Ethernet 10/100/1000,,,,,Desktop,,factor de forma ultrapequeño (USFF),,empresas,,,,,,,,,,,,,,,,1638.46,2455.99,2047.22,17.8,7.18,,,,,,,,,,19.0,,,1,,,96.0,,,931.0,,,64.0,,,,
4.0,PC de oficina,disco duro SSD,,Ethernet,,,Intel,1.0,DDR4,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,factor de forma pequeño (SFF),negro,empresas,16.0,2.0,,,,,,,,,,,,,,877.53,961.99,919.76,30.8,10.0,4.5,20.0,32.0,3200.0,1000.0,2.5,4.6,64.0,,27.0,2.5,65.0,1,49.0,202.0,213.0,2259.0,866.0,54.0,3731.0,947.0,29.0,1182.0,233.0,,749.0
3.0,PC de oficina,disco duro M.2 SSD,,,,,Intel,,,,,ninguno,,,,,,Desktop,,,negro,empresas,12.0,,,,,,,,,,,,,,,579.0,700.55,639.77,,,,12.0,16.0,,1000.0,2.6,4.4,,,,2.6,65.0,1,12.0,89.0,,2259.0,220.0,,124.0,947.0,,,813.0,,
4.0,PC de oficina,disco duro M.2 SSD,DisplayPort,"Bluetooth, wifi",,,Intel,1.0,DDR5,,,ninguno,,,,,,Desktop,,factor de forma pequeño (SFF),negro,empresas,20.0,2.0,,,,,,,,,,,,,,763.0,929.43,846.21,29.28,9.26,,24.0,16.0,4800.0,512.0,2.6,5.0,64.0,,29.0,2.6,,1,36.0,374.0,126.0,2259.0,,54.0,3731.0,947.0,,1182.0,163.0,,749.0
4.0,PC de oficina,disco duro SSD,,Ethernet,,,,1.0,DDR4,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,torre,negro,empresas,,,,,,,,,,,,,,,,381.37,395.23,388.3,39.0,17.5,,,16.0,3200.0,1000.0,,,,,37.0,,,1,133.0,108.0,,2259.0,,65.0,3731.0,947.0,28.0,165.0,,,
1.0,PC de oficina,disco duro SSD,,Ethernet,,,AMD,1.0,DDR5,,,,,,,,,Desktop,,,negro,empresas,16.0,,,,,,,,,,,,,,,1022.95,1022.95,1022.95,,,,32.0,16.0,,1000.0,3.8,5.3,,,,3.8,65.0,1,13.0,391.0,,111.0,94.0,,3731.0,295.0,,398.0,589.0,,167.0
2.0,PC de oficina,disco duro M.2 SSD,,"wifi, Ethernet, Bluetooth",Bluetooth 5.3,,Intel,1.0,DDR5,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,factor de forma ultrapequeño (USFF),negro,empresas,20.0,2.0,,,,,,,,,,,,,,955.45,963.95,959.7,17.8,3.6,1.08,24.0,16.0,5600.0,512.0,2.6,5.0,64.0,,18.0,2.6,,1,36.0,374.0,126.0,2259.0,,54.0,3731.0,947.0,,1182.0,163.0,,749.0
5.0,PC de oficina,disco duro SSD,,Ethernet,,,,1.0,DDR4,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,torre,negro,empresas,,,,,,,,,,,,,,,,481.16,515.06,498.11,39.0,17.5,,,16.0,3200.0,1000.0,,,,,37.0,,,1,133.0,108.0,,2259.0,,65.0,3731.0,947.0,28.0,389.0,,,
1.0,PC de oficina,disco duro SSD,,wifi,,,AMD,,,,,grabadora DVD,,,,,,Desktop,,,,,12.0,,,,,,,,,,,,,,,499.9,499.9,499.9,,,,8.0,8.0,,256.0,3.7,4.2,,,,3.7,65.0,1,6.0,,,2259.0,19.0,,,327.0,,1182.0,813.0,,478.0
5.0,PC de oficina,,,wifi,Bluetooth 5.2,IEEE 802.11ax,,,,,,,Ethernet 10/100/1000,,,,,Desktop,,torre,,"empresas, profesional",,,,,,,,,,,,,,,,516.19,819.4,667.8,29.2,15.4,,,,,,,,,,32.0,,,1,,,26.0,,,,,,,,,,
8.0,PC de oficina,disco duro SSD,,"Bluetooth, wifi, Ethernet",Bluetooth 4.2,IEEE 802.11a,Intel,1.0,DDR4,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,lector de tarjetas,factor de forma pequeño (SFF),negro,empresas,24.0,2.0,,,,,,DVD±RW,canal 7.1,,,,,,,790.57,874.49,832.53,32.0,9.4,5.0,30.0,16.0,3200.0,512.0,2.1,5.2,64.0,,31.0,2.1,219.0,1,105.0,374.0,31.0,86.0,866.0,87.0,3731.0,833.0,,1182.0,337.0,,749.0
1.0,PC de oficina,disco duro SSD,,Ethernet,,,AMD,1.0,DDR4,,,,Ethernet 10/100/1000,,,,,Desktop,,torre,,empresas,12.0,,,,,,,,,,,,,,,734.99,734.99,734.99,42.0,11.2,,16.0,32.0,,1000.0,3.9,4.4,,,30.0,3.9,65.0,1,41.0,391.0,,2259.0,529.0,36.0,3731.0,327.0,,389.0,813.0,,478.0
2.0,PC de oficina,disco duro M.2 SSD,DisplayPort,Ethernet,,,Intel,1.0,DDR5,,64.0,grabadora DVD,Ethernet 10/100/1000,,,,,Desktop,,microtorre,negro,empresas,24.0,,,,,,,,,,,,,,,1514.78,2474.89,1994.84,42.0,17.3,,30.0,32.0,,1000.0,,5.4,,,36.0,3.4,125.0,1,27.0,374.0,96.0,,866.0,931.0,3731.0,833.0,64.0,1182.0,337.0,6.0,749.0
5.0,PC de oficina,disco duro SSD,,Ethernet,,,,1.0,DDR4,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,torre,negro,empresas,,,,,,,,,,,,,,,,495.25,529.98,512.62,39.0,17.5,,,16.0,3200.0,1000.0,,,,,37.0,,,1,133.0,108.0,,2259.0,,65.0,3731.0,947.0,28.0,1182.0,,,
7.0,PC de oficina,,,"wifi, Bluetooth",Bluetooth 5.0,IEEE 802.11ac,,,,,,,Ethernet 10/100/1000,,,,,Desktop,,microtorre,,,,,,2.0,,,,,,,,,,,,409.0,833.21,621.11,29.0,10.0,,,,,,,,,,27.0,,,1,,,34.0,,,931.0,,,,,,,
1.0,PC de oficina,disco duro SSD,,Ethernet,,,AMD,1.0,,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,semitorre,,empresas,16.0,,,,,,,,,,,,,,,902.67,902.67,902.67,40.0,19.0,,16.0,32.0,,2000.0,3.8,4.6,,,45.0,,65.0,1,31.0,391.0,,2259.0,83.0,931.0,3731.0,295.0,,389.0,589.0,,478.0
1.0,PC de oficina,disco duro SSD,,"Ethernet, wifi",,,Intel,1.0,DDR5,GDDR6,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,torre,negro,empresas,24.0,4.0,,,,,,,,,,,,,,2278.87,2278.87,2278.87,37.0,18.0,13.6,30.0,16.0,4800.0,512.0,2.1,5.2,128.0,,41.0,2.1,219.0,1,105.0,27.0,135.0,2259.0,866.0,67.0,679.0,833.0,,1182.0,337.0,37.0,749.0
1.0,PC de oficina,disco duro SSD,,wifi,,,Intel,,,,,grabadora DVD,,,,,,Desktop,,,,,12.0,,,,,,,,,,,,,,,499.9,499.9,499.9,,,,12.0,8.0,,256.0,2.9,4.3,,,,2.9,65.0,1,133.0,,,2259.0,118.0,,,947.0,,1182.0,813.0,,
1.0,PC de oficina,disco duro SSD,,Ethernet,,,AMD,1.0,,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,semitorre,,empresas,16.0,,,,,,,,,,,,,,,834.99,834.99,834.99,40.0,19.0,,16.0,32.0,,2000.0,3.8,4.6,,,45.0,,65.0,1,31.0,391.0,,2259.0,83.0,931.0,3731.0,295.0,,398.0,589.0,,478.0
3.0,PC de oficina,disco duro M.2 SSD,DisplayPort,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,IEEE 802.11ax,Intel,1.0,DDR4,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,,negro,empresas,12.0,,,,,,,,,,,,,,,629.9,708.05,668.97,,,1.31,18.0,16.0,3200.0,256.0,2.0,4.4,64.0,,,,74.0,1,29.0,374.0,126.0,,529.0,59.0,3731.0,947.0,,,813.0,,749.0
40.0,PC de oficina,disco duro SSD,,Ethernet,,,,1.0,DDR4,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,torre,negro,empresas,,,,,,,,,,,,,,,,300.92,529.98,415.45,39.0,17.5,,,,3200.0,1000.0,,,,,37.0,,,1,,108.0,,2259.0,,65.0,3731.0,,28.0,,,,
2.0,PC de oficina,disco duro SSD,,"Ethernet, wifi, Bluetooth",,Wi-Fi 6E,,1.0,DDR5,,64.0,,Ethernet 10/100/1000,,,,,Desktop,,,gris,empresas,,,,,,,,,,,,,,,,1023.2,1083.29,1053.24,,,,,16.0,,512.0,,,,,,,,1,16.0,374.0,126.0,,,,3731.0,833.0,,1182.0,,,
1.0,PC de oficina,disco duro SSD,,Ethernet,,,Intel,1.0,DDR4,,64.0,grabadora DVD,Ethernet 10/100/1000,,,,,Desktop,,semitorre,negro,,12.0,,,,,,,,,,,,,,,668.99,668.99,668.99,30.6,16.0,,18.0,8.0,,512.0,2.5,4.4,64.0,,34.0,2.5,65.0,1,79.0,202.0,87.0,,529.0,87.0,3731.0,947.0,,1182.0,813.0,,749.0
1.0,PC de oficina,disco duro SSD,,Ethernet,Bluetooth 4.2,,Intel,1.0,DDR5,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,torre,negro,empresas,12.0,4.0,,,,,,,,,,,,,,1583.5,1583.5,1583.5,30.8,33.7,6.1,18.0,16.0,4800.0,512.0,3.0,4.6,128.0,,15.0,,117.0,1,39.0,374.0,112.0,,529.0,931.0,3731.0,947.0,92.0,1182.0,813.0,,749.0
2.0,PC de oficina,disco duro M.2 SSD,,Ethernet,Bluetooth 5.0,,Intel,1.0,DDR4,,64.0,grabadora DVD,Ethernet 10/100/1000,,,,,Desktop,,torre,negro,,20.0,4.0,1.0,,,,,,,,,,,,,999.0,1037.08,1018.04,29.6,14.5,5.9,25.0,16.0,3200.0,512.0,2.1,4.9,128.0,,34.0,,180.0,1,52.0,374.0,213.0,,529.0,43.0,3731.0,833.0,,1182.0,297.0,139.0,749.0
2.0,PC de oficina,disco duro SSD,,Ethernet,Bluetooth 4.2,,Intel,1.0,DDR5,,64.0,grabadora DVD,Ethernet 10/100/1000,,,,,Desktop,,torre,negro,empresas,20.0,4.0,,,,,,,,,,,,,,1005.0,1215.0,1110.0,30.8,33.7,5.0,,8.0,4800.0,512.0,,4.8,128.0,,15.0,2.5,,1,84.0,,112.0,2259.0,,931.0,3731.0,947.0,92.0,1182.0,163.0,,
2.0,PC de oficina,disco duro SSD,,"Ethernet, wifi",,,Intel,1.0,DDR5,,64.0,,Ethernet 10/100/1000,,,,,Desktop,,torre,negro,empresas,24.0,,,,,,,,,,,,,,,1341.77,1438.89,1390.33,37.0,18.0,,30.0,16.0,,512.0,,5.4,,,41.0,3.4,125.0,1,27.0,374.0,135.0,,866.0,931.0,3731.0,833.0,,1182.0,337.0,37.0,749.0
1.0,PC de oficina,disco duro M.2 SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.0,IEEE 802.11ax,Intel,1.0,DDR4,,,grabadora DVD,Ethernet 10/100/1000,,,,,Desktop,,factor de forma pequeño (SFF),negro,empresas,12.0,,,,,,,,,,,,,,,644.0,644.0,644.0,30.8,10.0,4.5,18.0,8.0,,256.0,2.5,4.4,64.0,,27.0,,65.0,1,79.0,202.0,213.0,2259.0,529.0,931.0,3731.0,947.0,,1182.0,813.0,,749.0
1.0,PC de oficina,disco duro SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.1,IEEE 802.11ac,,1.0,DDR4,,64.0,,,,,,,Desktop,,factor de forma ultrapequeño (USFF),negro,empresas,,,,,,,,,,,,,,,,608.2,608.2,608.2,18.3,17.9,,,8.0,,256.0,,,,,3.0,,,1,3.0,202.0,213.0,,,931.0,3731.0,,10.0,200.0,,,
1.0,PC de oficina,disco duro SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.0,,Intel,1.0,DDR4,,64.0,grabadora DVD,Ethernet 10/100/1000,,,,,Desktop,,factor de forma pequeño (SFF),negro,empresas,20.0,2.0,,,,,,,,,,,,,,874.0,874.0,874.0,29.4,14.5,5.5,25.0,16.0,3200.0,512.0,2.1,4.9,64.0,,34.0,2.1,180.0,1,52.0,374.0,213.0,86.0,529.0,43.0,3731.0,833.0,,1182.0,297.0,,749.0
2.0,PC de oficina,disco duro SSD,,Ethernet,Bluetooth 5.2,IEEE 802.11ax,Intel,0.0,DDR4,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,torre,negro,,8.0,2.0,,,,,,,,,,,,,,851.97,1183.07,1017.52,30.8,15.5,5.3,12.0,8.0,3200.0,256.0,,4.5,64.0,,33.0,3.4,,1,28.0,,59.0,,,931.0,3731.0,190.0,,1182.0,397.0,,
3.0,PC de oficina,disco duro M.2 SSD,,Ethernet,,,,1.0,DDR4,,64.0,,Ethernet 10/100/1000,,,,,Desktop,,microtorre,negro,,,,1.0,1.0,,,,,,,,,,,,707.99,1024.41,866.2,29.6,14.5,,,16.0,,512.0,,,,,34.0,,,1,41.0,391.0,213.0,111.0,,931.0,3731.0,327.0,,1182.0,,139.0,
1.0,PC de oficina,disco duro M.2 SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.1,,Intel,1.0,DDR4,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,factor de forma ultrapequeño (USFF),negro,,12.0,,1.0,,,,,,,,,,,,,699.0,699.0,699.0,18.3,17.9,,12.0,16.0,2666.0,512.0,2.0,3.6,64.0,,3.0,,35.0,1,7.0,108.0,213.0,8.0,52.0,78.0,3731.0,947.0,,200.0,813.0,8.0,135.0
1.0,PC de oficina,disco duro SSD,,"wifi, Bluetooth, Ethernet",Bluetooth 5.2,,Intel,1.0,DDR4,,64.0,grabadora DVD,Ethernet 10/100/1000,,,,,Desktop,,torre,negro,,12.0,,,,,,,,,,,,,,,1563.03,1563.03,1563.03,30.8,15.5,,18.0,8.0,,256.0,2.5,4.4,,,33.0,2.5,117.0,1,79.0,202.0,59.0,2259.0,529.0,931.0,3731.0,947.0,,1182.0,813.0,,749.0
2.0,PC de oficina,disco duro M.2 SSD,,"wifi, Ethernet, Bluetooth",Bluetooth 5.3,,Intel,1.0,DDR5,,,grabadora DVD,Ethernet 10/100/1000,,,,,Desktop,,torre,negro,empresas,28.0,,,,,,,,,,,,,,,1473.13,1586.9,1530.02,30.0,38.0,6.5,33.0,32.0,,1000.0,2.1,5.4,,,17.0,2.1,65.0,1,69.0,374.0,213.0,86.0,207.0,65.0,3731.0,833.0,,1182.0,160.0,,749.0
1.0,PC de oficina,disco duro M.2 SSD,,Ethernet,Bluetooth 5.0,,Intel,,DDR4,,64.0,grabadora DVD,Ethernet 10/100/1000,,,,,Desktop,,torre,negro,,12.0,4.0,1.0,,,,,,,,,,,,,777.0,777.0,777.0,29.6,14.5,5.9,18.0,8.0,3200.0,256.0,2.5,4.4,128.0,,34.0,2.5,65.0,1,79.0,202.0,213.0,,529.0,43.0,3731.0,947.0,,1182.0,813.0,139.0,749.0
2.0,PC de oficina,disco duro M.2 SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,IEEE 802.11ax,Intel,1.0,DDR5,,64.0,grabadora DVD,Ethernet 10/100/1000,,,,,Desktop,,,negro,empresas,,4.0,,,,,,,,,,,,,,1183.99,1381.8,1282.89,29.8,9.25,5.3,18.0,16.0,4400.0,512.0,,4.8,128.0,,33.0,3.3,,1,12.0,374.0,213.0,5.0,,43.0,3731.0,947.0,,1182.0,813.0,,
2.0,PC de oficina,disco duro SSD,,Ethernet,Bluetooth 5.0,IEEE 802.11ax,Intel,1.0,DDR4,,64.0,ninguno,Ethernet 10/100/1000,,,TCO Certified Desktops 8,DirectX 12,Desktop,,factor de forma pequeño (SFF),,empresas,6.0,2.0,,,,,,,,,,,,,,748.89,748.89,748.89,29.6,27.0,4.6,9.0,8.0,2666.0,256.0,3.0,4.4,64.0,,9.0,,65.0,1,4.0,108.0,59.0,2259.0,1.0,931.0,3731.0,947.0,7.0,200.0,813.0,,40.0
