ofertas,tipo_de_producto,disco_duro_tipo_de_disco_duro,grafica_salida_de_video,comunicaciones_conectividad,comunicaciones_version_bluetooth,comunicaciones_estandar_wifi,procesador_fabricante,disco_duro_numero_de_discos_duros_instalados,ram_tipo,grafica_tipo_memoria,sistema_operativo_arquitectura_bit,almacenamiento_lector_optico,comunicaciones_estandar_lan,conectividad_conexion,otras_caracteristicas_articulo_incluido,otras_caracteristicas_certificado,grafica_caracteristica_tarjeta,tipo,conectividad_conexion_frontal,propiedades_de_la_carcasa_tipo_de_caja,propiedades_de_la_carcasa_color,adecuado_para,procesador_numero_de_hilos_de_ejecucion,ram_numero_ranuras_memoria,propiedades_de_la_carcasa_bahia_interna_de_2_5,propiedades_de_la_carcasa_bahia_interna_de_3_5,disco_duro_capacidad_disco_duro_tb,propiedades_de_la_carcasa_bahia_externa_de_5_25,caracteristicas_especiales,almacenamiento_formato_audiovisual_compatible,otras_caracteristicas_modo_de_sonido,propiedades_de_la_carcasa_superficie_del_material,disco_duro_capacidad_disco_duro_gb,procesador_placa_base,otras_caracteristicas_certificado_rohs,sistema_operativo_software_incluido,procesador_procesadores_compatibles,precio_min,precio_max,precio_mean,medidas_y_peso_profundidad_cm,medidas_y_peso_ancho_cm,medidas_y_peso_peso_kg,procesador_cache_mb,ram_memoria_gb,ram_frecuencia_de_la_memoria_mhz,disco_duro_capacidad_de_memoria_ssd_gb,procesador_frecuencia_de_reloj_ghz,procesador_frecuencia_turbo_max_ghz,ram_extension_de_memoria_maxima_gb,disco_duro_velocidad_de_rotacion_del_disco_duro_rpm,medidas_y_peso_alto_cm,procesador_frecuencia_del_reloj_ghz,procesador_tdp_watts,titulo_freq,procesador_freq,grafica_tarjeta_freq,serie_freq,otras_caracteristicas_equipamiento_freq,procesador_nombre_clave_freq,propiedades_de_la_carcasa_alimentacion_freq,grafica_memoria_freq,procesador_tipo_freq,procesador_chipset_de_la_placa_base_freq,sistema_operativo_sistema_operativo_freq,procesador_numero_nucleos_freq,grafica_numero_de_ranuras_para_pcie_freq,procesador_zocalo_de_cpu_freq
1.0,PC de oficina,disco duro SSD,,Ethernet,,,,1.0,DDR4,,64.0,grabadora DVD,,,,,,Desktop,4 USB 3.2,mini ITX,,,,,,,,,,,,,,,,,,739.13,739.13,739.13,29.0,9.3,,,8.0,,256.0,,,64.0,,29.0,,,1,7.0,108.0,126.0,,,931.0,3731.0,,,200.0,,,
1.0,PC de oficina,disco duro M.2 SSD,,"wifi, Ethernet, Bluetooth",Bluetooth 5.0,,Intel,1.0,DDR4,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,conexión micrófono/auriculares,semitorre,negro,empresas,16.0,2.0,,,,,,,,,,,,,,694.89,694.89,694.89,,,,20.0,8.0,3200.0,256.0,2.5,4.6,64.0,,,2.5,65.0,1,49.0,202.0,87.0,2259.0,866.0,54.0,3731.0,947.0,,1182.0,233.0,,749.0
3.0,PC de oficina,,,Ethernet,,,,1.0,,,64.0,,Ethernet 10/100/1000,,,,,Desktop,,torre,,empresas,,,,,,,,,,,,,,,,635.28,906.99,771.13,30.1,16.9,,,,,,,,,,36.0,,,1,,,126.0,,,931.0,3731.0,,,1182.0,,,
2.0,PC de oficina,,,wifi,,,Intel,2.0,,,,ninguno,,,,,,Desktop,,,negro,,,,,,,,,,,,500 GB,,,,,229.0,269.0,249.0,,,,,8.0,,480.0,,,,,,,,1,4.0,11.0,,111.0,,,3731.0,190.0,,,,,
1.0,PC de oficina,disco duro HDD,,Ethernet,,,Intel,1.0,DDR4,,64.0,grabadora DVD,Ethernet 10/100/1000,,,,,Desktop,,,negro,,4.0,,,,1 TB,,,,,,,,,,,862.99,862.99,862.99,27.4,15.4,7.9,6.0,8.0,2400.0,,3.4,3.8,32.0,7200.0,35.0,3.4,65.0,1,7.0,20.0,126.0,,14.0,4.0,3731.0,947.0,2.0,12.0,397.0,,40.0
2.0,PC de oficina,disco duro M.2 SSD,,wifi,,,Intel,1.0,DDR4,,,grabadora DVD,,,,,,Desktop,,semitorre,negro,empresas,8.0,,,,,,,,,,,,,,,379.0,419.0,399.0,,,,6.0,16.0,,500.0,,4.4,,,,3.7,,1,7.0,108.0,,,,,3731.0,,,1182.0,397.0,,
2.0,PC de oficina,disco duro M.2 SSD,,Ethernet,,,Intel,1.0,DDR5,,,grabadora DVD,Ethernet 10/100/1000,,,,,Desktop,,torre,negro,empresas,,,,,,,,,,,,,,,,843.94,982.11,913.03,29.6,14.5,5.9,,,,512.0,,,,,34.0,,65.0,1,,,213.0,111.0,,31.0,3731.0,,92.0,1182.0,,,749.0
1.0,PC de oficina,disco duro M.2 SSD,,"Ethernet, Bluetooth, wifi",Bluetooth 5.0,,Intel,1.0,DDR4,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,factor de forma pequeño (SFF),negro,empresas,16.0,,,,,,,,,,,,,,,712.7,712.7,712.7,33.5,10.5,,20.0,8.0,3200.0,256.0,2.5,4.6,,,33.0,2.5,65.0,1,49.0,202.0,87.0,63.0,866.0,54.0,3731.0,947.0,,1182.0,233.0,,749.0
1.0,PC de oficina,memoria flash,,Ethernet,,,Intel,1.0,,,,,Ethernet 10/100/1000,,,,,Desktop,,factor de forma pequeño (SFF),,empresas,4.0,,,,,,,,,,,,,,,868.07,868.07,868.07,17.8,3.6,,4.0,8.0,,32.0,,2.9,,,18.0,2.0,10.0,1,14.0,715.0,126.0,2259.0,74.0,931.0,3731.0,,,11.0,397.0,,26.0
4.0,PC de oficina,,,"Ethernet, wifi, Bluetooth",,,,,,,,,,,,,,Desktop,,,,,,,,,,,,,,,,,,,,1172.1,1898.94,1535.52,,,,,,,,,,,,,,,1,,,16.0,,,931.0,,,,,,,
2.0,PC de oficina,,,wifi,,,Intel,2.0,,,,grabadora DVD,,,,,,Desktop,,,negro,empresas,,,,,,,,,,,500 GB,,,,,549.0,597.0,573.0,,,,,16.0,,480.0,,,,,,,,1,4.0,,,111.0,,,,947.0,,,,,
3.0,PC de oficina,,,Ethernet,,,Intel,1.0,DDR4,,64.0,,,,,,,Desktop,,factor de forma pequeño (SFF),,empresas,,,,1.0,,,,,,,,,,,,1095.05,2153.49,1624.27,29.2,9.3,,,,,,,,128.0,,29.0,,,1,,,96.0,,,931.0,,,,,,24.0,
1.0,PC de oficina,disco duro SSD,,wifi,Bluetooth 5.2,IEEE 802.11ax,Intel,,DDR4,,,grabadora DVD,Ethernet 10/100/1000,,,,,Desktop,,torre,negro,"empresas, profesional",12.0,,,,,,,,,,,,,,,637.18,637.18,637.18,29.2,15.4,5.0,18.0,8.0,,256.0,2.5,4.4,,,32.0,,65.0,1,79.0,,26.0,,529.0,,,947.0,,1182.0,813.0,,749.0
1.0,PC de oficina,disco duro SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.0,,,1.0,DDR4,,64.0,,Ethernet 10/100/1000,,,,,Desktop,,factor de forma pequeño (SFF),negro,empresas,,,1.0,,,,,,,,,,,,,1014.0,1014.0,1014.0,34.0,9.3,,,16.0,,512.0,,,,,29.0,,,1,79.0,202.0,213.0,111.0,,931.0,3731.0,947.0,,1182.0,,139.0,
1.0,PC de oficina,disco duro M.2 SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.0,IEEE 802.11ax,Intel,1.0,DDR4,,,,Ethernet 10/100/1000,,,,,Desktop,,,negro,empresas,24.0,2.0,,,,,,,,,,,,,,1080.12,1080.12,1080.12,33.5,10.5,,30.0,16.0,3200.0,512.0,2.1,5.2,128.0,,33.0,2.1,219.0,1,105.0,374.0,87.0,63.0,866.0,54.0,3731.0,833.0,,1182.0,337.0,,749.0
1.0,PC de oficina,disco duro HDD,,Ethernet,,,Intel,1.0,DDR4,,64.0,,Ethernet 10/100/1000,,,,,Desktop,,factor de forma ultrapequeño (USFF),negro,,4.0,2.0,,,,,,,,,500 GB,,,,,652.99,652.99,652.99,17.8,3.6,1.17,3.0,4.0,2400.0,,3.4,,32.0,7200.0,18.0,,35.0,1,1.0,20.0,126.0,,,73.0,3731.0,190.0,,12.0,51.0,,40.0
2.0,PC de oficina,disco duro M.2 SSD,,wifi,,,Intel,1.0,DDR4,,,grabadora DVD,,,,,,Desktop,,semitorre,negro,empresas,12.0,,,,,,,,,,,,,,,437.0,479.0,458.0,,,,12.0,16.0,,1000.0,2.9,4.3,,,,2.9,65.0,1,133.0,20.0,,,123.0,14.0,,947.0,,1182.0,813.0,,135.0
1.0,PC de oficina,,,"Bluetooth, wifi",,,Intel,,,,,ninguno,,,,,,Desktop,,,,,,,,,,,,,,,128 GB,,,,,734.99,734.99,734.99,,,,,4.0,,,,,,,,,,1,,22.0,126.0,,,,19.0,,,,,,
5.0,PC de oficina,,,Ethernet,Bluetooth 5.0,IEEE 802.11ax,,,,,,,Ethernet 10/100/1000,,,TCO Certified Desktops 8,DirectX 12,Desktop,,factor de forma pequeño (SFF),,empresas,,,,,,,,,,,,,,,,742.99,1041.74,892.37,29.6,27.0,,,,,,,,,,9.0,,,1,,,59.0,,,931.0,,,7.0,,,,
1.0,PC de oficina,disco duro M.2 SSD,,"Bluetooth, Ethernet, wifi",,,Intel,2.0,DDR4,,,ninguno,,,,TCO Certified Desktops 5,DirectX 12,Desktop,,factor de forma ultrapequeño (USFF),negro,empresas,,,1.0,,,,,,,,,,,,,429.0,429.0,429.0,18.29,17.9,,,16.0,,1256.0,,3.3,,,3.0,1.7,,1,4.0,108.0,213.0,2259.0,,931.0,3731.0,947.0,,1182.0,,,
1.0,PC de oficina,disco duro M.2 SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.0,,Intel,1.0,DDR4,,64.0,ninguno,Ethernet 10/100/1000,,,TCO Certified Desktops 8,,Desktop,,mini ITX,negro,,16.0,,,,,,,,,,,,,,,1898.94,1898.94,1898.94,30.8,33.8,,16.0,16.0,2666.0,512.0,2.9,4.8,64.0,,10.0,,65.0,1,16.0,108.0,16.0,2259.0,123.0,931.0,3731.0,833.0,,200.0,589.0,,135.0
1.0,PC de oficina,disco duro SSD,,"Ethernet, wifi, Bluetooth",,,Intel,1.0,DDR4,,,,,,,,,Desktop,,factor de forma ultrapequeño (USFF),,,12.0,,1.0,,,,,,,,,,,,,888.0,888.0,888.0,18.3,17.9,,12.0,8.0,,256.0,2.0,3.6,64.0,,3.0,,35.0,1,7.0,108.0,213.0,2259.0,52.0,931.0,3731.0,947.0,,398.0,813.0,8.0,135.0
1.0,PC de oficina,disco duro SSD,,Ethernet,Bluetooth 4.2,,Intel,1.0,DDR5,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,torre,negro,empresas,24.0,4.0,,,1 TB,,,,,,,,,,,1812.55,1812.55,1812.55,30.8,33.7,6.15,36.0,16.0,4800.0,1000.0,,5.6,128.0,,15.0,2.0,,1,15.0,,112.0,2259.0,,931.0,3731.0,356.0,92.0,1182.0,194.0,,
15.0,PC de oficina,,,"Ethernet, wifi, Bluetooth",Bluetooth 5.0,,,,,,,,Ethernet 10/100/1000,,,,,Desktop,,factor de forma ultrapequeño (USFF),,empresas,,,,,,,,,,,,,,,,454.34,1043.23,748.78,18.3,17.9,,,,,,,,,,3.0,,,1,,,213.0,,,931.0,,,,,,,
1.0,PC de oficina,,,"Ethernet, wifi, Bluetooth",Bluetooth 5.1,,Intel,1.0,DDR4,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,factor de forma ultrapequeño (USFF),negro,,12.0,2.0,1.0,,,,,,,,,,,,,809.0,809.0,809.0,18.3,17.9,1.3,12.0,8.0,2666.0,256.0,2.0,3.6,64.0,,3.0,,35.0,1,7.0,108.0,213.0,52.0,52.0,78.0,3731.0,947.0,,200.0,813.0,8.0,135.0
1.0,PC de oficina,disco duro SSD,,"Bluetooth, Ethernet, wifi",,,,,DDR4,,,ninguno,,,,TCO Certified Desktops 5,DirectX 12,Desktop,,factor de forma ultrapequeño (USFF),negro,empresas,,,1.0,,,,,,,,,,,,,299.0,299.0,299.0,18.29,17.9,,,8.0,,512.0,,,,,3.0,,,1,4.0,108.0,213.0,2259.0,,931.0,3731.0,947.0,,1182.0,,,
3.0,PC de oficina,disco duro SSD,,"wifi, Ethernet, Bluetooth",Bluetooth 5.3,,Intel,,,,,,Ethernet 10/100/1000,,,,,Desktop,,torre,negro,empresas,,,,,,,,,,,,,,,,1344.02,1586.9,1465.46,30.0,38.0,,,,,,,,,,17.0,,,1,,,213.0,,,,,,,,,,
4.0,PC de oficina,,,Ethernet,,,Intel,,,,,,,,,,,Desktop,,factor de forma pequeño (SFF),,,,,1.0,1.0,,,,,,,,,,,,1087.66,1477.7,1282.68,34.0,9.3,,,,,,,,,,29.0,,,1,,,213.0,,,931.0,,,,,,139.0,
1.0,PC de oficina,,,"Ethernet, wifi, Bluetooth",Bluetooth 5.0,,AMD,,DDR4,,,,Ethernet 10/100/1000,,,,,Desktop,,factor de forma ultrapequeño (USFF),negro,empresas,,,,,,,,,,,,,,,,739.31,739.31,739.31,18.3,17.9,,,,,,,,,,3.0,,,1,,,213.0,,,931.0,1.0,295.0,,,337.0,,
2.0,PC de oficina,disco duro M.2 SSD,,"wifi, Ethernet, Bluetooth",Bluetooth 5.3,IEEE 802.11ax,,1.0,DDR5,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,semitorre,negro,empresas,12.0,2.0,,,,,,,,,,,,,,984.92,1004.51,994.71,29.6,14.5,5.9,16.0,16.0,5200.0,512.0,,5.0,64.0,,34.0,3.5,,1,4.0,9.0,213.0,2259.0,,31.0,3731.0,327.0,,1182.0,813.0,,
1.0,PC de oficina,disco duro M.2 SSD,,Ethernet,Bluetooth 5.0,,Intel,1.0,DDR4,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,torre,negro,,16.0,4.0,1.0,,,,,,,,,,,,,1851.2,1851.2,1851.2,29.6,14.5,4.8,16.0,16.0,2933.0,512.0,2.9,4.8,128.0,,34.0,,65.0,1,16.0,108.0,213.0,52.0,123.0,43.0,3731.0,833.0,,200.0,589.0,139.0,135.0
1.0,PC de oficina,disco duro SSD,,Ethernet,Bluetooth 5.0,IEEE 802.11ax,Intel,1.0,,,64.0,,Ethernet 10/100/1000,,,TCO Certified Desktops 8,,Desktop,,factor de forma pequeño (SFF),,empresas,12.0,,,,,,,,,,,,,,,1041.74,1041.74,1041.74,29.6,27.0,,12.0,8.0,,256.0,2.3,3.8,,,9.0,,35.0,1,8.0,108.0,59.0,2259.0,123.0,931.0,3731.0,947.0,,1182.0,813.0,,135.0
2.0,PC de oficina,,,Ethernet,,,AMD,1.0,DDR4,,64.0,,Ethernet 10/100/1000,,,,,Desktop,,torre,,,,2.0,,,,1.0,,,,,,,,,,853.53,1162.74,1008.13,27.5,14.5,4.7,,,3200.0,,,,64.0,,36.0,,65.0,1,,391.0,213.0,,83.0,87.0,3731.0,,,1182.0,,139.0,478.0
2.0,PC de oficina,disco duro M.2 SSD,DisplayPort,Ethernet,,,Intel,1.0,DDR4,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,minitorre,negro,,16.0,4.0,,,,,,,,,,,,,,1098.49,1106.49,1102.49,34.5,17.7,10.2,16.0,32.0,3200.0,512.0,3.8,5.1,128.0,,33.0,3.8,125.0,1,4.0,108.0,96.0,63.0,123.0,9.0,3731.0,833.0,,200.0,589.0,24.0,135.0
1.0,PC de oficina,disco duro SSD,,,,,AMD,,DDR4,,,,,,,,,Desktop,,semitorre,,empresas,16.0,,,,,,,,,,,,,,,499.9,499.9,499.9,,,,16.0,16.0,,1000.0,3.8,4.6,,,,3.8,65.0,1,31.0,99.0,,2259.0,83.0,,193.0,295.0,,1182.0,589.0,,478.0
1.0,PC de oficina,disco duro SSD,,Ethernet,Bluetooth 5.0,IEEE 802.11ax,Intel,1.0,DDR4,,64.0,ninguno,Ethernet 10/100/1000,,,TCO Certified Desktops 8,DirectX 12,Desktop,,factor de forma pequeño (SFF),negro,empresas,,2.0,,,,,,,,,,,,,,859.0,859.0,859.0,29.6,27.0,1.25,12.0,8.0,2666.0,512.0,2.3,3.8,,,9.0,,,1,8.0,108.0,59.0,52.0,,78.0,3731.0,947.0,7.0,200.0,813.0,,
2.0,PC de oficina,disco duro M.2 SSD,,"Ethernet, wifi",,,Intel,1.0,DDR5,,64.0,,Ethernet 10/100/1000,,,,,Desktop,,torre,negro,empresas,32.0,,,,,,,,,,,,,,,2994.59,3522.99,3258.79,37.0,18.0,,36.0,32.0,,1000.0,3.0,5.8,,,41.0,3.0,125.0,1,19.0,31.0,135.0,,866.0,931.0,193.0,356.0,,1182.0,194.0,37.0,749.0
1.0,PC de oficina,disco duro SSD,,,,,Intel,,,,,,,4 USB 3.2,,,,Desktop,,desktop,,,8.0,,,,,,,,,,,,,,,603.98,603.98,603.98,,,,12.0,8.0,,256.0,3.3,4.3,,,,4.3,89.0,1,30.0,,26.0,,529.0,,,190.0,,200.0,397.0,,749.0
1.0,PC de oficina,disco duro M.2 SSD,,"wifi, Bluetooth, Ethernet",Bluetooth 5.0,IEEE 802.11ax,Intel,1.0,DDR4,,,,Ethernet 10/100/1000,,,,,Desktop,,semitorre,negro,empresas,24.0,,,,,,,,,,,,,,,1823.32,1823.32,1823.32,37.0,17.5,7.0,30.0,32.0,3200.0,1000.0,2.1,5.2,128.0,,30.0,2.1,219.0,1,105.0,22.0,87.0,2259.0,866.0,14.0,679.0,833.0,,1182.0,337.0,,749.0
3.0,PC de oficina,disco duro SSD,,Ethernet,,,,1.0,DDR4,,,,Ethernet 10/100/1000,,,,,Desktop,,torre,negro,empresas,,,,,,,,,,,,,,,,311.58,320.71,316.14,22.0,44.0,,,8.0,3200.0,480.0,,,,,39.0,3.2,,1,30.0,202.0,,2259.0,,65.0,3731.0,190.0,,165.0,,,
1.0,PC de oficina,disco duro SSD,,Ethernet,Bluetooth 5.2,IEEE 802.11ax,Intel,1.0,DDR4,,64.0,grabadora DVD,Ethernet 10/100/1000,,,,,Desktop,,torre,negro,,20.0,,,,,,,,,,,,,,,1795.13,1795.13,1795.13,30.8,15.5,,25.0,16.0,,512.0,2.1,4.9,,,33.0,,180.0,1,52.0,374.0,59.0,,529.0,931.0,3731.0,833.0,,200.0,297.0,,749.0
1.0,PC de oficina,memoria flash,,Ethernet,Bluetooth 5.0,IEEE 802.11ac,Intel,1.0,DDR4,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,factor de forma pequeño (SFF),negro,empresas,4.0,,,,,,,,,,,,,,,746.17,746.17,746.17,17.8,3.6,,4.0,8.0,,32.0,2.0,3.3,,,18.0,,10.0,1,9.0,715.0,126.0,,74.0,78.0,3731.0,,,11.0,397.0,,26.0
1.0,PC de oficina,disco duro SSD,,,,,Intel,,DDR4,,,,,,,,,Desktop,,semitorre,,empresas,12.0,,,,,,,,,,,,,,,464.9,464.9,464.9,,,,12.0,16.0,,512.0,2.6,4.4,,,,2.6,65.0,1,13.0,202.0,,2259.0,220.0,148.0,3731.0,947.0,,1182.0,813.0,,
2.0,PC de oficina,disco duro SSD,,"Ethernet, wifi",,,Intel,1.0,DDR4,,,ninguno,,,,,,Desktop,,torre,negro,empresas,12.0,,,,,,,,,,,,,,,317.54,323.84,320.69,44.0,22.0,,18.0,8.0,3200.0,500.0,2.5,4.4,,,39.0,2.5,65.0,1,79.0,202.0,,2259.0,529.0,67.0,3731.0,947.0,,165.0,813.0,,749.0
2.0,PC de oficina,,,wifi,,,Intel,2.0,DDR4,,,grabadora DVD,,,,,,Desktop,,semitorre,negro,empresas,4.0,,,,,,,,,,500 GB,,,,,289.0,319.0,304.0,,,,6.0,16.0,,480.0,,3.3,,,,2.7,65.0,1,6.0,11.0,,111.0,15.0,,3731.0,947.0,,,397.0,,40.0
9.0,PC de oficina,,,Ethernet,,,,,,,,,Ethernet 10/100/1000,,,,,Desktop,,factor de forma pequeño (SFF),,empresas,,,,,,,,,,,,,,,,649.24,1334.34,991.79,29.28,9.26,,,,,,,,,,29.0,,,1,,,126.0,,,931.0,,,,,,,
2.0,PC de oficina,disco duro SSD,,,,,Intel,,,,,grabadora DVD,,,,,,Desktop,,,negro,,,,,,,,,,,,,,,,,529.0,549.0,539.0,,,,,8.0,,1000.0,,,,,,,,1,1.0,,,111.0,,,3731.0,833.0,,,,,
1.0,PC de oficina,disco duro SSD,,Ethernet,,,,1.0,DDR4,,64.0,,,,,,,Desktop,,factor de forma ultrapequeño (USFF),negro,,,,,,,,,,,,,,,,,2319.99,2319.99,2319.99,18.3,17.9,,,32.0,,1000.0,,,128.0,,3.0,,,1,1.0,27.0,135.0,2259.0,,931.0,124.0,,,200.0,,24.0,
3.0,PC de oficina,,,"Ethernet, wifi, Bluetooth",,Wi-Fi 6E,,1.0,DDR5,,,,Ethernet 10/100/1000,,,,,Desktop,,,,empresas,,,,,,,,,,,,,,,,1023.2,1083.29,1053.24,,,,,,,,,,,,,,,1,,374.0,126.0,,,,3731.0,,,1182.0,,,
1.0,PC de oficina,,,"wifi, Ethernet, Bluetooth",Bluetooth 5.0,,Intel,2.0,DDR4,GDDR6,,grabadora DVD,Ethernet 10/100/1000,,,,,Desktop,,semitorre,negro,empresas,32.0,,,,2 TB,,,,,,,,,,,2506.86,2506.86,2506.86,37.0,17.5,,36.0,16.0,3200.0,1000.0,3.0,5.8,,,30.0,3.0,125.0,1,19.0,31.0,87.0,2259.0,866.0,65.0,193.0,356.0,,1182.0,194.0,,749.0
1.0,PC de oficina,disco duro SSD,,Ethernet,,,Intel,1.0,DDR4,,,,,,,,,Desktop,,,negro,empresas,32.0,,,,,,,,,,,,,,,1433.25,1433.25,1433.25,,,,36.0,32.0,,1000.0,3.0,5.8,,,,3.0,125.0,1,19.0,715.0,,111.0,866.0,,3731.0,356.0,,398.0,194.0,,749.0
2.0,PC de oficina,disco duro SSD,,,,,Intel,,,,,grabadora DVD,,,,,,Desktop,,,negro,,,,,,,,,,,,,,,,,379.0,419.0,399.0,,,,,16.0,,480.0,,,,,,,,1,4.0,,,111.0,,,,190.0,,,,,
1.0,PC de oficina,disco duro M.2 SSD,,Ethernet,,,,1.0,DDR4,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,factor de forma pequeño (SFF),negro,empresas,20.0,2.0,,,,,,,,,,,,,,797.8,797.8,797.8,29.28,9.26,4.8,24.0,16.0,3200.0,512.0,,4.8,64.0,,29.0,2.5,65.0,1,84.0,374.0,126.0,,866.0,87.0,3731.0,947.0,,1182.0,163.0,,749.0
1.0,PC de oficina,disco duro SSD,,Ethernet,,,AMD,1.0,DDR4,,,,Ethernet 10/100/1000,,,,,Desktop,,torre,negro,empresas,,,,,,,,,,,,,,,,664.99,664.99,664.99,42.0,11.2,,,32.0,,1000.0,,,,,30.0,,,1,,391.0,,2259.0,,36.0,3731.0,,,398.0,,,
2.0,PC de oficina,,,wifi,,,Intel,2.0,DDR4,,,grabadora DVD,,,,,,Desktop,,semitorre,negro,empresas,8.0,,,,1 TB,,,,,,,,,,,379.0,419.0,399.0,,,,8.0,16.0,,500.0,,4.0,,,,3.4,65.0,1,7.0,11.0,,,15.0,,3731.0,833.0,,1182.0,397.0,,40.0
1.0,PC de oficina,disco duro M.2 SSD,,Ethernet,,,Intel,1.0,DDR4,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,factor de forma pequeño (SFF),negro,empresas,20.0,2.0,,,,,,,,,,,,,,649.24,649.24,649.24,29.28,9.26,4.8,24.0,8.0,3200.0,256.0,,4.8,64.0,,29.0,2.5,,1,84.0,374.0,126.0,,866.0,87.0,3731.0,947.0,,1182.0,163.0,,749.0
1.0,PC de oficina,,,"wifi, Ethernet, Bluetooth",Bluetooth 5.0,,Intel,2.0,DDR4,GDDR6,,grabadora DVD,Ethernet 10/100/1000,,,,,Desktop,,semitorre,negro,empresas,24.0,,,,2 TB,,,,,,,,,,,2869.72,2869.72,2869.72,37.0,17.5,,30.0,16.0,3200.0,1000.0,2.1,5.2,128.0,,30.0,2.1,219.0,1,105.0,31.0,87.0,2259.0,866.0,65.0,193.0,833.0,,1182.0,337.0,,749.0
2.0,PC de oficina,disco duro SSD,,wifi,,,Intel,,,,,grabadora DVD,,,,,,Desktop,,,negro,,4.0,,,,,,,,,,,,,,,419.0,459.0,439.0,,,,6.0,16.0,,1000.0,,3.3,,,,2.7,65.0,1,6.0,,,111.0,15.0,,,947.0,,,397.0,,40.0
1.0,PC de oficina,disco duro SSD,DisplayPort,Ethernet,,,,,DDR4,,,grabadora DVD,,,,,,Desktop,,factor de forma pequeño (SFF),,,,,2.0,1.0,,,,,,,,,,,,1282.99,1282.99,1282.99,29.3,9.3,,,16.0,,512.0,,,128.0,,29.0,,,1,16.0,2.0,96.0,,,931.0,124.0,,,200.0,,24.0,
2.0,PC de oficina,disco duro SSD,,,,,Intel,,,,,ninguno,,,,,,Desktop,,,negro,,,,,,,,,,,,,,,,,269.0,309.0,289.0,,,,,8.0,,480.0,,,,,,,,1,4.0,,,111.0,,,3731.0,947.0,,,,,
1.0,PC de oficina,disco duro M.2 SSD,,Ethernet,Bluetooth 5.0,IEEE 802.11ax,Intel,1.0,DDR4,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,minitorre,negro,empresas,12.0,2.0,1.0,,,,,,,,,,,HP Support Assistant,,777.0,777.0,777.0,17.5,17.7,1.25,12.0,8.0,2666.0,256.0,2.3,3.8,,,3.0,,35.0,1,8.0,108.0,59.0,2259.0,123.0,78.0,3731.0,947.0,2.0,1182.0,813.0,22.0,135.0
1.0,PC de oficina,disco duro SSD,DisplayPort,Ethernet,,,Intel,1.0,DDR4,,64.0,grabadora DVD,Ethernet 10/100/1000,,,,,Desktop,,factor de forma pequeño (SFF),negro,empresas,16.0,4.0,1.0,1.0,,1.0,,,,,,,,,,1554.8,1554.8,1554.8,29.0,9.3,5.7,16.0,16.0,3200.0,512.0,2.9,4.8,128.0,,29.0,,65.0,1,16.0,108.0,126.0,2259.0,123.0,10.0,19.0,833.0,,200.0,589.0,10.0,135.0
2.0,PC de oficina,,,wifi,,,Intel,2.0,,,,,,,,,,Desktop,,,negro,,,,,,1 TB,,,,,,,,,,,349.0,399.0,374.0,,,,,8.0,,480.0,,,,,,,,1,4.0,,,111.0,,,,947.0,,,,,
1.0,PC de oficina,disco duro SSD,,wifi,Bluetooth 5.2,IEEE 802.11ax,Intel,,DDR4,,,,Ethernet 10/100/1000,,,,,Desktop,,torre,negro,"empresas, profesional",12.0,,,,,,,,,,,,,,,763.19,763.19,763.19,29.2,15.4,5.0,18.0,16.0,,512.0,2.5,4.4,,,32.0,,65.0,1,79.0,,26.0,,529.0,,,947.0,,1182.0,813.0,,749.0
4.0,PC de oficina,,,"wifi, Ethernet, Bluetooth",Bluetooth 5.3,,Intel,,DDR5,,,grabadora DVD,Ethernet 10/100/1000,,,,Soporte multi-monitor,Desktop,,,negro,empresas,,4.0,,,,,,,,,,,,,,1344.02,1695.1,1519.56,30.0,34.0,,,16.0,4400.0,,,,128.0,,9.0,,,1,,,213.0,,,16.0,,,92.0,1182.0,,,
1.0,PC de oficina,disco duro SSD,,"Ethernet, wifi, Bluetooth",,IEEE 802.11ac,Intel,1.0,DDR4,,64.0,ninguno,,,,,,Desktop,,factor de forma ultrapequeño (USFF),negro,,4.0,,,,,,,,,,,,,,,709.67,709.67,709.67,17.8,3.6,1.2,6.0,4.0,2666.0,128.0,3.1,,32.0,,18.0,,35.0,1,1.0,108.0,126.0,2259.0,21.0,73.0,3731.0,190.0,,200.0,397.0,,40.0
