ofertas,tipo_de_producto,pantalla_tecnologia,disco_duro_tipo_de_disco_duro,grafica_salida_de_video,conectividad_lector_de_tarjetas,comunicaciones_conectividad,comunicaciones_version_bluetooth,camara_webcam,camara_funcion,camara_resolucion,teclado_tipo,teclado_teclas_adicionales,sonido_numero_de_altavoces,alimentacion_bateria,alimentacion_vatios_hora,alimentacion_bateria_intercambiable,medidas_y_peso_material_de_la_carcasa,medidas_y_peso_diseno,otras_caracteristicas_sensor,otras_caracteristicas_fecha_de_lanzamiento,comunicaciones_estandar_wifi,procesador_fabricante,disco_duro_numero_de_discos_duros_instalados,grafica_fabricante_tarjeta,conectividad_tipo_de_tarjetas_compatibles,sonido_sistema_de_altavoces,pantalla_formato_de_imagen,procesador_nivel_de_cache,ram_tipo,teclado_caracteristica,alimentacion_numero_de_celdas,medidas_y_peso_color,grafica_tipo_memoria,sistema_operativo_arquitectura_bit,comunicaciones_transmision_de_datos,almacenamiento_lector_optico,otras_caracteristicas_caracteristicas_especiales,pantalla,comunicaciones_estandar_lan,sonido_modo,otras_caracteristicas_certificacion,ia_caracteristica,ram_numero_ranuras_memoria,ram_ranura_memoria,ram_configuracion_memoria,otras_caracteristicas_software_incluido,pantalla_propiedades,ia_funcion,ia_procesador,sonido_chip,otras_caracteristicas_localizacion,conectividad_conexion,otras_caracteristicas_articulo_incluido,comunicaciones_caracteristicas_del_bluetooth,tipo,precio_min,precio_max,precio_mean,pantalla_tamano_pulgadas,pantalla_diagonal_cm,pantalla_luminosidad_cd_m2,grafica_resolucion_externa_std,camara_resolucion_pulgadas,alimentacion_autonomia_de_la_bateria_horas,alimentacion_vatios,medidas_y_peso_profundidad_cm,medidas_y_peso_altura_mm,medidas_y_peso_ancho_cm,medidas_y_peso_peso_kg,pantalla_densidad_de_pixeles_ppp,pantalla_tasa_de_actualizacion_de_imagen_hz,procesador_cache_mb,ram_memoria_gb,ram_frecuencia_de_la_memoria_mhz,disco_duro_capacidad_de_memoria_ssd_gb,sonido_potencia_de_altavoces_watts,procesador_frecuencia_de_reloj_ghz,procesador_frecuencia_turbo_max_ghz,procesador_potencia_maxima_de_diseno_termico_tdp_watts,ram_extension_de_memoria_maxima_gb,alimentacion_voltaje_de_salida_v,alimentacion_intensidad_de_corriente_a,alimentacion_capacidad_de_la_bateria_ah,disco_duro_capacidad_del_disco_duro_gb,disco_duro_velocidad_de_rotacion_del_disco_duro_rpm,titulo_freq,procesador_freq,grafica_tarjeta_freq,serie_freq,otras_caracteristicas_equipamiento_freq,procesador_nombre_clave_freq,otras_caracteristicas_seguridad_integrada_freq,grafica_memoria_freq,procesador_tipo_freq,sistema_operativo_sistema_operativo_freq,procesador_numero_nucleos_freq,pantalla_resolucion_freq,pantalla_resolucion_pulgadas_freq
14.0,Portátil profesional,,SSD,Thunderbolt 4,,"wifi, Bluetooth",Bluetooth 5.3,integrada,compatible con HD,1920 x 1080 píxeles,,,2.0,,,,aluminio,con tapa,,2024.0,IEEE 802.11ax,Intel,1.0,Intel,,,3:2,L3,LPDDR5,teclado iluminado,,negro,,64.0,,,,,,,,,,,,,multitáctil de 10 puntos,,Intel AI Boost,,,,,,Laptop,1791.24,2955.09,2373.16,13.5,34.29,400.0,,1920x1080,18.5,,22.3,17.0,30.8,1.38,201.0,,24.0,16.0,,512.0,,3.8,5.0,28.0,,,,,,,1,26.0,270.0,158.0,673.0,462.0,,3731.0,297.0,1043.0,366.0,38.0,38.0
15.0,Portátil profesional,Full HD,SSD,,integrado,"Bluetooth, wifi",,integrada,compatible con HD,1920 x 1080 píxeles,,,,,64.0,,,con tapa,,2024.0,IEEE 802.11ax,Intel,1.0,NVIDIA,MicroSD,,16:9,L3,DDR5,teclado iluminado,4.0,gris,GDDR6,64.0,,ninguno,teclado numérico,,,,,,2x SO-DIMM,1x SO-DIMM,1 x 16 GB,,,,Intel AI Boost,,,,,,Laptop,1838.14,2491.44,2164.79,15.6,39.624,400.0,,1920x1080,,100.0,23.3,25.0,35.8,1.79,141.0,60.0,24.0,16.0,5600.0,512.0,,3.8,5.0,28.0,64.0,,,,,,1,26.0,24.0,96.0,115.0,462.0,,400.0,297.0,1043.0,366.0,1604.0,1604.0
13.0,Portátil profesional,WUXGA,,,,"wifi, Bluetooth",Bluetooth 5.3,5.0 Mpx,,,,,,,56.0,,,con tapa,,2024.0,IEEE 802.11ax,Intel,1.0,Intel,,,16:10,L3,LPDDR5,teclado iluminado,3.0,plateado,,64.0,ninguna,ninguno,teclado numérico,,,,,,,0x SO-DIMM,,,,,Intel AI Boost,,,,,,Laptop,1502.5,1790.57,1646.53,14.0,35.56,800.0,,,15.25,,22.0,15.0,31.4,1.18,,,24.0,32.0,7500.0,1000.0,,1.4,4.8,28.0,32.0,,,,,,1,192.0,270.0,135.0,,462.0,,3731.0,297.0,1043.0,366.0,537.0,537.0
9.0,Portátil profesional,WQXGA,,,integrado,"Bluetooth, wifi",Bluetooth 5.1,integrada,compatible con HD,1920 x 1080 píxeles,,,2.0,polímero de litio,94.0,,,con tapa,,2024.0,IEEE 802.11ax,Intel,1.0,NVIDIA,SD,,16:10,L3,DDR5,teclado iluminado,6.0,negro,GDDR6,64.0,ninguna,ninguno,,,,,,,4x SO-DIMM,2x SO-DIMM,2 x 16 GB,,,,,,,,,,Laptop,2446.28,2891.99,2669.14,16.0,40.64,500.0,,1920x1080,,170.0,26.6,30.0,36.4,2.95,,165.0,30.0,32.0,5600.0,1000.0,4.0,1.5,5.0,55.0,192.0,,,,,,1,46.0,12.0,222.0,405.0,866.0,,44.0,807.0,1043.0,366.0,347.0,347.0
15.0,Portátil profesional,,SSD,Thunderbolt 4,,"wifi, Bluetooth",Bluetooth 5.3,integrada,compatible con HD,1920 x 1080 píxeles,,,2.0,,,,aluminio,con tapa,,2024.0,IEEE 802.11ax,Intel,1.0,Intel,,,3:2,L3,LPDDR5,teclado iluminado,,plateado,,64.0,,,,,,,,,,,,,multitáctil de 10 puntos,,Intel AI Boost,,,,,,Laptop,1785.72,2756.02,2270.87,13.5,34.29,400.0,,1920x1080,18.5,,22.3,17.0,30.8,1.38,201.0,,24.0,16.0,,512.0,,3.8,5.0,28.0,,,,,,,1,26.0,270.0,158.0,673.0,462.0,,3731.0,297.0,1043.0,366.0,38.0,38.0
15.0,Portátil profesional,Full HD,,,,"wifi, Bluetooth, LAN",,integrada,compatible con HD,1920 x 1080 píxeles,,,,,42.0,,,con tapa,,2024.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,,16:9,L3,DDR5,teclado iluminado,3.0,gris,GDDR6,64.0,ninguna,ninguno,,,,,,,2x SO-DIMM,1x SO-DIMM,1 x 16 GB,,,,Intel AI Boost,,,,cable de alimentación,,Laptop,1502.36,2101.49,1801.92,14.0,35.56,250.0,,1920x1080,,130.0,21.2,21.0,32.1,1.4,,60.0,24.0,16.0,5600.0,512.0,,3.8,4.8,28.0,64.0,,,,,,1,192.0,7.0,96.0,145.0,462.0,,115.0,297.0,1043.0,366.0,1604.0,1604.0
18.0,Portátil profesional,Full HD,,HDMI,,"LAN, wifi, Bluetooth",Bluetooth 5.3,integrada,compatible con HD,1280 x 720 píxeles,,,2.0,ión-litio,51.0,,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,Intel,,altavoces estéreo,16:9,L3,DDR4,,3.0,plateado,,64.0,ninguna,ninguno,teclado numérico,,Gigabit-LAN,,,,2x SO-DIMM,1x SO-DIMM,1 x 16 GB,,,,,,,,,,Laptop,986.23,1416.97,1201.6,15.6,39.624,250.0,,1280x720,,45.0,23.4,20.0,35.9,1.79,,,12.0,16.0,3200.0,512.0,,1.2,5.0,15.0,,,,,,,1,134.0,715.0,74.0,364.0,309.0,,3731.0,807.0,1043.0,753.0,1604.0,1604.0
1.0,Portátil profesional,Full HD,,HDMI,,"wifi, Bluetooth",Bluetooth 5.0,1.0 Mpx,,,,,,polímero de litio,42.0,no,,con tapa,,2020.0,,,,,,,16:9,,,,,,,,,,,panorámica,,,,,,,,,,,,,,,,,Laptop,690.0,690.0,690.0,15.6,39.62,250.0,,,6.0,65.0,,,,1.53,,,,,,,,,,,,,,3665.0,,,1,,,14.0,53.0,,,,,,,1604.0,1604.0
10.0,Portátil profesional,,,Thunderbolt 4,,"wifi, Bluetooth",Bluetooth 5.3,integrada,compatible con HD,1920 x 1080 píxeles,,,2.0,,,,aluminio,con tapa,,2024.0,IEEE 802.11ax,Intel,1.0,Intel,,,3:2,L3,LPDDR5X,teclado iluminado,,negro,,64.0,ninguna,ninguno,,,,,,Microsoft Copilot,,,,,,,Intel AI Boost,,,,,,Laptop,1886.92,2744.43,2315.68,15.0,38.1,400.0,,1920x1080,19.0,,24.4,17.0,34.0,1.68,,,24.0,16.0,,256.0,,1.4,5.0,115.0,,,,,,,1,26.0,270.0,158.0,673.0,462.0,,3731.0,297.0,1043.0,366.0,35.0,35.0
13.0,Portátil profesional,Full HD,SSD,,integrado,"Bluetooth, wifi",,integrada,compatible con HD,1920 x 1080 píxeles,,,,,64.0,,,con tapa,,2024.0,IEEE 802.11ax,Intel,1.0,NVIDIA,MicroSD,,16:9,L3,DDR5,teclado iluminado,4.0,gris,GDDR6,64.0,,ninguno,teclado numérico,,,,,,2x SO-DIMM,1x SO-DIMM,1 x 32 GB,,,,Intel AI Boost,,,,,,Laptop,2044.24,2742.7,2393.47,15.6,39.624,400.0,,1920x1080,,100.0,23.3,25.0,35.8,1.79,141.0,60.0,24.0,32.0,,1000.0,,3.8,5.0,28.0,64.0,,,,,,1,26.0,24.0,96.0,115.0,462.0,,400.0,297.0,1043.0,366.0,1604.0,1604.0
8.0,Portátil profesional,,SSD,,,"wifi, Bluetooth",Bluetooth 5.1,integrada,compatible con HD,1280 x 720 píxeles,,,,,41.0,,,con tapa,sensor de luminosidad,2023.0,IEEE 802.11ax,Intel,1.0,Intel,,Dolby Audio Premium,3:2,L3,LPDDR5,,,plateado,,64.0,,,,táctil,,,,,,,,,,,,,,,,,Laptop,1245.68,1625.68,1435.68,12.45,31.623,320.0,,1280x720,15.0,,20.6,16.0,27.8,1.13,148.0,,12.0,16.0,,512.0,,0.9,4.4,15.0,,,,,,,1,165.0,916.0,158.0,673.0,536.0,39.0,3731.0,684.0,1043.0,753.0,19.0,19.0
11.0,Portátil profesional,Full HD,SSD,,integrado,"Bluetooth, wifi",,integrada,compatible con HD,1920 x 1080 píxeles,,,,,64.0,,,con tapa,,2024.0,IEEE 802.11ax,Intel,1.0,NVIDIA,MicroSD,,16:9,L3,DDR5,teclado iluminado,4.0,gris,GDDR6,64.0,,ninguno,teclado numérico,,,,,,2x SO-DIMM,1x SO-DIMM,1 x 16 GB,,,,Intel AI Boost,,,,,,Laptop,1782.96,2493.06,2138.01,15.6,39.624,400.0,,1920x1080,,100.0,23.3,25.0,35.8,1.79,141.0,60.0,24.0,16.0,5600.0,512.0,,3.8,4.8,28.0,64.0,,,,,,1,192.0,6.0,96.0,115.0,462.0,,133.0,297.0,1043.0,366.0,1604.0,1604.0
10.0,Portátil profesional,WQUXGA,SSD,,,"wifi, Bluetooth",Bluetooth 5.3,5.0 Mpx,,,,,2.0,ión-litio,76.0,,,con tapa,,2024.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,altavoces estéreo,16:10,L3,DDR5,,6.0,gris,GDDR6,64.0,,,teclado numérico,,,,,,2x SO-DIMM,1x SO-DIMM,1 x 32 GB,,,,Intel AI Boost,,,,,,Laptop,1949.41,2156.49,2052.95,16.0,40.64,400.0,,,,100.0,25.1,19.0,35.9,1.72,,,24.0,32.0,,1000.0,,3.8,4.8,28.0,,,,,,,1,192.0,12.0,98.0,673.0,462.0,,115.0,297.0,1043.0,366.0,49.0,49.0
22.0,Portátil profesional,WUXGA,SSD,,integrado,"wifi, Bluetooth, LAN",Bluetooth 5.3,integrada,compatible con HD,1920 x 1080 píxeles,teclado tipo chicle,,,ión-litio,63.0,,,con tapa,,2024.0,IEEE 802.11ax,Intel,1.0,Intel,MicroSD,Dolby Atmos,16:10,L3,DDR5,teclado iluminado,3.0,negro,,64.0,,ninguno,,,,,,,2x SO-DIMM,,,,,,Intel AI Boost,,,,,,Laptop,894.0,1379.02,1136.51,14.0,35.56,500.0,,1920x1080,,65.0,22.7,19.0,31.4,1.46,,60.0,12.0,16.0,,512.0,,3.6,4.3,15.0,64.0,20.0,3.25,,,,1,55.0,135.0,133.0,405.0,462.0,,3731.0,128.0,1043.0,330.0,537.0,537.0
14.0,Portátil profesional,WUXGA,,HDMI 2.1,,"wifi, Bluetooth, LAN",Bluetooth 5.3,5.0 Mpx,,,,,2.0,,57.0,,,con tapa,,2024.0,IEEE 802.11ax,Intel,1.0,Intel,,altavoces estéreo,16:10,L3,DDR5,teclado iluminado,,negro,,64.0,ninguna,ninguno,teclado numérico,,Gigabit-LAN,,,,2x SO-DIMM,1x SO-DIMM,1 x 16 GB,,,,Intel AI Boost,,,,,,Laptop,1127.04,1709.68,1418.36,16.0,40.64,300.0,,,,65.0,25.3,21.0,35.7,1.77,,,12.0,16.0,5600.0,512.0,4.0,3.8,4.8,9.0,64.0,,,,,,1,56.0,135.0,222.0,673.0,462.0,,3731.0,297.0,1043.0,330.0,537.0,537.0
8.0,Portátil profesional,WQHD,SSD,Thunderbolt 4,,"wifi, Bluetooth",Bluetooth 5.1,integrada,compatible con HD,1280 x 720 píxeles,,,2.0,,,,aluminio,con tapa,,2022.0,IEEE 802.11ax,Intel,1.0,Intel,,,3:2,L3,LPDDR5X,,,plateado,,64.0,ninguna,ninguno,,,,,,,,,,,"capacitiva, multitáctil de 10 puntos",,,,,,,,Laptop,1099.0,1501.43,1300.22,13.5,34.29,400.0,,1280x720,18.0,,22.3,15.0,30.8,1.3,201.0,,12.0,8.0,,512.0,,0.9,4.4,15.0,,,,,,,1,165.0,916.0,158.0,673.0,536.0,,3731.0,684.0,1212.0,753.0,38.0,38.0
15.0,Portátil profesional,,,,,"wifi, Bluetooth",Bluetooth 5.4,integrada,compatible con HD,1920 x 1080 píxeles,,,2.0,,57.0,,,con tapa,,2024.0,IEEE 802.11be,Intel,1.0,Intel,,altavoces estéreo,16:10,L3,LPDDR5X,teclado iluminado,3.0,gris,,64.0,ninguna,ninguno,,,,,,,,,,,,,Intel AI Boost,,,,,,Laptop,1468.32,1938.2,1703.26,16.0,40.64,250.0,,1920x1080,,65.0,25.0,20.0,35.8,1.85,,60.0,12.0,16.0,6400.0,512.0,,3.8,4.8,9.0,,,,,,,1,56.0,135.0,84.0,673.0,462.0,,3731.0,297.0,1043.0,330.0,537.0,537.0
10.0,Portátil profesional,WUXGA,SSD,,,"wifi, Bluetooth, LAN",Bluetooth 5.4,5.0 Mpx,,,,,2.0,ión-litio,95.0,,,con tapa,,2024.0,IEEE 802.11be,Intel,1.0,NVIDIA,,altavoces estéreo,16:10,L3,DDR5,,8.0,plateado,GDDR6,64.0,,,teclado numérico,,Gigabit-LAN,,,,1x SO-DIMM,4x SO-DIMM,1 x 32 GB,,,,,,,,,,Laptop,3026.43,3654.99,3340.71,16.0,40.64,400.0,,,,230.0,25.0,29.0,36.3,2.35,,,30.0,32.0,,1000.0,,3.9,5.5,55.0,,,,,,,1,23.0,3.0,98.0,58.0,86.0,,69.0,807.0,1043.0,38.0,537.0,537.0
14.0,Portátil profesional,Full HD,,HDMI,integrado,"wifi, Bluetooth",Bluetooth 4.1,integrada,,,teclado tipo chicle,teclado numérico,2.0,ión-litio,37.0,,,,,2022.0,IEEE 802.11ac,Intel,1.0,Intel,MicroSD,altavoces estéreo,16:9,L3,DDR4,,2.0,negro,,64.0,ninguna,ninguno,teclado numérico,,,,,,,,,,,,,,,,,,Laptop,558.44,652.56,605.5,15.6,39.624,,,,,,23.5,20.0,36.0,1.8,,,2.0,8.0,,512.0,,0.85,2.6,34.0,16.0,,,,,,1,48.0,715.0,198.0,405.0,197.0,,3731.0,181.0,1212.0,46.0,1604.0,1604.0
15.0,Portátil profesional,WUXGA,,HDMI 2.1,integrado,"wifi, Bluetooth",Bluetooth 5.3,5.0 Mpx,compatible con HD,1280 x 720 píxeles,,,2.0,polímero de litio,57.0,,,con tapa,,2024.0,IEEE 802.11ax,Intel,1.0,Intel,MicroSD,altavoces estéreo,16:10,L3,DDR5,teclado iluminado,,negro,,64.0,ninguna,ninguno,,,,,,,2x SO-DIMM,1x SO-DIMM,1 x 16 GB,,,,Intel AI Boost,,,,,,Laptop,1306.4,1709.68,1508.04,14.0,35.56,400.0,,1280x720,,65.0,22.6,19.0,31.4,1.36,,,12.0,16.0,5600.0,512.0,,3.8,4.8,9.0,64.0,,,,,,1,56.0,135.0,222.0,462.0,462.0,,3731.0,297.0,1043.0,330.0,537.0,537.0
111.0,Portátil profesional,,SSD,Thunderbolt 4,,"wifi, Bluetooth",Bluetooth 5.3,integrada,compatible con HD,1920 x 1080 píxeles,,,2.0,,,,aluminio,con tapa,,2024.0,IEEE 802.11ax,Intel,1.0,Intel,,,3:2,L3,,,,,,64.0,,ninguno,,,,,,,,,,,multitáctil de 10 puntos,,Intel AI Boost,,,,,,Laptop,1415.88,3995.79,2705.84,15.0,38.1,400.0,,1920x1080,19.0,,24.4,17.0,34.0,1.68,,,,,,,,,,28.0,,,,,,,1,,270.0,158.0,673.0,462.0,,3731.0,,1043.0,,35.0,35.0
19.0,Portátil profesional,,,,,"wifi, Bluetooth",Bluetooth 5.4,integrada,,,,,2.0,,57.0,,aluminio,con tapa,,2024.0,IEEE 802.11be,Intel,1.0,Intel,,altavoces estéreo,16:10,L3,LPDDR5X,teclado iluminado,3.0,gris,,64.0,ninguna,ninguno,,,,,,,,,,,,,Intel AI Boost,,,,,,Laptop,1480.28,1951.13,1715.7,14.0,35.56,400.0,,,,65.0,22.1,18.0,31.3,1.53,,60.0,12.0,16.0,6400.0,512.0,,3.8,4.8,9.0,,,,,,,1,56.0,135.0,84.0,673.0,462.0,,3731.0,297.0,1043.0,330.0,537.0,537.0
14.0,Portátil profesional,WUXGA,,,2 en 1,"LAN, wifi, Bluetooth",Bluetooth 5.1,2.1 Mpx,compatible con HD,1920 x 1080 píxeles,teclado FineTip,teclado numérico,2.0,polímero de litio,45.0,,,con tapa,,2023.0,,Intel,1.0,Intel,,altavoces estéreo,16:10,L3,DDR5,teclado iluminado,,gris,,64.0,ninguna,ninguno,teclado numérico,,Gigabit-LAN,,,,2x SO-DIMM,1x SO-DIMM,1 x 8 GB,,,,,Realtek ALC3287,,,,,Laptop,797.64,1190.22,993.93,16.0,40.64,300.0,,1920x1080,,65.0,25.3,17.0,35.6,1.7,,,12.0,8.0,5200.0,256.0,4.0,0.9,4.6,15.0,64.0,,,,,,1,141.0,916.0,71.0,364.0,309.0,,3731.0,684.0,1043.0,753.0,537.0,537.0
13.0,Portátil profesional,WQXGA,,,integrado,"wifi, Bluetooth",Bluetooth 5.3,integrada,,,,,4.0,,90.0,,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,NVIDIA,SD,Dynaudio,16:10,L3,DDR5,teclado iluminado,4.0,gris,GDDR6,64.0,ninguna,ninguno,teclado numérico,,,DTS,Certificación MIL-STD 810G,,2x SO-DIMM,2x SO-DIMM,2 x 16 GB,,,,,,,,cable de alimentación,,Laptop,2340.42,2674.31,2507.36,17.0,43.18,,8192x4608,,,,26.0,19.0,38.2,2.49,,165.0,30.0,32.0,5200.0,1000.0,8.0,1.5,5.0,55.0,64.0,,,,,,1,46.0,487.0,88.0,462.0,866.0,,400.0,807.0,1043.0,366.0,347.0,347.0
15.0,Portátil profesional,FHD+,SSD,,,"wifi, Bluetooth",Bluetooth 5.4,integrada,,,,,2.0,,57.0,,aluminio,con tapa,,2024.0,IEEE 802.11be,Intel,1.0,Intel,,altavoces estéreo,16:10,L3,LPDDR5X,teclado iluminado,3.0,gris,,64.0,,,,,,,,,,,,,,,Intel AI Boost,,,,,,Laptop,1265.77,1830.98,1548.38,14.0,35.56,400.0,,,,65.0,22.1,18.0,31.3,1.53,162.0,60.0,12.0,16.0,6400.0,1000.0,,3.8,4.8,9.0,,,,,,,1,56.0,135.0,84.0,673.0,462.0,,3731.0,297.0,1043.0,330.0,537.0,537.0
11.0,Portátil profesional,Full HD,,HDMI,,"LAN, wifi, Bluetooth",Bluetooth 5.2,5.0 Mpx,,,,,2.0,polímero de litio,51.3,,,con tapa,,2023.0,,Intel,1.0,Intel,,altavoces estéreo,16:9,L3,DDR4,,3.0,plateado,,64.0,ninguna,ninguno,,,Gigabit-LAN,,,,2x SO-DIMM,1x SO-DIMM,1 x 16 GB,,,,,,,,,,Laptop,669.59,988.59,829.09,14.0,35.56,250.0,,,,45.0,21.4,20.0,32.2,1.42,,,12.0,16.0,3200.0,512.0,,0.9,4.6,15.0,32.0,19.5,,,,,1,141.0,715.0,74.0,488.0,309.0,,3731.0,684.0,1043.0,753.0,1604.0,1604.0
11.0,Portátil profesional,Full HD,,HDMI,,"wifi, Bluetooth",,integrada,compatible con HD,1280 x 720 píxeles,,,2.0,,41.0,,,con tapa,,2022.0,IEEE 802.11ac,Intel,1.0,Intel,,altavoces estéreo,16:9,L3,DDR4,,3.0,negro,,64.0,ninguna,ninguno,teclado numérico,,,,,,2x SO-DIMM,2x SO-DIMM,2 x 8 GB,,,,,,,,,,Laptop,606.81,829.88,718.35,15.6,39.62,250.0,,1280x720,,65.0,23.5,23.0,35.9,1.66,,120.0,12.0,16.0,2666.0,512.0,4.0,1.2,4.7,15.0,16.0,,,,,,1,93.0,916.0,26.0,488.0,536.0,,3731.0,807.0,1043.0,753.0,1604.0,1604.0
16.0,Portátil profesional,,,,,"wifi, Bluetooth",Bluetooth 5.4,integrada,,,,,2.0,,57.0,,aluminio,con tapa,,2024.0,IEEE 802.11be,Intel,1.0,Intel,,altavoces estéreo,16:10,L3,LPDDR5X,teclado iluminado,3.0,gris,,64.0,ninguna,ninguno,,,,,,,,,,,,,Intel AI Boost,,,,,,Laptop,1428.68,2171.07,1799.88,14.0,35.56,400.0,,,,65.0,22.1,18.0,31.3,1.53,,60.0,12.0,16.0,6400.0,512.0,,3.8,4.9,15.0,,,,,,,1,2.0,135.0,84.0,673.0,462.0,,3731.0,297.0,1043.0,330.0,537.0,537.0
16.0,Portátil profesional,WUXGA,,,,"wifi, Bluetooth",Bluetooth 5.3,5.0 Mpx,,,,,2.0,polímero de litio,76.0,,,con tapa,,2024.0,IEEE 802.11ax,Intel,1.0,Intel,,altavoces estéreo,16:10,L3,DDR5,teclado iluminado,6.0,plateado,,64.0,ninguna,ninguno,,,,,,,2x SO-DIMM,1x SO-DIMM,1 x 32 GB,,,,,,,,,,Laptop,1605.77,2037.39,1821.58,16.0,40.64,400.0,,,19.0,65.0,25.1,16.0,35.9,1.72,,,24.0,32.0,5600.0,1000.0,,3.8,4.8,28.0,64.0,,,,,,1,192.0,270.0,135.0,488.0,462.0,,3731.0,297.0,1043.0,366.0,537.0,537.0
2.0,Portátil profesional,,,HDMI,,"wifi, Bluetooth, LAN",Bluetooth 5.4,integrada,compatible con HD,,,,,ión-litio,,,,con tapa,,2025.0,IEEE 802.11ax,,,,,,16:9,,,,3.0,,,,,,,,Gigabit-LAN,,,,,,,,,,,,,,,,Laptop,724.13,1139.92,932.03,15.6,39.624,300.0,,,,65.0,23.2,20.0,36.0,1.65,,,,,,,,,,,,20.0,3.25,,,,1,,,133.0,,,,,,,,,
13.0,Portátil profesional,WUXGA,SSD,,integrado,"wifi, Bluetooth, LAN",,integrada,compatible con HD,1920 x 1080 píxeles,,,,,83.0,,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,Intel,SD,,16:10,L3,DDR5,,6.0,gris,GDDR6,64.0,ninguna,ninguno,teclado numérico,,Gigabit-LAN,,,,2x SO-DIMM,1x SO-DIMM,1 x 32 GB,,,,,,,,,,Laptop,2369.92,3310.48,2840.2,16.0,40.64,250.0,,1920x1080,,180.0,25.8,27.0,35.6,2.67,142.0,60.0,30.0,32.0,5600.0,1000.0,,1.5,5.3,55.0,128.0,,,,,,1,15.0,715.0,96.0,71.0,866.0,,3731.0,807.0,1043.0,38.0,537.0,537.0
10.0,Portátil profesional,WUXGA,,,,"wifi, Bluetooth",Bluetooth 5.3,5.0 Mpx,,,,,2.0,polímero de litio,57.0,,,con tapa,,2024.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,altavoces estéreo,16:10,L3,DDR5,teclado iluminado,3.0,negro,GDDR6,64.0,ninguna,ninguno,,,,,,,2x SO-DIMM,2x SO-DIMM,2 x 16 GB,,,,Intel AI Boost,,,,,,Laptop,1872.2,2159.0,2015.6,14.0,35.56,350.0,,,,135.0,22.8,19.0,32.6,1.61,,60.0,24.0,32.0,5600.0,1000.0,4.0,1.4,4.8,28.0,96.0,,,,,,1,192.0,7.0,222.0,673.0,462.0,,115.0,297.0,1043.0,366.0,537.0,537.0
15.0,Portátil profesional,WUXGA,,Thunderbolt 4,integrado,"Bluetooth, wifi",,integrada,compatible con HD,1280 x 720 píxeles,,,4.0,,72.0,,,con tapa,,2024.0,IEEE 802.11be,Intel,,,MicroSD,,16:10,,,,4.0,,,64.0,,,,,,,,,,,,,,,,,,,,,Laptop,2598.08,3625.38,3111.73,14.0,35.56,500.0,,1280x720,,130.0,21.0,19.0,31.1,1.49,,,,,,,,,,,,,,,,,1,,,96.0,115.0,,,,,1043.0,,,
12.0,Portátil profesional,WUXGA,SSD,,,"wifi, Bluetooth",Bluetooth 5.3,5.0 Mpx,,,,,2.0,,95.0,,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,,16:10,L3,DDR5,,8.0,plateado,GDDR6,64.0,,ninguno,teclado numérico,,,,,,4x SO-DIMM,2x SO-DIMM,2 x 32 GB,,,,,,,,,,Laptop,4533.68,5533.91,5033.8,16.0,40.64,400.0,,,,230.0,25.1,29.0,36.3,2.4,,,36.0,64.0,,1000.0,,1.6,5.6,55.0,128.0,,,,,,1,60.0,4.0,98.0,15.0,86.0,,40.0,192.0,1043.0,125.0,537.0,537.0
38.0,Portátil profesional,Full HD,SSD,,integrado,"Bluetooth, wifi",,integrada,compatible con HD,1920 x 1080 píxeles,,,,,54.0,,,con tapa,,2024.0,IEEE 802.11ax,Intel,,,MicroSD,,16:9,L3,DDR5,,3.0,,,64.0,,,,panorámica,,,,,,,,,,,,,,,,,Laptop,1390.12,2554.66,1972.39,15.6,39.624,250.0,,1920x1080,,130.0,23.3,23.0,35.8,1.62,,,,,,,,,,,,,,,,,1,,,96.0,115.0,462.0,,,,1043.0,,,
2.0,Portátil profesional,Full HD,SSD,HDMI 2.1,integrado,"wifi, Bluetooth",Bluetooth 5.3,integrada,,,,,2.0,polímero de litio,53.8,,,con tapa,,2023.0,IEEE 802.11ax,AMD,1.0,,MicroSD,altavoces estéreo,16:9,L3,DDR4,teclado iluminado,3.0,azul,,,ninguna,ninguno,teclado numérico,,,,,,,,,,,,,,,,,,Laptop,584.0,594.0,589.0,15.6,39.624,,4096x2304,,,65.0,24.1,20.0,35.9,1.7,,60.0,16.0,16.0,3200.0,512.0,4.0,2.0,4.5,15.0,,,,,,,1,30.0,3.0,37.0,26.0,77.0,,3731.0,200.0,272.0,255.0,1604.0,1604.0
