ofertas,tipo_de_producto,pantalla_tecnologia,disco_duro_tipo_de_disco_duro,grafica_salida_de_video,conectividad_lector_de_tarjetas,comunicaciones_conectividad,comunicaciones_version_bluetooth,camara_webcam,camara_funcion,camara_resolucion,teclado_tipo,teclado_teclas_adicionales,sonido_numero_de_altavoces,alimentacion_bateria,alimentacion_vatios_hora,alimentacion_bateria_intercambiable,medidas_y_peso_material_de_la_carcasa,medidas_y_peso_diseno,otras_caracteristicas_sensor,otras_caracteristicas_fecha_de_lanzamiento,comunicaciones_estandar_wifi,procesador_fabricante,disco_duro_numero_de_discos_duros_instalados,grafica_fabricante_tarjeta,conectividad_tipo_de_tarjetas_compatibles,sonido_sistema_de_altavoces,pantalla_formato_de_imagen,procesador_nivel_de_cache,ram_tipo,teclado_caracteristica,alimentacion_numero_de_celdas,medidas_y_peso_color,grafica_tipo_memoria,sistema_operativo_arquitectura_bit,comunicaciones_transmision_de_datos,almacenamiento_lector_optico,otras_caracteristicas_caracteristicas_especiales,pantalla,comunicaciones_estandar_lan,sonido_modo,otras_caracteristicas_certificacion,ia_caracteristica,ram_numero_ranuras_memoria,ram_ranura_memoria,ram_configuracion_memoria,otras_caracteristicas_software_incluido,pantalla_propiedades,ia_funcion,ia_procesador,sonido_chip,otras_caracteristicas_localizacion,conectividad_conexion,otras_caracteristicas_articulo_incluido,comunicaciones_caracteristicas_del_bluetooth,tipo,precio_min,precio_max,precio_mean,pantalla_tamano_pulgadas,pantalla_diagonal_cm,pantalla_luminosidad_cd_m2,grafica_resolucion_externa_std,camara_resolucion_pulgadas,alimentacion_autonomia_de_la_bateria_horas,alimentacion_vatios,medidas_y_peso_profundidad_cm,medidas_y_peso_altura_mm,medidas_y_peso_ancho_cm,medidas_y_peso_peso_kg,pantalla_densidad_de_pixeles_ppp,pantalla_tasa_de_actualizacion_de_imagen_hz,procesador_cache_mb,ram_memoria_gb,ram_frecuencia_de_la_memoria_mhz,disco_duro_capacidad_de_memoria_ssd_gb,sonido_potencia_de_altavoces_watts,procesador_frecuencia_de_reloj_ghz,procesador_frecuencia_turbo_max_ghz,procesador_potencia_maxima_de_diseno_termico_tdp_watts,ram_extension_de_memoria_maxima_gb,alimentacion_voltaje_de_salida_v,alimentacion_intensidad_de_corriente_a,alimentacion_capacidad_de_la_bateria_ah,disco_duro_capacidad_del_disco_duro_gb,disco_duro_velocidad_de_rotacion_del_disco_duro_rpm,titulo_freq,procesador_freq,grafica_tarjeta_freq,serie_freq,otras_caracteristicas_equipamiento_freq,procesador_nombre_clave_freq,otras_caracteristicas_seguridad_integrada_freq,grafica_memoria_freq,procesador_tipo_freq,sistema_operativo_sistema_operativo_freq,procesador_numero_nucleos_freq,pantalla_resolucion_freq,pantalla_resolucion_pulgadas_freq
9.0,Portátil profesional,,,HDMI 2.1,4 en 1,"wifi, Bluetooth, LAN",Bluetooth 5.0,integrada,compatible con HD,1280 x 720 píxeles,,,2.0,polímero de litio,45.0,,,con tapa,,2022.0,IEEE 802.11ax,,,,,altavoces estéreo,16:9,,,,,,,,,,,panorámica,Gigabit-LAN,,,,,,,,,,,,,,,,Laptop,909.0,1499.0,1204.0,14.0,35.56,300.0,,1280x720,8.0,65.0,21.8,18.0,32.3,1.4,,,,,,,4.0,,,,,,,,,,1,,,71.0,462.0,,,,,,,,
13.0,Portátil profesional,,,,4 en 1,"wifi, Bluetooth",Bluetooth 5.1,5.0 Mpx,,,,,2.0,polímero de litio,86.0,,,con tapa,,2023.0,IEEE 802.11ax,,,,,altavoces estéreo,16:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laptop,1257.34,2944.61,2100.97,16.0,40.64,400.0,,,,135.0,25.6,21.0,36.2,1.7,,,,,,,4.0,,,,,,,,,,1,,,222.0,405.0,,,,,,,,
12.0,Portátil profesional,,,,,"wifi, Bluetooth",Bluetooth 5.3,5.0 Mpx,,,,,2.0,,76.0,,,con tapa,,2023.0,IEEE 802.11ax,Intel,,,,,16:10,L3,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,Laptop,1172.28,2397.96,1785.12,16.0,40.64,400.0,,,,65.0,25.1,20.0,35.9,1.8,,,,,,,,,,,,,,,,,1,,,98.0,673.0,,,,,,,,
13.0,Portátil profesional,WUXGA,,,,"wifi, Bluetooth",Bluetooth 5.3,5.0 Mpx,,,,teclado numérico,2.0,polímero de litio,41.0,,,con tapa,,2024.0,IEEE 802.11ax,Intel,1.0,Intel,,altavoces estéreo,16:10,L3,LPDDR5X,teclado iluminado,3.0,negro,,64.0,5G,ninguno,,,,,,,,,,,,,,,,,,,Laptop,1878.64,2370.21,2124.43,13.3,33.782,400.0,,,,65.0,21.5,16.0,30.2,1.13,,,12.0,32.0,6400.0,1000.0,,3.8,4.8,9.0,32.0,,,,,,1,56.0,135.0,222.0,462.0,462.0,,3731.0,297.0,1043.0,330.0,537.0,537.0
2.0,Portátil profesional,Full HD,SSD,HDMI 2.1,integrado,"LAN, wifi, Bluetooth",Bluetooth 5.2,integrada,compatible con HD,1280 x 720 píxeles,,,2.0,,,,,con tapa,,2022.0,IEEE 802.11ax,Intel,1.0,Intel,MicroSD,altavoces estéreo,16:9,L3,DDR4,,3.0,plateado,,64.0,,,,,Gigabit-LAN,,,,,,,,,,,,,,,,Laptop,992.99,1059.0,1025.99,15.6,39.62,,,1280x720,,,23.4,20.0,35.9,1.74,,,12.0,16.0,,512.0,,0.9,4.4,15.0,,,,,,,1,165.0,916.0,74.0,364.0,536.0,,3731.0,684.0,1043.0,753.0,1604.0,1604.0
2.0,Portátil profesional,WUXGA,SSD,,2 en 1,"LAN, wifi, Bluetooth",Bluetooth 5.1,2.1 Mpx,compatible con HD,1920 x 1080 píxeles,teclado FineTip,teclado numérico,2.0,polímero de litio,45.0,,,con tapa,,2023.0,,AMD,1.0,,,altavoces estéreo,16:10,L3,DDR4,,,gris,,,,,,panorámica,Gigabit-LAN,,,,,,,,,,,Realtek ALC3287,,,,,Laptop,861.99,1416.1,1139.05,16.0,40.64,300.0,,1920x1080,,65.0,25.3,17.0,35.6,1.7,,,16.0,16.0,,512.0,4.0,2.0,4.5,15.0,,,,,,,1,45.0,391.0,71.0,364.0,77.0,,3731.0,206.0,1043.0,561.0,537.0,537.0
1.0,Portátil profesional,,,,integrado,"Bluetooth, wifi",Bluetooth 5.2,integrada,,1920 x 1080 píxeles,,,2.0,,54.0,,aluminio,con tapa,,2023.0,IEEE 802.11ax,,,,SD,altavoces estéreo,16:10,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,Laptop,1050.4,1050.4,1050.4,16.0,40.64,250.0,,1920x1080,,65.0,25.2,18.0,35.7,1.9,,,,,,,5.0,,,,,,,,,,1,,,26.0,462.0,,,,,,,,
1.0,Portátil profesional,Full HD,SSD,,integrado,"LAN, wifi, Bluetooth",Bluetooth 5.1,1.0 Mpx,compatible con HD,1280 x 720 píxeles,,,,polímero de litio,65.0,,,con tapa,,2022.0,IEEE 802.11ax,Intel,1.0,,,,16:9,L3,,,4.0,gris,,64.0,,,,panorámica,Gigabit-LAN,,,,,,,,,,,,,,,,Laptop,2383.76,2383.76,2383.76,15.6,39.62,,,1280x720,,,23.0,18.0,35.7,1.5,,,8.0,8.0,,256.0,,2.4,4.2,15.0,,,,,,,1,89.0,,2.0,63.0,197.0,,,684.0,185.0,355.0,1604.0,1604.0
3.0,Portátil profesional,,SSD,Thunderbolt 4,ninguno,"wifi, Bluetooth",Bluetooth 5.1,integrada,compatible con HD,1920 x 1080 píxeles,,teclas Windows,4.0,,56.0,,aluminio,con tapa,,2022.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,,3:2,L3,LPDDR4X,teclado iluminado,,plateado,GDDR6,64.0,,ninguno,,,,,,,,,,,multitáctil de 10 puntos,,,,,,,,Laptop,1999.0,3055.24,2527.12,14.4,36.576,,,1920x1080,18.0,,22.8,19.0,32.3,1.74,201.0,120.0,8.0,32.0,,2000.0,,3.3,4.8,35.0,,,,,,,1,18.0,63.0,158.0,673.0,24.0,,115.0,807.0,185.0,355.0,29.0,29.0
1.0,Portátil profesional,Full HD,PCIe SSD,HDMI,,"wifi, Bluetooth",,integrada,,1920 x 1080 píxeles,,,2.0,,54.0,,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,Intel,,altavoces estéreo,16:9,L3,DDR4,teclado iluminado,3.0,gris,,64.0,,,,,,,,,,,,,,,,,,,,,Laptop,727.8,727.8,727.8,13.3,33.782,250.0,,1920x1080,,65.0,21.0,19.0,30.6,1.35,,,12.0,8.0,,256.0,4.0,0.9,4.6,15.0,,,,,,,1,141.0,916.0,84.0,103.0,309.0,,3731.0,684.0,1043.0,753.0,1604.0,1604.0
,Portátil profesional,Full HD,SSD,HDMI,3 en 1,"LAN, wifi, Bluetooth",Bluetooth 4.2,integrada,compatible con HD,1280 x 720 píxeles,teclado tipo chicle,"teclas de función, teclas Windows",2.0,ión-litio,50.0,no,,con tapa,,2019.0,IEEE 802.11ac,Intel,1.0,Intel,,,16:9,L3,DDR4,,3.0,plateado,,64.0,,,,,Gigabit-LAN,,Energy Star 5.0,,,,,"HP Recovery Manager, HP Connected ePrint, HP Spare Key, HP Connection Manager, HP Wireless Hotspot, HP Mobile Connect, HP 3D DriveGuard, HP Client Security, HP Drive Encryption, Microsoft Defender, Microsoft Security Essentials, HP Credential Manager, HP Password Manager, HP File Sanitizer, HP Secure Erase, HP Trust Circles, HP Device Access Manager, HP PageLift",,,,,,,,,Laptop,,,,14.0,35.56,,,1280x720,15.0,65.0,23.4,18.0,32.6,1.48,,,6.0,16.0,,512.0,,1.6,3.9,15.0,,,,,,,1,3.0,16.0,135.0,6.0,4.0,11.0,3731.0,684.0,185.0,355.0,1604.0,1604.0
1.0,Portátil profesional,,SSD,Thunderbolt 4,,"wifi, Bluetooth",Bluetooth 5.1,integrada,compatible con HD,1280 x 720 píxeles,,,2.0,,,,aluminio,con tapa,,2022.0,IEEE 802.11ax,Intel,1.0,Intel,,,3:2,L3,,,,negro,,64.0,,,,táctil,,,,,,,,,,,,,,,,,Laptop,1588.0,1588.0,1588.0,13.5,34.29,400.0,,1280x720,18.0,,22.3,15.0,30.8,1.3,,,12.0,16.0,,256.0,,1.2,4.4,15.0,,,,,,,1,13.0,916.0,158.0,673.0,536.0,,3731.0,684.0,1043.0,753.0,38.0,38.0
1.0,Portátil profesional,Full HD,SSD,,integrado,"LAN, wifi, Bluetooth",,integrada,compatible con HD,1920 x 1080 píxeles,,,,,83.0,,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,Intel,SD,,16:9,L3,DDR5,,6.0,gris,GDDR6,64.0,,,,,Gigabit-LAN,,,,,,,,,,,,,,,,Laptop,3980.22,3980.22,3980.22,17.3,43.942,500.0,,1920x1080,,180.0,26.5,29.0,39.8,3.05,,,36.0,32.0,,1000.0,,1.6,5.5,55.0,,,,,,,1,25.0,715.0,96.0,203.0,866.0,,3731.0,192.0,1043.0,125.0,1604.0,1604.0
3.0,Portátil profesional,Full HD,PCIe SSD,HDMI,3 en 1,"LAN, wifi, Bluetooth",,integrada,compatible con HD,1280 x 720 píxeles,,,,ión-litio,41.0,,,con tapa,,2020.0,IEEE 802.11ac,Intel,1.0,Intel,,,16:9,L3,DDR4,,3.0,plateado,,64.0,ninguna,ninguno,,panorámica,Gigabit-LAN,,,,,,1 x 8 GB,,,,,,,,,,Laptop,526.99,783.99,655.49,15.6,39.62,250.0,,1280x720,12.0,45.0,24.2,19.0,35.8,1.7,,,8.0,8.0,2666.0,256.0,,2.4,4.2,15.0,16.0,,,,,,1,89.0,715.0,63.0,203.0,197.0,,3731.0,684.0,97.0,355.0,1604.0,1604.0
2.0,Portátil profesional,,SSD,,,"wifi, Bluetooth",Bluetooth 5.0,integrada,compatible con HD,,,,,,,,,con tapa,sensor de luminosidad,2020.0,IEEE 802.11ax,Intel,1.0,Intel,,,3:2,L3,LPDDR4X,,,azul,,64.0,,ninguno,,,,,,,,,,,"capacitiva, multitáctil de 10 puntos",,,,,,,,Laptop,1123.89,1315.75,1219.82,12.4,31.496,,,,13.0,39.0,20.6,16.0,27.8,1.11,148.0,,6.0,8.0,,256.0,,1.0,3.6,15.0,,,,,,,1,26.0,715.0,158.0,145.0,42.0,39.0,3731.0,684.0,8.0,355.0,19.0,19.0
3.0,Portátil profesional,Full HD,,HDMI,integrado,"wifi, Bluetooth",,integrada,,1920 x 1080 píxeles,,,2.0,,41.0,,,con tapa,,2023.0,IEEE 802.11ac,Intel,1.0,Intel,SD,altavoces estéreo,16:9,L3,DDR4,teclado iluminado,3.0,gris,,64.0,ninguna,ninguno,teclado numérico,,,,,,2x SO-DIMM,2x SO-DIMM,1 x 8 GB,,,,,,,,,,Laptop,796.4,960.13,878.26,15.6,39.624,250.0,,1920x1080,,65.0,23.5,18.0,35.9,1.9,141.0,120.0,12.0,8.0,3200.0,256.0,4.0,0.9,4.6,15.0,16.0,,,,,,1,141.0,916.0,26.0,364.0,309.0,,3731.0,684.0,1043.0,753.0,1604.0,1604.0
5.0,Portátil profesional,,SSD,,,"wifi, Bluetooth",Bluetooth 5.1,integrada,compatible con HD,1280 x 720 píxeles,,,,,40.0,,,con tapa,sensor de luminosidad,2022.0,IEEE 802.11ax,Intel,1.0,Intel,,Dolby Audio Premium,3:2,L3,LPDDR4,teclado iluminado,,gris,,64.0,,ninguno,,táctil,,,,,,,,,,,,,,,,,Laptop,1105.84,1397.74,1251.79,12.4,31.496,330.0,,1280x720,13.5,39.0,20.6,16.0,27.8,1.13,148.0,,8.0,16.0,,256.0,,2.4,4.2,15.0,,,,,,,1,89.0,916.0,158.0,673.0,197.0,39.0,3731.0,684.0,1043.0,355.0,19.0,19.0
4.0,Portátil profesional,Full HD,,HDMI,integrado,"wifi, Bluetooth",,integrada,,1920 x 1080 píxeles,,,2.0,,41.0,,,con tapa,,2023.0,IEEE 802.11ac,Intel,1.0,,SD,altavoces estéreo,16:9,L3,,,3.0,,,64.0,,,,panorámica,,,,,,,,,,,,,,,,,Laptop,796.4,960.13,878.26,15.6,39.624,250.0,,1920x1080,,65.0,23.5,18.0,35.9,1.9,,,,,,,4.0,,,15.0,,,,,,,1,,,26.0,405.0,309.0,,,,1043.0,,1604.0,1604.0
2.0,Portátil profesional,,SSD,Thunderbolt 4,,"wifi, Bluetooth",Bluetooth 5.1,integrada,compatible con HD,1280 x 720 píxeles,,,2.0,,,,aluminio,con tapa,,2022.0,IEEE 802.11ax,Intel,1.0,Intel,,,3:2,L3,,,,negro,,64.0,,,,táctil,,,,,,,,,,,,,,,,,Laptop,1656.4,3388.86,2522.63,15.0,38.1,400.0,,1280x720,17.0,,24.4,15.0,34.0,1.56,,,12.0,16.0,,512.0,,1.3,4.8,15.0,,,,,,,1,17.0,916.0,158.0,673.0,536.0,,3731.0,807.0,1043.0,753.0,35.0,35.0
1.0,Portátil profesional,Full HD,,HDMI,integrado,"wifi, Bluetooth",,integrada,,1280 x 720 píxeles,,,2.0,,41.0,,,con tapa,,2022.0,IEEE 802.11ac,AMD,1.0,AMD,SD,altavoces estéreo,16:9,L3,DDR4,,3.0,gris,,64.0,ninguna,ninguno,teclado numérico,,,,,,2x SO-DIMM,2x SO-DIMM,2 x 8 GB,,,,,,,,,,Laptop,502.23,502.23,502.23,15.6,39.62,250.0,,1280x720,,65.0,23.6,19.0,35.9,1.9,141.0,120.0,8.0,16.0,3200.0,512.0,4.0,1.8,4.3,25.0,16.0,,,,,,1,51.0,391.0,26.0,364.0,83.0,,3731.0,206.0,1043.0,561.0,1604.0,1604.0
2.0,Portátil profesional,WUXGA,SSD,,,"wifi, Bluetooth",Bluetooth 5.3,5.0 Mpx,,,,,2.0,,76.0,,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,,,,16:10,L3,DDR5,,6.0,gris,GDDR6,64.0,,,,,,,,,,,,,,,,,,,,,Laptop,2195.0,2253.93,2224.47,16.0,40.64,400.0,,,,65.0,25.1,20.0,35.9,1.8,,,12.0,16.0,,1000.0,,1.2,5.0,15.0,,,,,,,1,134.0,12.0,98.0,488.0,309.0,,115.0,807.0,1043.0,753.0,537.0,537.0
2.0,Portátil profesional,,SSD,Thunderbolt 4,,"wifi, Bluetooth",Bluetooth 5.1,integrada,compatible con HD,1280 x 720 píxeles,,,2.0,,,,aluminio,con tapa,,2022.0,IEEE 802.11ax,Intel,1.0,Intel,,,3:2,L3,LPDDR5X,,,negro,,64.0,ninguna,ninguno,,,,,,,,,,,"capacitiva, multitáctil de 10 puntos",,,,,,,,Laptop,1549.0,1549.0,1549.0,15.0,38.1,400.0,,1280x720,17.0,,24.4,15.0,34.0,1.56,201.0,,12.0,16.0,,512.0,,1.2,4.7,15.0,,,,,,,1,93.0,916.0,158.0,673.0,536.0,,3731.0,807.0,1212.0,753.0,35.0,35.0
2.0,Portátil profesional,WUXGA,SSD,,integrado,"wifi, Bluetooth, LAN",,integrada,compatible con HD,1920 x 1080 píxeles,,,,,83.0,,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,,SD,,16:10,L3,DDR5,,6.0,gris,GDDR6,64.0,,,,,Gigabit-LAN,,,,,,,,,,,,,,,,Laptop,4041.2,4203.34,4122.27,16.0,40.64,250.0,,1920x1080,,180.0,25.8,27.0,35.6,2.67,,,36.0,32.0,,1000.0,,1.6,5.5,55.0,,,,,,,1,25.0,,96.0,71.0,866.0,,69.0,192.0,1043.0,125.0,537.0,537.0
2.0,Portátil profesional,WQXGA,SSD,,integrado,"wifi, Bluetooth",Bluetooth 5.3,integrada,,1920 x 1080 píxeles,,,4.0,,90.0,,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,NVIDIA,SD,,16:10,L3,,,4.0,,GDDR6,64.0,,,,,,,,,,,,,,,,,,,,,Laptop,4174.83,4335.78,4255.31,17.0,43.18,,8192x4608,1920x1080,,280.0,26.0,19.0,38.2,2.49,,,30.0,32.0,,2000.0,8.0,1.5,5.0,55.0,,,,,,,1,46.0,358.0,88.0,364.0,866.0,,400.0,807.0,1043.0,366.0,347.0,347.0
3.0,Portátil profesional,WUXGA,SSD,,,"wifi, Bluetooth",Bluetooth 5.3,5.0 Mpx,,,,,2.0,,76.0,,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,,,,16:10,L3,,,6.0,,,64.0,,,,,,,,,,,,,,,,,,,,,Laptop,1895.0,2228.8,2061.9,16.0,40.64,400.0,,,,65.0,25.1,20.0,35.9,1.8,,,12.0,16.0,,512.0,,1.2,5.0,15.0,,,,,,,1,134.0,12.0,98.0,488.0,309.0,,115.0,807.0,1043.0,753.0,537.0,537.0
6.0,Portátil profesional,UHD+,SSD,Thunderbolt 4,integrado,"wifi, Bluetooth",,integrada,,,,,,ión-litio,97.0,,,con tapa,,2022.0,IEEE 802.11ax,Intel,1.0,Intel,SD,,16:10,L3,DDR5,teclado iluminado,6.0,gris,,64.0,,ninguno,,,,,,,2x SO-DIMM,,2 x 8 GB,,,,,,,,,,Laptop,3673.56,5819.0,4746.28,17.3,43.942,500.0,,,,,24.8,13.0,37.4,2.13,266.0,60.0,24.0,16.0,4800.0,512.0,,1.7,4.7,45.0,,,,,,,1,55.0,916.0,96.0,203.0,536.0,,3731.0,807.0,185.0,299.0,49.0,49.0
2.0,Portátil profesional,Full HD,SSD,,integrado,"LAN, wifi, Bluetooth",,integrada,,,,,2.0,,54.0,,,con tapa,,2021.0,IEEE 802.11ax,Intel,1.0,Intel,MicroSD,altavoces estéreo,16:9,L3,DDR4,teclado iluminado,4.0,gris,,64.0,ninguna,ninguno,,,Gigabit-LAN,,,,2x SO-DIMM,1x SO-DIMM,1 x 8 GB,,,,,,,,,,Laptop,1173.32,1177.46,1175.39,14.0,35.56,250.0,,,13.5,65.0,22.6,18.0,32.6,1.5,157.0,60.0,8.0,8.0,3200.0,256.0,,2.4,4.2,15.0,32.0,,,,,,1,89.0,916.0,84.0,203.0,197.0,,3731.0,684.0,185.0,355.0,1604.0,1604.0
5.0,Portátil profesional,WUXGA,,,,"wifi, Bluetooth",Bluetooth 5.3,5.0 Mpx,compatible con HD,1280 x 720 píxeles,,,4.0,polímero de litio,51.0,,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,Intel,,,16:10,L3,DDR5,teclado iluminado,3.0,plateado,,64.0,ninguna,ninguno,,,,,,,2x SO-DIMM,2x SO-DIMM,2 x 8 GB,,,,,,,,,,Laptop,1471.06,1707.36,1589.21,14.0,35.56,250.0,,1280x720,,65.0,22.4,12.0,31.6,1.19,,,12.0,16.0,5200.0,512.0,,0.9,4.6,15.0,64.0,,,,,,1,141.0,916.0,135.0,488.0,309.0,,3731.0,684.0,1043.0,753.0,537.0,537.0
1.0,Portátil profesional,Full HD,PCIe SSD,HDMI,integrado,"wifi, Bluetooth",Bluetooth 4.1,integrada,,,teclado tipo chicle,teclado numérico,2.0,ión-litio,37.0,,,,,,IEEE 802.11ac,Intel,1.0,Intel,MicroSD,altavoces estéreo,16:9,L3,DDR4,,2.0,negro,,64.0,,ninguno,teclado numérico,,,,,,,,,,,,,,,,,,Laptop,657.46,657.46,657.46,15.6,39.62,,,,,,23.5,20.0,36.0,1.8,,,2.0,8.0,,512.0,,0.85,2.6,34.0,,,,,,,1,48.0,715.0,198.0,405.0,197.0,,3731.0,181.0,1212.0,46.0,1604.0,1604.0
7.0,Portátil profesional,Full HD,SSD,,3 en 1,"LAN, wifi, Bluetooth",Bluetooth 5.2,integrada,compatible con HD,1280 x 720 píxeles,,,2.0,ión-litio,,,,con tapa,,2021.0,IEEE 802.11ax,Intel,1.0,Intel,,altavoces estéreo,16:9,L3,DDR4,teclado iluminado,6.0,gris,GDDR6,64.0,,ninguno,teclado numérico,,Gigabit-LAN,,,,4x SO-DIMM,,2 x 8 GB,,,,,,,,,,Laptop,3024.96,3572.49,3298.72,15.6,39.62,500.0,,1280x720,,,24.2,25.0,36.0,2.49,141.0,60.0,24.0,16.0,3200.0,512.0,,2.6,5.0,45.0,128.0,,,,,,1,1.0,,96.0,364.0,31.0,,4.0,192.0,185.0,561.0,1604.0,1604.0
2.0,Portátil profesional,WQUXGA,PCIe SSD,,integrado,"wifi, Bluetooth",Bluetooth 5.1,integrada,compatible con HD,1920 x 1080 píxeles,,,2.0,polímero de litio,94.0,,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,NVIDIA,SD,,16:10,L3,DDR5,,6.0,gris,GDDR6,64.0,,,,,,,,,,,,,,,,,,,,,Laptop,5670.02,5725.2,5697.61,16.0,40.64,500.0,,1920x1080,,170.0,26.6,30.0,36.4,2.95,,,36.0,64.0,5600.0,2000.0,4.0,1.6,5.6,55.0,,,,,,,1,28.0,31.0,222.0,364.0,866.0,,69.0,192.0,1043.0,125.0,49.0,49.0
3.0,Portátil profesional,Full HD,,HDMI,,"wifi, Bluetooth, LAN",Bluetooth 4.2,integrada,,,,,,,60.0,,,con tapa,,2018.0,IEEE 802.11ac,Intel,1.0,Intel,,,16:9,L3,DDR4,teclado iluminado,4.0,negro,,64.0,ninguna,ninguno,,,Gigabit-LAN,,,,1x SO-DIMM,1x SO-DIMM,1 x 8 GB,,,,,,,,,,Laptop,471.38,547.5,509.44,14.0,35.56,,,,,65.0,22.1,18.0,33.1,1.4,,,6.0,8.0,2400.0,256.0,,1.7,3.6,15.0,32.0,19.5,,,,,1,1.0,16.0,84.0,145.0,6.0,,3731.0,684.0,185.0,355.0,1604.0,1604.0
2.0,Portátil profesional,Full HD,SSD,HDMI,,"wifi, Bluetooth",Bluetooth 5.0,integrada,compatible con HD,1280 x 720 píxeles,,,2.0,ión-litio,41.0,,,con tapa,,2021.0,IEEE 802.11ax,Intel,1.0,Intel,,altavoces estéreo,16:9,L3,DDR4,,3.0,,,64.0,,ninguno,,,,,,,,,1 x 8 GB,,,,,,,,,,Laptop,701.82,1084.0,892.91,17.3,43.94,300.0,,1280x720,,45.0,25.8,20.0,40.1,2.1,,,8.0,8.0,3200.0,256.0,,2.4,4.2,15.0,,,,,,,1,89.0,916.0,,103.0,197.0,,3731.0,684.0,185.0,355.0,1604.0,1604.0
2.0,Portátil profesional,,SSD,HDMI,,"LAN, wifi, Bluetooth",Bluetooth 5.3,integrada,compatible con HD,1280 x 720 píxeles,,,2.0,ión-litio,51.0,,,con tapa,,2023.0,IEEE 802.11ax,Intel,,Intel,,altavoces estéreo,16:9,L3,,,3.0,,,64.0,,,,panorámica,Gigabit-LAN,,,,,,,,,,,,,,,,Laptop,1071.3,1075.28,1073.29,15.6,39.624,250.0,,1280x720,,45.0,23.4,20.0,35.9,1.79,,,12.0,16.0,,512.0,,1.2,5.0,15.0,,,,,,,1,134.0,715.0,74.0,364.0,309.0,,3731.0,807.0,1043.0,753.0,1604.0,1604.0
6.0,Portátil profesional,,,,integrado,"wifi, Bluetooth, LAN",Bluetooth 5.2,integrada,compatible con HD,1280 x 720 píxeles,,,2.0,,57.0,,,con tapa,,2021.0,IEEE 802.11ax,Intel,,,MicroSD,altavoces estéreo,16:9,,,,3.0,,,,,,,,Gigabit-LAN,,,,,,,,,,,,,,,,Laptop,1128.99,1687.71,1408.35,15.6,39.62,300.0,,1280x720,10.0,65.0,24.8,20.0,36.6,1.8,,,,,,,4.0,,,,,,,,,,1,,,222.0,15.0,,,,,,,,
2.0,Portátil profesional,WUXGA,PCIe SSD,HDMI,integrado,"wifi, Bluetooth",,integrada,,1920 x 1080 píxeles,,,2.0,,54.0,,aluminio,con tapa,,2022.0,IEEE 802.11ax,AMD,1.0,AMD,SD,altavoces estéreo,16:10,L3,DDR4,teclado iluminado,4.0,gris,,64.0,ninguna,ninguno,teclado numérico,,,,,,2x SO-DIMM,1x SO-DIMM,1 x 8 GB,,,,,,,,,,Laptop,829.0,972.35,900.67,16.0,40.64,250.0,,1920x1080,,65.0,25.2,18.0,35.7,1.91,141.0,60.0,16.0,8.0,3200.0,256.0,4.0,2.1,4.0,15.0,32.0,,,,,,1,27.0,391.0,26.0,405.0,38.0,,3731.0,200.0,1043.0,255.0,,
6.0,Portátil profesional,"3,2K",SSD,,integrado,"wifi, Bluetooth",Bluetooth 5.1,integrada,compatible con HD,1920 x 1080 píxeles,,,2.0,polímero de litio,80.0,,aluminio,con tapa,,2024.0,IEEE 802.11ax,Intel,,NVIDIA,SD,,16:10,L3,DDR5,teclado iluminado,4.0,gris,GDDR6,64.0,ninguna,ninguno,teclado numérico,,,,,,2x SO-DIMM,2x SO-DIMM,2 x 16 GB,,,,,,,,,,Laptop,2209.32,2560.99,2385.15,16.0,40.64,430.0,,1920x1080,10.5,300.0,25.8,20.0,35.5,2.19,,165.0,36.0,32.0,5600.0,1000.0,4.0,1.6,5.6,55.0,32.0,,,,,,1,60.0,487.0,71.0,405.0,86.0,,400.0,192.0,1043.0,125.0,18.0,18.0
2.0,Portátil profesional,WQUXGA,SSD,,4 en 1,"wifi, Bluetooth",Bluetooth 5.1,5.0 Mpx,,,,,2.0,polímero de litio,86.0,,,con tapa,,2023.0,IEEE 802.11ax,,1.0,AMD,,altavoces estéreo,16:10,,LPDDR5X,,,negro,,64.0,,,,,,,,,,,,,,,,,,,,,Laptop,2480.72,2944.61,2712.66,16.0,40.64,400.0,,,,135.0,25.6,21.0,36.2,1.7,,,,64.0,,2000.0,4.0,,,,,,,,,,1,7.0,391.0,222.0,364.0,,,3731.0,,1043.0,,49.0,49.0
