ofertas,tipo_de_producto,pantalla_tecnologia,disco_duro_tipo_de_disco_duro,grafica_salida_de_video,conectividad_lector_de_tarjetas,comunicaciones_conectividad,comunicaciones_version_bluetooth,camara_webcam,camara_funcion,camara_resolucion,teclado_tipo,teclado_numero_de_teclas,teclado_teclas_adicionales,sonido_numero_de_altavoces,alimentacion_bateria,alimentacion_vatios_hora,alimentacion_bateria_intercambiable,medidas_y_peso_material_de_la_carcasa,medidas_y_peso_diseno,otras_caracteristicas_sensor,otras_caracteristicas_fecha_de_lanzamiento,comunicaciones_estandar_wifi,procesador_fabricante,disco_duro_numero_de_discos_duros_instalados,grafica_fabricante_tarjeta,conectividad_tipo_de_tarjetas_compatibles,sonido_sistema_de_altavoces,pantalla_formato_de_imagen,procesador_nivel_de_cache,ram_tipo,teclado_caracteristica,alimentacion_numero_de_celdas,medidas_y_peso_color,otras_caracteristicas_portatil_configurable,grafica_tipo_memoria,sistema_operativo_arquitectura_bit,pantalla_tiempo_de_reaccion,comunicaciones_transmision_de_datos,almacenamiento_lector_optico,otras_caracteristicas_caracteristicas_especiales,pantalla,comunicaciones_estandar_lan,sonido_modo,otras_caracteristicas_certificacion,ia_caracteristica,ram_numero_ranuras_memoria,ram_ranura_memoria,ram_configuracion_memoria,otras_caracteristicas_software_incluido,pantalla_displayglas,grafica_gpu,pantalla_propiedades,ia_funcion,ia_procesador,otras_caracteristicas_localizacion,conectividad_conexion,otras_caracteristicas_expansion_de_hardware,otras_caracteristicas_articulo_incluido,otras_caracteristicas_caracteristicas_de_la_carcasa,comunicaciones_caracteristicas_del_bluetooth,almacenamiento_velocidades_de_lectura,almacenamiento_velocidades_de_escritura,tipo,precio_min,precio_max,precio_mean,pantalla_tamano_pulgadas,pantalla_diagonal_cm,pantalla_luminosidad_cd_m2,grafica_resolucion_externa_std,camara_resolucion_pulgadas,alimentacion_autonomia_de_la_bateria_horas,alimentacion_vatios,medidas_y_peso_profundidad_cm,medidas_y_peso_altura_mm,medidas_y_peso_ancho_cm,medidas_y_peso_peso_kg,pantalla_densidad_de_pixeles_ppp,pantalla_tasa_de_actualizacion_de_imagen_hz,procesador_cache_mb,ram_memoria_gb,ram_frecuencia_de_la_memoria_mhz,disco_duro_capacidad_de_memoria_ssd_gb,sonido_potencia_de_altavoces_watts,procesador_frecuencia_de_reloj_ghz,procesador_frecuencia_turbo_max_ghz,procesador_potencia_maxima_de_diseno_termico_tdp_watts,ram_extension_de_memoria_maxima_gb,alimentacion_voltaje_de_salida_v,alimentacion_intensidad_de_corriente_a,alimentacion_capacidad_de_la_bateria_ah,disco_duro_capacidad_del_disco_duro_gb,disco_duro_velocidad_de_rotacion_del_disco_duro_rpm,titulo_freq,procesador_freq,grafica_tarjeta_freq,serie_freq,otras_caracteristicas_equipamiento_freq,procesador_nombre_clave_freq,otras_caracteristicas_seguridad_integrada_freq,grafica_memoria_freq,procesador_tipo_freq,sistema_operativo_sistema_operativo_freq,procesador_numero_nucleos_freq,pantalla_resolucion_freq,pantalla_resolucion_pulgadas_freq
1.0,Portátil multimedia,WQXGA+,SSD,,,"wifi, Bluetooth",Bluetooth 5.3,integrada,,,,,,2.0,ión-litio,90.0,,,con tapa,,2024.0,IEEE 802.11ax,Intel,1.0,Intel,,,16:10,L3,LPDDR5,teclado iluminado,,negro,,,64.0,,,,teclado numérico,,,,,,2x SO-DIMM,,,,,,,,Intel AI Boost,,,,,,,,,Laptop,2049.0,2049.0,2049.0,16.0,40.64,,,,,90.0,25.2,14.0,35.8,1.28,,120.0,24.0,16.0,7467.0,512.0,,3.8,4.8,28.0,,,,,,,1,192.0,270.0,76.0,673.0,462.0,,3731.0,297.0,1212.0,366.0,168.0,168.0
1.0,Portátil multimedia,WUXGA,SSD,HDMI,,"wifi, Bluetooth",Bluetooth 5.1,integrada,compatible con HD,1280 x 720 píxeles,,,,2.0,polímero de litio,56.0,,,con tapa,,2024.0,,Intel,1.0,Intel,,altavoces estéreo,16:10,L3,LPDDR4X,,,gris,,,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Laptop,1681.69,1681.69,1681.69,16.0,40.64,300.0,,1280x720,,,24.9,17.0,35.7,1.68,,,12.0,16.0,,1000.0,,1.5,4.6,45.0,,,,,,,1,59.0,715.0,14.0,673.0,274.0,,3731.0,684.0,1212.0,561.0,537.0,537.0
2.0,Portátil multimedia,Full HD,SSD,,integrado,"Bluetooth, wifi",Bluetooth 5.2,2.0 Mpx,,,,,,,,55.0,,,con tapa,,2024.0,IEEE 802.11ax,AMD,1.0,,MicroSD,,,L3,,,,gris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laptop,2163.99,2679.21,2421.6,15.6,39.624,,,,,,23.6,26.0,36.0,1.75,,,8.0,16.0,,1000.0,,1.8,4.3,25.0,,11.4,,,,,1,51.0,391.0,,,83.0,,3731.0,206.0,1212.0,561.0,1604.0,1604.0
1.0,Portátil multimedia,Full HD,SSD,HDMI,,"wifi, Bluetooth",Bluetooth 4.2,integrada,compatible con HD,1280 x 720 píxeles,,,,2.0,ión-litio,41.0,,,con tapa,,2019.0,,Intel,1.0,Intel,,altavoces estéreo,16:9,L3,DDR4,,3.0,plateado,,,64.0,,,ninguno,teclado numérico,,,,,,2x SO-DIMM,,2 x 4 GB,,,,,,,,,,,,,,,Laptop,689.0,689.0,689.0,15.6,39.624,250.0,,1280x720,7.25,45.0,24.2,18.0,35.9,1.69,,,12.0,8.0,,256.0,,2.9,5.0,28.0,,,,,,,1,9.0,916.0,,364.0,197.0,,3731.0,807.0,1212.0,355.0,1604.0,1604.0
1.0,Portátil multimedia,,SSD,HDMI,,"LAN, wifi, Bluetooth",Bluetooth 5.1,0.9 Mpx,,,,,teclado numérico,,polímero de litio,38.0,,,con tapa,,2023.0,,Intel,,,,,16:9,L3,DDR4,,2.0,negro,,,64.0,,,,,panorámica,Gigabit-LAN,,,,,,,,,,,,,,,,,,,,,Laptop,552.81,552.81,552.81,15.6,39.624,250.0,,,8.4,65.0,23.6,20.0,35.9,1.65,,,12.0,8.0,,256.0,,1.5,4.6,45.0,,20.0,3.25,,,,1,59.0,,,203.0,274.0,,,684.0,1043.0,561.0,1604.0,1604.0
1.0,Portátil multimedia,Full HD,SSD,,integrado,"wifi, Bluetooth",Bluetooth 5.0,integrada,compatible con HD,1280 x 720 píxeles,,,,2.0,polímero de litio,42.0,,,con tapa,,2021.0,IEEE 802.11ax,Intel,1.0,Intel,,altavoces estéreo,16:9,L3,DDR4,,3.0,gris,,,64.0,,ninguna,ninguno,,,,,,,,,,,,,,,,,,,,,,,,Laptop,571.27,571.27,571.27,15.6,39.62,,,1280x720,8.5,,24.4,18.0,36.0,1.78,,,8.0,16.0,,512.0,,2.4,4.2,15.0,,,,,,,1,89.0,916.0,40.0,462.0,197.0,,3731.0,684.0,97.0,355.0,1604.0,1604.0
2.0,Portátil multimedia,,SSD,,integrado,"Bluetooth, wifi",Bluetooth 5.1,integrada,compatible con HD,1920 x 1080 píxeles,,,,2.0,,76.0,,,con tapa,,2023.0,IEEE 802.11ax,,,,MicroSD,,16:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laptop,1266.25,1909.36,1587.8,16.0,40.64,400.0,,1920x1080,,,25.0,13.0,35.5,1.56,,,,,,,8.0,,,,,,,,,,1,,,93.0,405.0,,,,,,,,
,Portátil multimedia,Retina,SSD,Thunderbolt 4,ninguno,"wifi, Bluetooth",Bluetooth 5.0,integrada,compatible con HD,1920 x 1080 píxeles,teclado tipo chicle,79.0,"teclas de función, teclas de dirección",4.0,polímero de litio,52.6,no,aluminio,con tapa,sensor de luminosidad,2022.0,,Apple,1.0,,,,,,,,,gris,,,,,,ninguno,,,,,,,,,,,,10-Core GPU,,,,,,,,,,,,Laptop,,,,13.6,34.544,500.0,6016x3384,1920x1080,15.0,30.0,21.5,11.0,30.4,1.24,,,,16.0,,512.0,,,,,,,,,,,1,43.0,34.0,142.0,9.0,,253.0,3731.0,,35.0,561.0,60.0,60.0
2.0,Portátil multimedia,WQXGA,SSD,Thunderbolt 4,,"wifi, Bluetooth",Bluetooth 5.4,integrada,compatible con HD,2560 x 1440 píxeles,,,,,ión-litio,75.0,,aluminio,con tapa,,2024.0,IEEE 802.11be,Qualcomm,1.0,Qualcomm,,DTS X,16:10,,LPDDR5X,,3.0,gris,,,64.0,,,,,,,,,Microsoft Copilot,,,,,,,,,Qualcomm Hexagon,,,,,,,,,Laptop,1174.87,1212.88,1193.88,14.0,35.56,,,2560x1440,16.0,,22.6,15.0,32.3,1.36,,120.0,42.0,16.0,,1000.0,,3.4,,,,,,,,,1,13.0,13.0,32.0,462.0,35.0,,3731.0,23.0,1212.0,753.0,347.0,347.0
1.0,Portátil multimedia,WQXGA,SSD,,integrado,"Bluetooth, wifi",Bluetooth 5.1,integrada,compatible con HD,1920 x 1080 píxeles,,,,2.0,,80.0,,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,Intel,MicroSD,,16:10,L3,LPDDR4X,,,negro,,,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Laptop,1714.99,1714.99,1714.99,16.0,40.64,350.0,,1920x1080,23.5,,24.2,17.0,35.5,1.2,,,18.0,16.0,,1000.0,,2.2,5.0,28.0,,,,,,,1,63.0,916.0,76.0,462.0,60.0,,3731.0,807.0,1043.0,330.0,347.0,347.0
3.0,Portátil multimedia,,,HDMI,,"wifi, Bluetooth",Bluetooth 5.1,integrada,,,,,,,ión-litio,42.0,,,con tapa,,2023.0,IEEE 802.11ac,Intel,1.0,Intel,,,16:9,L3,DDR4,,3.0,azul,,,64.0,,,ninguno,,,,,,,1x SO-DIMM,0x SO-DIMM,1 x 8 GB,,,,,,,,,,,,,,,Laptop,597.27,726.49,661.88,15.6,39.624,250.0,,,,45.0,23.3,18.0,36.0,1.7,,60.0,10.0,8.0,,512.0,,0.9,4.4,15.0,,19.0,2.37,,,,1,69.0,715.0,198.0,103.0,536.0,,3731.0,181.0,1212.0,255.0,1604.0,1604.0
1.0,Portátil multimedia,Full HD,SSD,HDMI,,"LAN, wifi, Bluetooth",Bluetooth 5.1,0.9 Mpx,,,,,teclado numérico,,polímero de litio,38.0,,,con tapa,,2023.0,,Intel,1.0,Intel,,,16:9,L3,DDR4,,2.0,negro,,,64.0,,,ninguno,,,Gigabit-LAN,,,,,,,,,,,,,,,,,,,,,Laptop,537.88,537.88,537.88,15.6,39.624,250.0,,,8.4,65.0,23.6,20.0,35.9,1.65,,,10.0,8.0,,256.0,,0.9,4.5,15.0,,20.0,3.25,,,,1,50.0,715.0,,203.0,309.0,,3731.0,181.0,1043.0,255.0,1604.0,1604.0
1.0,Portátil multimedia,FHD+,,,integrado,"wifi, Bluetooth",Bluetooth 5.3,integrada,compatible con HD,1920 x 1080 píxeles,,,,2.0,,72.0,,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,NVIDIA,MicroSD,altavoces estéreo,16:10,L3,LPDDR5,teclado iluminado,4.0,plateado,,GDDR6,64.0,,ninguna,ninguno,,IPS,,,,,,,,,,,,,,,,,,,,,,Laptop,1149.0,1149.0,1149.0,14.0,35.56,,,1920x1080,,100.0,22.8,18.0,31.4,1.49,,,24.0,16.0,4800.0,1000.0,4.0,1.8,4.9,45.0,32.0,,,,,,1,78.0,29.0,39.0,405.0,274.0,,115.0,807.0,1212.0,753.0,537.0,537.0
1.0,Portátil multimedia,Full HD,SSD,HDMI,integrado,"wifi, Bluetooth",Bluetooth 4.2,integrada,compatible con HD,1280 x 720 píxeles,,,,2.0,polímero de litio,45.0,,,con tapa,,2020.0,IEEE 802.11ac,AMD,1.0,AMD,MicroSD,altavoces estéreo,16:9,L3,DDR4,teclado iluminado,2.0,plateado,,,64.0,,,ninguno,teclado numérico,,,,,,,,,,,,,,,,,,,,,,,Laptop,540.53,540.53,540.53,15.6,39.62,,,1280x720,8.0,,24.0,20.0,35.9,1.87,,,4.0,8.0,,256.0,,2.1,3.7,15.0,,,,,,,1,5.0,99.0,40.0,462.0,,,3731.0,200.0,1212.0,355.0,1604.0,1604.0
1.0,Portátil multimedia,,,,integrado,"wifi, Bluetooth",Bluetooth 5.3,2.0 Mpx,compatible con HD,1920 x 1080 píxeles,,,,4.0,,63.0,,,con tapa,,2024.0,IEEE 802.11ax,Intel,1.0,Intel,MicroSD,Dolby Atmos,16:10,L3,LPDDR5,,,plateado,,,64.0,,,ninguno,,táctil,,,,,,,,,,,,,,,,,,,,,,Laptop,1380.57,1380.57,1380.57,14.0,35.56,400.0,8192x4608,1920x1080,,65.0,22.4,12.0,31.2,1.23,,120.0,18.0,16.0,,256.0,4.0,3.6,4.5,28.0,,,,,,,1,49.0,270.0,93.0,405.0,462.0,,3731.0,128.0,1043.0,299.0,168.0,168.0
,Portátil multimedia,Retina,SSD,Thunderbolt 3,ninguno,"wifi, Bluetooth",Bluetooth 5.0,,compatible con HD,1280 x 720 píxeles,teclado tipo chicle,65.0,teclas de dirección,2.0,polímero de litio,,no,aluminio,con tapa,sensor de luminosidad,2019.0,,Intel,1.0,AMD,,,16:10,,DDR4,teclado iluminado,,gris,,GDDR6,,,,ninguno,,,,,,,,,,"Apple FaceTime, Apple GarageBand, Apple iBooks, Apple iMovie, Apple iTunes, Apple Mac App Store, Apple Safari, Apple Siri, Apple Time Machine",,,,,,,salida auriculares 3.5 mm Jack,,,,,,,Laptop,,,,16.0,40.64,500.0,,1280x720,11.0,96.0,24.6,16.0,35.8,2.0,226.0,,,16.0,2666.0,1000.0,,2.0,4.8,,,,,,,,1,1.0,1.0,112.0,10.0,,253.0,115.0,192.0,11.0,561.0,5.0,5.0
1.0,Portátil multimedia,WQXGA,,,integrado,"wifi, Bluetooth",Bluetooth 5.3,integrada,compatible con HD,1920 x 1080 píxeles,,,,2.0,ión-litio,77.0,,,con tapa,,2024.0,IEEE 802.11ax,Intel,1.0,Intel,MicroSD,,16:10,L3,LPDDR5,teclado iluminado,,negro,,,64.0,,ninguna,ninguno,teclado numérico,,,,,,1x SO-DIMM,1x SO-DIMM,1 x 16 GB,,,,,,,,,,,,,,,Laptop,1099.0,1099.0,1099.0,16.0,40.64,350.0,,1920x1080,,,24.2,17.0,35.5,1.2,,,24.0,16.0,7467.0,512.0,4.0,1.4,4.8,115.0,16.0,,,,,,1,192.0,270.0,76.0,405.0,462.0,,3731.0,297.0,1212.0,366.0,347.0,347.0
1.0,Portátil multimedia,WUXGA,SSD,Thunderbolt 4,integrado,"wifi, Bluetooth",Bluetooth 5.2,integrada,compatible con HD,1280 x 720 píxeles,,,,4.0,,86.0,,,con tapa,,2023.0,,Intel,1.0,Intel,MicroSD,,16:10,L3,DDR5,,6.0,gris,,,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Laptop,2844.98,2844.98,2844.98,16.0,40.64,500.0,,1280x720,,200.0,24.2,19.0,35.6,1.73,,,24.0,16.0,,1000.0,,1.8,5.2,45.0,,,,,,,1,15.0,916.0,98.0,364.0,274.0,,3731.0,807.0,1043.0,299.0,537.0,537.0
1.0,Portátil multimedia,Full HD,,,integrado,"LAN, wifi, Bluetooth",Bluetooth 5.2,0.9 Mpx,compatible con HD,1280 x 720 píxeles,,,,,ión-litio,33.0,,,con tapa,,2021.0,,Intel,1.0,Intel,MicroSD,,16:9,L3,DDR4,,2.0,negro,,,64.0,,,ninguno,,panorámica,Gigabit-LAN,,,,,,,,,,,,,,,,,,,,,Laptop,2180.0,2180.0,2180.0,13.3,33.78,300.0,,1280x720,,65.0,21.1,17.0,30.9,1.2,,,12.0,16.0,,1000.0,,2.8,4.7,15.0,,19.0,3.42,,,,1,35.0,916.0,133.0,63.0,197.0,16.0,40.0,807.0,185.0,355.0,1604.0,1604.0
1.0,Portátil multimedia,Full HD,SSD,HDMI,integrado,"wifi, Bluetooth",Bluetooth 4.2,integrada,compatible con HD,1280 x 720 píxeles,,,,2.0,polímero de litio,45.0,,,con tapa,,2020.0,IEEE 802.11ac,AMD,1.0,AMD,MicroSD,altavoces estéreo,16:9,L3,DDR4,,2.0,plateado,,,,,ninguna,ninguno,,,,,,,,,,,,,,,,,,,,,,,,Laptop,509.04,509.04,509.04,15.6,39.62,,,1280x720,8.0,,24.0,20.0,35.9,1.87,,,4.0,8.0,,256.0,,2.6,3.5,25.0,,,,,,,1,2.0,99.0,40.0,462.0,,,,30.0,8.0,108.0,1604.0,1604.0
,Portátil multimedia,Retina,SSD,,integrado,"Bluetooth, wifi",Bluetooth 5.3,integrada,compatible con HD,1920 x 1080 píxeles,,79.0,,6.0,polímero de litio,70.0,no,aluminio,con tapa,sensor de luminosidad,2023.0,IEEE 802.11ax,Apple,1.0,Apple,SDXC,altavoces estéreo,,,,,,,,,,,,ninguno,,,,,,,,,,,,10-Core GPU,,,,,,,,,,,,Laptop,,,,14.2,36.068,1.0,6016x3384,1920x1080,15.0,67.0,22.1,16.0,31.3,1.6,254.0,120.0,,8.0,,512.0,,,,,,,,,,,1,96.0,102.0,112.0,67.0,,253.0,3731.0,,36.0,561.0,48.0,48.0
1.0,Portátil multimedia,WQXGA,SSD,,integrado,"wifi, Bluetooth",Bluetooth 5.3,integrada,compatible con HD,1920 x 1080 píxeles,,,,2.0,ión-litio,77.0,,,con tapa,,2024.0,IEEE 802.11ax,Intel,1.0,Intel,MicroSD,,16:10,L3,,,,gris,,,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Laptop,1845.65,1845.65,1845.65,16.0,40.64,350.0,,1920x1080,,,24.2,17.0,35.5,1.2,,,24.0,16.0,,1000.0,4.0,3.8,4.8,28.0,,,,,,,1,192.0,270.0,76.0,405.0,462.0,,3731.0,297.0,1212.0,366.0,347.0,347.0
3.0,Portátil multimedia,Full HD,,HDMI,,"wifi, Bluetooth",Bluetooth 5.0,integrada,compatible con HD,1280 x 720 píxeles,,,,2.0,ión-litio,41.0,,,con tapa,,2023.0,IEEE 802.11ac,AMD,1.0,AMD,,altavoces estéreo,16:9,L3,LPDDR5,,3.0,gris,,,64.0,,,ninguno,,,,,,,,,,,,,,,,,,,,,,,,Laptop,673.89,754.6,714.25,15.6,39.62,250.0,,1280x720,7.5,45.0,23.6,19.0,35.9,1.6,,,4.0,16.0,6400.0,512.0,,2.8,4.3,15.0,,,,,,,1,47.0,38.0,,63.0,61.0,,3731.0,200.0,1212.0,355.0,1604.0,1604.0
1.0,Portátil multimedia,HD+,PCIe SSD,HDMI,3 en 1,"LAN, wifi, Bluetooth",Bluetooth 4.1,,,,,,,2.0,polímero de litio,42.0,,,con tapa,,2019.0,IEEE 802.11ac,Intel,1.0,Intel,,altavoces estéreo,16:9,L3,DDR4,,6.0,plateado,,,64.0,,,ninguno,,,Gigabit-LAN,,,,,,,,,,,,,,,,,,,,,Laptop,902.0,902.0,902.0,17.3,43.94,,,,,45.0,27.0,29.0,41.1,2.6,,,2.0,4.0,,256.0,,0.85,2.6,34.0,,,,,,,1,48.0,715.0,,6.0,197.0,,3731.0,181.0,185.0,46.0,50.0,50.0
2.0,Portátil multimedia,Retina,SSD,,integrado,"Bluetooth, wifi",Bluetooth 5.3,integrada,compatible con HD,1920 x 1080 píxeles,,79.0,,6.0,polímero de litio,70.0,no,aluminio,con tapa,sensor de luminosidad,2023.0,IEEE 802.11ax,Apple,1.0,Apple,SDXC,altavoces estéreo,,,,,,,,,,,,ninguno,,,,,,,,,,,,18-Core GPU,,,,,,,,,,,,Laptop,3411.47,3881.11,3646.29,14.2,36.068,1.0,6016x3384,1920x1080,15.0,67.0,22.1,16.0,31.3,1.6,254.0,120.0,,18.0,,1000.0,,,,,,,,,,,1,10.0,4.0,112.0,67.0,,253.0,3731.0,,36.0,330.0,48.0,48.0
2.0,Portátil multimedia,,,,integrado,"wifi, Bluetooth, LAN",Bluetooth 5.3,integrada,,,,,,2.0,ión-litio,,,,con tapa,,2024.0,IEEE 802.11ax,Intel,1.0,Intel,MicroSD,altavoces estéreo,16:10,L3,LPDDR5X,teclado iluminado,,plateado,,,64.0,,ninguna,ninguno,,OLED,Gigabit-LAN,,,,,,,,,,,,Intel AI Boost,,,,,,,,,Laptop,899.9,949.0,924.45,14.0,35.56,,,,13.0,100.0,21.8,15.0,31.3,1.3,,90.0,12.0,16.0,,512.0,,1.3,4.3,57.0,,,,,,,1,55.0,715.0,32.0,462.0,462.0,,3731.0,128.0,1212.0,330.0,168.0,168.0
1.0,Portátil multimedia,WQXGA,SSD,,,"wifi, Bluetooth",Bluetooth 5.3,integrada,,,,,,2.0,ión-litio,90.0,,,con tapa,,2024.0,IEEE 802.11ax,Intel,1.0,Intel,,,16:10,L3,,,,negro,,,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Laptop,2620.86,2620.86,2620.86,16.0,40.64,,,,,90.0,25.2,14.0,35.8,1.28,,,24.0,32.0,,2000.0,,3.8,4.8,28.0,,,,,,,1,192.0,270.0,76.0,673.0,462.0,,3731.0,297.0,1212.0,366.0,347.0,347.0
3.0,Portátil multimedia,Full HD,,,,"wifi, Bluetooth, LAN",Bluetooth 4.0,integrada,compatible con HD,1280 x 720 píxeles,,,,2.0,ión-litio,51.0,no,,con tapa,,2019.0,IEEE 802.11ac,,,,,,16:9,,,,3.0,,,,,,,,,panorámica,Gigabit-LAN,,,,,,,,,,,,,,,,,,,,,Laptop,1095.72,1426.49,1261.11,14.0,35.56,,,1280x720,,65.0,23.4,18.0,32.6,1.53,,,,,,,,,,,,,,,,,1,,,135.0,4.0,,,,,185.0,,,
1.0,Portátil multimedia,,,HDMI,integrado,,,integrada,,1280 x 720 píxeles,,,,2.0,,41.0,,,con tapa,,2022.0,,Intel,1.0,Intel,SD,altavoces estéreo,16:9,L3,DDR4,,3.0,negro,,,64.0,,,ninguno,,,,,,,0x SO-DIMM,2x SO-DIMM,2 x 8 GB,,,,,,,,,,,,,,,Laptop,969.19,969.19,969.19,15.6,39.624,250.0,,1280x720,,,23.6,21.0,35.9,1.65,,120.0,12.0,16.0,2666.0,512.0,4.0,0.9,4.4,15.0,16.0,,,,,,1,165.0,916.0,34.0,364.0,536.0,,3731.0,684.0,1043.0,753.0,1604.0,1604.0
1.0,Portátil multimedia,Full HD,SSD,,integrado,"wifi, Bluetooth",Bluetooth 5.0,integrada,compatible con HD,1280 x 720 píxeles,,,,2.0,polímero de litio,42.0,,,con tapa,,2021.0,IEEE 802.11ax,Intel,1.0,Intel,,altavoces estéreo,16:9,L3,DDR4,teclado iluminado,3.0,plateado,,,64.0,,ninguna,ninguno,,,,,,,,,,,,,,,,,,,,,,,,Laptop,430.99,430.99,430.99,15.6,39.62,,,1280x720,8.5,,24.4,18.0,36.0,1.78,,,8.0,8.0,,256.0,,2.4,4.2,15.0,,,,,,,1,89.0,916.0,40.0,63.0,197.0,,3731.0,684.0,1212.0,355.0,1604.0,1604.0
2.0,Portátil multimedia,Retina,SSD,,integrado,"Bluetooth, wifi",Bluetooth 5.3,12.0 Megapixel,compatible con HD,1920 x 1080 píxeles,,79.0,,6.0,polímero de litio,70.0,no,aluminio,con tapa,sensor de luminosidad,2024.0,IEEE 802.11ax,Apple,1.0,Apple,SDXC,altavoces estéreo,,,,,,negro,,,,,,ninguno,,,,,,,,,,,vidrio estándar,10-Core GPU,,,,,,,,,,,,Laptop,2469.21,3057.21,2763.21,14.2,36.068,1.0,8192x4608,1920x1080,13.0,67.0,22.1,16.0,31.3,1.6,254.0,120.0,,24.0,,1000.0,,,,,,,,,,,1,19.0,11.0,112.0,67.0,,253.0,3731.0,164.0,139.0,753.0,48.0,48.0
4.0,Portátil multimedia,,,HDMI,,"wifi, Bluetooth, LAN",Bluetooth 5.0,integrada,,,,,teclado numérico,,ión-litio,48.0,,,con tapa,sensor de huellas dactilares,2020.0,,,,,,,16:9,,,,4.0,,,,,,,,,,Gigabit-LAN,,,,,,,,,,,,,,,,,,,,,Laptop,865.0,1144.0,1004.5,15.6,39.62,,,,7.0,,25.1,18.0,36.4,1.8,,,,,,,,,,,,,,3220.0,,,1,,,108.0,145.0,,253.0,,,,,,
1.0,Portátil multimedia,Full HD,SSD,HDMI,4 en 1,"wifi, Bluetooth",,integrada,,,,,,2.0,ión-litio,35.0,,,con tapa,,,IEEE 802.11ac,Intel,1.0,Intel,,altavoces estéreo,16:9,L3,DDR4,resistente a salpicaduras,2.0,gris,,,64.0,,ninguna,ninguno,,,,,,,1x SO-DIMM,,1 x 4 GB,,,,,,,Italia,,,,,,,,Laptop,423.0,423.0,423.0,15.6,39.62,,,,6.0,45.0,25.2,20.0,36.2,2.1,,,4.0,8.0,2666.0,256.0,3.0,1.2,3.4,15.0,12.0,,,,,,1,17.0,715.0,,34.0,42.0,,3731.0,181.0,1212.0,108.0,1604.0,1604.0
2.0,Portátil multimedia,Retina,SSD,Thunderbolt 4,ninguno,"wifi, Bluetooth",Bluetooth 5.3,integrada,compatible con HD,1920 x 1080 píxeles,teclado tipo chicle,79.0,"teclas de función, teclas de dirección",4.0,polímero de litio,52.6,no,aluminio,con tapa,sensor de luminosidad,2024.0,,Apple,1.0,Apple,,,,,,teclado iluminado,,negro,,,,,ninguna,ninguno,,,,,,,,,,,,,,,,,,,,,,,,Laptop,1529.0,1626.99,1577.99,13.6,34.544,500.0,6016x3384,1920x1080,15.0,30.0,21.5,11.0,30.4,1.24,224.0,,,16.0,,512.0,,,,,,,,,,,1,96.0,102.0,142.0,124.0,,253.0,3731.0,164.0,139.0,561.0,60.0,60.0
2.0,Portátil multimedia,,SSD,Thunderbolt 4,,"Bluetooth, wifi",Bluetooth 5.4,integrada,,,,,,2.0,ión-litio,75.0,,,con tapa,,2024.0,IEEE 802.11be,Qualcomm,1.0,,,altavoces estéreo,16:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laptop,952.08,1029.11,990.6,14.5,36.83,,,,26.0,65.0,22.6,15.0,32.3,1.7,,,,16.0,,,,,3.4,,,,,,,,1,13.0,,32.0,145.0,,,3731.0,23.0,1212.0,561.0,,
1.0,Portátil multimedia,Full HD,SSD,HDMI 2.0,ninguno,"wifi, Bluetooth",Bluetooth 5.0,integrada,compatible con HD,1280 x 720 píxeles,,,,2.0,ión-litio,56.0,,,con tapa,,2021.0,IEEE 802.11ax,Intel,1.0,Intel,,,16:9,L3,,,,,,,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Laptop,799.0,799.0,799.0,15.6,39.62,1.0,,1280x720,,65.0,23.4,19.0,35.6,1.68,,,8.0,8.0,,256.0,,2.4,4.2,15.0,,,,,,,1,89.0,715.0,135.0,488.0,197.0,,3731.0,684.0,185.0,355.0,1604.0,1604.0
1.0,Portátil multimedia,Full HD,SSD,HDMI,4 en 1,"wifi, Bluetooth",,integrada,,,,,,2.0,ión-litio,35.0,,,con tapa,,2019.0,IEEE 802.11ac,AMD,1.0,AMD,,altavoces estéreo,16:9,L3,DDR4,,2.0,gris,,,64.0,,ninguna,ninguno,,panorámica,,,,,,1x SO-DIMM,1 x 4 GB,,,,,,,Italia,,,,,,,,Laptop,435.0,435.0,435.0,15.6,39.62,,,,6.0,45.0,25.2,20.0,36.2,2.1,,,4.0,8.0,2400.0,256.0,3.0,2.6,3.5,15.0,12.0,,,,,,1,2.0,391.0,,34.0,2.0,,3731.0,30.0,97.0,108.0,1604.0,1604.0
