ofertas,tipo_de_producto,pantalla_tecnologia,disco_duro_tipo_de_disco_duro,grafica_salida_de_video,conectividad_lector_de_tarjetas,comunicaciones_conectividad,comunicaciones_version_bluetooth,camara_webcam,camara_funcion,camara_resolucion,teclado_tipo,teclado_numero_de_teclas,teclado_teclas_adicionales,sonido_numero_de_altavoces,alimentacion_bateria,alimentacion_vatios_hora,alimentacion_bateria_intercambiable,medidas_y_peso_material_de_la_carcasa,medidas_y_peso_diseno,otras_caracteristicas_sensor,otras_caracteristicas_fecha_de_lanzamiento,comunicaciones_estandar_wifi,procesador_fabricante,disco_duro_numero_de_discos_duros_instalados,grafica_fabricante_tarjeta,conectividad_tipo_de_tarjetas_compatibles,sonido_sistema_de_altavoces,pantalla_formato_de_imagen,procesador_nivel_de_cache,ram_tipo,teclado_caracteristica,alimentacion_numero_de_celdas,medidas_y_peso_color,otras_caracteristicas_portatil_configurable,grafica_tipo_memoria,sistema_operativo_arquitectura_bit,pantalla_tiempo_de_reaccion,comunicaciones_transmision_de_datos,almacenamiento_lector_optico,otras_caracteristicas_caracteristicas_especiales,pantalla,comunicaciones_estandar_lan,sonido_modo,otras_caracteristicas_certificacion,ia_caracteristica,ram_numero_ranuras_memoria,ram_ranura_memoria,ram_configuracion_memoria,otras_caracteristicas_software_incluido,pantalla_displayglas,grafica_gpu,pantalla_propiedades,ia_funcion,ia_procesador,otras_caracteristicas_localizacion,conectividad_conexion,otras_caracteristicas_expansion_de_hardware,otras_caracteristicas_articulo_incluido,otras_caracteristicas_caracteristicas_de_la_carcasa,comunicaciones_caracteristicas_del_bluetooth,almacenamiento_velocidades_de_lectura,almacenamiento_velocidades_de_escritura,tipo,precio_min,precio_max,precio_mean,pantalla_tamano_pulgadas,pantalla_diagonal_cm,pantalla_luminosidad_cd_m2,grafica_resolucion_externa_std,camara_resolucion_pulgadas,alimentacion_autonomia_de_la_bateria_horas,alimentacion_vatios,medidas_y_peso_profundidad_cm,medidas_y_peso_altura_mm,medidas_y_peso_ancho_cm,medidas_y_peso_peso_kg,pantalla_densidad_de_pixeles_ppp,pantalla_tasa_de_actualizacion_de_imagen_hz,procesador_cache_mb,ram_memoria_gb,ram_frecuencia_de_la_memoria_mhz,disco_duro_capacidad_de_memoria_ssd_gb,sonido_potencia_de_altavoces_watts,procesador_frecuencia_de_reloj_ghz,procesador_frecuencia_turbo_max_ghz,procesador_potencia_maxima_de_diseno_termico_tdp_watts,ram_extension_de_memoria_maxima_gb,alimentacion_voltaje_de_salida_v,alimentacion_intensidad_de_corriente_a,alimentacion_capacidad_de_la_bateria_ah,disco_duro_capacidad_del_disco_duro_gb,disco_duro_velocidad_de_rotacion_del_disco_duro_rpm,titulo_freq,procesador_freq,grafica_tarjeta_freq,serie_freq,otras_caracteristicas_equipamiento_freq,procesador_nombre_clave_freq,otras_caracteristicas_seguridad_integrada_freq,grafica_memoria_freq,procesador_tipo_freq,sistema_operativo_sistema_operativo_freq,procesador_numero_nucleos_freq,pantalla_resolucion_freq,pantalla_resolucion_pulgadas_freq
1.0,Portátil multimedia,Retina,SSD,Thunderbolt 4,ninguno,"wifi, Bluetooth",Bluetooth 5.3,integrada,compatible con HD,1920 x 1080 píxeles,teclado tipo chicle,79.0,"teclas de función, teclas de dirección",4.0,polímero de litio,52.6,,aluminio,con tapa,sensor de luminosidad,2024.0,,Apple,1.0,Apple,,,,,,,,dorado,,,,,,ninguno,,,,,,,,,,,,10-Core GPU,,,,,,,,,,,,Laptop,2056.49,2056.49,2056.49,13.6,34.544,500.0,6016x3384,1920x1080,15.0,30.0,21.5,11.0,30.4,1.24,,,,24.0,,512.0,,,,,,,,,,,1,96.0,102.0,142.0,9.0,,253.0,3731.0,164.0,139.0,561.0,60.0,60.0
1.0,Portátil multimedia,Full HD,SSD,HDMI 2.0,,"wifi, Bluetooth, LAN",Bluetooth 5.0,0.9 Mpx,,,,,,2.0,ión-litio,40.0,no,,con tapa,,2023.0,,Intel,1.0,Intel,,altavoces estéreo,16:9,L3,,,2.0,negro,,,64.0,,,,,,Gigabit-LAN,,,,,,,,,,,,,,,,,,,,,Laptop,555.0,555.0,555.0,15.6,39.624,,,,5.5,45.0,24.1,20.0,36.3,1.78,,,12.0,8.0,,512.0,,0.9,4.4,15.0,,,,,,,1,165.0,916.0,55.0,53.0,536.0,,3731.0,684.0,1212.0,753.0,1604.0,1604.0
1.0,Portátil multimedia,Full HD,SSD,HDMI,4 en 1,"LAN, wifi, Bluetooth",Bluetooth 5.0,integrada,,,,,teclado numérico,,ión-litio,35.0,,,con tapa,,2022.0,IEEE 802.11ac,AMD,1.0,AMD,,,16:9,L3,DDR4,resistente a salpicaduras,2.0,negro,,,64.0,,ninguna,,,,Gigabit-LAN,,,,,,,,,,,,,Italia,,,,,,,,Laptop,628.09,628.09,628.09,15.6,39.62,250.0,,,,65.0,23.6,20.0,35.9,1.7,,,16.0,8.0,3200.0,256.0,,2.1,4.0,15.0,16.0,,,,,,1,27.0,391.0,,203.0,38.0,,3731.0,200.0,1043.0,255.0,1604.0,1604.0
1.0,Portátil multimedia,,,HDMI 2.1,integrado,"Bluetooth, wifi",Bluetooth 5.3,integrada,,1280 x 720 píxeles,,,,2.0,,53.8,,,con tapa,,2024.0,IEEE 802.11ax,Intel,1.0,Intel,MicroSD,altavoces estéreo,16:9,L3,DDR5,teclado iluminado,3.0,negro,,,,,ninguna,ninguno,teclado numérico,IPS,,,,Microsoft Copilot,,,,,,,,,Intel AI Boost,,,,,,,,,Laptop,849.0,849.0,849.0,15.6,39.624,,4096x2304,1280x720,,90.0,24.1,20.0,35.9,1.9,,,24.0,16.0,,512.0,4.0,1.4,4.8,115.0,64.0,,,,,,1,192.0,270.0,37.0,54.0,462.0,,3731.0,297.0,265.0,366.0,1604.0,1604.0
1.0,Portátil multimedia,Retina,SSD,,integrado,"wifi, Bluetooth",Bluetooth 5.3,12.0 Megapixel,compatible con HD,1920 x 1080 píxeles,,79.0,,,polímero de litio,70.0,,aluminio,con tapa,sensor de luminosidad,2024.0,IEEE 802.11ax,Apple,1.0,Apple,SDXC,altavoces estéreo,,,,,,plateado,,,,,,ninguno,,,,,,,,,,,vidrio estándar,20-Core GPU,,,,,,,,,,,,Laptop,3347.95,3347.95,3347.95,14.2,36.068,1.0,8192x4608,1920x1080,13.0,67.0,22.1,16.0,31.3,1.6,254.0,120.0,,24.0,,1000.0,,,,,,,,,,,1,17.0,14.0,112.0,5.0,,253.0,3731.0,164.0,139.0,299.0,48.0,48.0
1.0,Portátil multimedia,,SSD,HDMI,,"wifi, Bluetooth",Bluetooth 5.1,integrada,compatible con HD,1280 x 720 píxeles,,,teclado numérico,,ión-litio,42.0,,aluminio,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,Intel,,,16:9,L3,DDR4,,3.0,negro,,,64.0,,ninguna,ninguno,,,,,,,,,,,,,,,,Italia,,,,,,,,Laptop,614.99,614.99,614.99,15.6,39.624,250.0,,1280x720,,65.0,23.3,20.0,36.2,1.69,,60.0,12.0,16.0,,512.0,,0.9,4.6,15.0,48.0,20.0,3.25,,,,1,141.0,715.0,133.0,115.0,309.0,,3731.0,684.0,1212.0,753.0,1604.0,1604.0
1.0,Portátil multimedia,Retina,SSD,,integrado,"Bluetooth, wifi",Bluetooth 5.3,integrada,compatible con HD,1920 x 1080 píxeles,,79.0,,2.0,polímero de litio,70.0,no,aluminio,con tapa,sensor de luminosidad,2023.0,IEEE 802.11ax,Apple,1.0,Apple,SDXC,altavoces estéreo,,,,,,plateado,,,,,,ninguno,,,,,,,,,,,,16-Core GPU,,,,,,,,,,,,Laptop,2628.1,2628.1,2628.1,14.2,36.068,1.0,,1920x1080,18.0,67.0,22.1,16.0,31.3,1.6,254.0,,,16.0,,512.0,,,,,,,,,,,1,9.0,3.0,112.0,67.0,,253.0,3731.0,,35.0,753.0,48.0,48.0
1.0,Portátil multimedia,WUXGA,,Thunderbolt 4,,"Bluetooth, wifi",Bluetooth 5.4,integrada,,,,,,2.0,ión-litio,75.0,,,con tapa,,2024.0,IEEE 802.11be,Qualcomm,1.0,Qualcomm,,altavoces estéreo,16:10,,LPDDR5X,,,plateado,,,64.0,,,ninguno,,IPS,,,,,,,,,,,,,,,,,,,,,,Laptop,952.08,952.08,952.08,14.5,36.83,,,,26.0,65.0,22.6,15.0,32.3,1.7,,120.0,,16.0,,512.0,,,3.4,,,,,,,,1,13.0,22.0,32.0,145.0,,,3731.0,23.0,1212.0,561.0,537.0,537.0
1.0,Portátil multimedia,,SSD,,integrado,"wifi, Bluetooth",Bluetooth 5.0,integrada,compatible con HD,1920 x 1080 píxeles,,79.0,,6.0,polímero de litio,70.0,no,aluminio,con tapa,,2021.0,,Apple,1.0,,SDXC,altavoces estéreo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laptop,2677.99,2677.99,2677.99,14.2,36.07,1.0,,1920x1080,11.0,,22.1,16.0,31.3,1.6,,,,,,,,,,,,,,,,,1,9.0,,112.0,15.0,,,,,,,,
,Portátil multimedia,Full HD,SSD,HDMI 2.1,,"wifi, Bluetooth",Bluetooth 5.2,integrada,,,,,,2.0,ión-litio,48.5,,,con tapa,,2023.0,,AMD,1.0,AMD,,altavoces estéreo,16:9,L3,DDR4,,3.0,,,,64.0,,ninguna,ninguno,,,,,,,,,,,,,,,,Italia,,,,,,,,Laptop,,,,15.6,39.624,,,,5.5,65.0,24.1,20.0,36.3,1.78,,,8.0,16.0,,512.0,,2.1,4.0,25.0,32.0,,,,,,1,39.0,391.0,108.0,488.0,83.0,,3731.0,200.0,1212.0,255.0,1604.0,1604.0
1.0,Portátil multimedia,Full HD,SSD,HDMI,4 en 1,"wifi, Bluetooth",,integrada,,,,,,2.0,ión-litio,35.0,,,con tapa,,2019.0,IEEE 802.11ac,Intel,1.0,Intel,,altavoces estéreo,16:9,L3,DDR4,,2.0,,,,64.0,,ninguna,ninguno,,,,,,,,,,,,,,,,Italia,,,,,,,,Laptop,501.0,501.0,501.0,15.6,39.62,,,,6.0,45.0,25.2,20.0,36.2,2.1,,,6.0,8.0,2666.0,256.0,3.0,1.0,3.6,15.0,,,,,,,1,26.0,715.0,,34.0,42.0,,3731.0,684.0,97.0,355.0,1604.0,1604.0
2.0,Portátil multimedia,,,Thunderbolt 3,,"wifi, Bluetooth",Bluetooth 5.0,,compatible con HD,1280 x 720 píxeles,teclado tipo chicle,65.0,,2.0,polímero de litio,58.0,no,aluminio,con tapa,sensor de luminosidad,2018.0,,,,,,altavoces estéreo,16:10,,,,,,,,,,,,,,,,,,,,,"Apple FaceTime, Apple GarageBand, Apple iBooks, Apple iMovie, Apple iTunes, Apple Mac App Store, Apple Safari, Apple Siri, Apple Time Machine",,,,,,,salida auriculares 3.5 mm Jack,,,,,,,Laptop,1999.0,2249.0,2124.0,13.3,33.78,500.0,,1280x720,10.0,61.0,21.2,15.0,30.4,1.37,,,,,,,,,,,,,,,,,1,,,112.0,10.0,,,,,,,,
1.0,Portátil multimedia,Full HD,SSD,HDMI,,"LAN, wifi, Bluetooth",Bluetooth 5.0,integrada,,,,,,,,40.0,,,con tapa,,2022.0,IEEE 802.11ac,Intel,1.0,Intel,,,16:9,L3,,,,gris,,,,,,,,,Gigabit-LAN,,,,,,,,,,,,,,,,,,,,,Laptop,421.99,421.99,421.99,15.6,39.62,,,,,,24.1,20.0,36.3,1.86,,,10.0,8.0,,512.0,,0.9,4.4,15.0,,,,,,,1,69.0,715.0,108.0,61.0,536.0,,3731.0,181.0,272.0,255.0,1604.0,1604.0
1.0,Portátil multimedia,Full HD,SSD,HDMI,4 en 1,"LAN, wifi, Bluetooth",Bluetooth 5.0,integrada,,,,,teclado numérico,,ión-litio,35.0,,,con tapa,,2022.0,IEEE 802.11ac,AMD,1.0,AMD,,,16:9,L3,DDR4,resistente a salpicaduras,2.0,negro,,,64.0,,ninguna,,,,Gigabit-LAN,,,,,,,,,,,,,Italia,,,,,,,,Laptop,596.65,596.65,596.65,15.6,39.62,250.0,,,,65.0,23.6,20.0,35.9,1.7,,,16.0,8.0,3200.0,512.0,,2.0,4.5,15.0,16.0,,,,,,1,8.0,391.0,,203.0,38.0,,3731.0,206.0,1043.0,561.0,1604.0,1604.0
1.0,Portátil multimedia,Full HD,SSD,,integrado,"wifi, Bluetooth",Bluetooth 5.0,integrada,,,,,,,ión-litio,67.0,,,con tapa,,2020.0,,Intel,1.0,Intel,MicroSD,,16:9,L3,LPDDR4X,teclado iluminado,4.0,gris,,,64.0,,,ninguno,Touchpad iluminado,,,,,,,,,,,,,,,,,,,,,,,Laptop,1278.99,1278.99,1278.99,13.3,33.782,450.0,,,,,20.3,14.0,30.4,1.15,,,12.0,16.0,,512.0,,2.8,4.7,15.0,,,,,,,1,35.0,916.0,81.0,63.0,197.0,,3731.0,807.0,1212.0,355.0,1604.0,1604.0
1.0,Portátil multimedia,Full HD,,HDMI,,"LAN, wifi, Bluetooth",Bluetooth 5.1,0.9 Mpx,,,,,teclado numérico,,polímero de litio,38.0,,,con tapa,,2023.0,,AMD,1.0,AMD,,,16:9,L3,LPDDR5,,2.0,negro,,,64.0,,,ninguno,,panorámica,Gigabit-LAN,,,,,,,,,,,,,,,,,,,,,Laptop,510.03,510.03,510.03,15.6,39.624,250.0,,,8.4,65.0,23.6,20.0,35.9,1.65,,,4.0,8.0,4800.0,256.0,,2.8,4.3,15.0,,20.0,3.25,,,,1,47.0,38.0,,203.0,61.0,,3731.0,200.0,1212.0,355.0,1604.0,1604.0
3.0,Portátil multimedia,"3,2K",SSD,,integrado,"wifi, Bluetooth",Bluetooth 5.3,integrada,compatible con HD,2560 x 1440 píxeles,,,,2.0,,54.0,,,con tapa,,2024.0,IEEE 802.11ax,AMD,1.0,AMD,MicroSD,altavoces estéreo,16:10,L3,,,,negro,,,64.0,,,,,OLED,,,,,,,,,,,,,,,,,,,,,,Laptop,1250.51,1457.62,1354.07,16.0,40.64,,,2560x1440,8.0,,24.6,13.0,35.8,1.23,,,,,,,,,,28.0,,,,,,,1,,391.0,32.0,462.0,4.0,,3731.0,,1212.0,,18.0,18.0
1.0,Portátil multimedia,WUXGA,SSD,,,"wifi, Bluetooth",Bluetooth 5.2,integrada,compatible con HD,1280 x 720 píxeles,,,,,,52.5,,,con tapa,,2022.0,IEEE 802.11ax,,1.0,AMD,,Dolby Audio Premium,16:10,,,,4.0,negro,,,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Laptop,3211.85,3211.85,3211.85,14.0,35.56,300.0,,1280x720,,65.0,22.7,18.0,31.8,1.21,,,,16.0,,512.0,,,,,,,,,,,1,7.0,28.0,222.0,488.0,,,3731.0,,185.0,,537.0,537.0
1.0,Portátil multimedia,Full HD,SSD,HDMI,,"LAN, wifi, Bluetooth",Bluetooth 5.0,integrada,compatible con HD,1280 x 720 píxeles,,,,2.0,ión-litio,38.0,,,con tapa,,2022.0,,Intel,1.0,Intel,,altavoces estéreo,16:9,L3,DDR4,,,negro,,,64.0,,,,,,Gigabit-LAN,,,,,,,,,,,,,,,,,,,,,Laptop,433.92,433.92,433.92,15.6,39.62,250.0,,1280x720,5.5,,23.6,20.0,35.9,1.7,,,4.0,8.0,,256.0,3.0,1.1,2.8,6.0,,,,,,,1,7.0,715.0,,488.0,74.0,,3731.0,116.0,1212.0,355.0,1604.0,1604.0
2.0,Portátil multimedia,HD Ready,PCIe SSD,HDMI,integrado,"wifi, Bluetooth",Bluetooth 5.0,integrada,,,,,,,ión-litio,41.0,,,con tapa,,2019.0,,Intel,1.0,Intel,,,16:9,L3,DDR4,,3.0,plateado,,,64.0,,ninguna,ninguno,teclado numérico,,,,,,,,1 x 8 GB,,,,,,,,,,,,,,,Laptop,548.95,751.61,650.28,15.6,39.62,,,,10.25,,24.2,18.0,35.6,1.69,,,2.0,8.0,3200.0,512.0,,0.85,2.6,34.0,,,,,,,1,48.0,715.0,,203.0,197.0,,3731.0,181.0,97.0,46.0,55.0,55.0
2.0,Portátil multimedia,Full HD,PCIe SSD,HDMI,integrado,"wifi, Bluetooth",Bluetooth 5.0,integrada,,,,,,2.0,polímero de litio,37.0,,,con tapa,,2021.0,IEEE 802.11ax,Intel,1.0,Intel,,altavoces estéreo,16:9,L3,DDR4,,2.0,gris,,,,,ninguna,ninguno,teclado numérico,,,,,,1x SO-DIMM,,,,,,,,,,,,,,,,,Laptop,609.0,856.29,732.64,15.6,39.62,,,,,45.0,23.5,20.0,36.0,1.8,,60.0,6.0,8.0,3200.0,512.0,4.0,1.0,3.6,15.0,12.0,19.0,2.37,,,,1,26.0,715.0,198.0,364.0,42.0,,3731.0,684.0,97.0,355.0,1604.0,1604.0
1.0,Portátil multimedia,Full HD,SSD,HDMI,,"LAN, wifi, Bluetooth",Bluetooth 5.0,integrada,compatible con HD,1280 x 720 píxeles,,,,2.0,ión-litio,38.0,,,con tapa,,2022.0,,Intel,1.0,Intel,,altavoces estéreo,16:9,L3,,,,negro,,,64.0,,,,,,Gigabit-LAN,,,,,,,,,,,,,,,,,,,,,Laptop,432.37,432.37,432.37,15.6,39.62,250.0,,1280x720,5.5,,23.6,20.0,35.9,1.7,,,4.0,8.0,,256.0,3.0,1.1,3.3,6.0,,,,,,,1,5.0,715.0,,488.0,74.0,,3731.0,16.0,1212.0,355.0,1604.0,1604.0
1.0,Portátil multimedia,,,,integrado,"wifi, Bluetooth",Bluetooth 5.4,integrada,compatible con HD,1920 x 1080 píxeles,,,,,ión-litio,70.0,,,con tapa,,2024.0,IEEE 802.11be,Qualcomm,1.0,Qualcomm,MicroSD,Harman Kardon,16:9,,LPDDR5X,,3.0,plateado,,,64.0,"0,2 ms",,ninguno,,OLED,,,,Microsoft Copilot,,,,,,,,,Qualcomm Hexagon,,,,,,,,,Laptop,1801.4,1801.4,1801.4,15.6,39.624,600.0,,1920x1080,,90.0,22.7,16.0,35.3,1.42,,120.0,42.0,32.0,,1000.0,,3.4,,,,20.0,4.5,,,,1,19.0,22.0,198.0,462.0,35.0,,3731.0,35.0,1043.0,330.0,,
1.0,Portátil multimedia,,SSD,HDMI,,"LAN, wifi, Bluetooth",Bluetooth 5.1,0.9 Mpx,,,,,teclado numérico,,polímero de litio,38.0,,,con tapa,,2023.0,,Intel,1.0,Intel,,,16:9,L3,DDR4,,2.0,negro,,,64.0,,ninguna,ninguno,,,Gigabit-LAN,,,,1x SO-DIMM,,,,,,,,,Italia,,,,,,,,Laptop,525.35,525.35,525.35,15.6,39.624,250.0,,,8.4,65.0,23.6,20.0,35.9,1.65,,,18.0,8.0,3200.0,256.0,,1.8,4.5,45.0,16.0,20.0,3.25,,,,1,24.0,916.0,,203.0,536.0,,3731.0,684.0,265.0,330.0,1604.0,1604.0
1.0,Portátil multimedia,Full HD,SSD,HDMI,integrado,"wifi, Bluetooth",Bluetooth 5.0,integrada,,,,,,,ión-litio,41.0,,,con tapa,,2019.0,,Intel,1.0,Intel,,,16:9,L3,DDR4,,3.0,plateado,,,,,ninguna,ninguno,teclado numérico,panorámica,,,,,,,1 x 8 GB,,,,,,,,,,,,,,,Laptop,333.9,333.9,333.9,15.6,39.62,,,,10.25,,24.2,18.0,35.6,1.69,,,6.0,8.0,3200.0,256.0,,3.0,4.1,34.0,,,,,,,1,48.0,715.0,,203.0,3.0,,3731.0,181.0,272.0,108.0,1604.0,1604.0
1.0,Portátil multimedia,Full HD,,HDMI,integrado,"wifi, Bluetooth",Bluetooth 5.0,integrada,compatible con HD,,,,,2.0,ión-litio,41.0,,,con tapa,,2023.0,,AMD,1.0,AMD,,altavoces estéreo,16:9,L3,DDR4,,3.0,plateado,,,64.0,,ninguna,ninguno,teclado numérico,,,,,,2x SO-DIMM,2x SO-DIMM,2 x 8 GB,,,,,,,,,,,,,,,Laptop,509.0,509.0,509.0,15.6,39.624,250.0,,,10.25,,24.2,18.0,35.6,1.69,,,8.0,16.0,3200.0,512.0,,2.1,4.0,25.0,,,,,,,1,39.0,391.0,,462.0,83.0,,3731.0,200.0,1212.0,255.0,1604.0,1604.0
1.0,Portátil multimedia,Full HD,SSD,HDMI,integrado,"wifi, Bluetooth",Bluetooth 5.0,integrada,,,,,,2.0,polímero de litio,37.0,,,con tapa,,2021.0,IEEE 802.11ax,Intel,1.0,Intel,,altavoces estéreo,16:9,L3,DDR4,,2.0,plateado,,,64.0,,,ninguno,teclado numérico,,,,,,,,,,,,,,,,,,,,,,,Laptop,449.99,449.99,449.99,15.6,39.62,,,,,45.0,23.5,20.0,36.0,1.8,,,2.0,8.0,,256.0,4.0,0.85,2.6,34.0,16.0,19.0,2.37,,,,1,48.0,715.0,198.0,364.0,197.0,,3731.0,181.0,1212.0,46.0,1604.0,1604.0
1.0,Portátil multimedia,"2,2K",SSD,Thunderbolt 4,,"wifi, Bluetooth",Bluetooth 5.4,,compatible con HD,1920 x 1080 píxeles,,,,,,68.0,,aluminio,con tapa,,2024.0,IEEE 802.11be,AMD,1.0,AMD,,DTS X Ultra,16:10,L3,LPDDR5X,,,plateado,,,,,,ninguno,,,,,,Microsoft Copilot,,,,,,,,,AMD Ryzen AI,,,,,,,,,Laptop,2324.03,2324.03,2324.03,14.0,35.56,400.0,,1920x1080,22.0,65.0,22.4,14.0,31.3,1.34,,,36.0,32.0,7500.0,1000.0,,2.0,5.1,28.0,,,,,,,1,1.0,6.0,5.0,,19.0,,3731.0,27.0,1212.0,330.0,8.0,8.0
5.0,Portátil multimedia,,,,integrado,"wifi, Bluetooth",Bluetooth 5.2,integrada,compatible con HD,1280 x 720 píxeles,,,,,ión-litio,63.0,,,con tapa,,2021.0,IEEE 802.11ax,Intel,,,MicroSD,Harman Kardon,16:10,L3,,,3.0,,,,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Laptop,1528.89,5018.16,3273.53,14.0,35.56,400.0,,1280x720,,65.0,23.4,19.0,32.0,1.44,,,,,,,,,,28.0,,19.0,3.42,,,,1,,,133.0,19.0,,5.0,,,,,,
1.0,Portátil multimedia,WUXGA,,HDMI,integrado,"wifi, Bluetooth",Bluetooth 5.1,integrada,compatible con HD,1920 x 1080 píxeles,,,,2.0,,56.0,,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,Intel,MicroSD,altavoces estéreo,16:10,L3,LPDDR5,,3.0,gris,,,64.0,,ninguna,ninguno,teclado numérico,,,,,,,,,,,,,,,,,,,,,,,Laptop,699.0,699.0,699.0,16.0,40.64,300.0,,1920x1080,,65.0,25.1,17.0,35.6,1.79,,,12.0,16.0,5200.0,1000.0,4.0,1.5,4.6,45.0,16.0,,,,,,1,59.0,715.0,163.0,364.0,274.0,,3731.0,684.0,1212.0,561.0,537.0,537.0
1.0,Portátil multimedia,Full HD,,HDMI,integrado,"wifi, Bluetooth",Bluetooth 5.0,integrada,compatible con HD,1280 x 720 píxeles,,,,2.0,ión-litio,41.0,,,con tapa,,2022.0,,Intel,1.0,Intel,SD,altavoces estéreo,16:9,L3,DDR4,,3.0,plateado,,,64.0,,ninguna,ninguno,teclado numérico,,,,,,2x SO-DIMM,2x SO-DIMM,2 x 4 GB,,,,,,,,,,,,,,,Laptop,499.0,499.0,499.0,15.6,39.624,250.0,,1280x720,7.5,45.0,24.2,18.0,35.9,1.69,,,12.0,8.0,3200.0,512.0,,0.9,4.4,15.0,,,,,,,1,165.0,916.0,,364.0,536.0,,3731.0,684.0,1212.0,753.0,1604.0,1604.0
1.0,Portátil multimedia,,,HDMI 2.1,integrado,"wifi, Bluetooth",Bluetooth 5.4,integrada,compatible con HD,1920 x 1080 píxeles,,,,,ión-litio,78.0,,,con tapa,,2024.0,IEEE 802.11be,AMD,1.0,,MicroSD,Harman Kardon,16:10,,,teclado iluminado,4.0,blanco,,,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Laptop,2108.18,2108.18,2108.18,16.0,40.64,500.0,,1920x1080,,65.0,24.3,13.0,35.4,1.5,,120.0,,32.0,,1000.0,,,,,,19.0,3.42,,,,1,23.0,,81.0,405.0,,,,27.0,1212.0,,168.0,168.0
1.0,Portátil multimedia,WUXGA,SSD,,,"wifi, Bluetooth",Bluetooth 5.3,5.0 Mpx,,,,,,2.0,polímero de litio,56.0,,aluminio,con tapa,,2024.0,,AMD,1.0,AMD,,altavoces estéreo,16:10,L3,,,3.0,,,,64.0,,"LTE, 4G",ninguno,,,,,,,,,,,,,,,,,,,,,,,,Laptop,1349.0,1349.0,1349.0,14.0,35.56,300.0,,,,65.0,22.4,17.0,31.9,1.39,,,16.0,16.0,,512.0,,2.9,4.55,28.0,,,,,,,1,9.0,391.0,135.0,673.0,54.0,,3731.0,200.0,1043.0,255.0,537.0,537.0
2.0,Portátil multimedia,,SSD,HDMI,,"LAN, wifi, Bluetooth",Bluetooth 5.3,integrada,compatible con HD,1280 x 720 píxeles,,,,2.0,ión-litio,41.0,,,con tapa,,2023.0,IEEE 802.11ax,Intel,,Intel,,altavoces estéreo,16:9,L3,DDR4,,3.0,,,,64.0,,,,,panorámica,Gigabit-LAN,,,,,,,,,,,,,,,,,,,,,Laptop,775.94,804.36,790.15,15.6,39.624,250.0,,1280x720,10.0,45.0,24.2,20.0,35.8,1.5,,,12.0,16.0,,512.0,,1.2,5.0,15.0,,,,,,,1,134.0,916.0,63.0,488.0,309.0,,3731.0,807.0,,753.0,1604.0,1604.0
1.0,Portátil multimedia,,,HDMI 2.1,integrado,"wifi, Bluetooth",Bluetooth 5.4,integrada,compatible con HD,1920 x 1080 píxeles,,,,,ión-litio,78.0,,,con tapa,,2024.0,IEEE 802.11be,,1.0,,MicroSD,Harman Kardon,16:10,L3,LPDDR5X,,4.0,blanco,,,64.0,,,ninguno,,OLED,,,,,,,,,,,,,,,,,,,,,,Laptop,2635.91,2635.91,2635.91,16.0,40.64,500.0,,1920x1080,,65.0,24.3,13.0,35.4,1.5,,120.0,36.0,32.0,,1000.0,,2.0,5.1,,,19.0,3.42,,,,1,23.0,,81.0,405.0,,,,,1212.0,330.0,168.0,168.0
1.0,Portátil multimedia,QHD,PCIe SSD,Thunderbolt 4,,"Bluetooth, wifi",,integrada,,,,,,2.0,,63.5,,,con tapa,,,IEEE 802.11ax,Intel,1.0,Intel,,,16:9,L3,LPDDR4X,teclado iluminado,4.0,negro,,,64.0,,ninguna,ninguno,,,,,,,,,,,,,,,,Italia,4 x USB 3.1,,,,,,,Laptop,2993.27,2993.27,2993.27,14.0,35.56,500.0,,,10.0,,20.1,14.0,31.8,1.2,,,12.0,16.0,4266.0,1000.0,4.0,2.8,4.7,15.0,,,,,,,1,35.0,916.0,46.0,673.0,197.0,,3731.0,807.0,97.0,355.0,78.0,78.0
1.0,Portátil multimedia,,SSD,HDMI,integrado,"wifi, Bluetooth",Bluetooth 5.0,integrada,compatible con HD,1280 x 720 píxeles,,,,2.0,ión-litio,41.0,,,con tapa,,2022.0,,Intel,,Intel,SD,altavoces estéreo,16:9,L3,DDR4,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laptop,919.98,919.98,919.98,15.6,39.624,250.0,,1280x720,7.5,45.0,24.2,18.0,35.9,1.69,,,12.0,16.0,3200.0,512.0,,1.2,4.7,15.0,,,,,,,1,93.0,3.0,,462.0,536.0,,3731.0,807.0,,753.0,1604.0,1604.0
