ofertas,tipo_de_producto,pantalla_tecnologia,disco_duro_tipo_de_disco_duro,grafica_salida_de_video,conectividad_lector_de_tarjetas,comunicaciones_conectividad,comunicaciones_version_bluetooth,camara_webcam,camara_funcion,camara_resolucion,teclado_tipo,teclado_numero_de_teclas,teclado_teclas_adicionales,sonido_numero_de_altavoces,alimentacion_bateria,alimentacion_vatios_hora,alimentacion_bateria_intercambiable,medidas_y_peso_material_de_la_carcasa,medidas_y_peso_diseno,otras_caracteristicas_sensor,otras_caracteristicas_fecha_de_lanzamiento,comunicaciones_estandar_wifi,procesador_fabricante,disco_duro_numero_de_discos_duros_instalados,grafica_fabricante_tarjeta,conectividad_tipo_de_tarjetas_compatibles,sonido_sistema_de_altavoces,pantalla_formato_de_imagen,procesador_nivel_de_cache,ram_tipo,teclado_caracteristica,alimentacion_numero_de_celdas,medidas_y_peso_color,otras_caracteristicas_portatil_configurable,grafica_tipo_memoria,sistema_operativo_arquitectura_bit,pantalla_tiempo_de_reaccion,comunicaciones_transmision_de_datos,almacenamiento_lector_optico,otras_caracteristicas_caracteristicas_especiales,pantalla,comunicaciones_estandar_lan,sonido_modo,ia_caracteristica,ram_numero_ranuras_memoria,ram_ranura_memoria,ram_configuracion_memoria,procesador_chipset,otras_caracteristicas_software_incluido,pantalla_propiedades,ia_procesador,sonido_chip,otras_caracteristicas_localizacion,otras_caracteristicas_expansion_de_hardware,otras_caracteristicas_articulo_incluido,otras_caracteristicas_caracteristicas_de_la_carcasa,comunicaciones_caracteristicas_del_bluetooth,tipo,precio_min,precio_max,precio_mean,pantalla_tamano_pulgadas,pantalla_diagonal_cm,pantalla_luminosidad_cd_m2,grafica_resolucion_externa_std,camara_resolucion_pulgadas,alimentacion_autonomia_de_la_bateria_horas,alimentacion_vatios,medidas_y_peso_profundidad_cm,medidas_y_peso_altura_mm,medidas_y_peso_ancho_cm,medidas_y_peso_peso_kg,pantalla_tasa_de_actualizacion_de_imagen_hz,procesador_cache_mb,ram_memoria_gb,ram_frecuencia_de_la_memoria_mhz,disco_duro_capacidad_de_memoria_ssd_gb,sonido_potencia_de_altavoces_watts,procesador_frecuencia_de_reloj_ghz,procesador_frecuencia_turbo_max_ghz,procesador_potencia_maxima_de_diseno_termico_tdp_watts,ram_extension_de_memoria_maxima_gb,alimentacion_voltaje_de_salida_v,alimentacion_intensidad_de_corriente_a,alimentacion_capacidad_de_la_bateria_ah,disco_duro_capacidad_del_disco_duro_gb,titulo_freq,procesador_freq,grafica_tarjeta_freq,serie_freq,otras_caracteristicas_equipamiento_freq,procesador_nombre_clave_freq,otras_caracteristicas_seguridad_integrada_freq,grafica_memoria_freq,procesador_tipo_freq,sistema_operativo_sistema_operativo_freq,procesador_numero_nucleos_freq,pantalla_resolucion_freq,pantalla_resolucion_pulgadas_freq
2.0,Portátil gaming,Full HD,,HDMI,,"LAN, wifi, Bluetooth",Bluetooth 5.3,integrada,compatible con HD,1920 x 1080 píxeles,,,,2.0,,83.0,,,con tapa,,2024.0,IEEE 802.11ax,AMD,1.0,NVIDIA,,,16:9,,DDR5,teclado iluminado,6.0,negro,,GDDR6,64.0,7 ms,ninguna,ninguno,teclado numérico,,Gigabit-LAN,,,2x SO-DIMM,2x SO-DIMM,2 x 16 GB,,,,AMD Ryzen AI,,,,,,,Laptop,1559.0,1559.0,1559.0,17.3,43.942,300.0,,1920x1080,6.75,,27.8,30.0,39.8,2.95,144.0,16.0,32.0,5600.0,1000.0,,3.8,5.1,54.0,,,,,,1,25.0,487.0,94.0,488.0,4.0,,103.0,2.0,1212.0,561.0,1604.0,1604.0
1.0,Portátil gaming,Full HD,,HDMI 2.1,,"wifi, Bluetooth, LAN",Bluetooth 5.1,integrada,compatible con HD,1920 x 1080 píxeles,,,,2.0,polímero de litio,60.0,,,con tapa,,2024.0,IEEE 802.11ax,AMD,1.0,NVIDIA,,altavoces estéreo,16:9,L3,DDR5,teclado iluminado,,gris,,,64.0,,ninguna,ninguno,teclado numérico,,Gigabit-LAN,,,2x SO-DIMM,2x SO-DIMM,2 x 12 GB,,,,,,,,,,,Laptop,1149.0,1149.0,1149.0,15.6,39.624,300.0,,1920x1080,5.3,170.0,25.9,24.0,36.0,2.38,144.0,16.0,24.0,4800.0,1000.0,,3.1,4.5,54.0,32.0,,,,,1,18.0,358.0,,673.0,54.0,,11.0,206.0,1212.0,561.0,1604.0,1604.0
3.0,Portátil gaming,QHD,,HDMI 2.1,,"LAN, wifi, Bluetooth",Bluetooth 5.3,integrada,compatible con HD,1920 x 1080 píxeles,,,,2.0,,83.0,,,con tapa,,2023.0,IEEE 802.11ax,AMD,1.0,NVIDIA,,,16:9,L3,DDR5,teclado iluminado,6.0,negro,,GDDR6,,,ninguna,ninguno,,,Gigabit-LAN,,,2x SO-DIMM,2x SO-DIMM,2 x 16 GB,,,,,,,,,,,Laptop,1535.0,1687.0,1611.0,16.1,40.894,250.0,,1920x1080,8.25,230.0,25.9,24.0,36.9,2.36,240.0,32.0,32.0,5600.0,2000.0,,3.8,5.1,45.0,,,,,,1,19.0,487.0,94.0,364.0,47.0,,400.0,206.0,272.0,561.0,78.0,78.0
2.0,Portátil gaming,WQXGA,SSD,,,"Bluetooth, wifi",Bluetooth 5.2,integrada,compatible con HD,1920 x 1080 píxeles,,,,4.0,ión-litio,90.0,,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,Dolby Atmos,16:10,L3,DDR5,,4.0,negro,,GDDR6,64.0,3 ms,,,,Mini-LED,,,,,,,,,,,,,,,,,Laptop,3255.36,3292.78,3274.07,16.0,40.64,,,1920x1080,,240.0,24.3,22.0,35.5,2.0,,24.0,32.0,4800.0,2000.0,,1.9,5.4,45.0,,20.0,12.0,,,1,41.0,358.0,98.0,673.0,274.0,,400.0,192.0,1212.0,299.0,347.0,347.0
1.0,Portátil gaming,Full HD,SSD,HDMI 2.0,,"wifi, Bluetooth, LAN",Bluetooth 5.0,,,,,,,,polímero de litio,48.0,,,con tapa,,2020.0,,AMD,1.0,NVIDIA,,,16:9,L3,DDR5,,3.0,negro,,GDDR6,,,,,,panorámica,Gigabit-LAN,,,,,,,,,,,,,,,,Laptop,899.9,899.9,899.9,15.6,39.624,,,,,,25.6,25.0,35.9,2.3,,16.0,16.0,,512.0,,3.1,4.5,54.0,,,,,,1,18.0,164.0,60.0,28.0,54.0,,115.0,206.0,1212.0,561.0,1604.0,1604.0
2.0,Portátil gaming,FHD+,,HDMI 2.1,,"wifi, Bluetooth",Bluetooth 5.3,integrada,,1280 x 720 píxeles,,,,2.0,polímero de litio,65.0,,,con tapa,,2024.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,altavoces estéreo,16:10,L3,DDR5,teclado iluminado,4.0,negro,,GDDR6,64.0,,ninguna,ninguno,teclado numérico,IPS,,,,2x SO-DIMM,2x SO-DIMM,2 x 8 GB,,,,,,,,,,,Laptop,1548.99,2564.28,2056.64,17.3,43.942,,,1280x720,,200.0,28.0,27.0,38.3,2.8,165.0,30.0,16.0,5600.0,1000.0,4.0,3.9,5.5,55.0,96.0,,,,,1,23.0,487.0,11.0,488.0,866.0,,400.0,807.0,1212.0,38.0,537.0,537.0
3.0,Portátil gaming,,,HDMI 2.0,,"wifi, Bluetooth, LAN",Bluetooth 5.2,integrada,,,,,,2.0,ión-litio,56.0,,,con tapa,,2023.0,IEEE 802.11ax,AMD,1.0,NVIDIA,,,16:9,L3,DDR5,,4.0,negro,,GDDR6,64.0,,,ninguno,,panorámica,Gigabit-LAN,,,0x SO-DIMM,2x SO-DIMM,2 x 8 GB,,,,,,,,,,,Laptop,1404.18,1565.73,1484.95,17.3,43.942,250.0,,,,200.0,26.4,23.0,39.4,2.6,144.0,16.0,16.0,4800.0,512.0,,3.3,4.55,35.0,32.0,,,,,1,16.0,487.0,60.0,673.0,54.0,,400.0,200.0,1212.0,255.0,1604.0,1604.0
2.0,Portátil gaming,,SSD,HDMI 2.1,,"LAN, wifi, Bluetooth",Bluetooth 5.2,integrada,,1280 x 720 píxeles,,,,2.0,,53.5,,,con tapa,,2023.0,IEEE 802.11ax,Intel,,NVIDIA,,altavoces estéreo,16:9,L3,DDR5,,3.0,,,GDDR6,,,,,,panorámica,Gigabit-LAN,,,,,,,,,,,,,,,,Laptop,1975.82,2210.99,2093.4,15.6,39.62,,,1280x720,,200.0,25.9,25.0,35.9,2.25,144.0,24.0,16.0,,1000.0,4.0,1.8,4.9,45.0,,,,,1000.0,1,78.0,358.0,49.0,488.0,274.0,,103.0,807.0,,753.0,1604.0,1604.0
5.0,Portátil gaming,,SSD,HDMI 2.1,,"wifi, Bluetooth",Bluetooth 5.3,integrada,,1280 x 720 píxeles,,,,2.0,polímero de litio,65.0,,,con tapa,,2024.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,altavoces estéreo,16:10,L3,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,Laptop,1548.99,2897.89,2223.44,17.3,43.942,,,1280x720,,200.0,28.0,27.0,38.3,2.8,,30.0,,,,4.0,,,55.0,,,,,,1,,,11.0,673.0,,,,807.0,,,,
4.0,Portátil gaming,Full HD,,HDMI 2.1,,"wifi, Bluetooth",Bluetooth 5.3,integrada,,,,,,2.0,polímero de litio,83.0,,,con tapa,,2024.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,,16:9,L3,DDR5,teclado iluminado,6.0,azul,,GDDR6,,,ninguna,ninguno,teclado numérico,,,,,2x SO-DIMM,2x SO-DIMM,2 x 8 GB,,,,,,,,,,,Laptop,1259.73,1393.66,1326.7,16.1,40.894,,,,,,25.9,23.0,36.9,2.33,144.0,30.0,16.0,5600.0,1000.0,,1.6,5.2,55.0,,,,,,1,23.0,487.0,72.0,364.0,86.0,,103.0,807.0,272.0,366.0,1604.0,1604.0
1.0,Portátil gaming,Full HD,,,,"wifi, Bluetooth",Bluetooth 5.0,0.9 Mpx,,,,,,,,,,,con tapa,,2020.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,,16:9,L3,DDR4,teclado iluminado,,negro,,GDDR6,64.0,,ninguna,ninguno,teclado numérico,,,,,2x SO-DIMM,2x SO-DIMM,2 x 8 GB,,,,,,,,,,,Laptop,1290.72,1290.72,1290.72,17.3,43.942,,,,,,,,,,360.0,24.0,16.0,3200.0,512.0,,1.7,4.7,45.0,64.0,,,,,1,27.0,487.0,29.0,61.0,536.0,,400.0,807.0,1212.0,753.0,1604.0,1604.0
2.0,Portátil gaming,Full HD,SSD,,integrado,"Bluetooth, LAN, wifi",Bluetooth 5.1,integrada,compatible con HD,1280 x 720 píxeles,,,,,polímero de litio,53.0,,,con tapa,,2024.0,IEEE 802.11ax,Intel,1.0,,MicroSD,,16:9,L3,DDR4,,4.0,negro,,,,,,,,panorámica,Gigabit-LAN,,,,,,,,,,,,,,,,Laptop,1172.82,1389.97,1281.39,15.6,39.624,,,1280x720,4.5,,24.0,24.0,36.0,2.1,,24.0,16.0,,512.0,,1.7,4.7,45.0,,,,,,1,27.0,358.0,49.0,6.0,536.0,,,807.0,265.0,753.0,1604.0,1604.0
1.0,Portátil gaming,,,,integrado,"Bluetooth, wifi",,1.0 Mpx,compatible con HD,1280 x 720 píxeles,,,,,,80.0,,,con tapa,,2020.0,IEEE 802.11ax,Intel,1.0,NVIDIA,SD,,16:9,L3,,,,,,GDDR6,,,,,,,,,,,,,,,,,,,,,,,Laptop,2593.56,2593.56,2593.56,15.6,39.62,,,1280x720,6.0,230.0,23.5,18.0,35.5,2.2,,16.0,32.0,,1000.0,,2.3,5.1,45.0,,,,,,1,5.0,4.0,30.0,53.0,14.0,,9.0,807.0,,561.0,25.0,25.0
3.0,Portátil gaming,Full HD,,HDMI,,"LAN, wifi, Bluetooth",Bluetooth 5.2,integrada,,1280 x 720 píxeles,,,,2.0,,52.4,,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,altavoces estéreo,16:9,L3,DDR4,teclado iluminado,3.0,negro,,GDDR6,,,ninguna,ninguno,,,Gigabit-LAN,,,2x SO-DIMM,2x SO-DIMM,2 x 8 GB,,,,,,,,,,,Laptop,999.0,1499.02,1249.01,15.6,39.624,,,1280x720,,120.0,25.4,22.0,35.9,1.86,144.0,12.0,16.0,3200.0,512.0,4.0,1.5,4.4,45.0,64.0,,,,,1,71.0,164.0,29.0,488.0,536.0,,133.0,684.0,265.0,561.0,1604.0,1604.0
6.0,Portátil gaming,,,,,"Bluetooth, LAN, wifi",Bluetooth 5.1,integrada,compatible con HD,1280 x 720 píxeles,,,,2.0,,,,,con tapa,,2022.0,IEEE 802.11ax,,,,,,16:9,,,,,,,,,,,,,panorámica,"2,5-Gbit/s-Ethernet",,,,,,,,,,,,,,,,Laptop,758.35,2260.18,1509.26,17.3,43.942,,,1280x720,,230.0,29.3,28.0,40.1,3.0,,,,,,,,,,,,,,,1,,,45.0,673.0,,,,,,,,
2.0,Portátil gaming,,,HDMI,3 en 1,"wifi, Bluetooth, LAN",Bluetooth 5.2,integrada,,1280 x 720 píxeles,teclado gamer,,,2.0,polímero de litio,99.9,,,con tapa,,2022.0,,,,,,altavoces estéreo,16:9,,,,4.0,,,,,,,,,panorámica,Gigabit-LAN,,,,,,,Nahimic,,,,,,,,,Laptop,1799.0,3225.75,2512.38,15.6,39.62,,4096x2304,1280x720,6.0,230.0,25.9,24.0,35.9,2.3,,,,,,,,,,,,,,,1,,,14.0,462.0,,,,,,,,
1.0,Portátil gaming,Full HD,PCIe SSD,HDMI 2.1,,"wifi, Bluetooth, LAN",Bluetooth 5.2,integrada,compatible con HD,1280 x 720 píxeles,,,,2.0,ión-litio,90.0,,,con tapa,,2023.0,IEEE 802.11ax,AMD,1.0,,,,16:9,L3,DDR5,,4.0,gris,,,,3 ms,,,,,Gigabit-LAN,,,,,,,,,,,,,,,,Laptop,1099.0,1099.0,1099.0,15.6,39.624,,,1280x720,,240.0,25.1,25.0,35.4,2.2,144.0,16.0,16.0,,1000.0,,3.1,4.5,54.0,,20.0,12.0,,,1,18.0,487.0,60.0,673.0,54.0,,400.0,206.0,1212.0,561.0,,
1.0,Portátil gaming,QHD,,HDMI 2.1,,"LAN, wifi, Bluetooth",Bluetooth 5.2,integrada,,1280 x 720 píxeles,,,,2.0,,53.5,,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,altavoces estéreo,16:9,L3,DDR5,teclado iluminado,3.0,negro,,GDDR6,,,ninguna,ninguno,teclado numérico,,Gigabit-LAN,,,2x SO-DIMM,2x SO-DIMM,2 x 8 GB,,,,,,,,,,,Laptop,1399.0,1399.0,1399.0,15.6,39.62,,,1280x720,,200.0,25.9,25.0,35.9,2.25,165.0,24.0,16.0,,1000.0,4.0,1.8,5.0,45.0,,,,,,1,91.0,358.0,49.0,488.0,274.0,,400.0,807.0,272.0,299.0,78.0,78.0
5.0,Portátil gaming,,SSD,,,"Bluetooth, wifi",Bluetooth 5.2,integrada,compatible con HD,1920 x 1080 píxeles,,,,4.0,ión-litio,90.0,,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,Dolby Atmos,16:10,L3,,,4.0,negro,,GDDR6,64.0,3 ms,,,,,,,,,,,,,,,,,,,,,Laptop,3230.77,5691.79,4461.28,16.0,40.64,,,1920x1080,,240.0,24.3,22.0,35.5,2.0,,24.0,,,,,1.9,5.4,45.0,,20.0,12.0,,,1,41.0,,98.0,673.0,274.0,,,192.0,,299.0,,
3.0,Portátil gaming,WUXGA,,HDMI 2.1,,"LAN, wifi, Bluetooth",Bluetooth 5.3,integrada,,,,,,2.0,polímero de litio,70.0,,,con tapa,,2023.0,IEEE 802.11ax,AMD,1.0,NVIDIA,,,16:9,L3,DDR5,,4.0,negro,,,64.0,,,ninguno,,,Gigabit-LAN,,,0x SO-DIMM,2x SO-DIMM,2 x 16 GB,,,,,,,,,,,Laptop,1570.25,1849.98,1710.12,16.1,40.894,250.0,,,7.25,230.0,25.9,23.0,36.9,2.33,144.0,32.0,32.0,5600.0,512.0,,3.8,5.1,45.0,,,,,,1,19.0,358.0,72.0,364.0,47.0,,103.0,206.0,1212.0,561.0,,
4.0,Portátil gaming,,,HDMI 2.0,,"wifi, Bluetooth, LAN",Bluetooth 5.2,integrada,,,,,,2.0,ión-litio,90.0,,,con tapa,,2022.0,IEEE 802.11ax,,,,,,16:9,L3,,,4.0,,,,,,,,,,Gigabit-LAN,,,,,,,,,,,,,,,,Laptop,1250.0,2181.31,1715.65,17.3,43.94,,,,,240.0,26.4,25.0,39.4,2.6,,,,,,,,,,,,,,,1,,,60.0,673.0,,,,,,,,
2.0,Portátil gaming,QHD,SSD,,,"LAN, wifi, Bluetooth",Bluetooth 5.3,integrada,,1280 x 720 píxeles,,,,2.0,,99.9,,,con tapa,,2023.0,,AMD,1.0,NVIDIA,,altavoces estéreo,16:9,L3,DDR5,,4.0,,,GDDR6,,,,ninguno,,,"2,5-Gbit/s-Ethernet",,,,,,,,,,,,,,,,Laptop,2043.94,2188.99,2116.47,17.3,43.942,400.0,,1280x720,,240.0,28.4,26.0,39.7,2.8,,64.0,16.0,,1000.0,4.0,2.5,5.4,55.0,,,,,,1,13.0,487.0,4.0,488.0,15.0,,400.0,53.0,265.0,366.0,78.0,78.0
1.0,Portátil gaming,WQXGA,,HDMI 2.1,,"LAN, wifi, Bluetooth",Bluetooth 5.3,integrada,compatible con HD,1920 x 1080 píxeles,,,,2.0,,83.0,,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,,16:9,L3,DDR5,teclado iluminado,6.0,negro,,GDDR6,64.0,,ninguna,ninguno,,,Gigabit-LAN,,,2x SO-DIMM,2x SO-DIMM,2 x 16 GB,,,,,,,,,,,Laptop,2050.1,2050.1,2050.1,16.1,40.894,250.0,,1920x1080,8.25,230.0,25.9,24.0,36.9,2.36,240.0,30.0,32.0,4800.0,1000.0,,1.5,5.0,55.0,,,,,,1,46.0,358.0,94.0,364.0,866.0,,103.0,807.0,1212.0,366.0,347.0,347.0
2.0,Portátil gaming,,,HDMI,integrado,"wifi, Bluetooth, LAN",Bluetooth 5.1,integrada,,,,,,,ión-litio,,,,con tapa,,2023.0,,,,,MicroSD,,16:10,,,,4.0,,,,,,,,,,Gigabit-LAN,,,,,,,,,,,,,,,,Laptop,1846.99,1999.99,1923.49,16.0,40.64,,,,,330.0,28.0,28.0,36.0,2.8,,,,,,,,,,,,,,,1,,,56.0,405.0,,,,,,,,
1.0,Portátil gaming,WQUXGA,,,,"LAN, wifi, Bluetooth",Bluetooth 5.3,integrada,,1920 x 1080 píxeles,,,,2.0,polímero de litio,99.9,,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,,16:10,L3,DDR5,teclado iluminado,4.0,negro,,GDDR6,64.0,,ninguna,ninguno,teclado numérico,,"2,5-Gbit/s-Ethernet",,,2x SO-DIMM,2x SO-DIMM,2 x 16 GB,,,,,,,,,,,Laptop,2449.0,2449.0,2449.0,16.0,40.64,,,1920x1080,,280.0,28.4,28.0,35.7,2.7,240.0,30.0,32.0,,1000.0,4.0,1.5,5.0,55.0,64.0,,,,,1,46.0,358.0,14.0,364.0,866.0,,400.0,807.0,1043.0,366.0,49.0,49.0
3.0,Portátil gaming,,,,,"wifi, Bluetooth, LAN",Bluetooth 5.0,integrada,compatible con HD,1280 x 720 píxeles,,,,2.0,,,,,con tapa,,2021.0,IEEE 802.11ax,,,,,altavoces estéreo,16:9,,,,,,,,,,,,,panorámica,Gigabit-LAN,,,,,,,,,,,,,,,,Laptop,1005.46,1476.31,1240.88,17.3,43.94,300.0,,1280x720,8.0,,28.0,25.0,40.4,2.7,,,,,,,,,,,,,,,1,,,45.0,145.0,,,,,,,,
1.0,Portátil gaming,QHD+,,,,"LAN, wifi, Bluetooth",Bluetooth 5.3,integrada,,1920 x 1080 píxeles,,,,2.0,,99.9,,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,,16:10,L3,DDR5,teclado iluminado,4.0,negro,,GDDR6,,,ninguna,ninguno,teclado numérico,IPS,"2,5-Gbit/s-Ethernet",,,,2x SO-DIMM,2 x 16 GB,,,,,,,,,,,Laptop,3514.02,3514.02,3514.02,17.3,43.942,,,1920x1080,,330.0,29.8,23.0,38.0,3.1,240.0,30.0,32.0,,1000.0,4.0,1.5,5.0,55.0,,,,,,1,46.0,76.0,14.0,364.0,866.0,,69.0,807.0,272.0,366.0,347.0,347.0
3.0,Portátil gaming,,,HDMI 2.1,,"wifi, Bluetooth, LAN",Bluetooth 5.1,integrada,compatible con HD,1920 x 1080 píxeles,,,,2.0,polímero de litio,60.0,,,con tapa,,2024.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,altavoces estéreo,16:9,,DDR5,,,gris,,,64.0,,,ninguno,,IPS,Gigabit-LAN,,,0x SO-DIMM,2x SO-DIMM,2 x 12 GB,,,,,,,,,,,Laptop,968.95,1143.88,1056.41,15.6,39.624,300.0,,1920x1080,5.3,170.0,25.9,24.0,36.0,2.38,144.0,,24.0,4800.0,512.0,,,,,32.0,,,,,1,9.0,121.0,,673.0,,,133.0,684.0,265.0,561.0,50.0,50.0
2.0,Portátil gaming,,SSD,HDMI 2.1,,"wifi, Bluetooth",Bluetooth 5.3,integrada,compatible con HD,1280 x 720 píxeles,,,,2.0,ión-litio,57.0,,,con tapa,,2024.0,IEEE 802.11ax,AMD,,NVIDIA,,,16:10,L3,,,3.0,negro,,,,,,,,,,,,,,,,,,,,,,,,,Laptop,1605.0,1689.31,1647.15,16.0,40.64,,,1280x720,4.5,135.0,27.8,25.0,36.2,2.5,,,,,,,,,45.0,,,,,,1,,,45.0,673.0,49.0,,,,1212.0,,,
2.0,Portátil gaming,QHD,,,ninguno,"Bluetooth, wifi",Bluetooth 5.3,integrada,,,,,,2.0,,65.0,,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,altavoces estéreo,16:9,L3,DDR5,teclado iluminado,4.0,negro,,GDDR6,,,ninguna,ninguno,,,,,,2x SO-DIMM,2x SO-DIMM,2 x 16 GB,,,,,,,,,,,Laptop,2299.0,4575.59,3437.3,15.6,39.624,,,,,,26.7,23.0,35.8,2.38,240.0,25.0,32.0,4800.0,1000.0,4.0,1.5,4.8,55.0,64.0,,,,,1,6.0,12.0,,58.0,25.0,,40.0,807.0,265.0,366.0,78.0,78.0
1.0,Portátil gaming,WQXGA,SSD,,integrado,"wifi, Bluetooth",Bluetooth 5.3,integrada,compatible con HD,1920 x 1080 píxeles,,,,2.0,ión-litio,90.0,,,con tapa,,2024.0,IEEE 802.11ax,Intel,1.0,NVIDIA,MicroSD,,16:10,L3,LPDDR5X,,4.0,gris,,GDDR6,64.0,3 ms,,,,,,,,,,,,,,,,,,,,,Laptop,3048.28,3048.28,3048.28,16.0,40.64,500.0,,1920x1080,,,24.6,17.0,35.4,2.0,240.0,24.0,32.0,,1000.0,4.0,3.8,5.1,28.0,,,,,,1,59.0,487.0,98.0,405.0,462.0,,400.0,64.0,1212.0,366.0,347.0,347.0
1.0,Portátil gaming,Full HD,PCIe SSD,HDMI 2.0,,"LAN, Bluetooth",Bluetooth 5.1,integrada,,,,,,,,,,,con tapa,,2020.0,IEEE 802.11ax,AMD,1.0,AMD,,,16:9,L3,DDR4,teclado iluminado,,negro,,GDDR6,,,ninguna,ninguno,teclado numérico,,Gigabit-LAN,,,,,1 x 8 GB,,,,,,,,,,,Laptop,1062.48,1062.48,1062.48,15.6,39.624,,,,,,25.4,22.0,35.9,1.86,144.0,16.0,8.0,3200.0,512.0,,3.3,4.2,45.0,,,,,,1,17.0,3.0,,488.0,26.0,,115.0,200.0,272.0,255.0,1604.0,1604.0
3.0,Portátil gaming,,SSD,HDMI 2.0,,"wifi, Bluetooth, LAN",Bluetooth 5.2,integrada,,,,,,2.0,ión-litio,56.0,,,con tapa,,2023.0,IEEE 802.11ax,,1.0,NVIDIA,,,16:9,L3,,,4.0,,,GDDR6,64.0,,,,,panorámica,Gigabit-LAN,,,,,,,,,,,,,,,,Laptop,1404.18,1565.73,1484.95,17.3,43.942,250.0,,,,200.0,26.4,23.0,39.4,2.6,,,16.0,,512.0,,,,,,,,,,1,,,60.0,673.0,,,103.0,,1212.0,,,
1.0,Portátil gaming,Full HD,SSD,HDMI,,"LAN, wifi, Bluetooth",Bluetooth 5.0,integrada,compatible con HD,1280 x 720 píxeles,,,,2.0,polímero de litio,45.0,,,con tapa,,2020.0,,AMD,1.0,NVIDIA,,altavoces estéreo,16:9,L3,DDR4,teclado iluminado,,negro,,GDDR6,64.0,,ninguna,ninguno,teclado numérico,panorámica,Gigabit-LAN,,,,,2 x 8 GB,,,,,,,,,,,Laptop,1436.51,1436.51,1436.51,15.6,39.62,250.0,,1280x720,9.7,,25.0,25.0,35.9,2.2,120.0,16.0,16.0,3200.0,512.0,,3.3,4.2,45.0,,,,,,1,17.0,183.0,163.0,488.0,26.0,,44.0,200.0,1212.0,255.0,1604.0,1604.0
2.0,Portátil gaming,Full HD,PCIe SSD,HDMI,,"LAN, wifi, Bluetooth",Bluetooth 5.2,integrada,,1280 x 720 píxeles,,,,,,53.5,,,con tapa,,2022.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,,16:9,L3,DDR4,teclado iluminado,3.0,negro,,GDDR6,,,,ninguno,teclado numérico,,Gigabit-LAN,,,2x SO-DIMM,,2 x 8 GB,,,,,,,,,,,Laptop,1579.0,2141.95,1860.47,15.6,39.62,,,1280x720,,,25.9,25.0,35.9,2.25,144.0,24.0,16.0,3200.0,512.0,,1.7,4.7,45.0,,,,,,1,27.0,183.0,49.0,103.0,536.0,,44.0,807.0,272.0,753.0,1604.0,1604.0
2.0,Portátil gaming,WUXGA,,,,"wifi, Bluetooth",Bluetooth 5.3,integrada,,1280 x 720 píxeles,,,,4.0,,72.0,,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,Intel,,,16:10,L3,DDR5,,4.0,negro,,GDDR6,64.0,,,ninguno,,panorámica,,,,0x SO-DIMM,2x SO-DIMM,2 x 8 GB,,,,,,,,,,,Laptop,1920.5,2202.68,2061.59,14.0,35.56,,,1280x720,,240.0,24.6,19.0,31.5,1.7,,24.0,16.0,5200.0,1000.0,8.0,1.8,4.9,45.0,64.0,,,,,1,78.0,,30.0,103.0,274.0,,3.0,807.0,1212.0,753.0,537.0,537.0
1.0,Portátil gaming,WUXGA,SSD,HDMI 2.0,,"wifi, Bluetooth, LAN",Bluetooth 5.2,integrada,,,,,,2.0,ión-litio,90.0,,,con tapa,,2022.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,altavoces estéreo,16:9,L3,DDR4,teclado iluminado,4.0,,,GDDR6,64.0,,ninguna,ninguno,,,Gigabit-LAN,,,2x SO-DIMM,,,,,,,,Italia,,,,,Laptop,2201.0,2201.0,2201.0,15.6,39.624,250.0,,,,240.0,25.1,25.0,35.4,2.2,144.0,24.0,16.0,3200.0,512.0,,1.7,4.7,45.0,32.0,,,,,1,55.0,358.0,60.0,145.0,536.0,,400.0,807.0,1212.0,299.0,1604.0,1604.0
