ofertas,tipo_de_producto,pantalla_tecnologia,disco_duro_tipo_de_disco_duro,grafica_salida_de_video,conectividad_lector_de_tarjetas,comunicaciones_conectividad,comunicaciones_version_bluetooth,camara_webcam,camara_funcion,camara_resolucion,teclado_tipo,teclado_numero_de_teclas,teclado_teclas_adicionales,sonido_numero_de_altavoces,alimentacion_bateria,alimentacion_vatios_hora,alimentacion_bateria_intercambiable,medidas_y_peso_material_de_la_carcasa,medidas_y_peso_diseno,otras_caracteristicas_sensor,otras_caracteristicas_fecha_de_lanzamiento,comunicaciones_estandar_wifi,procesador_fabricante,disco_duro_numero_de_discos_duros_instalados,grafica_fabricante_tarjeta,conectividad_tipo_de_tarjetas_compatibles,sonido_sistema_de_altavoces,pantalla_formato_de_imagen,procesador_nivel_de_cache,ram_tipo,teclado_caracteristica,alimentacion_numero_de_celdas,medidas_y_peso_color,otras_caracteristicas_portatil_configurable,grafica_tipo_memoria,sistema_operativo_arquitectura_bit,pantalla_tiempo_de_reaccion,comunicaciones_transmision_de_datos,almacenamiento_lector_optico,otras_caracteristicas_caracteristicas_especiales,pantalla,comunicaciones_estandar_lan,sonido_modo,ia_caracteristica,ram_numero_ranuras_memoria,ram_ranura_memoria,ram_configuracion_memoria,procesador_chipset,otras_caracteristicas_software_incluido,pantalla_propiedades,ia_procesador,sonido_chip,otras_caracteristicas_localizacion,otras_caracteristicas_expansion_de_hardware,otras_caracteristicas_articulo_incluido,otras_caracteristicas_caracteristicas_de_la_carcasa,comunicaciones_caracteristicas_del_bluetooth,tipo,precio_min,precio_max,precio_mean,pantalla_tamano_pulgadas,pantalla_diagonal_cm,pantalla_luminosidad_cd_m2,grafica_resolucion_externa_std,camara_resolucion_pulgadas,alimentacion_autonomia_de_la_bateria_horas,alimentacion_vatios,medidas_y_peso_profundidad_cm,medidas_y_peso_altura_mm,medidas_y_peso_ancho_cm,medidas_y_peso_peso_kg,pantalla_tasa_de_actualizacion_de_imagen_hz,procesador_cache_mb,ram_memoria_gb,ram_frecuencia_de_la_memoria_mhz,disco_duro_capacidad_de_memoria_ssd_gb,sonido_potencia_de_altavoces_watts,procesador_frecuencia_de_reloj_ghz,procesador_frecuencia_turbo_max_ghz,procesador_potencia_maxima_de_diseno_termico_tdp_watts,ram_extension_de_memoria_maxima_gb,alimentacion_voltaje_de_salida_v,alimentacion_intensidad_de_corriente_a,alimentacion_capacidad_de_la_bateria_ah,disco_duro_capacidad_del_disco_duro_gb,titulo_freq,procesador_freq,grafica_tarjeta_freq,serie_freq,otras_caracteristicas_equipamiento_freq,procesador_nombre_clave_freq,otras_caracteristicas_seguridad_integrada_freq,grafica_memoria_freq,procesador_tipo_freq,sistema_operativo_sistema_operativo_freq,procesador_numero_nucleos_freq,pantalla_resolucion_freq,pantalla_resolucion_pulgadas_freq
2.0,Portátil gaming,Full HD,,HDMI 2.1,,"LAN, wifi, Bluetooth",Bluetooth 5.3,integrada,compatible con HD,1280 x 720 píxeles,,,,2.0,,70.0,,,con tapa,,2023.0,IEEE 802.11ac,Intel,1.0,NVIDIA,,,16:9,L3,DDR4,,,plateado,,GDDR6,64.0,,,ninguno,,panorámica,Gigabit-LAN,,,0x SO-DIMM,2x SO-DIMM,2 x 8 GB,,,,,,,,,,,Laptop,855.0,931.19,893.1,15.6,39.624,,,1280x720,,,25.5,24.0,35.8,2.29,,12.0,16.0,3200.0,512.0,,1.5,4.4,45.0,,,,,,1,71.0,164.0,72.0,364.0,536.0,,30.0,684.0,1212.0,561.0,1604.0,1604.0
2.0,Portátil gaming,Full HD,SSD,HDMI 2.1,,"LAN, wifi, Bluetooth",Bluetooth 5.1,integrada,compatible con HD,1920 x 1080 píxeles,,,,2.0,polímero de litio,60.0,,,con tapa,,2024.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,altavoces estéreo,16:9,L3,DDR5,,,gris,,,,,,,,,Gigabit-LAN,,Lenovo AI Engine+,,,,,,,,,,,,,,Laptop,1038.99,1106.8,1072.89,15.6,39.624,300.0,,1920x1080,5.3,170.0,25.9,24.0,36.0,2.38,144.0,12.0,16.0,,512.0,,1.8,4.4,55.0,,,,,,1,9.0,121.0,,488.0,25.0,,133.0,684.0,265.0,561.0,1604.0,1604.0
2.0,Portátil gaming,QHD,SSD,,,"LAN, wifi, Bluetooth",Bluetooth 5.3,integrada,,1280 x 720 píxeles,,,,2.0,,99.9,,,con tapa,,2023.0,,AMD,1.0,NVIDIA,,altavoces estéreo,16:9,L3,DDR5,,4.0,,,GDDR6,64.0,,,,,,"2,5-Gbit/s-Ethernet",,,,,,,,,,,,,,,,Laptop,2200.0,2200.0,2200.0,17.3,43.942,400.0,,1280x720,,240.0,28.4,26.0,39.7,2.8,240.0,64.0,32.0,5200.0,1000.0,4.0,2.5,5.4,55.0,,,,,,1,13.0,358.0,4.0,488.0,15.0,,400.0,53.0,1212.0,366.0,78.0,78.0
1.0,Portátil gaming,WQXGA,SSD,,,"LAN, wifi, Bluetooth",Bluetooth 5.2,integrada,compatible con HD,1280 x 720 píxeles,,,,4.0,ión-litio,90.0,,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,Dolby Atmos,16:10,L3,DDR5,,4.0,negro,,GDDR6,64.0,3 ms,,,,,"2,5-Gbit/s-Ethernet",,,,,,,,,,,,,,,,Laptop,6030.99,6030.99,6030.99,18.0,45.72,,,1280x720,,330.0,29.4,31.0,39.9,3.1,240.0,36.0,64.0,4800.0,2000.0,,1.6,5.6,55.0,,,,,,1,28.0,54.0,98.0,488.0,866.0,,40.0,192.0,1212.0,125.0,347.0,347.0
5.0,Portátil gaming,,,,,"wifi, Bluetooth, LAN",Bluetooth 5.2,integrada,compatible con HD,1280 x 720 píxeles,,,,2.0,ión-litio,90.0,,,con tapa,,2023.0,IEEE 802.11ax,,,,,,16:10,,,,4.0,,,,,,,,,,"2,5-Gbit/s-Ethernet",,,,,,,,,,,,,,,,Laptop,2991.34,4984.86,3988.1,16.0,40.64,500.0,,1280x720,,280.0,26.4,30.0,35.4,2.5,,,,,,,,,,,,,,,1,,,98.0,673.0,,,,,,,,
,Portátil gaming,Full HD,SSD,,,"wifi, Bluetooth",Bluetooth 5.1,integrada,,,,,,,ión-litio,48.0,,,con tapa,,2020.0,IEEE 802.11ax,Intel,,NVIDIA,,SonicMaster,16:9,L3,DDR4,,3.0,negro,,GDDR6,64.0,,,,,panorámica,,,,,,,,,,,,,,,,,Laptop,,,,15.6,39.62,,,,,,25.6,25.0,35.9,2.3,,12.0,16.0,,512.0,,2.2,4.5,45.0,,,,,,1,10.0,164.0,60.0,,31.0,,,684.0,1212.0,255.0,1604.0,1604.0
1.0,Portátil gaming,Full HD,SSD,,ninguno,"LAN, wifi, Bluetooth",Bluetooth 5.1,integrada,compatible con HD,1920 x 1080 píxeles,,,,2.0,,80.0,,aluminio,con tapa,,2022.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,altavoces estéreo,16:9,L3,DDR5,teclado iluminado,,gris,,GDDR6,,,ninguna,ninguno,teclado numérico,,Gigabit-LAN,,,2x SO-DIMM,2x SO-DIMM,2 x 8 GB,,,,,,,,,,,Laptop,1229.54,1229.54,1229.54,15.6,39.62,300.0,,1920x1080,6.5,300.0,26.2,20.0,35.9,2.4,144.0,24.0,16.0,4800.0,512.0,4.0,1.7,4.7,45.0,32.0,,,,,1,55.0,183.0,57.0,488.0,536.0,,44.0,807.0,272.0,299.0,1604.0,1604.0
2.0,Portátil gaming,QHD,SSD,HDMI 2.1,,"LAN, wifi, Bluetooth",Bluetooth 5.2,integrada,compatible con HD,1280 x 720 píxeles,,,,2.0,ión-litio,90.0,,,con tapa,,2023.0,IEEE 802.11ax,AMD,1.0,NVIDIA,,,16:9,L3,DDR5,,4.0,negro,,GDDR6,64.0,3 ms,,,,,"2,5-Gbit/s-Ethernet",,,,,,,,,,,,,,,,Laptop,5284.83,7564.88,6424.85,17.3,43.942,,,1280x720,,330.0,28.2,28.0,39.5,3.0,,64.0,32.0,,1000.0,,2.5,5.4,55.0,,19.5,16.9,,,1,13.0,54.0,98.0,488.0,15.0,,40.0,53.0,1212.0,366.0,78.0,78.0
1.0,Portátil gaming,Full HD,PCIe SSD,HDMI 2.0,,"Bluetooth, wifi, LAN",Bluetooth 5.1,,,,,,,2.0,ión-litio,90.0,,,con tapa,,2021.0,IEEE 802.11ax,AMD,1.0,NVIDIA,,altavoces estéreo,16:9,L3,DDR4,teclado iluminado,4.0,negro,,GDDR6,,,ninguna,ninguno,teclado numérico,,,,,,2x SO-DIMM,2 x 16 GB,,,,,,,,,,,Laptop,2099.0,2099.0,2099.0,15.6,39.62,300.0,,,,,25.9,27.0,35.4,2.3,,16.0,32.0,3200.0,1000.0,,3.2,4.4,45.0,32.0,,,,,1,12.0,90.0,98.0,15.0,26.0,,103.0,11.0,265.0,561.0,1604.0,1604.0
1.0,Portátil gaming,WQXGA,SSD,HDMI 2.1,integrado,"LAN, wifi, Bluetooth",Bluetooth 5.2,integrada,,1920 x 1080 píxeles,,,,6.0,ión-litio,90.0,,,con tapa,,2023.0,IEEE 802.11ax,AMD,1.0,NVIDIA,MicroSD,Dolby Atmos,16:10,L3,,,4.0,negro,,GDDR6,64.0,3 ms,,ninguno,,,"2,5-Gbit/s-Ethernet",,,,,,,,,,,,,,,,Laptop,6245.26,6245.26,6245.26,16.0,40.64,,,1920x1080,,330.0,26.6,30.0,35.5,2.67,,64.0,32.0,,1000.0,,2.5,5.4,55.0,,19.5,16.9,,,1,13.0,76.0,98.0,364.0,15.0,,69.0,53.0,1212.0,366.0,347.0,347.0
1.0,Portátil gaming,Full HD,SSD,,integrado,"wifi, Bluetooth, LAN",Bluetooth 5.0,integrada,compatible con HD,1280 x 720 píxeles,,,,2.0,ión-litio,48.96,,,con tapa,,2021.0,,AMD,1.0,NVIDIA,SD,altavoces estéreo,16:9,L3,,,,,,,64.0,,,,,,"2,5-Gbit/s-Ethernet",,,,,,,,,,,,,,,Low Energy,Laptop,1529.0,1529.0,1529.0,17.3,43.942,,,1280x720,7.0,230.0,26.2,32.0,39.6,2.5,,16.0,16.0,,512.0,4.0,3.3,4.6,45.0,,,,,,1,6.0,90.0,,405.0,26.0,,400.0,53.0,97.0,561.0,1604.0,1604.0
2.0,Portátil gaming,Full HD,SSD,,integrado,"wifi, Bluetooth, LAN",Bluetooth 5.0,integrada,,,,,,2.0,,73.0,,,con tapa,,,IEEE 802.11ax,Intel,1.0,NVIDIA,MicroSD,altavoces estéreo,16:9,L3,,teclado iluminado,4.0,plateado,,,64.0,,,ninguno,teclado numérico,,Gigabit-LAN,,,,,,,,,,,,,,,,Laptop,1539.99,1539.99,1539.99,15.6,39.624,,,,,280.0,23.8,27.0,35.9,2.3,144.0,30.0,16.0,,500.0,,1.5,5.0,55.0,,,,4100.0,,1,46.0,358.0,23.0,54.0,866.0,79.0,,807.0,1212.0,366.0,1604.0,1604.0
2.0,Portátil gaming,Full HD,SSD,HDMI 2.1,ninguno,"LAN, wifi, Bluetooth",Bluetooth 5.2,integrada,,,,,,2.0,ión-litio,90.0,,,con tapa,,2023.0,IEEE 802.11ax,AMD,1.0,NVIDIA,,,16:9,L3,DDR5,teclado iluminado,4.0,negro,,GDDR6,,,ninguna,ninguno,teclado numérico,,Gigabit-LAN,,,2x SO-DIMM,2x SO-DIMM,2 x 16 GB,,,,,,,,,,,Laptop,3565.71,3565.71,3565.71,17.3,43.942,300.0,,,,280.0,28.2,31.0,39.5,2.8,144.0,64.0,32.0,4800.0,1000.0,,3.0,5.2,55.0,32.0,,,,,1,1.0,487.0,98.0,488.0,15.0,,400.0,53.0,265.0,330.0,1604.0,1604.0
3.0,Portátil gaming,Full HD,,,ninguno,"wifi, Bluetooth, LAN",Bluetooth 5.0,integrada,,,,,,2.0,,62.32,,,con tapa,,2024.0,,Intel,1.0,NVIDIA,,altavoces estéreo,16:9,L3,DDR4,teclado iluminado,4.0,negro,,GDDR6,,,ninguna,ninguno,teclado numérico,,Gigabit-LAN,,,2x SO-DIMM,2x SO-DIMM,2 x 8 GB,,,,,,,,,,,Laptop,1890.78,2041.71,1966.24,15.6,39.624,,,,,230.0,24.3,23.0,36.0,2.0,144.0,24.0,16.0,,500.0,4.0,1.8,5.0,45.0,64.0,,,4100.0,,1,91.0,487.0,23.0,26.0,274.0,79.0,400.0,807.0,265.0,299.0,1604.0,1604.0
3.0,Portátil gaming,,,HDMI 2.1,,"Bluetooth, wifi",,integrada,,1280 x 720 píxeles,,,,2.0,,56.0,,,con tapa,,2023.0,IEEE 802.11ax,Intel,,NVIDIA,,altavoces estéreo,16:9,L3,,,3.0,,,,,1 ms,,,,panorámica,,,,,,,,,,,,,,,,,Laptop,1792.99,2897.45,2345.22,15.6,39.624,,,1280x720,,240.0,27.5,27.0,35.7,2.81,,,,,,5.0,,,55.0,,,,,,1,,,,673.0,866.0,,,,,,,
5.0,Portátil gaming,Full HD,SSD,,ninguno,"wifi, Bluetooth, LAN",Bluetooth 5.0,integrada,,,,,,2.0,,62.32,,,con tapa,,2024.0,,Intel,1.0,NVIDIA,,altavoces estéreo,16:9,L3,,,4.0,negro,,,,,,,,,Gigabit-LAN,,,,,,,,,,,,,,,,Laptop,1890.78,5619.55,3755.16,15.6,39.624,,,,,230.0,24.3,23.0,36.0,2.0,,,,,,4.0,,,45.0,,,,4100.0,,1,,487.0,23.0,5.0,274.0,79.0,103.0,,,,1604.0,1604.0
1.0,Portátil gaming,Full HD,SSD,,ninguno,"wifi, Bluetooth, LAN",Bluetooth 5.0,integrada,,,,,,2.0,,62.32,,,con tapa,,2024.0,,Intel,1.0,NVIDIA,,altavoces estéreo,16:9,L3,,,4.0,negro,,,,,,,,,Gigabit-LAN,,,,,,,,,,,,,,,,Laptop,5005.82,5005.82,5005.82,15.6,39.624,,,,,230.0,24.3,23.0,36.0,2.0,,18.0,16.0,,500.0,4.0,1.9,4.7,45.0,,,,4100.0,,1,20.0,487.0,23.0,5.0,274.0,79.0,400.0,684.0,1212.0,330.0,1604.0,1604.0
1.0,Portátil gaming,QHD+,SSD,,integrado,"LAN, wifi, Bluetooth",Bluetooth 5.4,integrada,,1280 x 720 píxeles,,,,2.0,polímero de litio,90.0,,,con tapa,,2024.0,IEEE 802.11be,Intel,1.0,NVIDIA,SD,altavoces estéreo,16:10,L3,DDR5,teclado iluminado,4.0,gris,,GDDR6,64.0,,,ninguno,teclado numérico,,"2,5-Gbit/s-Ethernet",,,2x SO-DIMM,,2 x 16 GB,,,,,,,,,,,Laptop,4170.6,4170.6,4170.6,17.3,43.942,,,1280x720,,330.0,29.8,24.0,38.0,3.0,240.0,36.0,32.0,5600.0,1000.0,4.0,1.6,5.6,55.0,,,,,,1,60.0,54.0,,364.0,86.0,,40.0,192.0,1212.0,125.0,347.0,347.0
1.0,Portátil gaming,Full HD,PCIe SSD,HDMI,integrado,"wifi, Bluetooth, LAN",Bluetooth 5.2,integrada,compatible con HD,1280 x 720 píxeles,,,,2.0,,70.0,,,con tapa,,2021.0,IEEE 802.11ax,AMD,1.0,NVIDIA,SD,,16:9,L3,DDR4,teclado iluminado,4.0,negro,,GDDR6,,,ninguna,ninguno,teclado numérico,,Gigabit-LAN,,,,,2 x 4 GB,,,,,,,,,,,Laptop,1020.64,1020.64,1020.64,16.1,40.89,250.0,,1280x720,8.5,200.0,26.0,24.0,37.0,2.5,,16.0,8.0,3200.0,512.0,,3.3,4.2,45.0,,,,,,1,17.0,89.0,72.0,405.0,26.0,,115.0,11.0,272.0,255.0,1604.0,1604.0
1.0,Portátil gaming,Full HD,PCIe SSD,HDMI,,"LAN, wifi, Bluetooth",Bluetooth 5.2,integrada,,1280 x 720 píxeles,,,,,,53.5,,,con tapa,,2022.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,,16:9,L3,DDR4,teclado iluminado,3.0,negro,,GDDR6,,,ninguna,ninguno,teclado numérico,,Gigabit-LAN,,,2x SO-DIMM,2x SO-DIMM,2 x 8 GB,,,,,,,,,,,Laptop,2129.0,2129.0,2129.0,15.6,39.62,,,1280x720,,,25.9,25.0,35.9,2.25,144.0,24.0,16.0,3200.0,512.0,,1.7,4.7,45.0,64.0,,,,,1,55.0,26.0,49.0,103.0,536.0,,115.0,807.0,265.0,299.0,1604.0,1604.0
2.0,Portátil gaming,Full HD,SSD,HDMI 2.1,,"LAN, wifi, Bluetooth",Bluetooth 5.2,integrada,,1280 x 720 píxeles,,,,2.0,,53.5,,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,altavoces estéreo,16:9,L3,DDR5,teclado iluminado,3.0,negro,,GDDR6,64.0,,ninguna,ninguno,teclado numérico,,Gigabit-LAN,,,2x SO-DIMM,2x SO-DIMM,2 x 8 GB,,,,,,,,,,,Laptop,1503.7,2024.54,1764.12,15.6,39.62,,,1280x720,,120.0,25.0,23.0,35.9,1.98,144.0,12.0,16.0,4800.0,512.0,4.0,1.5,4.4,45.0,64.0,,,,,1,71.0,487.0,,488.0,536.0,,103.0,684.0,1212.0,561.0,1604.0,1604.0
4.0,Portátil gaming,,SSD,,integrado,"wifi, Bluetooth, LAN",Bluetooth 5.3,integrada,,1280 x 720 píxeles,,,,2.0,,90.0,,,con tapa,,2024.0,IEEE 802.11ax,Intel,1.0,NVIDIA,SD,altavoces estéreo,16:10,L3,DDR5,,4.0,,,,,,,,,,"2,5-Gbit/s-Ethernet",,,,,,,,,,,,,,,,Laptop,3343.99,4768.98,4056.48,17.3,43.942,,,1280x720,,330.0,29.8,24.0,38.0,3.0,,36.0,,,,4.0,1.6,5.6,55.0,,,,,,1,28.0,,,405.0,866.0,,,192.0,,125.0,,
1.0,Portátil gaming,Full HD,SSD,HDMI 2.1,,"Bluetooth, wifi",Bluetooth 5.2,integrada,compatible con HD,1280 x 720 píxeles,,,,2.0,,86.0,,,con tapa,,2022.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,altavoces estéreo,16:9,L3,DDR5,,6.0,negro,,,,,,,,,,,,,,,,,,,,,,,,,Laptop,1267.94,1267.94,1267.94,15.6,39.624,250.0,,1280x720,,,27.2,27.0,35.7,2.52,,24.0,16.0,,512.0,5.0,1.7,4.7,45.0,,,,,,1,55.0,183.0,,673.0,536.0,,133.0,807.0,265.0,299.0,1604.0,1604.0
1.0,Portátil gaming,Full HD,SSD,HDMI 2.1,,"LAN, wifi, Bluetooth",Bluetooth 5.2,integrada,,1280 x 720 píxeles,,,,2.0,,53.5,,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,altavoces estéreo,16:9,L3,DDR5,,3.0,negro,,GDDR6,,,,,,,Gigabit-LAN,,,,,,,,,,,,,,,,Laptop,2724.31,2724.31,2724.31,17.3,43.942,,8192x4608,1280x720,,200.0,27.3,25.0,39.8,2.6,144.0,24.0,16.0,4800.0,512.0,4.0,1.7,4.7,45.0,,,,,,1,27.0,358.0,49.0,488.0,536.0,,400.0,807.0,265.0,753.0,1604.0,1604.0
1.0,Portátil gaming,QHD+,SSD,,integrado,"LAN, wifi, Bluetooth",Bluetooth 5.4,integrada,,1280 x 720 píxeles,,,,2.0,polímero de litio,90.0,,,con tapa,,2024.0,IEEE 802.11be,Intel,1.0,NVIDIA,SD,altavoces estéreo,16:10,L3,DDR5,teclado iluminado,4.0,negro,,GDDR6,,,,ninguno,teclado numérico,IPS,"2,5-Gbit/s-Ethernet",,,2x SO-DIMM,,2 x 16 GB,,,,,,,,,,,Laptop,1699.0,1699.0,1699.0,17.3,43.942,,,1280x720,,330.0,29.8,24.0,38.0,3.0,240.0,30.0,32.0,,1000.0,4.0,3.9,5.5,55.0,,,,,,1,23.0,487.0,,364.0,86.0,,400.0,807.0,272.0,38.0,347.0,347.0
1.0,Portátil gaming,QHD,SSD,,integrado,"LAN, wifi, Bluetooth",Bluetooth 5.3,integrada,compatible con HD,1280 x 720 píxeles,,,,2.0,,83.0,,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,NVIDIA,SD,,16:9,L3,,,6.0,negro,,GDDR6,,,,,,,Gigabit-LAN,,,,,,,,,,,,,,,,Laptop,1999.0,1999.0,1999.0,17.3,43.942,300.0,,1280x720,5.5,330.0,26.2,27.0,39.7,2.78,,30.0,32.0,,1000.0,,1.5,5.0,55.0,,,,,,1,46.0,358.0,94.0,364.0,866.0,,400.0,807.0,272.0,366.0,78.0,78.0
1.0,Portátil gaming,QHD,SSD,HDMI,,"LAN, wifi, Bluetooth",Bluetooth 5.0,integrada,compatible con HD,1280 x 720 píxeles,teclado FineTip,107.0,,2.0,,,no,,con tapa,,2021.0,,AMD,1.0,NVIDIA,,altavoces estéreo,16:9,L3,,,,negro,,,64.0,,,,,,Gigabit-LAN,,,,,,,,,,,,,,,,Laptop,2755.46,2755.46,2755.46,15.6,39.624,,,1280x720,,180.0,25.5,24.0,36.3,2.3,,16.0,32.0,,1000.0,,3.3,4.6,45.0,,,,,,1,6.0,23.0,45.0,63.0,26.0,,400.0,53.0,97.0,561.0,78.0,78.0
1.0,Portátil gaming,QHD,SSD,,,"LAN, wifi, Bluetooth",Bluetooth 5.3,integrada,,1280 x 720 píxeles,,,,2.0,,99.0,,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,altavoces estéreo,16:9,L3,DDR5,,4.0,negro,,GDDR6,64.0,,,,,,"2,5-Gbit/s-Ethernet",,,,,,,,,,,,,,,,Laptop,3508.08,3508.08,3508.08,17.3,43.942,,,1280x720,,240.0,28.4,21.0,39.8,2.8,240.0,24.0,32.0,,2000.0,4.0,1.8,5.0,45.0,,,,,,1,91.0,358.0,30.0,488.0,274.0,,400.0,807.0,1212.0,299.0,78.0,78.0
1.0,Portátil gaming,WQXGA,,HDMI 2.1,,"LAN, wifi, Bluetooth",Bluetooth 5.1,integrada,compatible con HD,1920 x 1080 píxeles,,,,2.0,,80.0,,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,altavoces estéreo,16:10,L3,DDR5,teclado iluminado,4.0,gris,,GDDR6,,,ninguna,ninguno,teclado numérico,,,,,2x SO-DIMM,2x SO-DIMM,2 x 16 GB,,,,,,,,,,,Laptop,1739.0,1739.0,1739.0,16.0,40.64,500.0,,1920x1080,,300.0,26.0,27.0,36.3,2.6,165.0,30.0,32.0,4800.0,1000.0,4.0,1.5,5.0,55.0,,,,,,1,46.0,487.0,57.0,488.0,866.0,19.0,400.0,807.0,265.0,366.0,347.0,347.0
1.0,Portátil gaming,Full HD,PCIe SSD,HDMI,3 en 1,"LAN, wifi, Bluetooth",Bluetooth 5.2,integrada,,1280 x 720 píxeles,teclado gamer,,,2.0,polímero de litio,99.9,,,con tapa,,2022.0,,Intel,1.0,NVIDIA,,altavoces estéreo,16:9,L3,DDR4,teclado iluminado,4.0,negro,,GDDR6,,,ninguna,ninguno,teclado numérico,,Gigabit-LAN,,,,,2 x 8 GB,,Nahimic,,,,,,,,,Laptop,3225.75,3225.75,3225.75,15.6,39.62,,4096x2304,1280x720,6.0,230.0,25.9,24.0,35.9,2.3,144.0,24.0,16.0,3200.0,1000.0,,1.7,4.7,45.0,,,,,,1,55.0,183.0,14.0,364.0,536.0,,133.0,807.0,265.0,299.0,1604.0,1604.0
1.0,Portátil gaming,WQXGA,SSD,HDMI 2.1,,"LAN, wifi, Bluetooth",Bluetooth 5.1,integrada,compatible con HD,1920 x 1080 píxeles,,,,2.0,,80.0,,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,NVIDIA,,altavoces estéreo,16:10,L3,DDR5,teclado iluminado,4.0,gris,,GDDR6,64.0,,,,,retroiluminación LED,,,,,,,,,,,,,,,,,Laptop,2207.71,2207.71,2207.71,16.0,40.64,500.0,,1920x1080,,300.0,26.0,27.0,36.3,2.6,,24.0,16.0,,1000.0,4.0,1.8,4.7,55.0,,,,,,1,1.0,487.0,57.0,488.0,866.0,19.0,400.0,684.0,1212.0,299.0,347.0,347.0
1.0,Portátil gaming,Full HD,SSD,HDMI 2.1,,"LAN, wifi, Bluetooth",Bluetooth 5.3,integrada,compatible con HD,1920 x 1080 píxeles,,,,2.0,,83.0,,,con tapa,,2023.0,IEEE 802.11ax,AMD,1.0,NVIDIA,,,16:9,L3,DDR5,,6.0,negro,,GDDR6,64.0,,,,,,Gigabit-LAN,,,,,,,,,,,,,,,,Laptop,2363.31,2363.31,2363.31,16.1,40.894,250.0,,1920x1080,8.25,230.0,25.9,24.0,36.9,2.36,,32.0,16.0,,512.0,,3.8,5.1,45.0,,,,,,1,19.0,358.0,94.0,364.0,47.0,,400.0,206.0,1212.0,561.0,1604.0,1604.0
2.0,Portátil gaming,Full HD,PCIe SSD,,,"wifi, Bluetooth, LAN",Bluetooth 5.2,0.7 Mpx,,,teclado tipo chicle,,,,ión-litio,48.0,,,,,,,Intel,1.0,NVIDIA,,,16:9,,DDR4,teclado iluminado,3.0,negro,,GDDR6,64.0,,,ninguno,,,Gigabit-LAN,,,,,,,,,,,,,,,,Laptop,993.78,1221.14,1107.46,15.6,39.62,250.0,,,,180.0,25.6,25.0,35.9,2.3,144.0,16.0,8.0,2933.0,512.0,,2.2,5.0,,32.0,20.0,9.0,,,1,3.0,3.0,60.0,61.0,,8.0,133.0,807.0,97.0,561.0,1604.0,1604.0
3.0,Portátil gaming,Full HD,SSD,,integrado,"wifi, Bluetooth, LAN",Bluetooth 5.2,integrada,compatible con HD,,teclado gamer,,,2.0,ión-litio,48.96,,,,,,,Intel,1.0,NVIDIA,SD,,16:9,L3,DDR4,teclado iluminado,,gris,,GDDR6,,,,ninguno,teclado numérico,,,,,,,,Intel HM570 Express,,,,,,,,,,Laptop,912.64,1106.99,1009.82,17.3,43.942,,,,,150.0,26.2,32.0,39.5,2.38,,12.0,16.0,3200.0,512.0,4.0,2.7,4.5,45.0,64.0,,,,,1,10.0,164.0,3.0,54.0,31.0,39.0,30.0,684.0,272.0,255.0,1604.0,1604.0
1.0,Portátil gaming,WQXGA,,,integrado,"wifi, Bluetooth, LAN",Bluetooth 5.3,integrada,,1920 x 1080 píxeles,,,,2.0,ión-litio,99.0,,,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,NVIDIA,MicroSD,altavoces estéreo,16:10,L3,LPDDR5,,4.0,plateado,,GDDR6,,,,,,,"2,5-Gbit/s-Ethernet",,,2x SO-DIMM,,,,,,,,,,,,,Laptop,1899.0,1899.0,1899.0,16.0,40.64,,,1920x1080,,240.0,26.0,20.0,35.6,2.0,165.0,24.0,16.0,4800.0,1000.0,4.0,1.8,5.0,45.0,32.0,,,,,1,91.0,487.0,30.0,462.0,274.0,,103.0,807.0,272.0,299.0,347.0,347.0
1.0,Portátil gaming,,,,integrado,"wifi, Bluetooth, LAN",,5.0 Mpx,compatible con HD,2592 x 1944 píxeles,,,,6.0,,92.0,,aluminio,con tapa,,2023.0,IEEE 802.11ax,Intel,1.0,NVIDIA,SD,,16:10,L3,DDR5,,,negro,,GDDR6,64.0,3 ms,,ninguno,,,"2,5-Gbit/s-Ethernet",,,,,,,,,,,,,,,,Laptop,3756.41,3756.41,3756.41,18.0,45.72,,,2592x1944,,280.0,27.5,22.0,40.0,3.2,,36.0,32.0,5600.0,1000.0,,1.6,5.5,55.0,,,,,,1,25.0,358.0,30.0,115.0,866.0,,400.0,192.0,1212.0,125.0,347.0,347.0
