ofertas,tipo_de_producto,disco_duro_tipo_de_disco_duro,grafica_salida_de_video,comunicaciones_conectividad,comunicaciones_version_bluetooth,comunicaciones_estandar_wifi,procesador_fabricante,disco_duro_numero_de_discos_duros_instalados,ram_tipo,grafica_tipo_memoria,sistema_operativo_arquitectura_bit,almacenamiento_lector_optico,comunicaciones_estandar_lan,conectividad_conexion,otras_caracteristicas_articulo_incluido,grafica_caracteristica_tarjeta,tipo,conectividad_conexion_frontal,propiedades_de_la_carcasa_tipo_de_caja,propiedades_de_la_carcasa_color,propiedades_de_la_carcasa_material_de_la_carcasa,adecuado_para,procesador_numero_de_hilos_de_ejecucion,ram_numero_ranuras_memoria,propiedades_de_la_carcasa_bahia_interna_de_2_5,propiedades_de_la_carcasa_bahia_interna_de_3_5,disco_duro_capacidad_disco_duro_tb,propiedades_de_la_carcasa_bahia_externa_de_5_25,caracteristicas_especiales,otras_caracteristicas_modo_de_sonido,propiedades_de_la_carcasa_superficie_del_material,disco_duro_capacidad_disco_duro_gb,procesador_placa_base,procesador_procesadores_compatibles,precio_min,precio_max,precio_mean,medidas_y_peso_profundidad_cm,medidas_y_peso_ancho_cm,medidas_y_peso_peso_kg,procesador_cache_mb,ram_memoria_gb,ram_frecuencia_de_la_memoria_mhz,disco_duro_capacidad_de_memoria_ssd_gb,procesador_frecuencia_de_reloj_ghz,procesador_frecuencia_turbo_max_ghz,ram_extension_de_memoria_maxima_gb,disco_duro_velocidad_de_rotacion_del_disco_duro_rpm,medidas_y_peso_alto_cm,procesador_frecuencia_del_reloj_ghz,procesador_tdp_watts,titulo_freq,procesador_freq,grafica_tarjeta_freq,serie_freq,otras_caracteristicas_equipamiento_freq,procesador_nombre_clave_freq,propiedades_de_la_carcasa_alimentacion_freq,grafica_memoria_freq,procesador_tipo_freq,procesador_chipset_de_la_placa_base_freq,sistema_operativo_sistema_operativo_freq,procesador_numero_nucleos_freq,grafica_numero_de_ranuras_para_pcie_freq,procesador_zocalo_de_cpu_freq
1.0,Workstation,disco duro M.2 SSD,,Ethernet,Bluetooth 5.2,IEEE 802.11ax,Intel,1.0,DDR5,,64.0,ninguno,Ethernet 10/100/1000,,,,Desktop,,torre,negro,,empresas,20.0,,1.0,,,,,,,,,,1263.38,1263.38,1263.38,30.8,15.5,,24.0,16.0,,512.0,,4.8,,,33.0,2.5,65.0,1,84.0,374.0,112.0,2259.0,,931.0,3731.0,,,1182.0,297.0,,
1.0,Workstation,disco duro M.2 SSD,DisplayPort,Ethernet,,,Intel,1.0,DDR5,GDDR6,,ninguno,Ethernet 10/100/1000,,,,Desktop,,torre,negro,,empresas,28.0,,,,,,,,,,,,3359.53,3359.53,3359.53,38.5,16.9,,33.0,32.0,4800.0,1000.0,,5.6,,,35.0,3.4,125.0,1,27.0,31.0,94.0,86.0,866.0,33.0,193.0,833.0,64.0,1182.0,160.0,,
1.0,Workstation,disco duro SSD,DisplayPort,Ethernet,,,Intel,1.0,DDR5,,64.0,ninguno,Ethernet 10/100/1000,,,,Desktop,,torre,negro,,empresas,,4.0,,,,,,,,,,,1144.03,1144.03,1144.03,38.5,16.9,,24.0,16.0,4800.0,512.0,,4.8,128.0,,35.0,2.5,,1,84.0,374.0,94.0,,,33.0,3731.0,947.0,64.0,1182.0,163.0,,
1.0,Workstation,disco duro M.2 SSD,,Ethernet,,,Intel,1.0,DDR5,GDDR6,,ninguno,,,,,Desktop,,,negro,,empresas,28.0,2.0,,,,,,,,,,,1800.47,1800.47,1800.47,21.8,21.1,,33.0,16.0,4800.0,512.0,,5.6,64.0,,6.0,3.4,125.0,1,27.0,8.0,94.0,2259.0,866.0,24.0,124.0,833.0,,1182.0,160.0,,
1.0,Workstation,disco duro M.2 SSD,DisplayPort,Ethernet,,,Intel,1.0,DDR5,GDDR6,,ninguno,,,,,Desktop,,,negro,,empresas,28.0,2.0,,,,,,,,,,,2647.11,2647.11,2647.11,21.8,21.1,,33.0,32.0,4800.0,1000.0,,5.6,64.0,,6.0,3.4,125.0,1,27.0,63.0,94.0,2259.0,866.0,24.0,412.0,833.0,,1182.0,160.0,,
2.0,Workstation,disco duro M.2 SSD,DisplayPort,Ethernet,,,Intel,1.0,DDR5,GDDR6,,ninguno,Ethernet 10/100/1000,,,,Desktop,,torre,negro,,empresas,28.0,,,,,,,,,,,,2489.79,2509.79,2499.79,38.5,16.9,,33.0,32.0,4800.0,1000.0,,5.6,,,35.0,3.4,125.0,1,27.0,22.0,94.0,86.0,866.0,33.0,679.0,833.0,64.0,1182.0,160.0,,
1.0,Workstation,disco duro M.2 SSD,DisplayPort,Ethernet,,,Intel,1.0,DDR5,GDDR6,,ninguno,Ethernet 10/100/1000,,,,Desktop,,torre,negro,,empresas,32.0,,,,,,,,,,,,3950.84,3950.84,3950.84,38.5,16.9,,36.0,32.0,4800.0,1000.0,,6.0,,,35.0,3.2,125.0,1,25.0,63.0,94.0,86.0,866.0,33.0,412.0,356.0,64.0,1182.0,194.0,,
1.0,Workstation,disco duro M.2 SSD,DisplayPort,Ethernet,,,Intel,1.0,DDR5,,,ninguno,Ethernet 10/100/1000,,,,Desktop,,torre,negro,,empresas,28.0,,,,,,,,,,,,1750.17,1750.17,1750.17,38.5,16.9,,33.0,32.0,4800.0,1000.0,2.1,5.4,,,35.0,2.1,65.0,1,69.0,374.0,94.0,86.0,207.0,33.0,3731.0,833.0,64.0,1182.0,160.0,,749.0
1.0,Workstation,disco duro M.2 SSD,DisplayPort,Ethernet,,,Intel,1.0,DDR5,GDDR6,,ninguno,Ethernet 10/100/1000,,,,Desktop,,torre,negro,,empresas,28.0,,,,,,,,,,,,2745.83,2745.83,2745.83,38.5,16.9,,33.0,32.0,4800.0,1000.0,,5.6,,,35.0,3.4,125.0,1,27.0,63.0,94.0,86.0,866.0,33.0,412.0,833.0,64.0,1182.0,160.0,,
1.0,Workstation,disco duro M.2 SSD,DisplayPort,Ethernet,,,Intel,1.0,DDR5,GDDR6,,ninguno,Ethernet 10/100/1000,,,,Desktop,,torre,negro,,empresas,28.0,,,,,,,,,,,,2977.86,2977.86,2977.86,38.5,16.9,,33.0,32.0,4800.0,1000.0,2.1,5.4,,,35.0,2.1,65.0,1,69.0,22.0,94.0,86.0,207.0,33.0,679.0,833.0,64.0,1182.0,160.0,,749.0
1.0,Workstation,disco duro M.2 SSD,DisplayPort,Ethernet,,,Intel,1.0,DDR5,GDDR6,,ninguno,,,,,Desktop,,,negro,,empresas,28.0,2.0,,,,,,,,,,,2289.49,2289.49,2289.49,21.8,21.1,,33.0,32.0,4800.0,1000.0,,5.6,64.0,,6.0,3.4,125.0,1,27.0,22.0,94.0,2259.0,866.0,24.0,679.0,833.0,,1182.0,160.0,,
1.0,Workstation,disco duro M.2 SSD,DisplayPort,Ethernet,,,Intel,1.0,DDR5,,,ninguno,Ethernet 10/100/1000,,,,Desktop,,torre,negro,,empresas,20.0,,,,,,,,,,,,1426.13,1426.13,1426.13,38.5,16.9,,,16.0,4800.0,512.0,,5.0,,,35.0,2.6,,1,36.0,374.0,94.0,86.0,866.0,33.0,3731.0,947.0,64.0,1182.0,163.0,,
1.0,Workstation,,,wifi,,,Intel,1.0,,,,,,,,,Desktop,,,,,empresas,24.0,,,,,,,,,,,,2249.9,2249.9,2249.9,,,,36.0,32.0,,2000.0,3.7,5.7,,,,3.7,125.0,1,3.0,487.0,,2259.0,4.0,148.0,,64.0,,,194.0,,4.0
1.0,Workstation,disco duro M.2 SSD,,Ethernet,Bluetooth 5.2,IEEE 802.11ax,Intel,1.0,DDR5,,,grabadora DVD,Ethernet 10/100/1000,,,,Desktop,,torre,negro,,empresas,20.0,4.0,1.0,,,,,,,,,,2300.96,2300.96,2300.96,30.8,15.5,5.31,25.0,16.0,4800.0,512.0,2.1,4.9,128.0,,33.0,,180.0,1,52.0,374.0,112.0,2259.0,529.0,43.0,3731.0,833.0,92.0,1182.0,297.0,,749.0
2.0,Workstation,disco duro SSD,DisplayPort,wifi,,,Intel,1.0,,,,,,,,,Desktop,,,,,,12.0,,,,,,,,,,,,819.0,899.0,859.0,,,,12.0,64.0,,1000.0,2.6,4.4,,,,2.6,65.0,1,12.0,,,111.0,220.0,,679.0,947.0,,,813.0,,
1.0,Workstation,disco duro M.2 SSD,DisplayPort,Ethernet,,,Intel,1.0,DDR5,,,,Ethernet 10/100/1000,,,,Desktop,,torre,negro,,empresas,24.0,4.0,,,,,,,,,,,4429.81,4429.81,4429.81,38.5,16.9,,30.0,32.0,4800.0,1000.0,,5.2,128.0,,35.0,3.2,125.0,1,9.0,31.0,94.0,1.0,529.0,33.0,193.0,356.0,,1182.0,337.0,,749.0
1.0,Workstation,disco duro M.2 SSD,,Ethernet,Bluetooth 5.1,IEEE 802.11ac,,1.0,DDR4,,64.0,ninguno,Ethernet 10/100/1000,,,,Desktop,lector de tarjetas,torre,negro,,,,8.0,,,,,,,,,,,9129.2,9129.2,9129.2,46.0,16.5,24.0,,64.0,3200.0,1000.0,,,1.024,,44.0,,,1,1.0,15.0,135.0,86.0,,7.0,,,1.0,200.0,,,
1.0,Workstation,disco duro SSD,DisplayPort,Ethernet,,,Intel,1.0,DDR5,GDDR6,,ninguno,,,,,Desktop,,,negro,,empresas,24.0,2.0,,,,,,,,,,,1675.0,1675.0,1675.0,21.8,21.1,,30.0,16.0,6400.0,512.0,2.1,5.2,64.0,,6.0,2.1,219.0,1,105.0,22.0,94.0,,866.0,24.0,679.0,833.0,,1182.0,337.0,,749.0
2.0,Workstation,disco duro SSD,DisplayPort,wifi,,,Intel,1.0,,,,,,,,,Desktop,,,,,,12.0,,,,,,,,,,,,739.0,809.0,774.0,,,,12.0,32.0,,1000.0,2.6,4.4,,,,2.6,65.0,1,12.0,,,111.0,220.0,,679.0,947.0,,,813.0,,
1.0,Workstation,disco duro SSD,,Ethernet,,,Intel,1.0,,,64.0,,Ethernet 10/100/1000,,,,Desktop,,torre,,,,8.0,,,2.0,,2.0,,,,,,,2769.73,2769.73,2769.73,46.0,16.5,,8.0,32.0,,512.0,4.1,4.6,,,44.0,,105.0,1,7.0,63.0,135.0,2259.0,10.0,931.0,54.0,,,200.0,397.0,9.0,9.0
1.0,Workstation,disco duro M.2 SSD,DisplayPort,Ethernet,,,Intel,,DDR5,GDDR6,64.0,ninguno,,,,,Desktop,,,negro,,empresas,24.0,2.0,,,,,,,,,,,1734.75,1734.75,1734.75,21.8,21.1,2.4,30.0,16.0,5600.0,512.0,2.1,5.2,64.0,,6.0,2.1,219.0,1,105.0,27.0,94.0,3.0,866.0,24.0,679.0,833.0,,1182.0,337.0,,749.0
1.0,Workstation,disco duro SSD,,Ethernet,Bluetooth 5.1,IEEE 802.11ac,AMD,1.0,,,64.0,,Ethernet 10/100/1000,,,,Desktop,lector de tarjetas,torre,,,,24.0,,,,,,,,,,,,2282.19,2282.19,2282.19,46.0,16.5,,64.0,32.0,,512.0,4.1,4.5,,,44.0,,280.0,1,4.0,,135.0,2259.0,,931.0,,,,1182.0,297.0,,
3.0,Workstation,,,Ethernet,,,Intel,,,,,grabadora DVD,Ethernet 10/100/1000,,,,Desktop,,factor de forma ultrapequeño (USFF),,,,,,,,,,,,,,,,206.96,508.39,357.68,33.5,31.5,6.5,,,,,,,,,7.0,,,1,1.0,,1.0,,,,,,,,3.0,,
1.0,Workstation,disco duro M.2 SSD,,Ethernet,Bluetooth 5.2,IEEE 802.11ax,Intel,1.0,DDR5,,,grabadora DVD,Ethernet 10/100/1000,,,,Desktop,,torre,negro,,empresas,12.0,,1.0,,,,,,,,,,1593.65,1593.65,1593.65,30.8,15.5,6.15,18.0,16.0,,512.0,3.0,4.6,,,33.0,,117.0,1,39.0,374.0,112.0,2259.0,529.0,43.0,3731.0,947.0,,1182.0,813.0,,749.0
1.0,Workstation,disco duro M.2 SSD,DisplayPort,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,IEEE 802.11ax,Intel,1.0,DDR5,,,grabadora DVD,Ethernet 10/100/1000,,,,Desktop,,,negro,,empresas,20.0,4.0,,,,,,,,,,,3443.17,3443.17,3443.17,21.8,21.1,3.1,25.0,16.0,4800.0,512.0,2.1,4.9,,,6.0,,180.0,1,52.0,374.0,94.0,86.0,529.0,9.0,3731.0,833.0,,1182.0,297.0,,749.0
1.0,Workstation,disco duro SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.0,,Intel,1.0,DDR4,,64.0,ninguno,Ethernet 10/100/1000,,,,Desktop,,minitorre,negro,,empresas,,,,,,,,,,,,,1279.25,1279.25,1279.25,29.3,9.5,,,16.0,3200.0,512.0,,4.4,,,34.0,2.5,,1,24.0,8.0,31.0,2259.0,,87.0,124.0,947.0,,1182.0,297.0,,
1.0,Workstation,disco duro M.2 SSD,,Ethernet,,,AMD,1.0,DDR4,GDDR6,,ninguno,,,,,Desktop,,torre,negro,,empresas,32.0,4.0,,,,,,,,,,,5864.54,5864.54,5864.54,43.0,17.3,,65.0,64.0,3200.0,1000.0,,4.5,128.0,,41.0,4.0,280.0,1,2.0,31.0,,86.0,,7.0,193.0,8.0,,1182.0,337.0,,
1.0,Workstation,disco duro SSD,,Ethernet,,,Intel,1.0,,,64.0,,Ethernet 10/100/1000,,,,Desktop,,torre,,,,8.0,,,2.0,,2.0,,,,,,,5466.42,5466.42,5466.42,46.0,16.5,,8.0,32.0,,1000.0,4.1,4.6,,,44.0,,105.0,1,7.0,7.0,135.0,2259.0,10.0,931.0,9.0,,,200.0,397.0,9.0,9.0
1.0,Workstation,,HDMI,Ethernet,,,Intel,,DDR4,,64.0,,,,,,Desktop,,minitorre,negro,,"empresas, principiante, profesional",20.0,,,,,,,,,,,,1543.62,1543.62,1543.62,29.1,16.2,,25.0,16.0,,512.0,2.1,4.9,64.0,,35.0,,180.0,1,52.0,374.0,31.0,,529.0,14.0,3731.0,833.0,,1182.0,297.0,,749.0
1.0,Workstation,disco duro M.2 SSD,Mini-DisplayPort,Ethernet,,,Intel,1.0,DDR5,,,grabadora DVD,Ethernet 10/100/1000,,,,Desktop,,factor de forma pequeño (SFF),,,empresas,24.0,,,,,,,,,,,,2739.94,2739.94,2739.94,29.3,9.3,,30.0,16.0,,512.0,2.1,5.2,,,29.0,2.1,219.0,1,105.0,27.0,96.0,2259.0,866.0,931.0,124.0,833.0,,1182.0,337.0,,749.0
1.0,Workstation,disco duro M.2 SSD,USB-C,Ethernet,,,Intel,1.0,DDR5,GDDR6,64.0,ninguno,Ethernet 10/100/1000,,,,Desktop,,torre,negro,,,12.0,8.0,,,,,,,,,,,3286.9,3286.9,3286.9,44.4,16.8,10.5,15.0,32.0,4800.0,1024.0,,4.2,,,38.0,2.1,,1,6.0,63.0,21.0,,2.0,931.0,412.0,15.0,17.0,1182.0,813.0,18.0,3.0
1.0,Workstation,disco duro SSD,,Ethernet,Bluetooth 5.2,IEEE 802.11ax,Intel,1.0,DDR5,,64.0,ninguno,Ethernet 10/100/1000,,teclado,,Desktop,,torre,negro,,empresas,12.0,4.0,1.0,,,,,,,,,,947.14,947.14,947.14,30.8,15.5,6.1,18.0,8.0,4800.0,512.0,3.0,4.6,128.0,,33.0,,117.0,1,39.0,374.0,112.0,,529.0,43.0,3731.0,947.0,92.0,1182.0,813.0,,749.0
1.0,Workstation,disco duro SSD,,Ethernet,,,,1.0,,,64.0,,Ethernet 10/100/1000,,,,Desktop,,torre,,,,,,,,,,,,,,,,4009.59,4009.59,4009.59,45.4,16.5,,,32.0,,1000.0,,,,,44.0,,,1,,63.0,135.0,2259.0,,931.0,412.0,,,1182.0,,3.0,
1.0,Workstation,disco duro SSD,,Ethernet,Bluetooth 4.2,IEEE 802.11ac,Intel,1.0,,,64.0,,Ethernet 10/100/1000,,,,Desktop,,torre,,,empresas,16.0,,,2.0,,2.0,,,,,,,4511.85,4511.85,4511.85,43.0,18.0,,16.0,32.0,,512.0,3.9,4.5,,,38.0,,155.0,1,3.0,31.0,135.0,2259.0,10.0,931.0,193.0,,,200.0,589.0,9.0,9.0
1.0,Workstation,disco duro M.2 SSD,DisplayPort,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,IEEE 802.11ax,Intel,1.0,DDR5,,,ninguno,Ethernet 10/100/1000,,,,Desktop,,,negro,,empresas,20.0,2.0,,,,,,,,,,,4240.48,4240.48,4240.48,21.8,21.1,3.1,25.0,32.0,4800.0,512.0,,5.0,,,6.0,3.6,125.0,1,20.0,63.0,94.0,2259.0,529.0,24.0,412.0,833.0,,1182.0,297.0,,749.0
2.0,Workstation,disco duro SSD,,Ethernet,,,,1.0,,,64.0,,Ethernet 10/100/1000,,,,Desktop,,torre,,,,,,,,,,,,,,,,7741.68,14283.27,11012.48,50.8,17.5,,,64.0,,1000.0,,,,,44.0,,,1,,,135.0,2259.0,,931.0,,,,1182.0,,4.0,
1.0,Workstation,disco duro SSD,,Ethernet,Bluetooth 4.2,IEEE 802.11ac,Intel,1.0,,,64.0,,Ethernet 10/100/1000,,,,Desktop,,torre,,,empresas,8.0,,,2.0,,2.0,,,,,,,3899.51,3899.51,3899.51,43.0,18.0,,8.0,32.0,,512.0,4.1,4.6,,,38.0,,105.0,1,7.0,31.0,135.0,2259.0,10.0,931.0,193.0,,,200.0,397.0,9.0,9.0
7.0,Workstation,,,"Ethernet, Bluetooth, wifi",Bluetooth 5.1,,,,,,,,Ethernet 10/100/1000,,,,Desktop,,torre,,,empresas,,,,,,,,,,,,,918.39,4307.54,2612.97,31.6,17.0,,,,,,,,,,37.0,,,1,,,135.0,,,931.0,,,,,,,
1.0,Workstation,disco duro SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.1,,,1.0,DDR5,,64.0,ninguno,Ethernet 10/100/1000,,,,Desktop,,torre,negro,,empresas,,4.0,,,,,,,,,,,4307.54,4307.54,4307.54,31.6,17.0,9.67,,32.0,4400.0,1000.0,,,128.0,,37.0,,,1,20.0,183.0,135.0,52.0,,23.0,412.0,833.0,,1182.0,,,
2.0,Workstation,disco duro SSD,,Ethernet,,,,1.0,,,64.0,,Ethernet 10/100/1000,,,,Desktop,,torre,,,,,,,,,,,,,,,,4228.05,5482.99,4855.52,45.4,16.5,,,64.0,,1000.0,,,,,44.0,,,1,,7.0,135.0,2259.0,,931.0,9.0,,,1182.0,,3.0,
1.0,Workstation,disco duro M.2 SSD,,Ethernet,,,Intel,1.0,DDR5,GDDR6,,ninguno,Ethernet 10/100/1000,,,Ray tracing,Desktop,,,negro,,"empresas, gaming, principiante, profesional",24.0,,,,,,,,,,,,2295.0,2295.0,2295.0,30.8,15.5,,30.0,16.0,4800.0,512.0,2.1,5.2,,,33.0,2.1,219.0,1,105.0,90.0,,,866.0,57.0,679.0,833.0,,1182.0,337.0,,749.0
1.0,Workstation,disco duro SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.1,,Intel,1.0,DDR5,,,,Ethernet 10/100/1000,,,,Desktop,,torre,negro,,empresas,24.0,,,,,,,,,,,,2573.51,2573.51,2573.51,31.6,17.0,,30.0,64.0,,1000.0,,5.2,,,37.0,3.2,125.0,1,9.0,374.0,135.0,,529.0,931.0,3731.0,356.0,,14.0,337.0,,749.0
1.0,Workstation,disco duro SSD,DisplayPort,Ethernet,,,Intel,1.0,DDR5,,64.0,,Ethernet 10/100/1000,,,,Desktop,,,negro,,,24.0,,,,,,,,,,,,2238.42,2238.42,2238.42,22.3,8.7,,30.0,32.0,,1000.0,,5.4,,,20.0,3.4,125.0,1,27.0,22.0,135.0,,866.0,931.0,679.0,833.0,,1182.0,337.0,24.0,749.0
1.0,Workstation,disco duro SSD,,Ethernet,,,Intel,1.0,DDR5,GDDR6,64.0,ninguno,Ethernet 10/100/1000,,,Ray tracing,Desktop,,,negro,,"empresas, gaming, principiante, profesional",32.0,4.0,,,,,,,,,,,2695.0,2695.0,2695.0,30.8,15.5,5.7,36.0,32.0,4800.0,1024.0,,5.6,128.0,,33.0,,,1,15.0,90.0,,,866.0,,679.0,356.0,,1182.0,194.0,,749.0
1.0,Workstation,disco duro SSD,,Ethernet,Bluetooth 5.2,IEEE 802.11ax,Intel,1.0,DDR5,,64.0,ninguno,Ethernet 10/100/1000,,,,Desktop,,torre,negro,,empresas,20.0,4.0,1.0,,,,,,,,,,1244.71,1244.71,1244.71,30.8,15.5,6.15,25.0,16.0,4800.0,512.0,2.1,4.9,128.0,,33.0,,180.0,1,52.0,374.0,112.0,,529.0,43.0,3731.0,833.0,92.0,1182.0,297.0,,749.0
2.0,Workstation,disco duro SSD,DisplayPort,wifi,,,Intel,1.0,,,,,,,,,Desktop,,,,,,12.0,,,,,,,,,,,,669.0,739.0,704.0,,,,12.0,32.0,,1000.0,2.6,4.4,,,,2.6,65.0,1,12.0,,,111.0,220.0,,124.0,947.0,,,813.0,,
1.0,Workstation,disco duro SSD,HDMI,Ethernet,,,Intel,1.0,DDR4,,64.0,ninguno,,,,,Desktop,,minitorre,negro,,"empresas, principiante, profesional",,2.0,,,,,,,,,,,767.47,767.47,767.47,29.1,16.2,,12.0,8.0,,256.0,,4.3,64.0,,35.0,3.3,,1,30.0,,31.0,2259.0,,14.0,3731.0,190.0,,1182.0,397.0,,
1.0,Workstation,,,,,,,,,,,,,,,,Desktop,,,,,,,,,,,,,,,,,,275.08,275.08,275.08,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
2.0,Workstation,disco duro SSD,,"wifi, Bluetooth",,,Intel,1.0,DDR5,,,,,,,,Desktop,,,,,,24.0,,,,,,,,,,,,1999.0,2219.0,2109.0,,,,30.0,128.0,,1000.0,3.2,5.2,,,,3.2,125.0,1,10.0,2.0,,111.0,529.0,95.0,679.0,356.0,,,337.0,,
2.0,Workstation,disco duro SSD,DisplayPort,wifi,,,Intel,1.0,,,,,,,,,Desktop,,,,,,12.0,,,,,,,,,,,,759.0,829.0,794.0,,,,12.0,64.0,,1000.0,2.6,4.4,,,,2.6,65.0,1,12.0,,,111.0,220.0,,124.0,947.0,,,813.0,,
1.0,Workstation,,,Ethernet,,,,,,,,,Ethernet 10/100/1000,,,,Desktop,,,,,"profesional, empresas",,,,,,,,,,,,,2696.41,2696.41,2696.41,31.5,17.0,,,,,,,,,,37.0,,,1,,,135.0,,,931.0,,,,,,,
1.0,Workstation,disco duro M.2 SSD,DisplayPort,Ethernet,,,Intel,1.0,DDR5,,,grabadora DVD,Ethernet 10/100/1000,,,,Desktop,,torre,negro,,empresas,20.0,4.0,,,,,,,,,,,3477.29,3477.29,3477.29,38.5,16.9,6.2,25.0,16.0,4800.0,512.0,2.1,4.9,128.0,,35.0,,180.0,1,52.0,374.0,94.0,2259.0,529.0,33.0,3731.0,833.0,64.0,1182.0,297.0,,749.0
1.0,Workstation,disco duro SSD,,Ethernet,,,Intel,1.0,DDR5,,64.0,,Ethernet 10/100/1000,,,,Desktop,,torre,negro,,empresas,24.0,,,,,,,,,,,,2505.42,2505.42,2505.42,38.5,16.9,,30.0,16.0,,512.0,2.1,5.2,,,35.0,2.1,219.0,1,105.0,374.0,94.0,,866.0,931.0,3731.0,833.0,64.0,1182.0,337.0,,749.0
1.0,Workstation,disco duro SSD,,Ethernet,,,Intel,1.0,,,64.0,,Ethernet 10/100/1000,,,,Desktop,,torre,,,,16.0,,,2.0,,2.0,,,,,,,6718.72,6718.72,6718.72,46.0,16.5,,16.0,64.0,,1000.0,3.9,4.5,,,44.0,,155.0,1,3.0,7.0,135.0,2259.0,10.0,931.0,9.0,,,200.0,589.0,9.0,9.0
1.0,Workstation,disco duro M.2 SSD,,Ethernet,,,,1.0,DDR5,,64.0,grabadora DVD,Ethernet 10/100/1000,,,,Desktop,,torre,negro,,empresas,,,,,,,,,,,,,2253.61,2253.61,2253.61,38.5,16.9,7.2,,8.0,,256.0,,,,,35.0,,,1,39.0,374.0,94.0,2259.0,,33.0,3731.0,,,1182.0,,,
1.0,Workstation,disco duro M.2 SSD,,Ethernet,,,Intel,1.0,DDR4,,64.0,grabadora DVD,Ethernet 10/100/1000,,,Ray tracing,Desktop,,,negro,,"empresas, gaming, principiante, profesional",20.0,4.0,,,,,,,,,,,2395.0,2395.0,2395.0,30.8,15.5,5.7,25.0,16.0,4800.0,512.0,2.1,4.9,128.0,,33.0,2.1,180.0,1,52.0,,,86.0,529.0,57.0,679.0,833.0,,1182.0,297.0,,749.0
1.0,Workstation,disco duro SSD,,Ethernet,,,,1.0,,,64.0,,Ethernet 10/100/1000,,,,Desktop,,torre,,,,,,,,,,,,,,,,7841.83,7841.83,7841.83,50.8,17.5,,,64.0,,1000.0,,,,,44.0,,,1,,7.0,135.0,2259.0,,931.0,9.0,,,1182.0,,4.0,
1.0,Workstation,disco duro SSD,,Ethernet,,,,1.0,,,64.0,,Ethernet 10/100/1000,,,,Desktop,,torre,,,,,,,,,,,,,,,,3247.99,3247.99,3247.99,45.4,16.5,,,32.0,,512.0,,,,,44.0,,,1,6.0,63.0,135.0,2259.0,,931.0,412.0,,,1182.0,,3.0,
1.0,Workstation,disco duro M.2 SSD,,Ethernet,,,Intel,1.0,DDR4,,64.0,ninguno,Ethernet 10/100/1000,,,,Desktop,,minitorre,negro,,empresas,24.0,8.0,2.0,2.0,,2.0,,,,,,,1299.0,1299.0,1299.0,44.5,16.9,10.2,19.0,16.0,2933.0,512.0,,4.6,,,38.0,3.5,165.0,1,1.0,,21.0,52.0,10.0,7.0,,356.0,,200.0,297.0,2.0,
1.0,Workstation,disco duro SSD,DisplayPort,Ethernet,,,Intel,1.0,DDR4,,64.0,grabadora DVD,Ethernet 10/100/1000,,,,Desktop,,minitorre,negro,,empresas,8.0,,2.0,2.0,,2.0,,,,,,Intel Xeon W Family,3507.0,3507.0,3507.0,44.5,16.9,11.3,8.0,16.0,2666.0,512.0,3.6,3.9,256.0,,38.0,,120.0,1,1.0,,21.0,111.0,15.0,23.0,,,1.0,200.0,397.0,2.0,9.0
4.0,Workstation,disco duro SSD,,Ethernet,,,,1.0,,,64.0,,Ethernet 10/100/1000,,,,Desktop,,torre,,,,,,,,,,,,,,,,3247.99,5482.99,4365.49,45.4,16.5,,,,,,,,,,44.0,,,1,,,135.0,2259.0,,931.0,,,,1182.0,,1.0,
1.0,Workstation,disco duro M.2 SSD,DisplayPort,Ethernet,,,Intel,1.0,DDR5,GDDR6,64.0,ninguno,,,,,Desktop,,,negro,,empresas,12.0,2.0,,,,,,,,,,,1595.0,1595.0,1595.0,21.8,21.1,2.4,18.0,16.0,4800.0,512.0,2.5,4.4,,,6.0,2.5,117.0,1,79.0,202.0,94.0,44.0,529.0,24.0,124.0,947.0,,1182.0,813.0,,749.0
1.0,Workstation,disco duro SSD,,Ethernet,,,Intel,1.0,,,64.0,,Ethernet 10/100/1000,,,,Desktop,,torre,negro,,empresas,24.0,,,,,,,,,,,,2618.15,2618.15,2618.15,38.5,16.9,,30.0,32.0,,1000.0,,5.4,,,35.0,3.4,125.0,1,27.0,374.0,94.0,,866.0,931.0,3731.0,833.0,64.0,1182.0,337.0,,749.0
1.0,Workstation,disco duro SSD,,Ethernet,,,Intel,1.0,,,64.0,,Ethernet 10/100/1000,,,,Desktop,,torre,negro,,empresas,24.0,,,,,,,,,,,,2047.5,2047.5,2047.5,38.5,16.9,,30.0,16.0,,512.0,2.1,5.2,,,35.0,2.1,219.0,1,105.0,22.0,94.0,,866.0,931.0,679.0,833.0,64.0,1182.0,337.0,,749.0
1.0,Workstation,disco duro M.2 SSD,DisplayPort,Ethernet,,,,1.0,DDR5,,64.0,,Ethernet 10/100/1000,,,,Desktop,,,negro,,,,,,,,,,,,,,,1252.86,1252.86,1252.86,22.3,8.7,3.6,,16.0,,512.0,,,,,20.0,,,1,105.0,374.0,135.0,2259.0,,931.0,3731.0,,,1182.0,,24.0,
