ofertas,tipo_de_producto,disco_duro_tipo_de_disco_duro,grafica_salida_de_video,comunicaciones_conectividad,comunicaciones_version_bluetooth,comunicaciones_estandar_wifi,procesador_fabricante,disco_duro_numero_de_discos_duros_instalados,ram_tipo,grafica_tipo_memoria,sistema_operativo_arquitectura_bit,almacenamiento_lector_optico,comunicaciones_estandar_lan,conectividad_conexion,otras_caracteristicas_articulo_incluido,otras_caracteristicas_certificado,grafica_caracteristica_tarjeta,tipo,conectividad_conexion_frontal,propiedades_de_la_carcasa_tipo_de_caja,propiedades_de_la_carcasa_color,propiedades_de_la_carcasa_material_de_la_carcasa,adecuado_para,procesador_numero_de_hilos_de_ejecucion,ram_numero_ranuras_memoria,propiedades_de_la_carcasa_bahia_interna_de_2_5,propiedades_de_la_carcasa_bahia_interna_de_3_5,disco_duro_capacidad_disco_duro_tb,propiedades_de_la_carcasa_bahia_externa_de_5_25,caracteristicas_especiales,otras_caracteristicas_modo_de_sonido,propiedades_de_la_carcasa_superficie_del_material,disco_duro_capacidad_disco_duro_gb,procesador_placa_base,otras_caracteristicas_certificado_rohs,sistema_operativo_software_incluido,procesador_procesadores_compatibles,precio_min,precio_max,precio_mean,medidas_y_peso_profundidad_cm,medidas_y_peso_ancho_cm,medidas_y_peso_peso_kg,procesador_cache_mb,ram_memoria_gb,ram_frecuencia_de_la_memoria_mhz,disco_duro_capacidad_de_memoria_ssd_gb,procesador_frecuencia_de_reloj_ghz,procesador_frecuencia_turbo_max_ghz,ram_extension_de_memoria_maxima_gb,disco_duro_velocidad_de_rotacion_del_disco_duro_rpm,medidas_y_peso_alto_cm,procesador_frecuencia_del_reloj_ghz,procesador_tdp_watts,titulo_freq,procesador_freq,grafica_tarjeta_freq,serie_freq,otras_caracteristicas_equipamiento_freq,procesador_nombre_clave_freq,propiedades_de_la_carcasa_alimentacion_freq,grafica_memoria_freq,procesador_tipo_freq,procesador_chipset_de_la_placa_base_freq,sistema_operativo_sistema_operativo_freq,procesador_numero_nucleos_freq,grafica_numero_de_ranuras_para_pcie_freq,procesador_zocalo_de_cpu_freq
1.0,Mini PC,disco duro M.2 SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,,,1.0,DDR5,GDDR6,,,LAN 10/100/1000/2500,,,,,Desktop,,mini ITX,,,gaming,16.0,,,,,,,,,,,,,,799.99,799.99,799.99,,,,16.0,32.0,,1000.0,,4.9,,,,3.3,,1,20.0,4.0,,,,931.0,679.0,108.0,,,589.0,,
1.0,Mini PC,memoria flash,HDMI,"Ethernet, wifi, Bluetooth",Bluetooth 4.0,,Intel,1.0,DDR4,,,,Ethernet 10/100/1000,,,,,Desktop,,mini ITX,,,bricolaje,,,1.0,,,,,,,,,,,,256.69,256.69,256.69,11.1,11.5,,,4.0,,64.0,,,,,5.0,,,1,4.0,4.0,45.0,,,931.0,3731.0,,,398.0,,22.0,
1.0,Mini PC,disco duro M.2 SSD,,"wifi, Ethernet, Bluetooth",Bluetooth 5.4,IEEE 802.11be,Intel,1.0,DDR5,,,ninguno,LAN 10/100/1000/2500,,,,,Desktop,,mini ITX,,,gaming,22.0,2.0,,,,,,,,,,,,,1279.0,1279.0,1279.0,,,,24.0,32.0,5600.0,1000.0,,5.1,,,,,65.0,1,59.0,270.0,,2259.0,,2.0,,64.0,,,337.0,,
,Mini PC,disco duro SSD,HDMI,Bluetooth,,,Intel,,DDR4,,,ninguno,LAN 10/100/1000/2500,,,,,Desktop,1 entrada de auriculares,mini ITX,,,,24.0,,,,,,,,,,,,,,,,,,,,30.0,32.0,,512.0,5.0,5.1,,,,,65.0,1,20.0,916.0,,2259.0,529.0,931.0,3731.0,356.0,,,337.0,,749.0
1.0,Mini PC,disco duro SSD,,wifi,,,Intel,1.0,,,64.0,,,,,,,Desktop,,barebone,negro,,,20.0,,,,,,,,,,,,,,3571.56,3571.56,3571.56,35.7,12.0,,24.0,16.0,,1000.0,3.5,4.7,,,18.0,,115.0,1,55.0,2.0,,,529.0,931.0,,833.0,,389.0,163.0,,
1.0,Mini PC,disco duro M.2 SSD,HDMI,"wifi, Bluetooth, Ethernet",Bluetooth 5.2,IEEE 802.11ax,Intel,1.0,DDR4,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,mini ITX,,,,4.0,,,,,,,,,,,,,,299.0,299.0,299.0,,,,,16.0,3200.0,100.0,,3.6,,,,,,1,4.0,715.0,,2259.0,,,3731.0,60.0,,,397.0,,
1.0,Mini PC,,,"Ethernet, wifi, Bluetooth",Bluetooth 4.0,,Intel,,DDR3,,,ninguno,Ethernet 10/100/1000,,montaje en pared,,,Desktop,,mini ITX,,,bricolaje,1.0,,1.0,,,,,,,,,,,,454.6,454.6,454.6,11.1,11.5,,,,,,1.467,,8.0,,5.0,,5.0,1,1.0,22.0,45.0,,1.0,931.0,,,,,3.0,22.0,3.0
1.0,Mini PC,disco duro SSD,,"wifi, Bluetooth",,,Intel,1.0,,,,,,,,,,Desktop,,,,,,,,,,,,,,,,,,,,679.0,679.0,679.0,,,,,32.0,,1000.0,,,,,,,,1,,,,,,,,833.0,,,,,
1.0,Mini PC,disco duro M.2 SSD,HDMI,"wifi, Ethernet",,IEEE 802.11ax,Intel,1.0,DDR4,,,,LAN 10/100/1000/2500,,,,,Desktop,,mini ITX,gris,,,12.0,,,,,,,,,,,,,,625.86,625.86,625.86,15.0,14.9,,,8.0,3200.0,256.0,,4.4,,,4.0,1.3,,1,165.0,916.0,,2259.0,529.0,56.0,3731.0,947.0,,13.0,233.0,,
1.0,Mini PC,disco duro M.2 SSD,,"Ethernet, wifi",,IEEE 802.11ax,,1.0,DDR4,,64.0,,LAN 10/100/1000/2500,,,,,Desktop,,mini ITX,negro,,,,,,,,,,,,,,,,,972.32,972.32,972.32,17.9,3.5,,,8.0,,512.0,,,,,17.0,,,1,50.0,715.0,17.0,2259.0,,931.0,3731.0,190.0,,1182.0,,,
1.0,Mini PC,,,Ethernet,,,Intel,,DDR4,,64.0,grabadora DVD,Ethernet 10/100/1000,,,,,Desktop,,,negro,,empresas,12.0,,,,,,,,,,,,,,748.0,748.0,748.0,,,5.0,18.0,8.0,,256.0,2.5,4.4,64.0,,,2.5,65.0,1,79.0,202.0,87.0,,529.0,54.0,3731.0,947.0,49.0,1182.0,813.0,,749.0
1.0,Mini PC,disco duro SSD,,wifi,Bluetooth 5.2,,Intel,1.0,DDR4,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,desktop,negro,,"principiante, profesional, empresas",8.0,2.0,,,,,,,,,,,,,720.0,720.0,720.0,17.5,17.7,1.25,,8.0,3200.0,256.0,,4.5,64.0,,3.0,1.2,,1,50.0,715.0,106.0,2259.0,,78.0,3731.0,190.0,,1182.0,813.0,,
1.0,Mini PC,disco duro M.2 SSD,DisplayPort,"wifi, Bluetooth, Ethernet",Bluetooth 5.3,,AMD,1.0,DDR4,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,mini ITX,negro,,empresas,12.0,2.0,,,,,,,,,,,,,880.86,880.86,880.86,17.5,17.7,1.42,16.0,8.0,3200.0,256.0,,4.4,64.0,,3.0,3.4,35.0,1,2.0,391.0,112.0,2259.0,83.0,73.0,3731.0,327.0,,1182.0,813.0,,
1.0,Mini PC,disco duro M.2 SSD,HDMI,"wifi, Ethernet, Bluetooth",Bluetooth 5.2,IEEE 802.11ax,Intel,,DDR4,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,,,,,4.0,,,,1 TB,,,,,,,,,,239.0,239.0,239.0,,,,6.0,16.0,3200.0,500.0,,3.4,,,,0.8,25.0,1,45.0,715.0,,2259.0,,,3731.0,60.0,,,397.0,,
1.0,Mini PC,disco duro SSD,HDMI,"Ethernet, wifi, Bluetooth",,,,,DDR4,,,ninguno,,,,,,Desktop,,mini ITX,,,,,,,,,,,,,,,,,,425.0,425.0,425.0,,,,,32.0,,1000.0,,,,,,,,1,12.0,715.0,,2259.0,,931.0,3731.0,947.0,,,,,
1.0,Mini PC,disco duro SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 4.0,,Intel,0.0,DDR4,,,,Ethernet 10/100/1000,,,,,Desktop,,mini ITX,negro,,bricolaje,4.0,,1.0,,,,,,,,,,,,329.0,329.0,329.0,11.1,11.5,,4.0,,,,2.1,4.1,,,5.0,,15.0,1,20.0,,45.0,2259.0,123.0,931.0,3731.0,190.0,,398.0,51.0,22.0,24.0
1.0,Mini PC,disco duro SSD,HDMI,"Ethernet, wifi, Bluetooth",Bluetooth 5.3,IEEE 802.11ax,,1.0,,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,factor de forma ultrapequeño (USFF),plateado,,,,,,,,,,,,,,,,,1359.04,1359.04,1359.04,19.7,19.7,,,16.0,,512.0,,,,,3.0,,,1,9.0,6.0,36.0,,,931.0,,,,35.0,233.0,,
1.0,Mini PC,disco duro SSD,,"wifi, Bluetooth",Bluetooth 4.2,IEEE 802.11ac,AMD,1.0,DDR4,,,,,,,,,Desktop,,,,,,16.0,,,,,,,,,,,,,,489.99,489.99,489.99,,,,16.0,32.0,3200.0,512.0,1.9,4.4,64.0,,,1.9,,1,2.0,391.0,,,,,,295.0,,1182.0,589.0,,
1.0,Mini PC,disco duro M.2 SSD,HDMI,"wifi, Ethernet, Bluetooth",Bluetooth 5.3,,Intel,1.0,DDR4,,,ninguno,LAN 10/100/1000/2500,,,,,Desktop,conexión micrófono/auriculares,mini ITX,negro,,,8.0,2.0,1.0,,,,,,,,,,,,499.0,499.0,499.0,11.2,11.7,0.58,10.0,8.0,,256.0,1.2,4.5,64.0,,4.0,1.2,,1,50.0,916.0,15.0,111.0,866.0,88.0,3731.0,190.0,,1182.0,813.0,,43.0
1.0,Mini PC,disco duro M.2 SSD,,"Ethernet, wifi, Bluetooth",,,,1.0,DDR4,,64.0,,,,,,,Desktop,conexión micrófono/auriculares,mini ITX,,,bricolaje,,,,,,,,,,,,,,,720.99,720.99,720.99,12.8,11.7,,,4.0,,128.0,,,32.0,,3.0,,,1,7.0,,,,,931.0,,,,200.0,,,
1.0,Mini PC,disco duro M.2 SSD,HDMI,"wifi, Bluetooth, Ethernet",Bluetooth 4.2,IEEE 802.11ac,,1.0,DDR5,,,,Ethernet 10/100/1000,,,,,Desktop,2 USB 3.2,,,,,4.0,,,,,,,,,,,,,,219.95,219.95,219.95,7.19,7.19,,6.0,12.0,,512.0,,3.6,,,4.0,,,1,12.0,715.0,,86.0,,,3731.0,60.0,,1182.0,397.0,,
3.0,Mini PC,disco duro SSD,,"wifi, Ethernet, Bluetooth",Bluetooth 5.0,IEEE 802.11ac,,1.0,DDR3,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,barebone,negro,,"empresas, profesional",,,,,,,,,,,,,,,552.87,633.96,593.41,12.5,12.5,1.1,,16.0,2400.0,256.0,,,32.0,,4.0,,,1,18.0,16.0,,52.0,,,3731.0,947.0,,,,,
1.0,Mini PC,disco duro M.2 SSD,HDMI,"wifi, Ethernet, Bluetooth",Bluetooth 5.2,IEEE 802.11ax,Intel,1.0,DDR4,,,,LAN 10/100/1000/2500,,,,,Desktop,,mini ITX,,,,,,,,,,,,,,,,,,266.9,266.9,266.9,,,,,8.0,3200.0,256.0,800.0,3.4,,,,0.8,,1,45.0,715.0,5.0,2259.0,,,,60.0,,1182.0,397.0,,
1.0,Mini PC,disco duro M.2 SSD,,"Bluetooth, Ethernet, wifi",Bluetooth 4.2,,Intel,1.0,DDR4,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,mini ITX,negro,,"profesional, bricolaje",4.0,,,,,,,,,,,,,,224.99,224.99,224.99,8.8,8.8,,6.0,16.0,,1000.0,,3.6,,,3.0,2.0,12.0,1,12.0,715.0,,,529.0,,3731.0,60.0,,1182.0,397.0,,
2.0,Mini PC,,,"Bluetooth, wifi",Bluetooth 5.2,IEEE 802.11ax,AMD,,,,,ninguno,LAN 10/100/1000/2500,,,,,Desktop,,mini ITX,,,,16.0,,,,,,,,,,,,,,439.0,439.0,439.0,11.2,11.7,,16.0,32.0,,512.0,3.2,4.4,,,4.0,,45.0,1,12.0,99.0,,41.0,83.0,931.0,,295.0,,1182.0,589.0,,25.0
1.0,Mini PC,disco duro M.2 SSD,,"wifi, Bluetooth, Ethernet",Bluetooth 5.2,IEEE 802.11ax,Intel,1.0,DDR4,,,ninguno,LAN 10/100/1000/2500,,,,,Desktop,,mini ITX,,,empresas,16.0,2.0,,,,,,,,,,,,,489.99,489.99,489.99,,,6.0,24.0,32.0,,1000.0,,4.9,64.0,,,,,1,7.0,715.0,,,,,3731.0,,,,589.0,,
1.0,Mini PC,,DisplayPort,Ethernet,,,Intel,2.0,DDR4,,64.0,ninguno,Ethernet 10/100/1000,,,Epeat,,Desktop,,factor de forma pequeño (SFF),negro,,empresas,12.0,4.0,1.0,,1 TB,1.0,,,,,D3923-A1,sí,,,1325.9,1325.9,1325.9,29.6,31.4,8.0,12.0,8.0,,256.0,2.9,4.3,128.0,,8.0,2.9,65.0,1,133.0,108.0,4.0,2259.0,123.0,931.0,3731.0,947.0,10.0,200.0,813.0,22.0,135.0
1.0,Mini PC,disco duro SSD,,"Ethernet, wifi, Bluetooth",,,,,,,,ninguno,LAN 10/100/1000/2500,2 HDMI,,,,Desktop,,,,,,,,,,,,,,,,,,,,479.99,479.99,479.99,,,,,32.0,,1000.0,,,,,,,,1,27.0,715.0,,2259.0,,931.0,3731.0,833.0,,,,,
1.0,Mini PC,disco duro SSD,HDMI,"Ethernet, wifi, Bluetooth",Bluetooth 5.0,IEEE 802.11ac,Intel,1.0,DDR4,,64.0,ninguno,,,,,,Desktop,,mini ITX,negro,,,,2.0,1.0,,,,,,,256 GB,,,,,865.25,865.25,865.25,12.4,12.4,0.55,4.0,8.0,2666.0,,2.1,4.1,64.0,,5.0,2.1,15.0,1,20.0,,63.0,2259.0,123.0,78.0,,190.0,,27.0,51.0,,
2.0,Mini PC,sin disco duro,HDMI,"Ethernet, wifi, Bluetooth",,IEEE 802.11ax,,0.0,DDR4,,,ninguno,,,,,,Desktop,2 USB 3.2,mini ITX,negro,,bricolaje,,2.0,,,,,,,,,,,,,722.03,740.49,731.26,11.2,11.7,,,,,,,,64.0,,3.0,,,1,11.0,916.0,45.0,,,931.0,3731.0,,,398.0,,19.0,
1.0,Mini PC,disco duro M.2 SSD,HDMI,"Ethernet, wifi, Bluetooth",,,Intel,1.0,DDR4,,,,,,,,,Desktop,conexión micrófono/auriculares,mini ITX,,,bricolaje,,,,,,,,,,,,,,,336.94,336.94,336.94,12.8,11.7,,,,,,,,32.0,,3.0,,,1,18.0,,,,,931.0,,,,398.0,,,
1.0,Mini PC,disco duro M.2 SSD,,"wifi, Ethernet, Bluetooth",Bluetooth 4.2,,Intel,1.0,DDR4,,,,Ethernet 10/100/1000,,,,,Desktop,,mini ITX,,,,4.0,,,,,,,,,,,,,,238.99,238.99,238.99,12.7,12.7,0.44,6.0,16.0,3200.0,1000.0,,3.6,,,4.0,3.0,,1,12.0,715.0,,2259.0,,,3731.0,60.0,,,397.0,,
1.0,Mini PC,disco duro M.2 SSD,,"wifi, Ethernet, Bluetooth",Bluetooth 5.3,IEEE 802.11ax,Intel,,DDR4,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,mini ITX,negro,,empresas,8.0,2.0,,,,,,,,,,,,,523.29,523.29,523.29,17.8,17.8,5.0,12.0,16.0,3200.0,512.0,1.3,4.6,,,3.0,1.3,,1,141.0,916.0,4.0,2259.0,,73.0,3731.0,947.0,,398.0,813.0,,
1.0,Mini PC,disco duro SSD,HDMI,Ethernet,,,,,DDR5,,,ninguno,LAN 10/100/1000/2500,,,,,Desktop,1 entrada de auriculares,mini ITX,,,,,,,,,,,,,,,,,,743.0,743.0,743.0,12.7,13.0,,,32.0,5600.0,1000.0,,,,,6.0,,,1,22.0,51.0,,2259.0,,931.0,3731.0,108.0,,,,,
1.0,Mini PC,disco duro M.2 SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.0,IEEE 802.11ax,Intel,,DDR4,,,,Ethernet 10/100/1000,,,,,Desktop,2 USB 3.2,mini ITX,,,bricolaje,8.0,,,,,,,,,,,,,,668.8,668.8,668.8,11.2,11.7,,8.0,,,,2.6,4.4,64.0,,3.0,,28.0,1,8.0,916.0,45.0,,25.0,931.0,3731.0,947.0,,398.0,397.0,19.0,24.0
1.0,Mini PC,disco duro M.2 SSD,HDMI,"wifi, Ethernet, Bluetooth",Bluetooth 5.3,,Intel,1.0,DDR4,,,ninguno,LAN 10/100/1000/2500,,,,,Desktop,conexión micrófono/auriculares,mini ITX,negro,,,8.0,2.0,1.0,,,,,,,,,,,,449.0,449.0,449.0,11.2,11.7,0.58,10.0,8.0,,256.0,1.2,4.4,64.0,,4.0,1.2,,1,69.0,916.0,15.0,111.0,529.0,88.0,3731.0,190.0,,1182.0,813.0,,43.0
1.0,Mini PC,disco duro M.2 SSD,,"wifi, Bluetooth, Ethernet",Bluetooth 5.0,IEEE 802.11ax,Intel,1.0,DDR4,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,,negro,,empresas,12.0,2.0,,,,,compatible 4K,,,,,,,,1532.41,1532.41,1532.41,17.5,17.5,1.3,12.0,8.0,3200.0,256.0,2.6,4.4,,,4.0,2.6,65.0,1,13.0,202.0,,63.0,30.0,13.0,3731.0,947.0,,398.0,813.0,,
1.0,Mini PC,disco duro SSD,,"Ethernet, wifi",,,Intel,,DDR4,,,ninguno,,,,,,Desktop,,mini ITX,,,,4.0,,,,,,,,,,,,,,151.99,151.99,151.99,,,,4.0,8.0,,256.0,2.0,2.7,,,,,10.0,1,7.0,37.0,,2259.0,37.0,931.0,3731.0,116.0,,,397.0,,14.0
1.0,Mini PC,disco duro M.2 SSD,HDMI,"wifi, Ethernet, Bluetooth",Bluetooth 5.3,,Intel,1.0,DDR4,,,ninguno,LAN 10/100/1000/2500,,,,,Desktop,,mini ITX,,,,12.0,2.0,1.0,,,,,,,,,,,,758.0,758.0,758.0,11.2,11.2,0.45,12.0,32.0,3200.0,1000.0,1.7,4.7,64.0,,3.0,1.7,,1,93.0,916.0,15.0,111.0,529.0,88.0,3731.0,833.0,,1182.0,233.0,,43.0
1.0,Mini PC,disco duro SSD,HDMI,"Ethernet, wifi, Bluetooth",,,,,DDR4,,,ninguno,,,,,,Desktop,,mini ITX,,,,,,,,,,,,,,,,,,469.0,469.0,469.0,,,,,32.0,,1000.0,,,,,,,,1,12.0,715.0,,2259.0,,931.0,3731.0,356.0,,,,,
1.0,Mini PC,disco duro M.2 SSD,HDMI,"wifi, Bluetooth, Ethernet",,,,0.0,DDR4,,,ninguno,,,,,,Desktop,,barebone,negro,,,,,,,,,,,,,,,,,1034.18,1034.18,1034.18,35.7,12.0,,,,,,,,,,18.0,,,1,28.0,916.0,,,,931.0,3731.0,,,398.0,,,
1.0,Mini PC,memoria flash,,"Ethernet, wifi",,,,,DDR4,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,mini ITX,,,,,,,,,,,,,,,,,,146.0,146.0,146.0,12.0,12.0,,,4.0,,64.0,,,,,2.0,,,1,27.0,37.0,,,,931.0,3731.0,116.0,,,,,
1.0,Mini PC,disco duro SSD,HDMI,"Ethernet, wifi",,,Intel,,DDR4,,,ninguno,,,,,,Desktop,,mini ITX,,,,4.0,,,,,,,,,,,,,,143.9,143.9,143.9,,,,4.0,8.0,,128.0,2.0,2.7,,,,,10.0,1,7.0,37.0,,2259.0,37.0,931.0,3731.0,116.0,,,397.0,,14.0
1.0,Mini PC,memoria flash,,"Bluetooth, wifi",,,Intel,1.0,,,,,,,,,,Desktop,,mini ITX,negro,,,4.0,,,,,,,,,,,,,,549.79,549.79,549.79,15.0,14.9,,4.0,8.0,,64.0,2.1,4.1,,,4.0,,15.0,1,20.0,715.0,,,123.0,931.0,3731.0,190.0,,13.0,51.0,,24.0
1.0,Mini PC,disco duro M.2 SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,IEEE 802.11ax,,1.0,DDR4,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,factor de forma pequeño (SFF),negro,,empresas,,,,,,,,,,,,,,,871.99,871.99,871.99,17.5,17.7,,,16.0,,512.0,,,,,3.0,,,1,13.0,374.0,106.0,,,56.0,3731.0,,,200.0,,,
1.0,Mini PC,disco duro M.2 SSD,DisplayPort,"wifi, Bluetooth, Ethernet",Bluetooth 5.3,,AMD,1.0,DDR4,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,mini ITX,negro,,empresas,12.0,2.0,,,,,,,,,,,,,960.0,960.0,960.0,17.5,17.7,1.42,16.0,16.0,3200.0,512.0,,4.4,64.0,,3.0,3.4,35.0,1,2.0,391.0,112.0,2259.0,83.0,59.0,3731.0,327.0,,1182.0,813.0,,
1.0,Mini PC,disco duro M.2 SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,,Intel,1.0,DDR5,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,,negro,,empresas,20.0,,,,,,,,,,,,,,1881.79,1881.79,1881.79,17.5,17.7,,25.0,16.0,,512.0,2.1,4.9,,,3.0,,180.0,1,52.0,374.0,112.0,,529.0,28.0,3731.0,833.0,,1182.0,297.0,,749.0
1.0,Mini PC,disco duro M.2 SSD,,Ethernet,,,Intel,1.0,DDR4,,64.0,grabadora DVD,Ethernet 10/100/1000,,,TCO Certified Desktops 8,,Desktop,,factor de forma pequeño (SFF),negro,,,12.0,,,,,,,,,,,,,,1366.48,1366.48,1366.48,30.3,27.0,,12.0,16.0,2933.0,512.0,3.1,4.5,,,9.0,,65.0,1,8.0,108.0,59.0,2259.0,52.0,931.0,3731.0,947.0,,200.0,813.0,,135.0
1.0,Mini PC,disco duro M.2 SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,,Intel,1.0,DDR5,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,,negro,,empresas,12.0,2.0,1.0,,,,,,,,,,,,1079.86,1079.86,1079.86,17.5,17.7,1.42,18.0,8.0,4800.0,256.0,2.0,4.4,,,3.0,2.0,74.0,1,29.0,374.0,112.0,2259.0,529.0,59.0,3731.0,947.0,92.0,1182.0,813.0,,749.0
1.0,Mini PC,disco duro M.2 SSD,DisplayPort,"wifi, Bluetooth, Ethernet",Bluetooth 5.3,,AMD,1.0,DDR4,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,mini ITX,negro,,empresas,12.0,2.0,,,,,,,,,,,,,925.74,925.74,925.74,17.5,17.7,1.42,16.0,16.0,3200.0,512.0,,4.4,64.0,,3.0,3.4,35.0,1,4.0,391.0,112.0,2259.0,83.0,73.0,3731.0,327.0,,1182.0,813.0,,
1.0,Mini PC,disco duro M.2 SSD,,"Bluetooth, wifi, Ethernet",Bluetooth 5.2,IEEE 802.11ax,Intel,1.0,DDR5,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,factor de forma ultrapequeño (USFF),negro,,"empresas, profesional",12.0,2.0,,,,,,,,,,,,,933.79,933.79,933.79,18.3,17.9,1.25,18.0,8.0,4800.0,256.0,3.0,4.6,64.0,,3.0,,117.0,1,39.0,374.0,213.0,,529.0,16.0,3731.0,947.0,,1182.0,813.0,,749.0
1.0,Mini PC,disco duro SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,,Intel,1.0,,,64.0,,Ethernet 10/100/1000,,,,,Desktop,,,negro,,empresas,12.0,,1.0,,,,,,,,,,,,1234.34,1234.34,1234.34,17.5,17.7,,18.0,16.0,,256.0,2.0,4.4,,,3.0,,74.0,1,29.0,374.0,112.0,,529.0,,3731.0,947.0,92.0,1182.0,813.0,,749.0
1.0,Mini PC,disco duro M.2 SSD,HDMI,"wifi, Ethernet",Bluetooth 5.2,IEEE 802.11ax,AMD,1.0,DDR5,,,,Ethernet 10/100/1000,,,,,Desktop,,mini ITX,,,,16.0,,,,,,,,,,,,,,579.0,579.0,579.0,12.6,12.6,,16.0,24.0,4800.0,1000.0,,4.9,,,4.0,,,1,20.0,28.0,,2259.0,,,,108.0,,,589.0,,
1.0,Mini PC,disco duro SSD,,"wifi, Bluetooth, Ethernet",Bluetooth 5.0,,,,,,,,Ethernet 10/100/1000,,,,,Desktop,,,plateado,,,,,,,,,,,,,,,,,1029.0,1029.0,1029.0,19.7,19.7,1.2,,8.0,,512.0,,,,,3.0,,,1,10.0,,36.0,2259.0,,931.0,,,,11.0,397.0,,
1.0,Mini PC,disco duro M.2 SSD,,"wifi, Bluetooth, Ethernet",Bluetooth 5.2,IEEE 802.11ax,AMD,1.0,DDR4,,,,,,,,,Desktop,,mini ITX,,,,12.0,2.0,,,,,,,,,,,,,299.0,299.0,299.0,,,,16.0,16.0,,512.0,,4.3,,,,,,1,2.0,,,2259.0,,,,327.0,,,813.0,,
1.0,Mini PC,disco duro SSD,HDMI,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,,,,DDR5,,,ninguno,LAN 10/100/1000/2500,,,,,Desktop,,mini ITX,,,gaming,,,,,,,,,,,,,,,881.99,881.99,881.99,,,,,64.0,,1000.0,,,,,,,,1,20.0,4.0,,2259.0,,931.0,,108.0,,,,,
,Mini PC,disco duro SSD,,"Bluetooth, wifi, Ethernet",,,Intel,1.0,DDR3,,64.0,ninguno,,,,,,Desktop,2 USB 3.0,factor de forma ultrapequeño (USFF),,,,4.0,,,,,,,,,,,,,,,,,19.1,18.5,,4.0,8.0,,240.0,2.9,3.6,,,5.0,,35.0,1,1.0,6.0,,86.0,8.0,,3731.0,947.0,,200.0,51.0,,4.0
1.0,Mini PC,disco duro M.2 SSD,HDMI,"wifi, Ethernet, Bluetooth",Bluetooth 5.2,IEEE 802.11ax,Intel,1.0,DDR4,,,,LAN 10/100/1000/2500,,,,,Desktop,,mini ITX,,,,,,,,,,,,,,,,,,294.9,294.9,294.9,,,,,8.0,3200.0,512.0,800.0,3.4,,,,0.8,,1,45.0,715.0,5.0,2259.0,,,,60.0,,1182.0,397.0,,
1.0,Mini PC,disco duro M.2 SSD,HDMI,"Bluetooth, wifi, Ethernet",Bluetooth 4.2,,Intel,1.0,DDR4,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,,,,gaming,,,,,,,,,,,,,,,175.99,175.99,175.99,12.8,12.8,,,16.0,,512.0,,,,,5.0,2.9,,1,4.0,,,,,,,,,1182.0,397.0,,
1.0,Mini PC,disco duro SSD,,"wifi, Bluetooth",Bluetooth 4.2,IEEE 802.11ac,AMD,1.0,DDR4,,,,,,,,,Desktop,,,,,,16.0,,,,,,,,,,,,,,399.99,399.99,399.99,,,,16.0,16.0,3200.0,512.0,1.9,4.4,64.0,,,1.9,,1,2.0,391.0,,,,,,295.0,,1182.0,589.0,,
1.0,Mini PC,disco duro M.2 SSD,HDMI,"wifi, Bluetooth, Ethernet",Bluetooth 5.4,IEEE 802.11be,Intel,1.0,DDR5,,,ninguno,LAN 10/100/1000/2500,,,,,Desktop,,mini ITX,,,,22.0,,,,,,,,,,,,,,1149.0,1149.0,1149.0,13.5,13.2,,24.0,32.0,5600.0,2000.0,1.4,5.1,,,4.0,1.4,,1,59.0,270.0,,86.0,462.0,,,64.0,,1182.0,337.0,,39.0
1.0,Mini PC,disco duro M.2 SSD,Mini-DisplayPort,"Ethernet, wifi, Bluetooth",Bluetooth 5.0,IEEE 802.11ax,Intel,1.0,DDR4,,,,Ethernet 10/100/1000,,,,,Desktop,conexión micrófono/auriculares,mini ITX,,,bricolaje,8.0,,,,,,,,,,,,,,451.07,451.07,451.07,12.8,11.7,,6.0,4.0,,128.0,1.6,4.2,32.0,,3.0,,15.0,1,18.0,,,,123.0,931.0,,947.0,,398.0,397.0,,24.0
