ofertas,tipo_de_producto,disco_duro_tipo_de_disco_duro,grafica_salida_de_video,comunicaciones_conectividad,comunicaciones_version_bluetooth,comunicaciones_estandar_wifi,procesador_fabricante,disco_duro_numero_de_discos_duros_instalados,ram_tipo,grafica_tipo_memoria,sistema_operativo_arquitectura_bit,almacenamiento_lector_optico,comunicaciones_estandar_lan,conectividad_conexion,otras_caracteristicas_articulo_incluido,otras_caracteristicas_certificado,grafica_caracteristica_tarjeta,tipo,conectividad_conexion_frontal,propiedades_de_la_carcasa_tipo_de_caja,propiedades_de_la_carcasa_color,propiedades_de_la_carcasa_material_de_la_carcasa,adecuado_para,procesador_numero_de_hilos_de_ejecucion,ram_numero_ranuras_memoria,propiedades_de_la_carcasa_bahia_interna_de_2_5,propiedades_de_la_carcasa_bahia_interna_de_3_5,disco_duro_capacidad_disco_duro_tb,propiedades_de_la_carcasa_bahia_externa_de_5_25,caracteristicas_especiales,otras_caracteristicas_modo_de_sonido,propiedades_de_la_carcasa_superficie_del_material,disco_duro_capacidad_disco_duro_gb,procesador_placa_base,otras_caracteristicas_certificado_rohs,sistema_operativo_software_incluido,procesador_procesadores_compatibles,precio_min,precio_max,precio_mean,medidas_y_peso_profundidad_cm,medidas_y_peso_ancho_cm,medidas_y_peso_peso_kg,procesador_cache_mb,ram_memoria_gb,ram_frecuencia_de_la_memoria_mhz,disco_duro_capacidad_de_memoria_ssd_gb,procesador_frecuencia_de_reloj_ghz,procesador_frecuencia_turbo_max_ghz,ram_extension_de_memoria_maxima_gb,disco_duro_velocidad_de_rotacion_del_disco_duro_rpm,medidas_y_peso_alto_cm,procesador_frecuencia_del_reloj_ghz,procesador_tdp_watts,titulo_freq,procesador_freq,grafica_tarjeta_freq,serie_freq,otras_caracteristicas_equipamiento_freq,procesador_nombre_clave_freq,propiedades_de_la_carcasa_alimentacion_freq,grafica_memoria_freq,procesador_tipo_freq,procesador_chipset_de_la_placa_base_freq,sistema_operativo_sistema_operativo_freq,procesador_numero_nucleos_freq,grafica_numero_de_ranuras_para_pcie_freq,procesador_zocalo_de_cpu_freq
2.0,Mini PC,disco duro HDD,,"Bluetooth, wifi",Bluetooth 5.0,IEEE 802.11ac,Intel,,DDR4,,,ninguno,,,,,,Desktop,,nettop,negro,,bricolaje,,,,,,,,,,,,,,,222.96,225.94,224.45,12.4,12.4,0.54,6.0,16.0,,,,3.4,,,5.0,,,1,45.0,715.0,63.0,,,78.0,3731.0,116.0,,398.0,397.0,,
1.0,Mini PC,disco duro M.2 SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.0,IEEE 802.11ax,,0.0,DDR4,,,,Ethernet 10/100/1000,,,,,Desktop,2 USB 3.2,mini ITX,negro,,bricolaje,,,,,,,,,,,,,,,455.92,455.92,455.92,11.2,11.7,,,,3200.0,,,,64.0,,3.0,,,1,48.0,715.0,45.0,,,931.0,3731.0,,,398.0,,19.0,
1.0,Mini PC,disco duro M.2 SSD,HDMI,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,Wi-Fi 6E,Intel,1.0,DDR4,,,ninguno,LAN 10/100/1000/2500,,,,,Desktop,,mini ITX,,,,20.0,,,,,,,,,,,,,,1054.44,1054.44,1054.44,11.2,11.7,0.65,24.0,32.0,3200.0,2000.0,,5.4,,,4.0,2.6,45.0,1,41.0,916.0,,41.0,,931.0,,356.0,,1182.0,163.0,,
4.0,Mini PC,disco duro M.2 SSD,HDMI,"wifi, Bluetooth, Ethernet",Bluetooth 5.3,,Intel,1.0,DDR5,,,ninguno,LAN 10/100/1000/2500,,,,,Desktop,,mini ITX,negro,,bricolaje,18.0,2.0,1.0,,,,,,,,,,,,1079.73,1232.3,1156.01,11.2,11.7,0.57,18.0,16.0,5600.0,512.0,1.7,4.6,96.0,,3.0,1.7,28.0,1,17.0,270.0,52.0,52.0,462.0,88.0,3731.0,128.0,,1182.0,163.0,,39.0
2.0,Mini PC,disco duro SSD,HDMI,"wifi, Bluetooth, Ethernet",Bluetooth 5.3,Wi-Fi 6E,Intel,1.0,DDR5,,64.0,ninguno,LAN 10/100/1000/2500,,,,,Desktop,,mini ITX,negro,,,12.0,2.0,,,,,,,,,,,,,929.0,1459.66,1194.33,13.56,13.56,1.38,12.0,16.0,5600.0,1000.0,,5.4,64.0,,5.0,1.8,15.0,1,34.0,135.0,63.0,2259.0,866.0,,3731.0,37.0,,1182.0,233.0,,43.0
1.0,Mini PC,disco duro M.2 SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.0,IEEE 802.11ax,Intel,0.0,DDR4,,,,Ethernet 10/100/1000,,,,,Desktop,2 USB 3.2,mini ITX,,,bricolaje,8.0,,,,,,,,,,,,,,1216.0,1216.0,1216.0,11.2,11.7,,8.0,,3200.0,,2.6,4.4,64.0,,3.0,,28.0,1,8.0,916.0,45.0,,25.0,931.0,3731.0,947.0,,398.0,397.0,19.0,24.0
2.0,Mini PC,disco duro M.2 SSD,HDMI,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,Wi-Fi 6E,Intel,1.0,DDR4,,,ninguno,LAN 10/100/1000/2500,,,,,Desktop,,mini ITX,,,,16.0,,,,,,,,,,,,,,832.22,832.99,832.61,11.2,11.7,0.65,24.0,32.0,3200.0,1000.0,,4.9,,,4.0,,,1,78.0,715.0,,41.0,,931.0,,833.0,,1182.0,233.0,,
1.0,Mini PC,disco duro SSD,HDMI,"wifi, Ethernet, Bluetooth",,,,0.0,DDR4,,,,,,,,,Desktop,,barebone,negro,,,,,,,,,,,,,,,,,372.6,372.6,372.6,35.7,12.0,,,,,,,,,,18.0,,,1,10.0,715.0,,2259.0,,931.0,3731.0,,,398.0,,,
3.0,Mini PC,disco duro M.2 SSD,HDMI,"wifi, Bluetooth, Ethernet",Bluetooth 5.3,,Intel,1.0,DDR5,,,ninguno,LAN 10/100/1000/2500,,,,,Desktop,,mini ITX,negro,,bricolaje,18.0,2.0,1.0,,,,,,,,,,,,1082.11,1162.4,1122.26,11.2,11.7,0.57,18.0,16.0,5600.0,512.0,1.7,4.6,96.0,,3.0,1.7,28.0,1,17.0,270.0,52.0,52.0,462.0,88.0,3731.0,128.0,,389.0,163.0,,39.0
2.0,Mini PC,disco duro SSD,,"Bluetooth, wifi",Bluetooth 5.0,IEEE 802.11ac,,,DDR4,,,,,,,,,Desktop,,nettop,negro,,bricolaje,,,,,,,compatible 4K,,,,,,,,272.73,272.73,272.73,12.4,12.4,0.55,,8.0,,256.0,,,16.0,,5.0,,,1,45.0,715.0,63.0,2259.0,,78.0,3731.0,,,,,,
1.0,Mini PC,,HDMI,"Ethernet, wifi, Bluetooth",Bluetooth 4.0,,Intel,,DDR4,,,,Ethernet 10/100/1000,,,,,Desktop,,mini ITX,,,bricolaje,4.0,,1.0,,,,,,,,,,,,391.93,391.93,391.93,11.1,11.5,,4.0,,,,2.1,4.1,,,5.0,,15.0,1,20.0,715.0,45.0,,123.0,931.0,3731.0,190.0,,398.0,51.0,22.0,24.0
1.0,Mini PC,,,"Ethernet, wifi, Bluetooth",Bluetooth 4.2,,Intel,,DDR4,,,,Ethernet 10/100/1000,,,,,Desktop,,factor de forma ultrapequeño (USFF),negro,,bricolaje,4.0,2.0,1.0,,,,,canal 7.1,,,,,,,616.8,616.8,616.8,11.1,11.5,,4.0,,2133.0,,3.5,4.0,32.0,,5.0,3.5,28.0,1,1.0,1.0,45.0,,14.0,78.0,3731.0,833.0,,,51.0,22.0,
2.0,Mini PC,disco duro M.2 SSD,HDMI,"wifi, Ethernet, Bluetooth",Bluetooth 5.3,Wi-Fi 6E,Intel,1.0,DDR4,,,ninguno,LAN 10/100/1000/2500,,,,,Desktop,,mini ITX,negro,,,16.0,,,,,,,,,,,,,,935.2,1196.99,1066.1,11.2,11.7,0.51,24.0,8.0,3200.0,512.0,2.2,5.0,64.0,,3.0,2.2,28.0,1,63.0,916.0,,2259.0,866.0,88.0,3731.0,833.0,,1182.0,297.0,,
1.0,Mini PC,disco duro SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,,Intel,1.0,DDR5,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,,negro,,empresas,20.0,,,,,,,,,,,,,,955.5,955.5,955.5,17.5,17.7,,,16.0,,512.0,,4.8,,,3.0,2.5,,1,84.0,,112.0,2259.0,,28.0,,947.0,,1182.0,163.0,,
2.0,Mini PC,disco duro M.2 SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.0,IEEE 802.11ax,Intel,1.0,DDR4,,,,Ethernet 10/100/1000,,,,,Desktop,,,,,empresas,12.0,,,,,,,,,,,,,,890.49,1047.5,969.0,17.5,17.5,,12.0,8.0,,256.0,2.6,4.4,,,4.0,2.6,65.0,1,13.0,108.0,,2259.0,30.0,931.0,3731.0,947.0,,1182.0,813.0,,135.0
2.0,Mini PC,disco duro M.2 SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,,Intel,1.0,DDR5,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,,negro,,empresas,20.0,2.0,,,,,,,,,,,,,1057.99,1068.15,1063.07,17.5,17.7,,24.0,16.0,4800.0,256.0,,5.0,,,3.0,2.6,65.0,1,36.0,374.0,112.0,2259.0,,28.0,3731.0,947.0,,1182.0,163.0,,
2.0,Mini PC,disco duro M.2 SSD,HDMI,"wifi, Bluetooth, Ethernet",Bluetooth 5.3,,Intel,1.0,DDR5,,,ninguno,LAN 10/100/1000/2500,,,,,Desktop,,mini ITX,negro,,bricolaje,18.0,2.0,1.0,,,,,,,,,,,,1162.4,1599.48,1380.94,11.2,11.7,0.57,18.0,16.0,5600.0,512.0,1.7,4.6,96.0,,3.0,1.7,28.0,1,17.0,270.0,52.0,52.0,462.0,88.0,3731.0,128.0,,1182.0,163.0,,39.0
2.0,Mini PC,disco duro M.2 SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,IEEE 802.11ax,Intel,1.0,DDR4,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,factor de forma pequeño (SFF),negro,,empresas,20.0,2.0,,,,,,,,,,,,,649.0,905.86,777.43,17.5,17.7,,24.0,16.0,3200.0,512.0,,4.6,64.0,,3.0,1.6,,1,19.0,374.0,106.0,2259.0,866.0,56.0,3731.0,947.0,,1182.0,163.0,,
1.0,Mini PC,disco duro M.2 SSD,HDMI,"wifi, Bluetooth, Ethernet",Bluetooth 5.3,,Intel,1.0,DDR5,,,ninguno,LAN 10/100/1000/2500,,,,,Desktop,,mini ITX,,,bricolaje,18.0,2.0,1.0,,,,,,,,,,,,1223.99,1223.99,1223.99,11.2,11.7,0.57,18.0,16.0,5600.0,512.0,1.2,4.5,96.0,,5.0,1.2,28.0,1,49.0,270.0,52.0,63.0,462.0,88.0,,128.0,,1182.0,163.0,,39.0
2.0,Mini PC,disco duro SSD,,"wifi, Bluetooth, Ethernet",Bluetooth 5.2,IEEE 802.11ax,,1.0,DDR5,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,mini ITX,negro,,empresas,,,,,,,,,,,,,,,592.98,654.25,623.62,17.5,17.5,,,8.0,,256.0,,,,,4.0,,,1,28.0,202.0,,86.0,,931.0,3731.0,190.0,,398.0,,,
3.0,Mini PC,disco duro SSD,,"Ethernet, wifi, Bluetooth",,,Intel,,DDR5,,,,,,,,,Desktop,,,,,,20.0,,,,,,,,,,,,,,1080.25,1196.48,1138.37,,,,24.0,16.0,,512.0,2.5,4.8,,,,2.5,65.0,1,84.0,,,,866.0,,,947.0,,1182.0,163.0,,749.0
2.0,Mini PC,disco duro SSD,,"Bluetooth, wifi, Ethernet",,,Intel,1.0,DDR4,,64.0,ninguno,,,,,,Desktop,,factor de forma pequeño (SFF),negro,,,,2.0,,,,,,,,,,,,,609.04,729.98,669.51,3.4,18.0,,,8.0,3200.0,256.0,,4.4,32.0,,18.0,1.2,,1,69.0,715.0,213.0,,,73.0,3731.0,190.0,,1182.0,813.0,,
2.0,Mini PC,disco duro SSD,,wifi,Bluetooth 5.2,,Intel,1.0,DDR4,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,desktop,negro,,"principiante, profesional, empresas",,2.0,,,,,,,,,,,,,584.47,594.0,589.24,17.5,17.7,1.2,8.0,8.0,3200.0,256.0,,,64.0,,3.0,1.1,,1,6.0,715.0,106.0,44.0,,78.0,3731.0,116.0,,1182.0,,,
1.0,Mini PC,disco duro SSD,,"Bluetooth, wifi, Ethernet",,,Intel,,DDR4,,64.0,ninguno,,,,,,Desktop,,factor de forma pequeño (SFF),negro,,,12.0,2.0,,,,,,,,,,,,,762.25,762.25,762.25,3.4,18.0,1.1,12.0,16.0,3200.0,256.0,,4.6,32.0,,18.0,2.1,45.0,1,59.0,715.0,213.0,,,73.0,3731.0,947.0,,1182.0,589.0,,
1.0,Mini PC,disco duro SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,IEEE 802.11ax,,1.0,DDR4,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,factor de forma pequeño (SFF),negro,,empresas,,2.0,,,,,,,,,,,,,714.61,714.61,714.61,17.5,17.7,1.42,,16.0,3200.0,512.0,,,64.0,,3.0,,,1,29.0,374.0,106.0,2259.0,,56.0,3731.0,947.0,,1182.0,,,
2.0,Mini PC,disco duro M.2 SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,IEEE 802.11ax,,1.0,DDR4,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,factor de forma pequeño (SFF),negro,,empresas,,,,,,,,,,,,,,,818.72,912.51,865.62,17.5,17.7,,,16.0,,512.0,,,,,3.0,,,1,16.0,374.0,106.0,2259.0,,931.0,3731.0,,,1182.0,,,
1.0,Mini PC,,,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,,Intel,1.0,DDR5,GDDR6,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,,negro,,empresas,32.0,,,,,,,,,,,,,,3298.99,3298.99,3298.99,17.5,17.7,,36.0,64.0,4800.0,1000.0,1.1,5.1,,,3.0,1.1,,1,1.0,164.0,112.0,2259.0,,56.0,124.0,356.0,,1182.0,194.0,,
2.0,Mini PC,disco duro M.2 SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,IEEE 802.11ax,,1.0,DDR4,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,factor de forma pequeño (SFF),negro,,empresas,,,,,,,,,,,,,,,710.75,758.2,734.48,17.5,17.7,,,16.0,,512.0,,,,,3.0,,,1,13.0,374.0,106.0,2259.0,,931.0,3731.0,,,1182.0,,,
2.0,Mini PC,disco duro M.2 SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,,Intel,1.0,DDR5,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,,negro,,empresas,24.0,,1.0,,,,,,,,,,,,945.85,1218.32,1082.09,17.5,17.7,,30.0,16.0,4800.0,512.0,1.4,4.9,64.0,,3.0,1.4,35.0,1,16.0,374.0,112.0,2259.0,866.0,59.0,3731.0,833.0,92.0,1182.0,337.0,,
2.0,Mini PC,disco duro SSD,,wifi,Bluetooth 5.2,,Intel,1.0,DDR4,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,desktop,negro,,"principiante, profesional, empresas",,,,,,,,,,,,,,,937.45,1009.97,973.71,17.5,17.7,,12.0,16.0,3200.0,512.0,,4.6,64.0,,3.0,1.3,,1,141.0,916.0,106.0,44.0,,78.0,3731.0,947.0,,1182.0,233.0,,
1.0,Mini PC,disco duro M.2 SSD,HDMI,"Bluetooth, wifi, Ethernet",Bluetooth 4.2,IEEE 802.11ac,Intel,1.0,DDR4,,,,Ethernet 10/100/1000,,,,,Desktop,,mini ITX,,,,4.0,,,,,,,,,,,,,,229.0,229.0,229.0,,,,,16.0,3200.0,500.0,,3.4,,,,1.7,,1,11.0,715.0,,,,,3731.0,60.0,,1182.0,397.0,,
1.0,Mini PC,disco duro M.2 SSD,,"wifi, Bluetooth, Ethernet",Bluetooth 4.2,IEEE 802.11ac,,,DDR5,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,mini ITX,,,,4.0,,,,,,,,,,,,,,179.99,179.99,179.99,,,,6.0,16.0,4800.0,512.0,,3.4,,,,,,1,45.0,715.0,,2259.0,,,3731.0,60.0,,1182.0,397.0,,
4.0,Mini PC,disco duro SSD,,"wifi, Ethernet",,Wi-Fi 6E,,1.0,DDR5,,64.0,ninguno,LAN 10/100/1000/2500,,,,,Desktop,,mini ITX,,,,,,,,,,,,,,,,,,829.0,2247.5,1538.25,11.1,11.7,,,32.0,,,,,,,3.0,,,1,,51.0,,2259.0,,931.0,3731.0,,,1182.0,,,
3.0,Mini PC,disco duro M.2 SSD,,"Bluetooth, Ethernet, wifi",Bluetooth 4.2,,Intel,1.0,DDR5,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,mini ITX,negro,,"profesional, bricolaje",,,,,,,,,,,,,,,173.0,204.99,189.0,8.8,8.8,,,16.0,,512.0,,,,,3.0,2.9,,1,4.0,715.0,,,,,3731.0,,,389.0,397.0,,
1.0,Mini PC,disco duro SSD,,"Bluetooth, wifi",,,Intel,1.0,DDR4,,,,,,,,,Desktop,,,,,,4.0,,,,,,,,,,,,,,189.99,189.99,189.99,10.3,10.3,0.76,6.0,16.0,,512.0,,3.4,,,5.0,,15.0,1,11.0,715.0,,,,,,60.0,,1182.0,397.0,,
1.0,Mini PC,disco duro SSD,HDMI,"wifi, Bluetooth",,,,,DDR5,,,ninguno,,,,,,Desktop,,mini ITX,,,,,,,,,,,,,,,,,,469.99,469.99,469.99,12.7,12.8,,,32.0,,1000.0,,,,,4.0,,,1,20.0,28.0,,2259.0,,931.0,3731.0,108.0,,,,,
2.0,Mini PC,memoria flash,,"Ethernet, wifi, Bluetooth",,IEEE 802.11ac,,1.0,DDR4,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,mini ITX,negro,,,,,,,,,,,,,,,,,195.0,304.87,249.94,7.4,7.4,0.36,,4.0,,64.0,,,,,5.0,,,1,1.0,3.0,,5.0,,,3731.0,,,398.0,,,
1.0,Mini PC,disco duro M.2 SSD,HDMI,Ethernet,Bluetooth 5.2,IEEE 802.11ax,Intel,1.0,DDR4,,,ninguno,LAN 10/100/1000/2500,,,,,Desktop,,mini ITX,,,empresas,,,,,,,,,,,,,,,419.9,419.9,419.9,,,,,16.0,,512.0,,3.8,,,,,,1,3.0,715.0,,2259.0,,,3731.0,190.0,,1182.0,,,
1.0,Mini PC,memoria flash,,"Ethernet, wifi, Bluetooth",Bluetooth 5.0,IEEE 802.11ac,Intel,,DDR4,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,,negro,,principiante,,,,,,,,canal 7.1,,,,,,,256.05,256.05,256.05,,,,,4.0,2933.0,64.0,,,32.0,,,,,1,5.0,715.0,45.0,,,,3731.0,,,389.0,,,
,Mini PC,disco duro SSD,,"wifi, Bluetooth, Ethernet",,IEEE 802.11ac,Intel,1.0,,,,,,,,,,Desktop,,factor de forma pequeño (SFF),gris,,,,,,,,,,,,,,,,,,,,19.7,19.7,1.3,,,,,,,,,3.0,,65.0,1,,,36.0,2259.0,21.0,,,,,10.0,,,
2.0,Mini PC,disco duro M.2 SSD,,Ethernet,,,Intel,0.0,DDR4,,,,Ethernet 10/100/1000,5 USB 3.2,,,,Desktop,,,,,,8.0,,,,,,,,,,,,,,659.99,859.27,759.63,11.8,11.0,1.0,12.0,,,,2.8,4.7,64.0,,4.0,,28.0,1,35.0,,,,25.0,56.0,,833.0,,398.0,397.0,,24.0
1.0,Mini PC,disco duro M.2 SSD,,"wifi, Bluetooth, Ethernet",Bluetooth 5.2,IEEE 802.11ax,,1.0,DDR5,,,,,,,,,Desktop,,,,,,16.0,,,,,,,,,,,,,,399.9,399.9,399.9,,,,16.0,16.0,,512.0,,4.9,,,,3.3,45.0,1,20.0,28.0,,,,,,108.0,,,589.0,,
1.0,Mini PC,disco duro M.2 SSD,HDMI,"wifi, Bluetooth, Ethernet",Bluetooth 5.2,,AMD,1.0,DDR4,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,mini ITX,negro,,,12.0,,,,,,,,,,,,,,359.0,359.0,359.0,12.6,11.3,1.02,16.0,8.0,3200.0,500.0,2.3,4.0,,,4.0,2.3,45.0,1,2.0,391.0,,2259.0,,,3731.0,327.0,,1182.0,813.0,,25.0
1.0,Mini PC,disco duro SSD,,"Ethernet, Bluetooth, wifi",Bluetooth 5.2,Wi-Fi 6E,,1.0,DDR4,,64.0,ninguno,LAN 10/100/1000/2500,,,,,Desktop,,mini ITX,,,,,,,,,,,,,,,,,,749.0,749.0,749.0,11.2,11.2,,,32.0,,1000.0,,,,,3.0,,,1,78.0,916.0,,2259.0,,931.0,3731.0,833.0,,1182.0,,,
1.0,Mini PC,disco duro M.2 SSD,,"wifi, Ethernet, Bluetooth",Bluetooth 5.2,IEEE 802.11ax,AMD,1.0,DDR5,,,ninguno,,,,,,Desktop,,mini ITX,,,gaming,16.0,,,,,,,,,,,,,,739.0,739.0,739.0,,,,16.0,32.0,5600.0,1000.0,,5.1,,,,,,1,19.0,51.0,,2259.0,,,,295.0,,,589.0,,
2.0,Mini PC,disco duro M.2 SSD,,"Bluetooth, Ethernet, wifi",Bluetooth 4.2,,Intel,1.0,DDR4,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,mini ITX,negro,,"profesional, bricolaje",4.0,,,,,,,,,,,,,,178.0,189.0,183.5,8.8,8.8,,6.0,16.0,,512.0,,3.4,,,3.0,3.0,15.0,1,11.0,715.0,,,,,3731.0,60.0,,1182.0,397.0,,
1.0,Mini PC,disco duro M.2 SSD,HDMI,"Bluetooth, wifi, Ethernet",Bluetooth 4.2,,Intel,1.0,DDR4,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,mini ITX,,,,,,,,,,,,,,,,,,229.99,229.99,229.99,,,,6.0,16.0,3200.0,512.0,,3.4,,,,0.8,6.0,1,45.0,715.0,,,529.0,,3731.0,60.0,,1182.0,397.0,,
1.0,Mini PC,disco duro M.2 SSD,,"wifi, Ethernet, Bluetooth",Bluetooth 5.3,Wi-Fi 6E,AMD,1.0,DDR5,,,,LAN 10/100/1000/2500,,,,,Desktop,,mini ITX,plateado,,,16.0,,,,,,,,,,,,,,529.0,529.0,529.0,,,,16.0,32.0,4800.0,1000.0,,4.9,,,,3.8,,1,3.0,51.0,,,,,,295.0,,,589.0,,
2.0,Mini PC,memoria flash,HDMI,"Ethernet, wifi, Bluetooth",Bluetooth 4.2,,Intel,1.0,,,,,Ethernet 10/100/1000,,,,,Desktop,conexión micrófono/auriculares,mini ITX,,,principiante,,,,,,,,,,,,,,,239.98,425.92,332.95,11.8,13.2,,,,,64.0,,,,,5.0,,,1,,,,,,931.0,,,,,,,
1.0,Mini PC,disco duro M.2 SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.0,IEEE 802.11ax,Intel,0.0,DDR4,,,,Ethernet 10/100/1000,,,,,Desktop,2 USB 3.2,mini ITX,,,bricolaje,8.0,,,,,,,,,,,,,,436.99,436.99,436.99,11.2,11.7,,8.0,,3200.0,,2.6,4.4,64.0,,3.0,,28.0,1,8.0,916.0,45.0,,25.0,931.0,3731.0,947.0,,398.0,397.0,19.0,24.0
,Mini PC,disco duro SSD,HDMI,"Ethernet, wifi, Bluetooth",Bluetooth 5.3,IEEE 802.11ax,Apple,1.0,,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,factor de forma ultrapequeño (USFF),plateado,,,,,,,,,,,,,,,,,,,,19.7,19.7,,,8.0,,256.0,,,,,3.0,,,1,43.0,8.0,36.0,,,931.0,3731.0,164.0,,35.0,589.0,,
1.0,Mini PC,disco duro M.2 SSD,,"wifi, Ethernet, Bluetooth",Bluetooth 5.3,,Intel,1.0,DDR5,,,ninguno,LAN 10/100/1000/2500,,,,,Desktop,,mini ITX,negro,,,4.0,2.0,,,,,,,,,,,,,299.0,299.0,299.0,11.2,11.7,0.45,6.0,8.0,,256.0,800.0,3.4,64.0,,3.0,0.8,,1,45.0,715.0,15.0,111.0,529.0,15.0,3731.0,60.0,,1182.0,397.0,,3.0
1.0,Mini PC,disco duro M.2 SSD,HDMI,"wifi, Bluetooth, Ethernet",Bluetooth 5.2,,AMD,1.0,DDR4,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,mini ITX,negro,,,12.0,,,,,,,,,,,,,,379.0,379.0,379.0,12.6,11.3,1.02,16.0,16.0,3200.0,500.0,2.3,4.0,,,4.0,2.3,45.0,1,2.0,391.0,,2259.0,,,3731.0,327.0,,1182.0,813.0,,25.0
1.0,Mini PC,disco duro M.2 SSD,HDMI,"Bluetooth, wifi, Ethernet",Bluetooth 4.2,,Intel,1.0,DDR4,,,,Ethernet 10/100/1000,,,,,Desktop,,,,,,4.0,,,,,,,,,,,,,,179.0,179.0,179.0,,,,4.0,8.0,,256.0,,2.9,,,,2.0,10.0,1,14.0,715.0,,,74.0,,3731.0,,,1182.0,397.0,,26.0
1.0,Mini PC,memoria flash,,"Ethernet, wifi",,,,,DDR4,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,,mini ITX,,,,,,,,,,,,,,,,,,119.0,119.0,119.0,12.0,12.0,,,4.0,,64.0,,,,,2.0,,,1,27.0,37.0,,,,931.0,3731.0,116.0,,,,,
1.0,Mini PC,,,"wifi, Bluetooth, Ethernet",,,Intel,0.0,DDR4,,,ninguno,Ethernet 10/100/1000,,,,,Desktop,lector de tarjetas,mini ITX,negro,,,8.0,2.0,,,,,,,,,,,,,403.99,403.99,403.99,11.7,11.7,,6.0,,,,1.6,4.2,,,5.0,,15.0,1,18.0,15.0,,,52.0,56.0,,947.0,,398.0,397.0,,24.0
1.0,Mini PC,disco duro M.2 SSD,HDMI,"wifi, Ethernet, Bluetooth",Bluetooth 5.3,,Intel,1.0,DDR4,,,ninguno,LAN 10/100/1000/2500,,,,,Desktop,,mini ITX,,,,12.0,2.0,1.0,,,,,,,,,,,,629.0,629.0,629.0,11.2,11.2,0.45,12.0,16.0,3200.0,512.0,1.3,4.6,64.0,,3.0,1.3,,1,141.0,916.0,15.0,111.0,866.0,88.0,3731.0,947.0,,1182.0,233.0,,43.0
1.0,Mini PC,disco duro M.2 SSD,HDMI,"wifi, Ethernet",Bluetooth 5.2,IEEE 802.11ax,,1.0,DDR4,,,,Ethernet 10/100/1000,,,,,Desktop,,mini ITX,,,,4.0,,,,,,,,,,,,,,299.0,299.0,299.0,12.6,12.6,,6.0,16.0,3200.0,1000.0,,3.6,,,3.0,1.2,,1,4.0,715.0,,2259.0,,,3731.0,,,,397.0,,
1.0,Mini PC,disco duro SSD,DisplayPort,"Ethernet, wifi",,,Intel,1.0,DDR4,,64.0,ninguno,Ethernet 10/100/1000,,,,,Desktop,,desktop,negro,,,6.0,2.0,,,,,,,,,,,,,999.0,999.0,999.0,17.5,17.7,0.9,9.0,8.0,2666.0,256.0,2.2,3.7,64.0,,3.0,,35.0,1,3.0,108.0,16.0,2259.0,21.0,931.0,3731.0,947.0,6.0,200.0,813.0,,
1.0,Mini PC,disco duro M.2 SSD,,"Ethernet, wifi",,IEEE 802.11ax,,1.0,DDR4,,64.0,ninguno,LAN 10/100/1000/2500,,,,,Desktop,,mini ITX,negro,,,,2.0,,,,,,,,,,,,,1282.49,1282.49,1282.49,17.9,3.5,2.1,,8.0,3200.0,512.0,,,64.0,,17.0,,,1,25.0,916.0,17.0,,,28.0,3731.0,947.0,,1182.0,,,
