ofertas,tipo_de_producto,disco_duro_tipo_de_disco_duro,grafica_salida_de_video,comunicaciones_conectividad,comunicaciones_version_bluetooth,comunicaciones_estandar_wifi,procesador_fabricante,disco_duro_numero_de_discos_duros_instalados,ram_tipo,grafica_tipo_memoria,sistema_operativo_arquitectura_bit,almacenamiento_lector_optico,comunicaciones_estandar_lan,otras_caracteristicas_articulo_incluido,otras_caracteristicas_certificado,grafica_caracteristica_tarjeta,tipo,propiedades_de_la_carcasa_tipo_de_caja,propiedades_de_la_carcasa_color,adecuado_para,procesador_numero_de_hilos_de_ejecucion,ram_numero_ranuras_memoria,propiedades_de_la_carcasa_bahia_interna_de_2_5,propiedades_de_la_carcasa_bahia_interna_de_3_5,disco_duro_capacidad_disco_duro_tb,caracteristicas_especiales,almacenamiento_formato_audiovisual_compatible,otras_caracteristicas_modo_de_sonido,propiedades_de_la_carcasa_superficie_del_material,sistema_operativo_software_incluido,precio_min,precio_max,precio_mean,medidas_y_peso_profundidad_cm,medidas_y_peso_ancho_cm,medidas_y_peso_peso_kg,procesador_cache_mb,ram_memoria_gb,ram_frecuencia_de_la_memoria_mhz,disco_duro_capacidad_de_memoria_ssd_gb,procesador_frecuencia_de_reloj_ghz,procesador_frecuencia_turbo_max_ghz,ram_extension_de_memoria_maxima_gb,medidas_y_peso_alto_cm,procesador_frecuencia_del_reloj_ghz,procesador_tdp_watts,titulo_freq,procesador_freq,grafica_tarjeta_freq,serie_freq,otras_caracteristicas_equipamiento_freq,procesador_nombre_clave_freq,propiedades_de_la_carcasa_alimentacion_freq,grafica_memoria_freq,procesador_tipo_freq,procesador_chipset_de_la_placa_base_freq,sistema_operativo_sistema_operativo_freq,procesador_numero_nucleos_freq,grafica_numero_de_ranuras_para_pcie_freq,procesador_zocalo_de_cpu_freq
1.0,PC multimedia,disco duro M.2 SSD,,"Ethernet, wifi, Bluetooth",,,,1.0,DDR4,,,ninguno,LAN 10/100/1000/2500,,,,Desktop,desktop,gris,,12.0,,,,,,,,,,666.29,666.29,666.29,18.3,19.4,,12.0,16.0,3200.0,512.0,,4.6,,4.0,2.1,45.0,1,59.0,715.0,34.0,,,13.0,3731.0,947.0,,398.0,589.0,,
1.0,PC multimedia,disco duro M.2 SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.0,IEEE 802.11ac,AMD,,DDR4,GDDR6,,ninguno,Ethernet 10/100/1000,,,Ray tracing,Desktop,semitorre,negro,,16.0,,,,,,,,,,1282.99,1282.99,1282.99,29.2,14.5,,16.0,16.0,3200.0,512.0,3.8,4.6,,36.0,3.8,65.0,1,31.0,41.0,34.0,2259.0,83.0,16.0,54.0,295.0,,389.0,589.0,,478.0
1.0,PC multimedia,disco duro SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 4.2,,AMD,1.0,DDR4,,64.0,lector DVD,Ethernet 10/100/1000,,,,Desktop,minitorre,negro,,8.0,,,1.0,,,,,,,529.99,529.99,529.99,30.3,15.5,4.71,4.0,8.0,2666.0,512.0,3.7,4.2,16.0,33.0,,65.0,1,2.0,5.0,77.0,2259.0,,931.0,3731.0,327.0,,27.0,397.0,139.0,478.0
1.0,PC multimedia,disco duro M.2 SSD,,"Ethernet, wifi, Bluetooth",,,Intel,1.0,DDR4,,,ninguno,LAN 10/100/1000/2500,,,,Desktop,desktop,gris,,,2.0,,,,,,,,,1010.34,1010.34,1010.34,18.3,19.4,,24.0,16.0,3200.0,1000.0,,4.9,,4.0,2.4,,1,78.0,715.0,34.0,2259.0,,13.0,3731.0,833.0,,389.0,233.0,,
1.0,PC multimedia,disco duro SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.1,,,1.0,DDR4,,,,Ethernet 10/100/1000,,,,Desktop,desktop,negro,,,,,,,,,,,,679.99,679.99,679.99,18.29,3.65,,,16.0,,512.0,,,,17.0,,,1,5.0,715.0,213.0,2259.0,,931.0,3731.0,947.0,,398.0,,,
1.0,PC multimedia,disco duro M.2 SSD,,"Ethernet, wifi, Bluetooth",,,,1.0,DDR4,,,ninguno,LAN 10/100/1000/2500,,,,Desktop,desktop,gris,,12.0,,,,,,,,,,833.21,833.21,833.21,18.3,19.4,,12.0,16.0,3200.0,512.0,,4.6,,4.0,2.1,45.0,1,59.0,715.0,34.0,,,13.0,3731.0,947.0,,1182.0,589.0,,
1.0,PC multimedia,disco duro M.2 SSD,,"Ethernet, wifi, Bluetooth",,,,1.0,DDR4,,,ninguno,LAN 10/100/1000/2500,,,,Desktop,desktop,gris,,12.0,,,,,,,,,,632.92,632.92,632.92,18.3,19.4,,12.0,16.0,3200.0,512.0,,4.6,,4.0,2.1,45.0,1,59.0,715.0,34.0,2259.0,,13.0,3731.0,947.0,,2.0,589.0,,
1.0,PC multimedia,disco duro SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.1,,Intel,1.0,DDR4,,,,Ethernet 10/100/1000,,,,Desktop,desktop,,,8.0,,,,,,,,,,763.0,763.0,763.0,18.29,3.65,,12.0,8.0,,256.0,2.2,4.1,,17.0,,35.0,1,4.0,715.0,213.0,2259.0,529.0,931.0,3731.0,190.0,,1182.0,397.0,,749.0
1.0,PC multimedia,disco duro SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 4.2,,AMD,1.0,DDR4,,64.0,grabadora DVD,Ethernet 10/100/1000,,,,Desktop,minitorre,negro,,12.0,,,1.0,,,,,,,1294.62,1294.62,1294.62,30.3,15.5,,16.0,8.0,,512.0,3.9,4.4,,33.0,,65.0,1,41.0,391.0,77.0,2259.0,83.0,931.0,3731.0,327.0,,389.0,813.0,139.0,478.0
1.0,PC multimedia,disco duro M.2 SSD,,Ethernet,Bluetooth 5.2,IEEE 802.11ax,Intel,1.0,DDR5,,64.0,grabadora DVD,Ethernet 10/100/1000,,,,Desktop,factor de forma pequeño (SFF),negro,empresas,20.0,4.0,1.0,2.0,,,,,,,2097.99,2097.99,2097.99,30.8,33.8,5.04,25.0,16.0,4800.0,512.0,2.1,4.9,128.0,10.0,2.1,180.0,1,52.0,374.0,112.0,2259.0,529.0,87.0,3731.0,833.0,92.0,1182.0,297.0,,749.0
1.0,PC multimedia,disco duro M.2 SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 4.2,,Intel,1.0,DDR4,,,,Ethernet 10/100/1000,,,,Desktop,minitorre,,,,,,1.0,,,,,,,755.43,755.43,755.43,30.3,15.5,,8.0,8.0,3200.0,256.0,,4.2,,33.0,4.0,,1,,391.0,77.0,,,931.0,,100.0,,165.0,397.0,139.0,
1.0,PC multimedia,disco duro M.2 SSD,,Ethernet,,,Intel,1.0,DDR4,,64.0,ninguno,Ethernet 10/100/1000,,TCO Certified Desktops 8,,Desktop,microtorre,negro,,16.0,,,,,,,,,,1585.72,1585.72,1585.72,33.7,15.5,,16.0,16.0,,512.0,2.9,4.8,,30.0,,65.0,1,16.0,108.0,59.0,2259.0,123.0,931.0,3731.0,833.0,,200.0,589.0,,135.0
1.0,PC multimedia,disco duro SSD,HDMI,"Ethernet, wifi, Bluetooth",Bluetooth 5.3,IEEE 802.11ax,Apple,1.0,,,,ninguno,LAN 10/100/1000/2500/5000/10000,,,,Desktop,minitorre,plateado,,,,,,,,,,,,5367.31,5367.31,5367.31,19.7,19.7,,,96.0,,1000.0,,,,9.0,,,1,6.0,5.0,,,,931.0,3731.0,164.0,,35.0,297.0,,
1.0,PC multimedia,,,,,,AMD,,DDR3,,,,,,,,Desktop,,,,4.0,,,,,,,,,,265.99,265.99,265.99,,,,4.0,4.0,1600.0,,3.6,4.0,,,3.6,,1,1.0,2.0,,,,,15.0,,,,397.0,,
1.0,PC multimedia,disco duro SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.1,IEEE 802.11ax,Intel,1.0,,,64.0,,Ethernet 10/100/1000,,,,Desktop,torre,,gaming,24.0,,2.0,1.0,,,,,,,6084.98,6084.98,6084.98,55.1,23.9,,30.0,32.0,,2000.0,,5.2,,51.0,3.2,125.0,1,102.0,76.0,5.0,2259.0,866.0,931.0,193.0,356.0,,389.0,194.0,,749.0
1.0,PC multimedia,disco duro SSD,,Ethernet,,,Intel,,DDR5,,64.0,grabadora DVD,,,,,Desktop,torre,negro,"principiante, profesional, empresas",12.0,4.0,,,,,,,,,990.0,990.0,990.0,30.8,33.8,5.0,18.0,8.0,4800.0,256.0,3.0,4.6,128.0,10.0,,117.0,1,39.0,374.0,112.0,,529.0,43.0,3731.0,947.0,,200.0,813.0,,749.0
2.0,PC multimedia,disco duro SSD,HDMI,"Ethernet, wifi, Bluetooth",Bluetooth 5.0,,Intel,1.0,DDR4,,64.0,,Ethernet 10/100/1000,,,,Desktop,semitorre,negro,principiante,12.0,2.0,,,,,,,,,587.7,756.0,671.85,33.0,10.0,2.3,18.0,8.0,3200.0,512.0,2.5,4.4,,29.0,2.5,65.0,1,79.0,202.0,108.0,2259.0,529.0,87.0,,947.0,,389.0,813.0,,749.0
1.0,PC multimedia,disco duro M.2 SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 4.2,,Intel,1.0,DDR4,,,ninguno,Ethernet 10/100/1000,,,,Desktop,desktop,negro,principiante,16.0,2.0,,1.0,,,,canal 5.1,,,635.28,635.28,635.28,27.0,9.5,3.0,20.0,8.0,3200.0,512.0,2.5,4.6,,30.0,2.5,65.0,1,49.0,202.0,11.0,,866.0,87.0,3731.0,947.0,,165.0,233.0,139.0,749.0
1.0,PC multimedia,disco duro M.2 SSD,,"wifi, Bluetooth, Ethernet",Bluetooth 5.3,IEEE 802.11ax,AMD,1.0,DDR5,,,ninguno,Ethernet 10/100/1000,,,,Desktop,factor de forma pequeño (SFF),negro,,12.0,,,,,,,,,,1402.0,1402.0,1402.0,30.8,33.8,5.4,16.0,16.0,5600.0,512.0,3.5,5.0,4.0,10.0,3.5,65.0,1,4.0,9.0,112.0,2259.0,,31.0,3731.0,327.0,10.0,1182.0,813.0,,
1.0,PC multimedia,disco duro SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 4.2,,,1.0,DDR4,,,,Ethernet 10/100/1000,,,,Desktop,minitorre,negro,,,,,1.0,,,,,,,2236.26,2236.26,2236.26,30.3,15.5,,,16.0,,512.0,,,,33.0,,,1,105.0,715.0,77.0,,,931.0,3731.0,,,165.0,,139.0,
1.0,PC multimedia,disco duro SSD,,"wifi, Bluetooth, Ethernet",Bluetooth 5.3,IEEE 802.11ax,Apple,1.0,,,,ninguno,LAN 10/100/1000/2500/5000/10000,,,,Desktop,minitorre,plateado,,,,,,,,,,,,4446.16,4446.16,4446.16,19.7,19.7,2.7,,32.0,,512.0,,,,9.0,,,1,6.0,5.0,,,,6.0,3731.0,,,35.0,,,
2.0,PC multimedia,disco duro SSD,HDMI,Ethernet,,,Intel,,DDR4,,64.0,grabadora DVD,Ethernet 10/100/1000,,,,Desktop,semitorre,negro,,16.0,,,,,,,,,,700.74,829.98,765.36,35.0,16.3,,20.0,8.0,,512.0,2.5,4.6,32.0,34.0,2.5,65.0,1,49.0,202.0,108.0,,866.0,931.0,3731.0,947.0,,389.0,233.0,139.0,749.0
1.0,PC multimedia,disco duro M.2 SSD,,Ethernet,,,Intel,1.0,DDR4,,64.0,ninguno,Ethernet 10/100/1000,,TCO Certified Desktops 8,,Desktop,microtorre,negro,,12.0,,,,,,,,,,932.97,932.97,932.97,33.7,15.5,,12.0,8.0,2666.0,256.0,3.1,4.5,,30.0,,65.0,1,8.0,108.0,59.0,2259.0,52.0,931.0,3731.0,947.0,,200.0,813.0,,135.0
1.0,PC multimedia,disco duro SSD,,Ethernet,,,Intel,1.0,DDR5,,64.0,ninguno,,,,,Desktop,torre,negro,"principiante, profesional, empresas",12.0,4.0,,,,,,,,,1124.8,1124.8,1124.8,30.8,33.8,5.4,18.0,12.0,4800.0,512.0,3.0,4.6,128.0,10.0,3.0,117.0,1,39.0,715.0,112.0,,529.0,931.0,3731.0,947.0,,200.0,813.0,,749.0
1.0,PC multimedia,,,"wifi, Bluetooth, Ethernet",Bluetooth 5.3,IEEE 802.11ax,,,,,,,LAN 10/100/1000/2500/5000/10000,,,,Desktop,minitorre,,,,,,,,,,,,,5446.91,5446.91,5446.91,19.7,19.7,,,,,,,,,9.0,,,1,,,,,,931.0,,,,,297.0,,
1.0,PC multimedia,disco duro M.2 SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.0,IEEE 802.11ac,Intel,1.0,DDR4,GDDR6,64.0,ninguno,Ethernet 10/100/1000,,,Ray tracing,Desktop,semitorre,azul,,12.0,2.0,,,,,,,,,1649.3,1649.3,1649.3,29.2,14.5,6.0,12.0,16.0,2933.0,512.0,2.6,4.4,,36.0,,65.0,1,12.0,183.0,34.0,41.0,30.0,3.0,412.0,947.0,,389.0,813.0,,135.0
1.0,PC multimedia,disco duro SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.0,IEEE 802.11ac,Intel,1.0,,,64.0,,Ethernet 10/100/1000,,,,Desktop,semitorre,,,12.0,,,,,,,,,,1282.99,1282.99,1282.99,29.2,14.5,,18.0,16.0,,1000.0,2.5,4.4,,36.0,,65.0,1,104.0,1.0,34.0,2259.0,529.0,931.0,124.0,947.0,,389.0,813.0,,749.0
1.0,PC multimedia,disco duro M.2 SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 4.2,,Intel,1.0,DDR4,,64.0,ninguno,Ethernet 10/100/1000,,,,Desktop,minitorre,negro,,8.0,2.0,,1.0,,,,canal 5.1,,,682.41,682.41,682.41,30.3,15.5,4.71,6.0,16.0,2666.0,1000.0,,4.4,,33.0,3.7,,1,7.0,108.0,77.0,,123.0,16.0,3731.0,947.0,,389.0,397.0,139.0,135.0
1.0,PC multimedia,disco duro M.2 SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 4.2,,Intel,1.0,DDR4,,,ninguno,Ethernet 10/100/1000,,,,Desktop,minitorre,negro,,16.0,2.0,,1.0,,,,,,,869.37,869.37,869.37,30.3,15.5,,20.0,16.0,3200.0,512.0,2.5,4.7,,33.0,2.5,65.0,1,22.0,202.0,77.0,2259.0,207.0,87.0,3731.0,947.0,,389.0,233.0,139.0,749.0
1.0,PC multimedia,disco duro SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 5.0,IEEE 802.11ac,AMD,1.0,,,64.0,,Ethernet 10/100/1000,,,,Desktop,semitorre,,,12.0,,,,,,,,,,1567.99,1567.99,1567.99,29.2,14.5,,16.0,16.0,,512.0,3.9,4.4,,36.0,,65.0,1,41.0,164.0,34.0,2259.0,83.0,931.0,679.0,327.0,,389.0,813.0,,478.0
1.0,PC multimedia,disco duro SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 4.2,,Intel,1.0,DDR4,,64.0,ninguno,Ethernet 10/100/1000,,,,Desktop,minitorre,negro,,12.0,2.0,,1.0,,,,,,,795.65,795.65,795.65,30.3,15.5,,18.0,8.0,3200.0,512.0,,4.4,,33.0,3.2,,1,79.0,202.0,77.0,,,87.0,3731.0,947.0,,389.0,813.0,139.0,
1.0,PC multimedia,disco duro SSD,,"Bluetooth, Ethernet, wifi",Bluetooth 4.2,,Intel,1.0,DDR4,GDDR6,64.0,ninguno,Ethernet 10/100/1000,,,,Desktop,minitorre,plateado,,16.0,2.0,,2.0,,,,canal 5.1,,,1000.57,1000.57,1000.57,30.3,15.54,5.96,20.0,16.0,3200.0,1000.0,2.5,4.7,,33.0,2.5,65.0,1,40.0,164.0,77.0,,207.0,36.0,679.0,947.0,,389.0,233.0,139.0,749.0
1.0,PC multimedia,disco duro M.2 SSD,,"Bluetooth, Ethernet, wifi",Bluetooth 4.2,,Intel,1.0,DDR4,,,ninguno,Ethernet 10/100/1000,,,,Desktop,minitorre,plateado,,16.0,2.0,,2.0,,,,,,,1400.37,1400.37,1400.37,30.3,15.54,,20.0,16.0,3200.0,1000.0,2.5,4.7,32.0,33.0,2.5,65.0,1,22.0,202.0,77.0,86.0,207.0,16.0,3731.0,947.0,,389.0,233.0,139.0,749.0
1.0,PC multimedia,disco duro SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 4.2,,Intel,1.0,DDR4,,,,Ethernet 10/100/1000,,,,Desktop,minitorre,negro,,20.0,1.0,,1.0,,,,,,,599.0,599.0,599.0,30.3,15.5,4.71,25.0,16.0,3200.0,512.0,2.1,4.9,,33.0,,180.0,1,52.0,374.0,77.0,63.0,529.0,16.0,3731.0,833.0,,165.0,297.0,139.0,749.0
1.0,PC multimedia,disco duro SSD,,"Bluetooth, Ethernet, wifi",Bluetooth 4.2,,Intel,1.0,DDR4,,,ninguno,Ethernet 10/100/1000,,,,Desktop,minitorre,plateado,,28.0,,,2.0,,,,,,,1347.89,1347.89,1347.89,30.3,15.54,,33.0,32.0,3200.0,1000.0,2.1,5.4,,33.0,2.1,65.0,1,69.0,374.0,77.0,86.0,207.0,16.0,3731.0,833.0,,389.0,160.0,139.0,749.0
2.0,PC multimedia,disco duro SSD,,Ethernet,Bluetooth 5.2,,Intel,1.0,DDR5,,64.0,ninguno,Ethernet 10/100/1000,,,,Desktop,factor de forma pequeño (SFF),negro,empresas,20.0,4.0,1.0,2.0,,,,,,,879.0,933.74,906.37,30.8,33.8,,24.0,8.0,4800.0,256.0,,4.8,128.0,10.0,2.5,65.0,1,84.0,,112.0,2259.0,,931.0,3731.0,947.0,92.0,1182.0,3.0,,
1.0,PC multimedia,disco duro SSD,,,,,Intel,,,,,,,,,,Desktop,desktop,,,8.0,,,,,,,,,,690.39,690.39,690.39,,,,12.0,8.0,,512.0,3.3,4.3,,,4.3,89.0,1,30.0,,,,529.0,,,190.0,,97.0,397.0,,749.0
1.0,PC multimedia,disco duro M.2 SSD,DisplayPort,Ethernet,Bluetooth 5.2,IEEE 802.11ax,Intel,1.0,DDR5,,64.0,ninguno,Ethernet 10/100/1000,,,,Desktop,factor de forma pequeño (SFF),negro,empresas,20.0,,1.0,2.0,,,,,,,1092.56,1092.56,1092.56,30.8,33.8,,24.0,16.0,,512.0,,4.8,,10.0,2.5,65.0,1,84.0,374.0,112.0,2259.0,,931.0,3731.0,,,1182.0,297.0,,
1.0,PC multimedia,disco duro SSD,,"Ethernet, wifi, Bluetooth",,,Intel,,DDR4,,,,,,,,Desktop,,,,16.0,,,,,,,,,,722.24,722.24,722.24,,,,20.0,8.0,,512.0,2.5,4.6,,,2.5,65.0,1,49.0,,,,866.0,,19.0,947.0,,389.0,6.0,,749.0
1.0,PC multimedia,disco duro SSD,,"Ethernet, wifi, Bluetooth",,,Intel,,DDR4,,,,,,,,Desktop,,,,16.0,,,,,,,,,,729.33,729.33,729.33,,,,20.0,16.0,,512.0,2.5,4.6,,,2.5,65.0,1,49.0,715.0,,,866.0,,19.0,947.0,,27.0,6.0,,749.0
1.0,PC multimedia,disco duro M.2 SSD,HDMI,"wifi, Ethernet, Bluetooth",Bluetooth 5.3,IEEE 802.11ax,Intel,1.0,DDR5,,,ninguno,Ethernet 10/100/1000,,,,Desktop,desktop,negro,,16.0,2.0,,,,,,,,,698.99,698.99,698.99,33.0,10.0,,20.0,16.0,5600.0,512.0,2.5,4.7,32.0,29.0,2.5,65.0,1,22.0,202.0,108.0,2259.0,207.0,,3731.0,947.0,,389.0,233.0,,749.0
1.0,PC multimedia,disco duro M.2 SSD,,"wifi, Bluetooth, Ethernet",Bluetooth 5.3,Wi-Fi 6E,Intel,1.0,DDR4,,,ninguno,LAN 10/100/1000/2500,,,,Desktop,torre,negro,empresas,,2.0,,,,,,,,,746.01,746.01,746.01,32.2,16.8,7.6,20.0,16.0,3200.0,512.0,,4.7,64.0,36.0,2.5,65.0,1,22.0,715.0,17.0,86.0,207.0,65.0,3731.0,947.0,49.0,398.0,,,749.0
1.0,PC multimedia,disco duro SSD,,,,,Intel,,,,,,,,,,Desktop,desktop,,,8.0,,,,,,,,,,661.41,661.41,661.41,,,,12.0,8.0,,512.0,3.3,3.3,,,4.3,89.0,1,30.0,,,,529.0,,,190.0,,389.0,397.0,,749.0
1.0,PC multimedia,disco duro M.2 SSD,DisplayPort,Ethernet,Bluetooth 5.2,IEEE 802.11ax,Intel,1.0,DDR5,,64.0,ninguno,Ethernet 10/100/1000,,,,Desktop,factor de forma pequeño (SFF),negro,empresas,20.0,,1.0,2.0,,,,,,,1021.17,1021.17,1021.17,30.8,33.8,,24.0,8.0,,256.0,,4.8,,10.0,2.5,65.0,1,84.0,374.0,112.0,2259.0,,931.0,3731.0,,,1182.0,297.0,,
1.0,PC multimedia,disco duro M.2 SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 4.2,,Intel,1.0,DDR4,,,grabadora DVD,Ethernet 10/100/1000,,,,Desktop,minitorre,negro,,16.0,2.0,,1.0,,,,,,,939.88,939.88,939.88,30.3,15.5,,20.0,16.0,3200.0,512.0,2.5,4.7,,33.0,2.5,65.0,1,22.0,202.0,77.0,2259.0,207.0,87.0,3731.0,947.0,,389.0,233.0,139.0,749.0
1.0,PC multimedia,disco duro M.2 SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 4.2,,Intel,1.0,DDR4,,,grabadora DVD,Ethernet 10/100/1000,,,,Desktop,minitorre,,,28.0,2.0,,1.0,,,,,,,1280.9,1280.9,1280.9,30.3,15.5,,33.0,16.0,3200.0,1000.0,2.1,5.4,,33.0,2.1,65.0,1,69.0,374.0,77.0,2259.0,207.0,87.0,3731.0,833.0,,389.0,160.0,139.0,749.0
1.0,PC multimedia,disco duro M.2 SSD,,"Ethernet, wifi, Bluetooth",Bluetooth 4.2,,Intel,1.0,DDR4,,,grabadora DVD,Ethernet 10/100/1000,,,,Desktop,minitorre,negro,,16.0,2.0,,1.0,,,,,,,1008.05,1008.05,1008.05,30.3,15.5,,20.0,16.0,3200.0,1000.0,2.5,4.7,,33.0,2.5,65.0,1,22.0,202.0,77.0,2259.0,207.0,87.0,3731.0,947.0,,389.0,233.0,139.0,749.0
1.0,PC multimedia,,,Ethernet,,,AMD,,DDR4,,64.0,grabadora DVD,Ethernet 10/100/1000,,TCO Certified Desktops 8,,Desktop,mini ITX,negro,,12.0,,,,,,,,,,716.99,716.99,716.99,27.0,30.3,,8.0,16.0,,512.0,3.7,4.2,,9.0,,65.0,1,11.0,391.0,,2259.0,,1.0,3731.0,327.0,,200.0,813.0,,478.0
1.0,PC multimedia,disco duro SSD,,Ethernet,Bluetooth 5.0,IEEE 802.11ac,Intel,1.0,DDR4,,,ninguno,Ethernet 10/100/1000,,,,Desktop,semitorre,negro,,16.0,,,,,,,,,,705.66,705.66,705.66,38.5,17.0,,20.0,16.0,,512.0,2.5,4.7,,38.0,2.5,65.0,1,22.0,715.0,40.0,2259.0,207.0,931.0,3731.0,947.0,,398.0,233.0,,749.0
