ofertas,pantalla_tecnologia,disco_duro_tipo_de_disco_duro,grafica_salida_de_video,conectividad_lector_de_tarjetas,comunicaciones_conectividad,comunicaciones_version_bluetooth,camara_webcam,camara_funcion,camara_resolucion,teclado_tipo,teclado_numero_de_teclas,teclado_teclas_adicionales,sonido_numero_de_altavoces,alimentacion_bateria,alimentacion_vatios_hora,medidas_y_peso_material_de_la_carcasa,medidas_y_peso_diseno,otras_caracteristicas_sensor,otras_caracteristicas_fecha_de_lanzamiento,comunicaciones_estandar_wifi,procesador_fabricante,disco_duro_numero_de_discos_duros_instalados,grafica_fabricante_tarjeta,conectividad_tipo_de_tarjetas_compatibles,sonido_sistema_de_altavoces,pantalla_formato_de_imagen,procesador_nivel_de_cache,ram_tipo,teclado_caracteristica,alimentacion_numero_de_celdas,medidas_y_peso_color,otras_caracteristicas_portatil_configurable,grafica_tipo_memoria,sistema_operativo_arquitectura_bit,pantalla_tiempo_de_reaccion,comunicaciones_transmision_de_datos,almacenamiento_lector_optico,otras_caracteristicas_caracteristicas_especiales,pantalla,comunicaciones_estandar_lan,sonido_modo,otras_caracteristicas_certificacion,ia_caracteristica,ram_numero_ranuras_memoria,ram_ranura_memoria,ram_configuracion_memoria,procesador_chipset,otras_caracteristicas_software_incluido,grafica_gpu,pantalla_propiedades,ia_funcion,ia_procesador,otras_caracteristicas_localizacion,conectividad_conexion,otras_caracteristicas_expansion_de_hardware,otras_caracteristicas_articulo_incluido,otras_caracteristicas_caracteristicas_de_la_carcasa,otras_caracteristicas_certificado,grafica_caracteristica_tarjeta,tipo,conectividad_conexion_frontal,propiedades_de_la_carcasa_tipo_de_caja,propiedades_de_la_carcasa_color,propiedades_de_la_carcasa_material_de_la_carcasa,adecuado_para,procesador_numero_de_hilos_de_ejecucion,ram_numero_ranuras_memoria,propiedades_de_la_carcasa_bahia_interna_de_2_5,propiedades_de_la_carcasa_bahia_interna_de_3_5,disco_duro_capacidad_disco_duro_tb,propiedades_de_la_carcasa_bahia_externa_de_5_25,otras_caracteristicas_modo_de_sonido,propiedades_de_la_carcasa_superficie_del_material,disco_duro_capacidad_disco_duro_gb,propiedades_de_la_carcasa_bahia_externa_de_3_5,procesador_procesadores_compatibles,precio_min,precio_max,precio_mean,pantalla_tamano_pulgadas,pantalla_diagonal_cm,pantalla_luminosidad_cd_m2,grafica_resolucion_externa_std,camara_resolucion_pulgadas,alimentacion_autonomia_de_la_bateria_horas,alimentacion_vatios,medidas_y_peso_profundidad_cm,medidas_y_peso_altura_mm,medidas_y_peso_ancho_cm,medidas_y_peso_peso_kg,pantalla_densidad_de_pixeles_ppp,pantalla_tasa_de_actualizacion_de_imagen_hz,procesador_cache_mb,ram_memoria_gb,ram_frecuencia_de_la_memoria_mhz,disco_duro_capacidad_de_memoria_ssd_gb,sonido_potencia_de_altavoces_watts,procesador_frecuencia_de_reloj_ghz,procesador_frecuencia_turbo_max_ghz,procesador_potencia_maxima_de_diseno_termico_tdp_watts,ram_extension_de_memoria_maxima_gb,alimentacion_voltaje_de_salida_v,alimentacion_intensidad_de_corriente_a,alimentacion_capacidad_de_la_bateria_ah,disco_duro_capacidad_del_disco_duro_gb,medidas_y_peso_alto_cm,procesador_frecuencia_del_reloj_ghz,procesador_tdp_watts,titulo_freq,procesador_freq,grafica_tarjeta_freq,serie_freq,otras_caracteristicas_equipamiento_freq,procesador_nombre_clave_freq,propiedades_de_la_carcasa_alimentacion_freq,otras_caracteristicas_seguridad_integrada_freq,grafica_memoria_freq,procesador_tipo_freq,procesador_chipset_de_la_placa_base_freq,sistema_operativo_sistema_operativo_freq,procesador_numero_nucleos_freq,grafica_numero_de_ranuras_para_pcie_freq,pantalla_resolucion_freq,pantalla_resolucion_pulgadas_freq,procesador_zocalo_de_cpu_freq
9.0,,disco duro M.2 SSD,HDMI,,"Bluetooth, Ethernet, wifi",Bluetooth 5.3,,,,,,,,,,,,,,IEEE 802.11ax,Intel,0.0,,,,,,DDR4,,,,,,,,,ninguno,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,,Desktop,,barebone,negro,,empresas,12.0,2.0,,,,,,,,,,343.54,448.8,396.17,,,,,,,,11.2,,11.7,0.75,,,12.0,,3200.0,,,,4.7,,64.0,,,,,5.0,1.5,,1,10.0,715.0,52.0,,,88.0,,3731.0,190.0,,398.0,233.0,,,,
43.0,,,,,Ethernet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,,Desktop,,factor de forma pequeño (SFF),,,empresas,,,,,,,,,,,,1059.0,3443.17,2251.09,,,,,,,,30.8,,38.4,,,,,,,,,,,,,,,,,10.0,,,1,,,94.0,,,931.0,,,,,,,,,,
2.0,,,HDMI,,"Bluetooth, Ethernet, wifi",Bluetooth 5.3,,,,,,,,,,,,,,IEEE 802.11ax,,,,,,,,DDR4,,,,,,,,,,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,,Desktop,,barebone,negro,,empresas,,,,,,,,,,,,491.9,495.67,493.78,,,,,,,,11.2,,11.7,0.75,,,,,,,,,,,,,,,,5.0,,,1,8.0,916.0,52.0,,,88.0,,3731.0,947.0,,398.0,,,,,
11.0,,disco duro M.2 SSD,HDMI,,"wifi, Bluetooth, Ethernet",Bluetooth 5.3,,,,,,,,,,,,,,,Intel,0.0,,,,,,DDR5,,,,,,,,,ninguno,,,LAN 10/100/1000/2500,,,,,,,,,,,,,,,,,,,,Desktop,,mini ITX,plateado,,bricolaje,18.0,2.0,,,,,,,,,,566.14,701.56,633.85,,,,,,,,11.2,,14.4,0.8,,,18.0,,,,,1.2,4.5,,,,,,,4.0,1.2,28.0,1,49.0,270.0,,44.0,462.0,88.0,,3731.0,128.0,,398.0,163.0,,,,39.0
61.0,,,,,"wifi, Bluetooth, Ethernet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,,Desktop,,factor de forma ultrapequeño (USFF),,,empresas,,,,,,,,,,,,502.02,1175.58,838.8,,,,,,,,18.3,,3.65,,,,,,,,,,,,,,,,,17.0,,,1,,,213.0,,,,,,,92.0,,,,,,
5.0,,disco duro M.2 SSD,HDMI,,"wifi, Bluetooth, Ethernet",Bluetooth 5.3,,,,,,,,,,,,,,,Intel,0.0,,,,,,DDR5,,,,,,,,,ninguno,,,LAN 10/100/1000/2500,,,,,,,,,,,,,,,,,,,,Desktop,,mini ITX,negro,,bricolaje,18.0,2.0,1.0,,,,,,,,,558.23,678.55,618.39,,,,,,,,11.2,,11.7,0.57,,,18.0,,,,,1.2,4.5,,96.0,,,,,5.0,1.2,28.0,1,49.0,270.0,52.0,44.0,462.0,88.0,,3731.0,128.0,,398.0,163.0,,,,39.0
13.0,,disco duro SSD,,,"wifi, Bluetooth, Ethernet",,,,,,,,,,,,,,,,,1.0,,,,,,DDR4,,,,,,64.0,,,ninguno,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,,Desktop,,factor de forma ultrapequeño (USFF),negro,,empresas,,,,,,,,,,,,662.67,928.26,795.46,,,,,,,,18.3,,3.65,,,,,16.0,3200.0,512.0,,,,,,,,,,17.0,3.0,,1,14.0,202.0,213.0,2259.0,,59.0,,3731.0,947.0,92.0,1182.0,,,,,
18.0,,disco duro M.2 SSD,HDMI,,"wifi, Ethernet, Bluetooth",Bluetooth 5.3,,,,,,,,,,,,,,Wi-Fi 6E,Intel,0.0,,,,,,DDR4,,,,,,,,,ninguno,,,LAN 10/100/1000/2500,,,,,,,,,,,,,,,,,,,,Desktop,,mini ITX,negro,,,8.0,,1.0,,,,,,,,,363.3,445.04,404.17,,,,,,,,11.2,,11.7,0.75,,,10.0,,3200.0,,,1.2,4.5,,64.0,,,,,5.0,1.2,15.0,1,50.0,715.0,,,866.0,59.0,,3731.0,190.0,,398.0,813.0,,,,
34.0,,disco duro M.2 SSD,,,"wifi, Ethernet, Bluetooth",Bluetooth 5.3,,,,,,,,,,,,,,IEEE 802.11ax,Intel,1.0,,,,,,DDR5,,,,,,,,,ninguno,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,,Desktop,,factor de forma ultrapequeño (USFF),negro,,empresas,28.0,2.0,,,,,,,,,,493.79,1132.88,813.34,,,,,,,,18.29,,3.65,1.25,,,33.0,16.0,4800.0,512.0,,1.3,5.2,,64.0,,,,,17.0,1.3,,1,5.0,374.0,213.0,2259.0,207.0,16.0,,3731.0,833.0,92.0,1182.0,160.0,,,,
11.0,,disco duro SSD,HDMI,,"wifi, Bluetooth, Ethernet",Bluetooth 5.2,,,,,,,,,,,,,,IEEE 802.11ax,,0.0,,,,,,DDR4,,,,,,,,,,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,,Desktop,conexión micrófono/auriculares,mini ITX,negro,,empresas,,,,,,,,,,,,639.73,848.3,744.01,,,,,,,,11.2,,11.7,0.51,,,,,,,,,,,,,,,,3.0,,,1,5.0,916.0,52.0,,,,,3731.0,833.0,,,,,,,
14.0,,disco duro M.2 SSD,HDMI,,"wifi, Bluetooth, Ethernet",Bluetooth 5.3,,,,,,,,,,,,,,,Intel,0.0,,,,,,DDR5,,,,,,,,,ninguno,,,LAN 10/100/1000/2500,,,,,,,,,,,,,,,,,,,,Desktop,,mini ITX,negro,,bricolaje,22.0,2.0,1.0,,,,,,,,,678.41,827.06,752.73,,,,,,,,11.2,,11.7,0.57,,,24.0,,,,,1.4,4.8,,96.0,,,,,5.0,1.4,28.0,1,192.0,270.0,52.0,44.0,462.0,88.0,,3731.0,297.0,,398.0,337.0,,,,39.0
15.0,,disco duro M.2 SSD,HDMI,,"wifi, Ethernet, Bluetooth",Bluetooth 5.3,,,,,,,,,,,,,,Wi-Fi 6E,Intel,0.0,,,,,,DDR4,,,,,,,,,ninguno,,,LAN 10/100/1000/2500,,,,,,,,,,,,,,,,,,,,Desktop,,mini ITX,negro,,,16.0,,1.0,,,,,,,,,644.34,864.32,754.33,,,,,,,,11.2,,11.7,0.75,,,18.0,,3200.0,,,2.2,5.0,,64.0,,,,,5.0,2.2,28.0,1,63.0,916.0,,,866.0,88.0,,3731.0,833.0,,398.0,297.0,,,,
12.0,,disco duro M.2 SSD,HDMI,,"wifi, Ethernet, Bluetooth",Bluetooth 5.3,,,,,,,,,,,,,,Wi-Fi 6E,Intel,0.0,,,,,,DDR4,,,,,,,,,ninguno,,,LAN 10/100/1000/2500,,,,,,,,,,,,,,,,,,,,Desktop,,mini ITX,negro,,,8.0,,,,,,,,,,,355.93,474.93,415.43,,,,,,,,11.2,,11.7,0.51,,,10.0,,3200.0,,,1.2,4.5,,64.0,,,,,3.0,1.2,15.0,1,50.0,715.0,,,866.0,59.0,,3731.0,190.0,,398.0,813.0,,,,
9.0,,disco duro M.2 SSD,HDMI,,"wifi, Ethernet, Bluetooth",Bluetooth 5.3,,,,,,,,,,,,,,Wi-Fi 6E,Intel,0.0,,,,,,DDR4,,,,,,,,,ninguno,,,LAN 10/100/1000/2500,,,,,,,,,,,,,,,,,,,,Desktop,,mini ITX,negro,,,20.0,,,,,,,,,,,769.18,869.99,819.59,,,,,,,,11.2,,11.7,0.51,,,24.0,,3200.0,,,1.9,5.2,,64.0,,,,,3.0,1.9,28.0,1,3.0,916.0,,,866.0,88.0,,3731.0,833.0,,398.0,163.0,,,,
10.0,,disco duro SSD,,,"wifi, Ethernet, Bluetooth",Bluetooth 5.1,,,,,,,,,,,,,,IEEE 802.11ax,Intel,1.0,,,,,,DDR5,,,,,,64.0,,,,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,,Desktop,,desktop,negro,,empresas,24.0,4.0,,,,,,,,,,446.12,1371.64,908.88,,,,,,,,29.8,,92.6,5.3,,,30.0,16.0,4400.0,512.0,,2.1,5.2,,128.0,,,,,33.0,2.1,219.0,1,105.0,374.0,213.0,52.0,866.0,5.0,,3731.0,833.0,,1182.0,337.0,,,,749.0
9.0,,disco duro SSD,,,"wifi, Bluetooth, Ethernet",Bluetooth 5.1,,,,,,,,,,,,,,IEEE 802.11ax,Intel,1.0,,,,,,DDR5,,,,,,64.0,,,ninguno,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,,Desktop,,minitorre,negro,,empresas,24.0,2.0,,,,,,,,,,811.32,1370.02,1090.67,,,,,,,,18.3,,17.9,1.25,,,30.0,16.0,5600.0,512.0,,2.1,5.2,,64.0,,,,,36.0,2.1,219.0,1,105.0,374.0,213.0,52.0,866.0,6.0,,3731.0,833.0,92.0,1182.0,337.0,,,,749.0
11.0,,disco duro M.2 SSD,HDMI,,"wifi, Bluetooth, Ethernet",Bluetooth 5.3,,,,,,,,,,,,,,,Intel,0.0,,,,,,DDR5,,,,,,,,,ninguno,,,LAN 10/100/1000/2500,,,,,,,,,,,,,,,,,,,,Desktop,,mini ITX,negro,,bricolaje,18.0,2.0,1.0,,,,,,,,,538.9,629.82,584.36,,,,,,,,11.2,,11.7,0.57,,,18.0,,,,,1.2,4.5,,48.0,,,,,3.0,1.2,28.0,1,49.0,270.0,52.0,44.0,462.0,88.0,,3731.0,128.0,,398.0,163.0,,,,39.0
11.0,,disco duro SSD,,,Ethernet,,,,,,,,,,,,,,,,Intel,1.0,,,,,,DDR5,,,,,,64.0,,,ninguno,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,,Desktop,,factor de forma pequeño (SFF),negro,,empresas,28.0,1.0,,,,,,,,,,1207.63,1866.91,1537.27,,,,,,,,30.8,,38.4,,,,33.0,16.0,4800.0,1000.0,,2.1,5.4,,,,,,,10.0,2.1,65.0,1,69.0,374.0,94.0,2259.0,207.0,931.0,,3731.0,833.0,,1182.0,160.0,,,,749.0
9.0,,disco duro M.2 SSD,HDMI,,"wifi, Ethernet, Bluetooth",Bluetooth 5.3,,,,,,,,,,,,,,Wi-Fi 6E,Intel,0.0,,,,,,DDR4,,,,,,,,,ninguno,,,LAN 10/100/1000/2500,,,,,,,,,,,,,,,,,,,,Desktop,,mini ITX,negro,,,20.0,,1.0,,,,,,,,,790.68,894.18,842.43,,,,,,,,11.2,,11.7,0.75,,,24.0,,3200.0,,,,5.2,,64.0,,,,,5.0,1.9,28.0,1,3.0,916.0,,,866.0,88.0,,3731.0,833.0,,398.0,163.0,,,,
12.0,,disco duro SSD,,,"wifi, Ethernet, Bluetooth",Bluetooth 5.3,,,,,,,,,,,,,,IEEE 802.11ax,Intel,1.0,,,,,,DDR5,,,,,,64.0,,,ninguno,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,,Desktop,,factor de forma ultrapequeño (USFF),negro,,empresas,28.0,2.0,,,,,,,,,,864.0,1132.88,998.44,,,,,,,,18.29,,3.65,,,,33.0,16.0,5600.0,512.0,,,5.2,,64.0,,,,,17.0,1.3,,1,5.0,374.0,213.0,,866.0,16.0,,3731.0,833.0,92.0,1182.0,160.0,,,,749.0
9.0,,disco duro SSD,HDMI,,"wifi, Ethernet, Bluetooth",Bluetooth 5.3,,,,,,,,,,,,,,Wi-Fi 6E,Intel,,,,,,,DDR4,,,,,,,,,ninguno,,,LAN 10/100/1000/2500,,,,,,,,,,,,,,,,,,,,Desktop,,mini ITX,negro,,,16.0,2.0,,,,,,,,,,716.63,823.11,769.87,,,,,,,,11.2,,11.7,,,,12.0,16.0,3200.0,,,,4.5,,64.0,,,,,3.0,1.8,64.0,1,1.0,916.0,,2259.0,866.0,,,3731.0,947.0,,398.0,297.0,,,,
103.0,,disco duro M.2 SSD,HDMI,,"wifi, Ethernet, Bluetooth",Bluetooth 5.3,,,,,,,,,,,,,,Wi-Fi 6E,Intel,0.0,,,,,,DDR4,,,,,,,,,ninguno,,,LAN 10/100/1000/2500,,,,,,,,,,,,,,,,,,,,Desktop,,mini ITX,negro,,,,,1.0,,,,,,,,,362.5,1039.4,700.95,,,,,,,,11.2,,11.7,,,,,,3200.0,,,,,,64.0,,,,,5.0,,,1,,,,,866.0,,,3731.0,,,398.0,,,,,
3.0,,disco duro SSD,DisplayPort,,Ethernet,,,,,,,,,,,,,,,,Intel,1.0,,,,,,DDR5,,,,,,64.0,,,ninguno,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,,Desktop,,factor de forma pequeño (SFF),negro,,empresas,24.0,1.0,,,,,,,,,,1222.06,1463.78,1342.92,,,,,,,,30.8,,38.4,5.0,,,30.0,16.0,4800.0,512.0,,2.1,5.2,,128.0,,,,,10.0,2.1,219.0,1,105.0,715.0,94.0,2259.0,866.0,10.0,,3731.0,833.0,,1182.0,337.0,,,,749.0
8.0,,,,,"Ethernet, wifi, Bluetooth",,,,,,,,,,,,,,,,Intel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Desktop,,mini ITX,,,,12.0,,,,,,,,,,,329.7,363.24,346.47,,,,,,,,,,,,,,,,,,,,4.4,,,,,,,,,,1,10.0,715.0,52.0,,529.0,,,,190.0,,,233.0,,,,43.0
17.0,,disco duro M.2 SSD,HDMI,,"wifi, Bluetooth, Ethernet",Bluetooth 5.3,,,,,,,,,,,,,,,,0.0,,,,,,DDR5,,,,,,,,,ninguno,,,LAN 10/100/1000/2500,,,,,,,,,,,,,,,,,,,,Desktop,,mini ITX,negro,,bricolaje,8.0,2.0,1.0,,,,,,,,,395.5,510.75,453.12,,,,,,,,11.2,,11.7,0.48,,,10.0,,,,,1.2,4.7,,48.0,,,,,3.0,1.2,15.0,1,11.0,270.0,52.0,44.0,,88.0,,3731.0,10.0,,398.0,813.0,,,,
4.0,,disco duro SSD,,,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,,,,,,,,,,,,,,IEEE 802.11ax,,1.0,,,,,,DDR4,,,,,,,,,ninguno,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,,Desktop,,,negro,,bricolaje,,2.0,,,,,,,,,,964.63,1240.43,1102.53,,,,,,,,13.0,,12.0,1.0,,,,16.0,3200.0,1000.0,,,,,,,,,,5.0,,,1,6.0,391.0,8.0,2259.0,,88.0,,3731.0,,,398.0,,,,,
2.0,,,,,"wifi, Bluetooth, Ethernet",Bluetooth 5.0,,,,,,,,,,,,,,IEEE 802.11ax,Intel,0.0,,,,,,DDR4,,,,,,,,,ninguno,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,,Desktop,,barebone,negro,,bricolaje,12.0,2.0,1.0,,,,canal 7.1,,,,,1269.88,2507.0,1888.44,,,,,,,,21.0,,20.3,,,,12.0,,,,,2.6,5.0,,64.0,,,,,6.0,,45.0,1,,3.0,22.0,,123.0,931.0,,54.0,833.0,,398.0,813.0,,,,2.0
4.0,,disco duro SSD,,,Ethernet,,,,,,,,,,,,,,,,Intel,1.0,,,,,,DDR4,,,,,,64.0,,,,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,,Desktop,,torre,negro,,,12.0,,,,,,,,,,,444.52,459.16,451.84,,,,,,,,17.0,,37.0,,,,12.0,16.0,3200.0,500.0,,2.9,4.3,,,,,,,35.0,,65.0,1,133.0,20.0,,2259.0,123.0,65.0,,3731.0,947.0,14.0,389.0,813.0,,,,135.0
3.0,,disco duro M.2 SSD,DisplayPort,,Ethernet,,,,,,,,,,,,,,,,Intel,1.0,,,,,,DDR5,,,,,,64.0,,,ninguno,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,,Desktop,,factor de forma pequeño (SFF),negro,,empresas,24.0,,,,,,,,,,,1181.71,1650.0,1415.86,,,,,,,,30.8,,38.4,5.9,,,30.0,16.0,4800.0,512.0,,2.1,5.2,,128.0,,,,,10.0,2.1,219.0,1,105.0,715.0,94.0,3.0,866.0,10.0,,3731.0,833.0,,1182.0,337.0,,,,749.0
5.0,,disco duro SSD,,,"wifi, Ethernet, Bluetooth",Bluetooth 5.0,,,,,,,,,,,,,,,Intel,1.0,,,,,,DDR4,,,,,,64.0,,,ninguno,,,Ethernet 10/100/1000,,,,,,,,,,,,,,1 DisplayPort,,,,,,Desktop,,desktop,negro,,gaming,24.0,,,,,,,,,,,865.49,1000.34,932.91,,,,,,,,30.6,,16.0,,,,30.0,16.0,,512.0,,2.1,5.2,,,,,,,34.0,2.1,219.0,1,105.0,374.0,87.0,2259.0,866.0,54.0,,3731.0,833.0,,1182.0,337.0,,,,749.0
3.0,,disco duro SSD,,,"Ethernet, wifi",,,,,,,,,,,,,,,,Intel,0.0,,,,,,DDR4,,,,,,,,,ninguno,,,,,,,,,,,,,,,,,,,,,,,Desktop,,mini ITX,negro,,bricolaje,2.0,2.0,1.0,,,,,,,,,219.08,271.17,245.12,,,,,,,,,,,,,,4.0,,,,,2.0,2.9,,16.0,,,,,,2.0,10.0,1,5.0,715.0,33.0,2259.0,74.0,5.0,,3731.0,116.0,,398.0,51.0,,,,
6.0,,,HDMI,,"wifi, Ethernet, Bluetooth",,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,,Desktop,,,,,,,,,,,,,,,,,166.31,280.83,223.57,,,,,,,,,,,,,,,8.0,,128.0,,,,,,,,,,,,,1,6.0,37.0,,,,,,,116.0,,,,,,,
4.0,,,,,,,,,,,,,,,,,,,,,Intel,,,,,,,DDR5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Desktop,,,negro,,bricolaje,4.0,1.0,1.0,,,,,,,,,243.02,293.04,268.03,,,,,,,,16.5,,19.0,0.8,,,6.0,,,,,800.0,3.4,,16.0,,,,,4.0,0.8,6.0,1,45.0,715.0,33.0,,,73.0,,,60.0,,398.0,397.0,,,,
2.0,,,,,"wifi, Bluetooth, Ethernet",,,,,,,,,,,,,,,IEEE 802.11ac,Intel,,,,,,,DDR4,,,,,,,,,ninguno,,,,,,,,,,,,,,,,,,,,,,,Desktop,,barebone,negro,,,4.0,1.0,,,,,,,,,,269.07,341.96,305.51,,,,,,,,10.3,,5.6,,,,4.0,,2933.0,,,2.0,3.3,,16.0,,,,,11.0,2.0,10.0,1,9.0,715.0,21.0,,74.0,5.0,,3731.0,,,,397.0,,,,26.0
8.0,,,,,Ethernet,,,,,,,,,,,,,,,,Intel,0.0,,,,,,DDR5,,,,,,,,,ninguno,,,,,,,,,,,,,,,,,,,,,,,Desktop,,mini ITX,negro,,bricolaje,,2.0,,,,,,,,,,369.11,888.39,628.75,,,,,,,,20.0,,3.95,1.6,,,,,,,,,,,64.0,,,,,16.0,,,1,,,33.0,,,59.0,,,,,398.0,,,,,
4.0,,,,,"wifi, Ethernet, Bluetooth",Bluetooth 4.2,,,,,,,,,,,,,,IEEE 802.11ac,Intel,,,,,,,DDR4,,,,,,64.0,,,ninguno,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,,Desktop,,barebone,negro,,,2.0,1.0,,,,,,,,,,153.07,176.9,164.99,,,,,,,,11.62,,10.3,,,,4.0,,2933.0,,,1.1,2.8,,,,,,,56.0,1.1,6.0,1,37.0,4.0,21.0,,74.0,,,3731.0,,,12.0,51.0,,,,26.0
6.0,,disco duro SSD,,,Ethernet,,,,,,,,,,,,,,,,Intel,1.0,,,,,,DDR4,,,,,,64.0,,,ninguno,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,,Desktop,,desktop,negro,,empresas,12.0,,,,,,,,,,,473.33,515.53,494.43,,,,,,,,37.0,,17.0,,,,18.0,16.0,3200.0,500.0,,2.5,4.4,,,,,,,35.0,2.5,117.0,1,79.0,202.0,,,529.0,67.0,,3731.0,947.0,49.0,1182.0,813.0,,,,749.0
5.0,,disco duro SSD,,,Ethernet,,,,,,,,,,,,,,,,Intel,1.0,,,,,,DDR4,,,,,,64.0,,,,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,,Desktop,,desktop,negro,,empresas,12.0,,,,,,,,,,,449.81,470.49,460.15,,,,,,,,37.0,,17.0,,,,18.0,16.0,3200.0,500.0,,2.5,4.4,,,,,,,35.0,2.5,117.0,1,79.0,202.0,,,529.0,67.0,,3731.0,947.0,49.0,389.0,813.0,,,,749.0
8.0,,disco duro SSD,,,"wifi, Ethernet, Bluetooth",Bluetooth 5.0,,,,,,,,,,,,,,,,,,,,,,DDR4,,,,,,,,,,,,Ethernet 10/100/1000,,,,,,,,,,,,,,1 DisplayPort,,,,,,Desktop,,desktop,,,gaming,,,,,,,,,,,,623.65,1000.34,812.0,,,,,,,,30.6,,16.0,,,,,,,,,,,,,,,,,34.0,,,1,,,87.0,,,,,,,,,,,,,
3.0,,,,,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,,,,,,,,,,,,,,IEEE 802.11ax,Intel,,,,,,,DDR4,,,,,,64.0,,,ninguno,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,,Desktop,,factor de forma ultrapequeño (USFF),negro,,empresas,20.0,2.0,,,,,,,,,,937.1,1187.99,1062.55,,,,,,,,18.3,,17.9,,,,25.0,16.0,3200.0,512.0,,3.4,4.7,,64.0,,,,,3.0,,35.0,1,13.0,374.0,213.0,,529.0,16.0,,,833.0,92.0,1182.0,297.0,,,,749.0
5.0,,disco duro SSD,,,Ethernet,,,,,,,,,,,,,,,,Intel,,,,,,,DDR4,,,,,,64.0,,,ninguno,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,,Desktop,,desktop,negro,,empresas,12.0,,,,,,,,,,,453.67,474.53,464.1,,,,,,,,37.0,,17.0,,,,18.0,16.0,3200.0,500.0,,2.5,4.4,,,,,,,35.0,2.5,65.0,1,79.0,202.0,,2259.0,529.0,67.0,,3731.0,947.0,49.0,389.0,813.0,,,,749.0
4.0,,,,,"Ethernet, wifi, Bluetooth",Bluetooth 5.0,,,,,,,,,,,,,,IEEE 802.11ax,Intel,,,,,,,,,,,,,,,,ninguno,,,LAN 10/100/1000/2500,,,,,,,,,,,,,,,,,,,,Desktop,,mini ITX,negro,,bricolaje,4.0,,,,,,,,,,,266.07,320.7,293.38,,,,,,,,13.2,,12.7,0.84,,,,,,,,,,,,,,,,5.0,,,1,8.0,715.0,31.0,,,931.0,,3731.0,60.0,,398.0,397.0,,,,
4.0,,disco duro SSD,,,Ethernet,,,,,,,,,,,,,,,,Intel,1.0,,,,,,DDR4,,,,,,64.0,,,,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,,Desktop,,torre,negro,,,12.0,,,,,,,,,,,467.82,483.22,475.52,,,,,,,,17.0,,37.0,,,,12.0,16.0,3200.0,500.0,,2.9,4.3,,,,,,,35.0,,65.0,1,133.0,108.0,,2259.0,123.0,65.0,,3731.0,947.0,14.0,389.0,813.0,,,,135.0
4.0,,disco duro SSD,,,Ethernet,,,,,,,,,,,,,,,,Intel,1.0,,,,,,DDR4,,,,,,64.0,,,,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,,Desktop,,torre,negro,,,12.0,,,,,,,,,,,415.49,434.63,425.06,,,,,,,,17.0,,37.0,,,,18.0,16.0,3200.0,500.0,,2.5,4.4,,128.0,,,,,35.0,2.5,65.0,1,79.0,715.0,,2259.0,529.0,65.0,,3731.0,947.0,14.0,389.0,813.0,,,,749.0
3.0,,disco duro M.2 SSD,,,"wifi, Bluetooth, Ethernet",Bluetooth 5.3,,,,,,,,,,,,,,,Intel,0.0,,,,,,DDR5,,,,,,,,,ninguno,,,LAN 10/100/1000/2500,,,,,,,,,,,,,,,,,,,,Desktop,,mini ITX,plateado,,bricolaje,22.0,2.0,,,,,,,,,,832.49,1076.29,954.39,,,,,,,,11.2,,14.4,0.8,,,24.0,,,,,1.4,5.1,,96.0,,,,,4.0,1.4,45.0,1,59.0,270.0,,44.0,462.0,3.0,,3731.0,64.0,,,337.0,,,,39.0
